item_index,prompt_template,prime_condition,prime_structure,prime_sentence,target_active,target_passive,prompt,choice_target,active_choice_logprob,passive_choice_logprob,passive_minus_active_logprob,active_choice_logprob_sum,passive_choice_logprob_sum,passive_minus_active_logprob_sum,active_target_token_count,passive_target_token_count,chosen_structure,passive_choice_indicator
3,processing_teacher_forced,active,active,a wife hurries a winner .,a hero hurries a husband .,a husband is hurried by a hero .,a wife hurries a winner . ,full_sentence_processing,-3.7857142857142856,-4.125,-0.3392857142857144,-26.5,-33.0,-6.5,7,8,active,0.0
3,processing_teacher_forced,passive,passive,a winner is hurried by a wife .,a hero hurries a husband .,a husband is hurried by a hero .,a winner is hurried by a wife . ,full_sentence_processing,-4.366071428571429,-3.01953125,1.3465401785714288,-30.5625,-24.15625,6.40625,7,8,passive,1.0
3,processing_teacher_forced,no_prime_eos,no_prime_eos,,a hero hurries a husband .,a husband is hurried by a hero .,<|eot_id|> ,full_sentence_processing,-8.044642857142858,-7.59375,0.45089285714285765,-56.3125,-60.75,-4.4375,7,8,passive,1.0
3,processing_teacher_forced,no_prime_empty,no_prime_empty,,a hero hurries a husband .,a husband is hurried by a hero .,,full_sentence_processing,-7.017857142857143,-6.38671875,0.6311383928571432,-49.125,-51.09375,-1.96875,7,8,passive,1.0
3,processing_teacher_forced,filler,filler,The tourist wandered through the plaza .,a hero hurries a husband .,a husband is hurried by a hero .,The tourist wandered through the plaza . ,full_sentence_processing,-7.191964285714286,-6.6640625,0.5279017857142856,-50.34375,-53.3125,-2.96875,7,8,passive,1.0
4,processing_teacher_forced,active,active,a wife judges a winner .,a hero judges a husband .,a husband is judged by a hero .,a wife judges a winner . ,full_sentence_processing,-4.515625,-3.45703125,1.05859375,-27.09375,-27.65625,-0.5625,6,8,passive,1.0
4,processing_teacher_forced,passive,passive,a winner is judged by a wife .,a hero judges a husband .,a husband is judged by a hero .,a winner is judged by a wife . ,full_sentence_processing,-4.989583333333333,-2.724609375,2.264973958333333,-29.9375,-21.796875,8.140625,6,8,passive,1.0
4,processing_teacher_forced,no_prime_eos,no_prime_eos,,a hero judges a husband .,a husband is judged by a hero .,<|eot_id|> ,full_sentence_processing,-8.859375,-6.76171875,2.09765625,-53.15625,-54.09375,-0.9375,6,8,passive,1.0
4,processing_teacher_forced,no_prime_empty,no_prime_empty,,a hero judges a husband .,a husband is judged by a hero .,,full_sentence_processing,-7.869791666666667,-5.83984375,2.029947916666667,-47.21875,-46.71875,0.5,6,8,passive,1.0
4,processing_teacher_forced,filler,filler,The traveler rested beside the river .,a hero judges a husband .,a husband is judged by a hero .,The traveler rested beside the river . ,full_sentence_processing,-7.270833333333333,-5.85546875,1.415364583333333,-43.625,-46.84375,-3.21875,6,8,passive,1.0
5,processing_teacher_forced,active,active,a president drags a priest .,a champion drags a chief .,a chief is dragged by a champion .,a president drags a priest . ,full_sentence_processing,-3.9330357142857144,-3.955078125,-0.022042410714285587,-27.53125,-31.640625,-4.109375,7,8,active,0.0
5,processing_teacher_forced,passive,passive,a priest is dragged by a president .,a champion drags a chief .,a chief is dragged by a champion .,a priest is dragged by a president . ,full_sentence_processing,-4.714285714285714,-3.396484375,1.3178013392857144,-33.0,-27.171875,5.828125,7,8,passive,1.0
5,processing_teacher_forced,no_prime_eos,no_prime_eos,,a champion drags a chief .,a chief is dragged by a champion .,<|eot_id|> ,full_sentence_processing,-7.357142857142857,-7.109375,0.24776785714285676,-51.5,-56.875,-5.375,7,8,passive,1.0
5,processing_teacher_forced,no_prime_empty,no_prime_empty,,a champion drags a chief .,a chief is dragged by a champion .,,full_sentence_processing,-6.772321428571429,-5.88671875,0.8856026785714288,-47.40625,-47.09375,0.3125,7,8,passive,1.0
5,processing_teacher_forced,filler,filler,The package arrived before noon .,a champion drags a chief .,a chief is dragged by a champion .,The package arrived before noon . ,full_sentence_processing,-6.642857142857143,-6.23828125,0.40457589285714324,-46.5,-49.90625,-3.40625,7,8,passive,1.0
6,processing_teacher_forced,active,active,a buddy destroys a candidate .,a parent destroys a partner .,a partner is destroyed by a parent .,a buddy destroys a candidate . ,full_sentence_processing,-4.434895833333333,-4.16015625,0.27473958333333304,-26.609375,-33.28125,-6.671875,6,8,passive,1.0
6,processing_teacher_forced,passive,passive,a candidate is destroyed by a buddy .,a parent destroys a partner .,a partner is destroyed by a parent .,a candidate is destroyed by a buddy . ,full_sentence_processing,-4.721354166666667,-3.236328125,1.485026041666667,-28.328125,-25.890625,2.4375,6,8,passive,1.0
6,processing_teacher_forced,no_prime_eos,no_prime_eos,,a parent destroys a partner .,a partner is destroyed by a parent .,<|eot_id|> ,full_sentence_processing,-7.963541666666667,-6.609375,1.354166666666667,-47.78125,-52.875,-5.09375,6,8,passive,1.0
6,processing_teacher_forced,no_prime_empty,no_prime_empty,,a parent destroys a partner .,a partner is destroyed by a parent .,,full_sentence_processing,-7.072916666666667,-5.70703125,1.365885416666667,-42.4375,-45.65625,-3.21875,6,8,passive,1.0
6,processing_teacher_forced,filler,filler,The package arrived before noon .,a parent destroys a partner .,a partner is destroyed by a parent .,The package arrived before noon . ,full_sentence_processing,-7.088541666666667,-5.4765625,1.611979166666667,-42.53125,-43.8125,-1.28125,6,8,passive,1.0
7,processing_teacher_forced,active,active,a boy discovers a brother .,a nurse discovers an opponent .,an opponent is discovered by a nurse .,a boy discovers a brother . ,full_sentence_processing,-4.953125,-4.765625,0.1875,-29.71875,-38.125,-8.40625,6,8,passive,1.0
7,processing_teacher_forced,passive,passive,a brother is discovered by a boy .,a nurse discovers an opponent .,an opponent is discovered by a nurse .,a brother is discovered by a boy . ,full_sentence_processing,-5.369791666666667,-3.62109375,1.748697916666667,-32.21875,-28.96875,3.25,6,8,passive,1.0
7,processing_teacher_forced,no_prime_eos,no_prime_eos,,a nurse discovers an opponent .,an opponent is discovered by a nurse .,<|eot_id|> ,full_sentence_processing,-8.473958333333334,-6.05859375,2.415364583333334,-50.84375,-48.46875,2.375,6,8,passive,1.0
7,processing_teacher_forced,no_prime_empty,no_prime_empty,,a nurse discovers an opponent .,an opponent is discovered by a nurse .,,full_sentence_processing,-6.932291666666667,-5.57421875,1.358072916666667,-41.59375,-44.59375,-3.0,6,8,passive,1.0
7,processing_teacher_forced,filler,filler,The blanket dried on the line .,a nurse discovers an opponent .,an opponent is discovered by a nurse .,The blanket dried on the line . ,full_sentence_processing,-6.583333333333333,-5.4453125,1.138020833333333,-39.5,-43.5625,-4.0625,6,8,passive,1.0
8,processing_teacher_forced,active,active,an actress chases an adult .,a leader chases a man .,a man is chased by a leader .,an actress chases an adult . ,full_sentence_processing,-4.183035714285714,-4.03125,0.1517857142857144,-29.28125,-32.25,-2.96875,7,8,passive,1.0
8,processing_teacher_forced,passive,passive,an adult is chased by an actress .,a leader chases a man .,a man is chased by a leader .,an adult is chased by an actress . ,full_sentence_processing,-4.71875,-3.904296875,0.814453125,-33.03125,-31.234375,1.796875,7,8,passive,1.0
8,processing_teacher_forced,no_prime_eos,no_prime_eos,,a leader chases a man .,a man is chased by a leader .,<|eot_id|> ,full_sentence_processing,-6.691964285714286,-5.953125,0.7388392857142856,-46.84375,-47.625,-0.78125,7,8,passive,1.0
8,processing_teacher_forced,no_prime_empty,no_prime_empty,,a leader chases a man .,a man is chased by a leader .,,full_sentence_processing,-5.705357142857143,-5.328125,0.37723214285714324,-39.9375,-42.625,-2.6875,7,8,passive,1.0
8,processing_teacher_forced,filler,filler,The teacher listened during assembly .,a leader chases a man .,a man is chased by a leader .,The teacher listened during assembly . ,full_sentence_processing,-5.276785714285714,-4.54296875,0.7338169642857144,-36.9375,-36.34375,0.59375,7,8,passive,1.0
9,processing_teacher_forced,active,active,a chief teaches a child .,a president teaches a priest .,a priest is taught by a president .,a chief teaches a child . ,full_sentence_processing,-4.497395833333333,-3.572265625,0.925130208333333,-26.984375,-28.578125,-1.59375,6,8,passive,1.0
9,processing_teacher_forced,passive,passive,a child is taught by a chief .,a president teaches a priest .,a priest is taught by a president .,a child is taught by a chief . ,full_sentence_processing,-4.630208333333333,-2.658203125,1.972005208333333,-27.78125,-21.265625,6.515625,6,8,passive,1.0
9,processing_teacher_forced,no_prime_eos,no_prime_eos,,a president teaches a priest .,a priest is taught by a president .,<|eot_id|> ,full_sentence_processing,-8.427083333333334,-6.234375,2.192708333333334,-50.5625,-49.875,0.6875,6,8,passive,1.0
9,processing_teacher_forced,no_prime_empty,no_prime_empty,,a president teaches a priest .,a priest is taught by a president .,,full_sentence_processing,-6.9375,-5.2109375,1.7265625,-41.625,-41.6875,-0.0625,6,8,passive,1.0
9,processing_teacher_forced,filler,filler,The lantern glowed near sunset .,a president teaches a priest .,a priest is taught by a president .,The lantern glowed near sunset . ,full_sentence_processing,-6.651041666666667,-5.13671875,1.514322916666667,-39.90625,-41.09375,-1.1875,6,8,passive,1.0
10,processing_teacher_forced,active,active,a kid understands a king .,a winner understands a woman .,a woman is understood by a winner .,a kid understands a king . ,full_sentence_processing,-4.78125,-4.55859375,0.22265625,-28.6875,-36.46875,-7.78125,6,8,passive,1.0
10,processing_teacher_forced,passive,passive,a king is understood by a kid .,a winner understands a woman .,a woman is understood by a winner .,a king is understood by a kid . ,full_sentence_processing,-5.510416666666667,-3.22265625,2.287760416666667,-33.0625,-25.78125,7.28125,6,8,passive,1.0
10,processing_teacher_forced,no_prime_eos,no_prime_eos,,a winner understands a woman .,a woman is understood by a winner .,<|eot_id|> ,full_sentence_processing,-8.015625,-6.8046875,1.2109375,-48.09375,-54.4375,-6.34375,6,8,passive,1.0
10,processing_teacher_forced,no_prime_empty,no_prime_empty,,a winner understands a woman .,a woman is understood by a winner .,,full_sentence_processing,-7.166666666666667,-5.98046875,1.186197916666667,-43.0,-47.84375,-4.84375,6,8,passive,1.0
10,processing_teacher_forced,filler,filler,The pillow rested on the sofa .,a winner understands a woman .,a woman is understood by a winner .,The pillow rested on the sofa . ,full_sentence_processing,-7.046875,-5.87109375,1.17578125,-42.28125,-46.96875,-4.6875,6,8,passive,1.0
11,processing_teacher_forced,active,active,a king beats a lady .,a woman beats a worker .,a worker is beaten by a woman .,a king beats a lady . ,full_sentence_processing,-4.15625,-3.275390625,0.880859375,-24.9375,-26.203125,-1.265625,6,8,passive,1.0
11,processing_teacher_forced,passive,passive,a lady is beaten by a king .,a woman beats a worker .,a worker is beaten by a woman .,a lady is beaten by a king . ,full_sentence_processing,-4.692708333333333,-2.814453125,1.878255208333333,-28.15625,-22.515625,5.640625,6,8,passive,1.0
11,processing_teacher_forced,no_prime_eos,no_prime_eos,,a woman beats a worker .,a worker is beaten by a woman .,<|eot_id|> ,full_sentence_processing,-7.84375,-5.796875,2.046875,-47.0625,-46.375,0.6875,6,8,passive,1.0
11,processing_teacher_forced,no_prime_empty,no_prime_empty,,a woman beats a worker .,a worker is beaten by a woman .,,full_sentence_processing,-6.885416666666667,-4.93359375,1.951822916666667,-41.3125,-39.46875,1.84375,6,8,passive,1.0
11,processing_teacher_forced,filler,filler,The lantern glowed near sunset .,a woman beats a worker .,a worker is beaten by a woman .,The lantern glowed near sunset . ,full_sentence_processing,-6.182291666666667,-4.5859375,1.596354166666667,-37.09375,-36.6875,0.40625,6,8,passive,1.0
12,processing_teacher_forced,active,active,a husband kisses a kid .,a wife kisses a winner .,a winner is kissed by a wife .,a husband kisses a kid . ,full_sentence_processing,-3.9296875,-3.85546875,0.07421875,-23.578125,-30.84375,-7.265625,6,8,passive,1.0
12,processing_teacher_forced,passive,passive,a kid is kissed by a husband .,a wife kisses a winner .,a winner is kissed by a wife .,a kid is kissed by a husband . ,full_sentence_processing,-4.3515625,-2.837890625,1.513671875,-26.109375,-22.703125,3.40625,6,8,passive,1.0
12,processing_teacher_forced,no_prime_eos,no_prime_eos,,a wife kisses a winner .,a winner is kissed by a wife .,<|eot_id|> ,full_sentence_processing,-8.166666666666666,-6.4296875,1.736979166666666,-49.0,-51.4375,-2.4375,6,8,passive,1.0
12,processing_teacher_forced,no_prime_empty,no_prime_empty,,a wife kisses a winner .,a winner is kissed by a wife .,,full_sentence_processing,-7.333333333333333,-5.82421875,1.509114583333333,-44.0,-46.59375,-2.59375,6,8,passive,1.0
12,processing_teacher_forced,filler,filler,The tourist wandered through the plaza .,a wife kisses a winner .,a winner is kissed by a wife .,The tourist wandered through the plaza . ,full_sentence_processing,-7.026041666666667,-5.47265625,1.553385416666667,-42.15625,-43.78125,-1.625,6,8,passive,1.0
13,processing_teacher_forced,active,active,a cousin asks a daughter .,a professor asks a reader .,a reader is asked by a professor .,a cousin asks a daughter . ,full_sentence_processing,-4.255208333333333,-4.12890625,0.12630208333333304,-25.53125,-33.03125,-7.5,6,8,passive,1.0
13,processing_teacher_forced,passive,passive,a daughter is asked by a cousin .,a professor asks a reader .,a reader is asked by a professor .,a daughter is asked by a cousin . ,full_sentence_processing,-4.591145833333333,-3.2109375,1.380208333333333,-27.546875,-25.6875,1.859375,6,8,passive,1.0
13,processing_teacher_forced,no_prime_eos,no_prime_eos,,a professor asks a reader .,a reader is asked by a professor .,<|eot_id|> ,full_sentence_processing,-8.328125,-5.87109375,2.45703125,-49.96875,-46.96875,3.0,6,8,passive,1.0
13,processing_teacher_forced,no_prime_empty,no_prime_empty,,a professor asks a reader .,a reader is asked by a professor .,,full_sentence_processing,-7.197916666666667,-5.00390625,2.194010416666667,-43.1875,-40.03125,3.15625,6,8,passive,1.0
13,processing_teacher_forced,filler,filler,The sculpture stood in the hallway .,a professor asks a reader .,a reader is asked by a professor .,The sculpture stood in the hallway . ,full_sentence_processing,-6.625,-5.20703125,1.41796875,-39.75,-41.65625,-1.90625,6,8,passive,1.0
14,processing_teacher_forced,active,active,a scientist describes a secretary .,a daughter describes a doctor .,a doctor is described by a daughter .,a scientist describes a secretary . ,full_sentence_processing,-3.6588541666666665,-3.45703125,0.20182291666666652,-21.953125,-27.65625,-5.703125,6,8,passive,1.0
14,processing_teacher_forced,passive,passive,a secretary is described by a scientist .,a daughter describes a doctor .,a doctor is described by a daughter .,a secretary is described by a scientist . ,full_sentence_processing,-4.84375,-2.728515625,2.115234375,-29.0625,-21.828125,7.234375,6,8,passive,1.0
14,processing_teacher_forced,no_prime_eos,no_prime_eos,,a daughter describes a doctor .,a doctor is described by a daughter .,<|eot_id|> ,full_sentence_processing,-8.015625,-7.0078125,1.0078125,-48.09375,-56.0625,-7.96875,6,8,passive,1.0
14,processing_teacher_forced,no_prime_empty,no_prime_empty,,a daughter describes a doctor .,a doctor is described by a daughter .,,full_sentence_processing,-6.869791666666667,-5.95703125,0.912760416666667,-41.21875,-47.65625,-6.4375,6,8,passive,1.0
14,processing_teacher_forced,filler,filler,The singer smiled after rehearsal .,a daughter describes a doctor .,a doctor is described by a daughter .,The singer smiled after rehearsal . ,full_sentence_processing,-6.651041666666667,-5.0546875,1.596354166666667,-39.90625,-40.4375,-0.53125,6,8,passive,1.0
15,processing_teacher_forced,active,active,a mother carries a nurse .,an author carries a bishop .,a bishop is carried by an author .,a mother carries a nurse . ,full_sentence_processing,-4.971354166666667,-4.57421875,0.39713541666666696,-29.828125,-36.59375,-6.765625,6,8,passive,1.0
15,processing_teacher_forced,passive,passive,a nurse is carried by a mother .,an author carries a bishop .,a bishop is carried by an author .,a nurse is carried by a mother . ,full_sentence_processing,-5.291666666666667,-3.736328125,1.555338541666667,-31.75,-29.890625,1.859375,6,8,passive,1.0
15,processing_teacher_forced,no_prime_eos,no_prime_eos,,an author carries a bishop .,a bishop is carried by an author .,<|eot_id|> ,full_sentence_processing,-8.026041666666666,-6.73046875,1.295572916666666,-48.15625,-53.84375,-5.6875,6,8,passive,1.0
15,processing_teacher_forced,no_prime_empty,no_prime_empty,,an author carries a bishop .,a bishop is carried by an author .,,full_sentence_processing,-6.963541666666667,-6.203125,0.760416666666667,-41.78125,-49.625,-7.84375,6,8,passive,1.0
15,processing_teacher_forced,filler,filler,The sculpture stood in the hallway .,an author carries a bishop .,a bishop is carried by an author .,The sculpture stood in the hallway . ,full_sentence_processing,-7.072916666666667,-6.0625,1.010416666666667,-42.4375,-48.5,-6.0625,6,8,passive,1.0
16,processing_teacher_forced,active,active,a buddy joins a candidate .,a parent joins a partner .,a partner is joined by a parent .,a buddy joins a candidate . ,full_sentence_processing,-4.083333333333333,-4.03515625,0.04817708333333304,-24.5,-32.28125,-7.78125,6,8,passive,1.0
16,processing_teacher_forced,passive,passive,a candidate is joined by a buddy .,a parent joins a partner .,a partner is joined by a parent .,a candidate is joined by a buddy . ,full_sentence_processing,-4.145833333333333,-3.32421875,0.821614583333333,-24.875,-26.59375,-1.71875,6,8,passive,1.0
16,processing_teacher_forced,no_prime_eos,no_prime_eos,,a parent joins a partner .,a partner is joined by a parent .,<|eot_id|> ,full_sentence_processing,-7.78125,-6.375,1.40625,-46.6875,-51.0,-4.3125,6,8,passive,1.0
16,processing_teacher_forced,no_prime_empty,no_prime_empty,,a parent joins a partner .,a partner is joined by a parent .,,full_sentence_processing,-6.619791666666667,-5.46484375,1.154947916666667,-39.71875,-43.71875,-4.0,6,8,passive,1.0
16,processing_teacher_forced,filler,filler,The window rattled during the storm .,a parent joins a partner .,a partner is joined by a parent .,The window rattled during the storm . ,full_sentence_processing,-6.526041666666667,-5.5390625,0.986979166666667,-39.15625,-44.3125,-5.15625,6,8,passive,1.0
17,processing_teacher_forced,active,active,a wife protects a winner .,a hero protects a husband .,a husband is protected by a hero .,a wife protects a winner . ,full_sentence_processing,-4.119791666666667,-3.400390625,0.719401041666667,-24.71875,-27.203125,-2.484375,6,8,passive,1.0
17,processing_teacher_forced,passive,passive,a winner is protected by a wife .,a hero protects a husband .,a husband is protected by a hero .,a winner is protected by a wife . ,full_sentence_processing,-4.520833333333333,-2.57421875,1.946614583333333,-27.125,-20.59375,6.53125,6,8,passive,1.0
17,processing_teacher_forced,no_prime_eos,no_prime_eos,,a hero protects a husband .,a husband is protected by a hero .,<|eot_id|> ,full_sentence_processing,-8.458333333333334,-6.859375,1.598958333333334,-50.75,-54.875,-4.125,6,8,passive,1.0
17,processing_teacher_forced,no_prime_empty,no_prime_empty,,a hero protects a husband .,a husband is protected by a hero .,,full_sentence_processing,-7.307291666666667,-5.8203125,1.486979166666667,-43.84375,-46.5625,-2.71875,6,8,passive,1.0
17,processing_teacher_forced,filler,filler,The teacher listened during assembly .,a hero protects a husband .,a husband is protected by a hero .,The teacher listened during assembly . ,full_sentence_processing,-6.8125,-5.62890625,1.18359375,-40.875,-45.03125,-4.15625,6,8,passive,1.0
18,processing_teacher_forced,active,active,a guest hurts a guy .,a student hurts a teacher .,a teacher is hurt by a student .,a guest hurts a guy . ,full_sentence_processing,-3.1432291666666665,-2.73046875,0.4127604166666665,-18.859375,-21.84375,-2.984375,6,8,passive,1.0
18,processing_teacher_forced,passive,passive,a guy is hurt by a guest .,a student hurts a teacher .,a teacher is hurt by a student .,a guy is hurt by a guest . ,full_sentence_processing,-3.3697916666666665,-1.9248046875,1.4449869791666665,-20.21875,-15.3984375,4.8203125,6,8,passive,1.0
18,processing_teacher_forced,no_prime_eos,no_prime_eos,,a student hurts a teacher .,a teacher is hurt by a student .,<|eot_id|> ,full_sentence_processing,-6.645833333333333,-5.14453125,1.501302083333333,-39.875,-41.15625,-1.28125,6,8,passive,1.0
18,processing_teacher_forced,no_prime_empty,no_prime_empty,,a student hurts a teacher .,a teacher is hurt by a student .,,full_sentence_processing,-5.796875,-4.32421875,1.47265625,-34.78125,-34.59375,0.1875,6,8,passive,1.0
18,processing_teacher_forced,filler,filler,The window rattled during the storm .,a student hurts a teacher .,a teacher is hurt by a student .,The window rattled during the storm . ,full_sentence_processing,-5.447916666666667,-4.16015625,1.287760416666667,-32.6875,-33.28125,-0.59375,6,8,passive,1.0
19,processing_teacher_forced,active,active,a scientist protects a secretary .,a daughter protects a doctor .,a doctor is protected by a daughter .,a scientist protects a secretary . ,full_sentence_processing,-3.7552083333333335,-3.43359375,0.3216145833333335,-22.53125,-27.46875,-4.9375,6,8,passive,1.0
19,processing_teacher_forced,passive,passive,a secretary is protected by a scientist .,a daughter protects a doctor .,a doctor is protected by a daughter .,a secretary is protected by a scientist . ,full_sentence_processing,-4.6328125,-2.875,1.7578125,-27.796875,-23.0,4.796875,6,8,passive,1.0
19,processing_teacher_forced,no_prime_eos,no_prime_eos,,a daughter protects a doctor .,a doctor is protected by a daughter .,<|eot_id|> ,full_sentence_processing,-7.848958333333333,-6.74609375,1.102864583333333,-47.09375,-53.96875,-6.875,6,8,passive,1.0
19,processing_teacher_forced,no_prime_empty,no_prime_empty,,a daughter protects a doctor .,a doctor is protected by a daughter .,,full_sentence_processing,-6.703125,-6.09765625,0.60546875,-40.21875,-48.78125,-8.5625,6,8,passive,1.0
19,processing_teacher_forced,filler,filler,The package arrived before noon .,a daughter protects a doctor .,a doctor is protected by a daughter .,The package arrived before noon . ,full_sentence_processing,-6.770833333333333,-5.45703125,1.313802083333333,-40.625,-43.65625,-3.03125,6,8,passive,1.0
20,processing_teacher_forced,active,active,a cousin kills a daughter .,a professor kills a reader .,a reader is killed by a professor .,a cousin kills a daughter . ,full_sentence_processing,-4.231770833333333,-4.234375,-0.0026041666666669627,-25.390625,-33.875,-8.484375,6,8,active,0.0
20,processing_teacher_forced,passive,passive,a daughter is killed by a cousin .,a professor kills a reader .,a reader is killed by a professor .,a daughter is killed by a cousin . ,full_sentence_processing,-5.075520833333333,-3.849609375,1.225911458333333,-30.453125,-30.796875,-0.34375,6,8,passive,1.0
20,processing_teacher_forced,no_prime_eos,no_prime_eos,,a professor kills a reader .,a reader is killed by a professor .,<|eot_id|> ,full_sentence_processing,-8.09375,-6.28515625,1.80859375,-48.5625,-50.28125,-1.71875,6,8,passive,1.0
20,processing_teacher_forced,no_prime_empty,no_prime_empty,,a professor kills a reader .,a reader is killed by a professor .,,full_sentence_processing,-7.354166666666667,-5.359375,1.994791666666667,-44.125,-42.875,1.25,6,8,passive,1.0
20,processing_teacher_forced,filler,filler,The painter waited near the doorway .,a professor kills a reader .,a reader is killed by a professor .,The painter waited near the doorway . ,full_sentence_processing,-6.515625,-5.05078125,1.46484375,-39.09375,-40.40625,-1.3125,6,8,passive,1.0
21,processing_teacher_forced,active,active,a mother kisses a nurse .,an author kisses a bishop .,a bishop is kissed by an author .,a mother kisses a nurse . ,full_sentence_processing,-4.638020833333333,-4.06640625,0.571614583333333,-27.828125,-32.53125,-4.703125,6,8,passive,1.0
21,processing_teacher_forced,passive,passive,a nurse is kissed by a mother .,an author kisses a bishop .,a bishop is kissed by an author .,a nurse is kissed by a mother . ,full_sentence_processing,-4.375,-3.23828125,1.13671875,-26.25,-25.90625,0.34375,6,8,passive,1.0
21,processing_teacher_forced,no_prime_eos,no_prime_eos,,an author kisses a bishop .,a bishop is kissed by an author .,<|eot_id|> ,full_sentence_processing,-8.041666666666666,-7.0625,0.9791666666666661,-48.25,-56.5,-8.25,6,8,passive,1.0
21,processing_teacher_forced,no_prime_empty,no_prime_empty,,an author kisses a bishop .,a bishop is kissed by an author .,,full_sentence_processing,-7.046875,-5.828125,1.21875,-42.28125,-46.625,-4.34375,6,8,passive,1.0
21,processing_teacher_forced,filler,filler,The traveler rested beside the river .,an author kisses a bishop .,a bishop is kissed by an author .,The traveler rested beside the river . ,full_sentence_processing,-7.09375,-5.59375,1.5,-42.5625,-44.75,-2.1875,6,8,passive,1.0
22,processing_teacher_forced,active,active,a buddy describes a candidate .,a parent describes a partner .,a partner is described by a parent .,a buddy describes a candidate . ,full_sentence_processing,-4.190104166666667,-3.98046875,0.20963541666666696,-25.140625,-31.84375,-6.703125,6,8,passive,1.0
