model_name,model_condition,prompt_format_used,task,prime_condition,lexicality_condition,candidate_label,token_position,token_logprob_mean,token_logprob_std,n_tokens
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,passive_completion,2,-3.158247709274292,1.5946038583699171,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,passive_completion,3,-12.395195007324219,0.64437582707515,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,passive_completion,4,-0.7961519956588745,0.44766633459225913,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,passive_completion,5,-0.04473595693707466,0.03047507502461201,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,passive_completion,6,-0.036195263266563416,0.02753502153093079,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,passive_completion,7,-3.354076385498047,0.23364067709634728,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,active_completion,0,-1.9884295463562012,0.6921698753713694,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,active_completion,1,-0.6288337707519531,0.4319022745099778,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,active_completion,2,-5.274078410118818,3.570751650436454,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,active_completion,3,-1.0651436180341989,1.282199387673554,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,active_completion,4,-0.305279609747231,0.5719276432782826,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,active_completion,5,-3.341007019393146,1.4314742504220361,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,active_completion,6,-3.8821108494049463,0.7236288491824001,312
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,active_completion,7,-4.17578125,0.22612912677372282,8
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,passive_completion,0,-2.0602030754089355,0.8228077624236863,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,passive_completion,1,-2.144249975681305,0.9514278132413323,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,passive_completion,2,-3.101612727623433,1.2865537140233567,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,passive_completion,3,-5.608169913291931,2.9255493766016256,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,passive_completion,4,-0.9725274429656565,0.9882270167651988,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,passive_completion,5,-0.2140451818704605,0.24655081342551646,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,passive_completion,6,-0.07476216834038496,0.11260685732871069,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,passive_completion,7,-3.4115146840922534,0.9073859048197019,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,passive_completion,8,-3.6948554553682844,0.5684902332732884,126
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,passive_completion,9,-3.6962890625,0.06767232866824381,2
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,active_completion,0,-0.9116411507129669,0.7502410664354544,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,active_completion,1,-0.9120436012744904,0.4657114583905972,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,active_completion,2,-4.462469577789307,2.0653653983473843,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,active_completion,3,-0.819136880338192,1.0039290785328923,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,active_completion,4,-0.023313477635383606,0.0481544697018439,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,active_completion,5,-3.878188133239746,0.21362658438654383,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,passive_completion,0,-0.9116411507129669,0.7502410664354544,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,passive_completion,1,-0.7236179709434509,0.4791585387853778,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,passive_completion,2,-3.9212582111358643,2.167426008244426,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,passive_completion,3,-1.250737726688385,0.4451838408203201,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,passive_completion,4,-0.01637253910303116,0.006550439699573491,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,passive_completion,5,-0.026957478374242783,0.021778790928840545,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,passive_completion,6,-0.00509973568841815,0.0031081061675745825,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,passive_completion,7,-3.6836986541748047,0.1909946318438244,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,active_completion,0,-1.4680626094341278,1.0886391965720186,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,active_completion,1,-0.9233186058700085,0.5540446946698621,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,active_completion,2,-4.252416991395876,3.266975297432124,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,active_completion,3,-0.538278691470623,1.2485936186210058,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,active_completion,4,-0.058807206340134144,0.22048023946091336,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,active_completion,5,-3.4548735337448306,1.493314237106983,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,active_completion,6,-4.043282105754583,0.7321727236747918,312
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,active_completion,7,-4.20458984375,0.3367585449170329,8
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,passive_completion,0,-1.4558241069316864,1.0624621269645862,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,passive_completion,1,-0.681606687605381,0.45218006329400173,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,passive_completion,2,-4.035680338041857,2.333163187687317,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,passive_completion,3,-1.4218586310744286,1.5214761130653416,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,passive_completion,4,-0.07839368982240558,0.1812085948562372,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,passive_completion,5,-0.12671273667365313,0.1369896764884905,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,passive_completion,6,-0.014613178092986345,0.03626758618473056,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,passive_completion,7,-3.6327859608572908,0.9773938869346394,2048
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,passive_completion,8,-3.935721100322784,0.5879602721007581,126
meta-llama/Llama-3.2-3B,Llama_32_3B_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,passive_completion,9,-4.353515625,0.08010194005628858,2
