item_index,prompt_template,prime_condition,prime_structure,prime_sentence,target_active,target_passive,agent_det,agent_noun,patient_det,patient_noun,verb_lemma,active_verb_form,passive_verb_form,message_role_order_json,prompt,sentence_stub,choice_target,active_choice_logprob,passive_choice_logprob,passive_minus_active_logprob,chosen_structure,passive_choice_indicator
0,same_kind_event,no_prime_eos,no_prime_eos,,a minister embraces a mother .,a mother is embraced by a minister .,a,minister,a,mother,embrace,embraces,embraced,"[""minister"", ""mother"", ""embrace""]","Different people, same kind of event: minister, mother, embrace.
The",The,first_noun,-4.046160697937012,-4.271084308624268,-0.22492361068725586,active,0.0
0,same_kind_event,filler,filler,The witness paused near the doorway .,a minister embraces a mother .,a mother is embraced by a minister .,a,minister,a,mother,embrace,embraces,embraced,"[""minister"", ""mother"", ""embrace""]","The witness paused near the doorway .

Different people, same kind of event: minister, mother, embrace.
The",The,first_noun,-2.9360640048980713,-3.4362475872039795,-0.5001835823059082,active,0.0
1,cue_list,active,active,a doctor carries an employee .,a girl catches a guest .,a guest is caught by a girl .,a,girl,a,guest,catch,catches,caught,"[""girl"", ""guest"", ""catch""]","a doctor carries an employee .

girl, guest, catch
The",The,first_noun,-3.7696011066436768,-4.936772346496582,-1.1671712398529053,active,0.0
1,cue_list,passive,passive,an employee is carried by a doctor .,a girl catches a guest .,a guest is caught by a girl .,a,girl,a,guest,catch,catches,caught,"[""girl"", ""guest"", ""catch""]","an employee is carried by a doctor .

girl, guest, catch
The",The,first_noun,-3.379382371902466,-5.906317710876465,-2.526935338973999,active,0.0
1,cue_list,no_prime_eos,no_prime_eos,,a girl catches a guest .,a guest is caught by a girl .,a,girl,a,guest,catch,catches,caught,"[""girl"", ""guest"", ""catch""]","girl, guest, catch
The",The,first_noun,-6.168402194976807,-5.984860420227051,0.18354177474975586,passive,1.0
1,cue_list,filler,filler,The kettle whistled in the kitchen .,a girl catches a guest .,a guest is caught by a girl .,a,girl,a,guest,catch,catches,caught,"[""girl"", ""guest"", ""catch""]","The kettle whistled in the kitchen .

girl, guest, catch
The",The,first_noun,-3.408795118331909,-4.496098518371582,-1.0873034000396729,active,0.0
1,another_event,active,active,a doctor carries an employee .,a girl catches a guest .,a guest is caught by a girl .,a,girl,a,guest,catch,catches,caught,"[""girl"", ""guest"", ""catch""]","a doctor carries an employee .

Another event: girl, guest, catch.
The",The,first_noun,-2.8764123916625977,-4.512024402618408,-1.6356120109558105,active,0.0
1,another_event,passive,passive,an employee is carried by a doctor .,a girl catches a guest .,a guest is caught by a girl .,a,girl,a,guest,catch,catches,caught,"[""girl"", ""guest"", ""catch""]","an employee is carried by a doctor .

Another event: girl, guest, catch.
The",The,first_noun,-2.8176093101501465,-5.303267955780029,-2.485658645629883,active,0.0
1,another_event,no_prime_eos,no_prime_eos,,a girl catches a guest .,a guest is caught by a girl .,a,girl,a,guest,catch,catches,caught,"[""girl"", ""guest"", ""catch""]","Another event: girl, guest, catch.
The",The,first_noun,-3.4179697036743164,-4.67487907409668,-1.2569093704223633,active,0.0
1,another_event,filler,filler,The kettle whistled in the kitchen .,a girl catches a guest .,a guest is caught by a girl .,a,girl,a,guest,catch,catches,caught,"[""girl"", ""guest"", ""catch""]","The kettle whistled in the kitchen .

Another event: girl, guest, catch.
The",The,first_noun,-2.2966136932373047,-3.732609748840332,-1.4359960556030273,active,0.0
1,same_kind_event,active,active,a doctor carries an employee .,a girl catches a guest .,a guest is caught by a girl .,a,girl,a,guest,catch,catches,caught,"[""girl"", ""guest"", ""catch""]","a doctor carries an employee .

Different people, same kind of event: girl, guest, catch.
The",The,first_noun,-3.6548094749450684,-4.0559983253479,-0.40118885040283203,active,0.0
1,same_kind_event,passive,passive,an employee is carried by a doctor .,a girl catches a guest .,a guest is caught by a girl .,a,girl,a,guest,catch,catches,caught,"[""girl"", ""guest"", ""catch""]","an employee is carried by a doctor .

Different people, same kind of event: girl, guest, catch.
The",The,first_noun,-3.5173282623291016,-4.930574893951416,-1.4132466316223145,active,0.0
1,same_kind_event,no_prime_eos,no_prime_eos,,a girl catches a guest .,a guest is caught by a girl .,a,girl,a,guest,catch,catches,caught,"[""girl"", ""guest"", ""catch""]","Different people, same kind of event: girl, guest, catch.
The",The,first_noun,-3.4676003456115723,-4.435316562652588,-0.9677162170410156,active,0.0
1,same_kind_event,filler,filler,The kettle whistled in the kitchen .,a girl catches a guest .,a guest is caught by a girl .,a,girl,a,guest,catch,catches,caught,"[""girl"", ""guest"", ""catch""]","The kettle whistled in the kitchen .

Different people, same kind of event: girl, guest, catch.
The",The,first_noun,-2.3768484592437744,-3.511540651321411,-1.1346921920776367,active,0.0
2,cue_list,active,active,a lady understands a lawyer .,a professor embraces a reader .,a reader is embraced by a professor .,a,professor,a,reader,embrace,embraces,embraced,"[""professor"", ""reader"", ""embrace""]","a lady understands a lawyer .

professor, reader, embrace
The",The,first_noun,-4.153926849365234,-5.822668075561523,-1.668741226196289,active,0.0
2,cue_list,passive,passive,a lawyer is understood by a lady .,a professor embraces a reader .,a reader is embraced by a professor .,a,professor,a,reader,embrace,embraces,embraced,"[""professor"", ""reader"", ""embrace""]","a lawyer is understood by a lady .

professor, reader, embrace
The",The,first_noun,-4.403151988983154,-6.415929794311523,-2.012777805328369,active,0.0
2,cue_list,no_prime_eos,no_prime_eos,,a professor embraces a reader .,a reader is embraced by a professor .,a,professor,a,reader,embrace,embraces,embraced,"[""professor"", ""reader"", ""embrace""]","professor, reader, embrace
The",The,first_noun,-4.390349864959717,-6.118194580078125,-1.7278447151184082,active,0.0
2,cue_list,filler,filler,The sculpture stood in the hallway .,a professor embraces a reader .,a reader is embraced by a professor .,a,professor,a,reader,embrace,embraces,embraced,"[""professor"", ""reader"", ""embrace""]","The sculpture stood in the hallway .

professor, reader, embrace
The",The,first_noun,-3.460156202316284,-6.75631046295166,-3.296154260635376,active,0.0
2,another_event,active,active,a lady understands a lawyer .,a professor embraces a reader .,a reader is embraced by a professor .,a,professor,a,reader,embrace,embraces,embraced,"[""professor"", ""reader"", ""embrace""]","a lady understands a lawyer .

Another event: professor, reader, embrace.
The",The,first_noun,-4.317658424377441,-6.182896614074707,-1.8652381896972656,active,0.0
2,another_event,passive,passive,a lawyer is understood by a lady .,a professor embraces a reader .,a reader is embraced by a professor .,a,professor,a,reader,embrace,embraces,embraced,"[""professor"", ""reader"", ""embrace""]","a lawyer is understood by a lady .

Another event: professor, reader, embrace.
The",The,first_noun,-4.264815330505371,-7.145614147186279,-2.880798816680908,active,0.0
2,another_event,no_prime_eos,no_prime_eos,,a professor embraces a reader .,a reader is embraced by a professor .,a,professor,a,reader,embrace,embraces,embraced,"[""professor"", ""reader"", ""embrace""]","Another event: professor, reader, embrace.
The",The,first_noun,-4.458506107330322,-6.282752990722656,-1.824246883392334,active,0.0
2,another_event,filler,filler,The sculpture stood in the hallway .,a professor embraces a reader .,a reader is embraced by a professor .,a,professor,a,reader,embrace,embraces,embraced,"[""professor"", ""reader"", ""embrace""]","The sculpture stood in the hallway .

Another event: professor, reader, embrace.
The",The,first_noun,-3.8493337631225586,-7.397588729858398,-3.54825496673584,active,0.0
2,same_kind_event,active,active,a lady understands a lawyer .,a professor embraces a reader .,a reader is embraced by a professor .,a,professor,a,reader,embrace,embraces,embraced,"[""professor"", ""reader"", ""embrace""]","a lady understands a lawyer .

Different people, same kind of event: professor, reader, embrace.
The",The,first_noun,-4.379795551300049,-5.6686906814575195,-1.2888951301574707,active,0.0
2,same_kind_event,passive,passive,a lawyer is understood by a lady .,a professor embraces a reader .,a reader is embraced by a professor .,a,professor,a,reader,embrace,embraces,embraced,"[""professor"", ""reader"", ""embrace""]","a lawyer is understood by a lady .

Different people, same kind of event: professor, reader, embrace.
The",The,first_noun,-4.079843044281006,-6.147461414337158,-2.0676183700561523,active,0.0
2,same_kind_event,no_prime_eos,no_prime_eos,,a professor embraces a reader .,a reader is embraced by a professor .,a,professor,a,reader,embrace,embraces,embraced,"[""professor"", ""reader"", ""embrace""]","Different people, same kind of event: professor, reader, embrace.
The",The,first_noun,-4.562471389770508,-6.155063629150391,-1.5925922393798828,active,0.0
2,same_kind_event,filler,filler,The sculpture stood in the hallway .,a professor embraces a reader .,a reader is embraced by a professor .,a,professor,a,reader,embrace,embraces,embraced,"[""professor"", ""reader"", ""embrace""]","The sculpture stood in the hallway .

Different people, same kind of event: professor, reader, embrace.
The",The,first_noun,-3.2559683322906494,-6.025735855102539,-2.7697675228118896,active,0.0
3,cue_list,active,active,a parent discovers a partner .,an aunt drags an author .,an author is dragged by an aunt .,an,aunt,an,author,drag,drags,dragged,"[""aunt"", ""author"", ""drag""]","a parent discovers a partner .

aunt, author, drag
The",The,first_noun,-2.917668342590332,-4.4513373374938965,-1.5336689949035645,active,0.0
3,cue_list,passive,passive,a partner is discovered by a parent .,an aunt drags an author .,an author is dragged by an aunt .,an,aunt,an,author,drag,drags,dragged,"[""aunt"", ""author"", ""drag""]","a partner is discovered by a parent .

aunt, author, drag
The",The,first_noun,-3.6372616291046143,-4.87723445892334,-1.2399728298187256,active,0.0
3,cue_list,no_prime_eos,no_prime_eos,,an aunt drags an author .,an author is dragged by an aunt .,an,aunt,an,author,drag,drags,dragged,"[""aunt"", ""author"", ""drag""]","aunt, author, drag
The",The,first_noun,-10.726385116577148,-5.874514579772949,4.851870536804199,passive,1.0
3,cue_list,filler,filler,The tourist wandered through the plaza .,an aunt drags an author .,an author is dragged by an aunt .,an,aunt,an,author,drag,drags,dragged,"[""aunt"", ""author"", ""drag""]","The tourist wandered through the plaza .

aunt, author, drag
The",The,first_noun,-4.156678199768066,-2.917410135269165,1.2392680644989014,passive,1.0
3,another_event,active,active,a parent discovers a partner .,an aunt drags an author .,an author is dragged by an aunt .,an,aunt,an,author,drag,drags,dragged,"[""aunt"", ""author"", ""drag""]","a parent discovers a partner .

Another event: aunt, author, drag.
The",The,first_noun,-4.984886169433594,-4.914953231811523,0.06993293762207031,passive,1.0
3,another_event,passive,passive,a partner is discovered by a parent .,an aunt drags an author .,an author is dragged by an aunt .,an,aunt,an,author,drag,drags,dragged,"[""aunt"", ""author"", ""drag""]","a partner is discovered by a parent .

Another event: aunt, author, drag.
The",The,first_noun,-4.791006565093994,-5.228373050689697,-0.4373664855957031,active,0.0
3,another_event,no_prime_eos,no_prime_eos,,an aunt drags an author .,an author is dragged by an aunt .,an,aunt,an,author,drag,drags,dragged,"[""aunt"", ""author"", ""drag""]","Another event: aunt, author, drag.
The",The,first_noun,-5.641120910644531,-4.999281883239746,0.6418390274047852,passive,1.0
3,another_event,filler,filler,The tourist wandered through the plaza .,an aunt drags an author .,an author is dragged by an aunt .,an,aunt,an,author,drag,drags,dragged,"[""aunt"", ""author"", ""drag""]","The tourist wandered through the plaza .

Another event: aunt, author, drag.
The",The,first_noun,-2.8494224548339844,-4.557907581329346,-1.7084851264953613,active,0.0
3,same_kind_event,active,active,a parent discovers a partner .,an aunt drags an author .,an author is dragged by an aunt .,an,aunt,an,author,drag,drags,dragged,"[""aunt"", ""author"", ""drag""]","a parent discovers a partner .

Different people, same kind of event: aunt, author, drag.
The",The,first_noun,-5.007484436035156,-4.528900146484375,0.47858428955078125,passive,1.0
3,same_kind_event,passive,passive,a partner is discovered by a parent .,an aunt drags an author .,an author is dragged by an aunt .,an,aunt,an,author,drag,drags,dragged,"[""aunt"", ""author"", ""drag""]","a partner is discovered by a parent .

Different people, same kind of event: aunt, author, drag.
The",The,first_noun,-4.472573757171631,-4.938114643096924,-0.46554088592529297,active,0.0
3,same_kind_event,no_prime_eos,no_prime_eos,,an aunt drags an author .,an author is dragged by an aunt .,an,aunt,an,author,drag,drags,dragged,"[""aunt"", ""author"", ""drag""]","Different people, same kind of event: aunt, author, drag.
The",The,first_noun,-4.677095890045166,-4.516748905181885,0.16034698486328125,passive,1.0
3,same_kind_event,filler,filler,The tourist wandered through the plaza .,an aunt drags an author .,an author is dragged by an aunt .,an,aunt,an,author,drag,drags,dragged,"[""aunt"", ""author"", ""drag""]","The tourist wandered through the plaza .

Different people, same kind of event: aunt, author, drag.
The",The,first_noun,-2.3326215744018555,-3.127962589263916,-0.7953410148620605,active,0.0
4,cue_list,active,active,a son discovers a student .,an opponent carries a parent .,a parent is carried by an opponent .,an,opponent,a,parent,carry,carries,carried,"[""opponent"", ""parent"", ""carry""]","a son discovers a student .

opponent, parent, carry
The",The,first_noun,-4.445270538330078,-4.378204822540283,0.06706571578979492,passive,1.0
4,cue_list,passive,passive,a student is discovered by a son .,an opponent carries a parent .,a parent is carried by an opponent .,an,opponent,a,parent,carry,carries,carried,"[""opponent"", ""parent"", ""carry""]","a student is discovered by a son .

opponent, parent, carry
The",The,first_noun,-4.225004196166992,-4.614027976989746,-0.3890237808227539,active,0.0
4,cue_list,no_prime_eos,no_prime_eos,,an opponent carries a parent .,a parent is carried by an opponent .,an,opponent,a,parent,carry,carries,carried,"[""opponent"", ""parent"", ""carry""]","opponent, parent, carry
The",The,first_noun,-3.7789688110351562,-3.8551487922668457,-0.07617998123168945,active,0.0
4,cue_list,filler,filler,The traveler rested beside the river .,an opponent carries a parent .,a parent is carried by an opponent .,an,opponent,a,parent,carry,carries,carried,"[""opponent"", ""parent"", ""carry""]","The traveler rested beside the river .

opponent, parent, carry
The",The,first_noun,-4.499362945556641,-4.932539463043213,-0.43317651748657227,active,0.0
4,another_event,active,active,a son discovers a student .,an opponent carries a parent .,a parent is carried by an opponent .,an,opponent,a,parent,carry,carries,carried,"[""opponent"", ""parent"", ""carry""]","a son discovers a student .

Another event: opponent, parent, carry.
The",The,first_noun,-5.0591206550598145,-5.4681077003479,-0.40898704528808594,active,0.0
4,another_event,passive,passive,a student is discovered by a son .,an opponent carries a parent .,a parent is carried by an opponent .,an,opponent,a,parent,carry,carries,carried,"[""opponent"", ""parent"", ""carry""]","a student is discovered by a son .

Another event: opponent, parent, carry.
The",The,first_noun,-4.794515609741211,-5.128836631774902,-0.3343210220336914,active,0.0
4,another_event,no_prime_eos,no_prime_eos,,an opponent carries a parent .,a parent is carried by an opponent .,an,opponent,a,parent,carry,carries,carried,"[""opponent"", ""parent"", ""carry""]","Another event: opponent, parent, carry.
The",The,first_noun,-4.307214260101318,-4.1415300369262695,0.16568422317504883,passive,1.0
4,another_event,filler,filler,The traveler rested beside the river .,an opponent carries a parent .,a parent is carried by an opponent .,an,opponent,a,parent,carry,carries,carried,"[""opponent"", ""parent"", ""carry""]","The traveler rested beside the river .

Another event: opponent, parent, carry.
The",The,first_noun,-4.7087202072143555,-4.739727020263672,-0.031006813049316406,active,0.0
4,same_kind_event,active,active,a son discovers a student .,an opponent carries a parent .,a parent is carried by an opponent .,an,opponent,a,parent,carry,carries,carried,"[""opponent"", ""parent"", ""carry""]","a son discovers a student .

Different people, same kind of event: opponent, parent, carry.
The",The,first_noun,-6.585038185119629,-5.781210422515869,0.8038277626037598,passive,1.0
4,same_kind_event,passive,passive,a student is discovered by a son .,an opponent carries a parent .,a parent is carried by an opponent .,an,opponent,a,parent,carry,carries,carried,"[""opponent"", ""parent"", ""carry""]","a student is discovered by a son .

Different people, same kind of event: opponent, parent, carry.
The",The,first_noun,-5.359994411468506,-4.859027862548828,0.5009665489196777,passive,1.0
4,same_kind_event,no_prime_eos,no_prime_eos,,an opponent carries a parent .,a parent is carried by an opponent .,an,opponent,a,parent,carry,carries,carried,"[""opponent"", ""parent"", ""carry""]","Different people, same kind of event: opponent, parent, carry.
The",The,first_noun,-6.188509464263916,-5.233011722564697,0.9554977416992188,passive,1.0
4,same_kind_event,filler,filler,The traveler rested beside the river .,an opponent carries a parent .,a parent is carried by an opponent .,an,opponent,a,parent,carry,carries,carried,"[""opponent"", ""parent"", ""carry""]","The traveler rested beside the river .

Different people, same kind of event: opponent, parent, carry.
The",The,first_noun,-5.2892255783081055,-5.647907733917236,-0.35868215560913086,active,0.0
5,cue_list,active,active,a daughter destroys a doctor .,a guest protects a guy .,a guy is protected by a guest .,a,guest,a,guy,protect,protects,protected,"[""guest"", ""guy"", ""protect""]","a daughter destroys a doctor .

guest, guy, protect
The",The,first_noun,-4.322559356689453,-4.8877763748168945,-0.5652170181274414,active,0.0
5,cue_list,passive,passive,a doctor is destroyed by a daughter .,a guest protects a guy .,a guy is protected by a guest .,a,guest,a,guy,protect,protects,protected,"[""guest"", ""guy"", ""protect""]","a doctor is destroyed by a daughter .

guest, guy, protect
The",The,first_noun,-4.142295837402344,-4.854299545288086,-0.7120037078857422,active,0.0
5,cue_list,no_prime_eos,no_prime_eos,,a guest protects a guy .,a guy is protected by a guest .,a,guest,a,guy,protect,protects,protected,"[""guest"", ""guy"", ""protect""]","guest, guy, protect
The",The,first_noun,-4.334691047668457,-4.143693447113037,0.19099760055541992,passive,1.0
5,cue_list,filler,filler,The package arrived before noon .,a guest protects a guy .,a guy is protected by a guest .,a,guest,a,guy,protect,protects,protected,"[""guest"", ""guy"", ""protect""]","The package arrived before noon .

guest, guy, protect
The",The,first_noun,-3.8893821239471436,-4.431962966918945,-0.5425808429718018,active,0.0
5,another_event,active,active,a daughter destroys a doctor .,a guest protects a guy .,a guy is protected by a guest .,a,guest,a,guy,protect,protects,protected,"[""guest"", ""guy"", ""protect""]","a daughter destroys a doctor .

Another event: guest, guy, protect.
The",The,first_noun,-4.86838960647583,-4.412195682525635,0.4561939239501953,passive,1.0
5,another_event,passive,passive,a doctor is destroyed by a daughter .,a guest protects a guy .,a guy is protected by a guest .,a,guest,a,guy,protect,protects,protected,"[""guest"", ""guy"", ""protect""]","a doctor is destroyed by a daughter .

Another event: guest, guy, protect.
The",The,first_noun,-4.898367404937744,-4.641726970672607,0.2566404342651367,passive,1.0
5,another_event,no_prime_eos,no_prime_eos,,a guest protects a guy .,a guy is protected by a guest .,a,guest,a,guy,protect,protects,protected,"[""guest"", ""guy"", ""protect""]","Another event: guest, guy, protect.
The",The,first_noun,-3.919555902481079,-3.720045328140259,0.1995105743408203,passive,1.0
5,another_event,filler,filler,The package arrived before noon .,a guest protects a guy .,a guy is protected by a guest .,a,guest,a,guy,protect,protects,protected,"[""guest"", ""guy"", ""protect""]","The package arrived before noon .

Another event: guest, guy, protect.
The",The,first_noun,-3.3791298866271973,-3.228404998779297,0.1507248878479004,passive,1.0
5,same_kind_event,active,active,a daughter destroys a doctor .,a guest protects a guy .,a guy is protected by a guest .,a,guest,a,guy,protect,protects,protected,"[""guest"", ""guy"", ""protect""]","a daughter destroys a doctor .

Different people, same kind of event: guest, guy, protect.
The",The,first_noun,-4.961475372314453,-4.395516395568848,0.5659589767456055,passive,1.0
5,same_kind_event,passive,passive,a doctor is destroyed by a daughter .,a guest protects a guy .,a guy is protected by a guest .,a,guest,a,guy,protect,protects,protected,"[""guest"", ""guy"", ""protect""]","a doctor is destroyed by a daughter .

Different people, same kind of event: guest, guy, protect.
The",The,first_noun,-4.895139694213867,-4.633777618408203,0.26136207580566406,passive,1.0
5,same_kind_event,no_prime_eos,no_prime_eos,,a guest protects a guy .,a guy is protected by a guest .,a,guest,a,guy,protect,protects,protected,"[""guest"", ""guy"", ""protect""]","Different people, same kind of event: guest, guy, protect.
The",The,first_noun,-3.7119433879852295,-3.7057807445526123,0.0061626434326171875,passive,1.0
5,same_kind_event,filler,filler,The package arrived before noon .,a guest protects a guy .,a guy is protected by a guest .,a,guest,a,guy,protect,protects,protected,"[""guest"", ""guy"", ""protect""]","The package arrived before noon .

Different people, same kind of event: guest, guy, protect.
The",The,first_noun,-3.3191609382629395,-2.6863632202148438,0.6327977180480957,passive,1.0
6,cue_list,active,active,a mayor kills a minister .,a man follows a manager .,a manager is followed by a man .,a,man,a,manager,follow,follows,followed,"[""man"", ""manager"", ""follow""]","a mayor kills a minister .

man, manager, follow
The",The,first_noun,-3.501601457595825,-5.247315406799316,-1.7457139492034912,active,0.0
6,cue_list,passive,passive,a minister is killed by a mayor .,a man follows a manager .,a manager is followed by a man .,a,man,a,manager,follow,follows,followed,"[""man"", ""manager"", ""follow""]","a minister is killed by a mayor .

man, manager, follow
The",The,first_noun,-3.7051923274993896,-5.637119293212891,-1.931926965713501,active,0.0
6,cue_list,no_prime_eos,no_prime_eos,,a man follows a manager .,a manager is followed by a man .,a,man,a,manager,follow,follows,followed,"[""man"", ""manager"", ""follow""]","man, manager, follow
The",The,first_noun,-5.196737289428711,-6.606449127197266,-1.4097118377685547,active,0.0
6,cue_list,filler,filler,The package arrived before noon .,a man follows a manager .,a manager is followed by a man .,a,man,a,manager,follow,follows,followed,"[""man"", ""manager"", ""follow""]","The package arrived before noon .

man, manager, follow
The",The,first_noun,-3.3962016105651855,-3.2231040000915527,0.1730976104736328,passive,1.0
6,another_event,active,active,a mayor kills a minister .,a man follows a manager .,a manager is followed by a man .,a,man,a,manager,follow,follows,followed,"[""man"", ""manager"", ""follow""]","a mayor kills a minister .

Another event: man, manager, follow.
The",The,first_noun,-2.601957082748413,-4.70445442199707,-2.1024973392486572,active,0.0
6,another_event,passive,passive,a minister is killed by a mayor .,a man follows a manager .,a manager is followed by a man .,a,man,a,manager,follow,follows,followed,"[""man"", ""manager"", ""follow""]","a minister is killed by a mayor .

Another event: man, manager, follow.
The",The,first_noun,-2.91996693611145,-4.836627960205078,-1.916661024093628,active,0.0
6,another_event,no_prime_eos,no_prime_eos,,a man follows a manager .,a manager is followed by a man .,a,man,a,manager,follow,follows,followed,"[""man"", ""manager"", ""follow""]","Another event: man, manager, follow.
The",The,first_noun,-1.8359122276306152,-3.770371437072754,-1.9344592094421387,active,0.0
6,another_event,filler,filler,The package arrived before noon .,a man follows a manager .,a manager is followed by a man .,a,man,a,manager,follow,follows,followed,"[""man"", ""manager"", ""follow""]","The package arrived before noon .

Another event: man, manager, follow.
The",The,first_noun,-1.9837392568588257,-3.940365791320801,-1.956626534461975,active,0.0
6,same_kind_event,active,active,a mayor kills a minister .,a man follows a manager .,a manager is followed by a man .,a,man,a,manager,follow,follows,followed,"[""man"", ""manager"", ""follow""]","a mayor kills a minister .

Different people, same kind of event: man, manager, follow.
The",The,first_noun,-3.1010055541992188,-5.260644912719727,-2.159639358520508,active,0.0
6,same_kind_event,passive,passive,a minister is killed by a mayor .,a man follows a manager .,a manager is followed by a man .,a,man,a,manager,follow,follows,followed,"[""man"", ""manager"", ""follow""]","a minister is killed by a mayor .

Different people, same kind of event: man, manager, follow.
The",The,first_noun,-3.4564340114593506,-5.707111358642578,-2.2506773471832275,active,0.0
6,same_kind_event,no_prime_eos,no_prime_eos,,a man follows a manager .,a manager is followed by a man .,a,man,a,manager,follow,follows,followed,"[""man"", ""manager"", ""follow""]","Different people, same kind of event: man, manager, follow.
The",The,first_noun,-3.0199947357177734,-4.46823787689209,-1.4482431411743164,active,0.0
6,same_kind_event,filler,filler,The package arrived before noon .,a man follows a manager .,a manager is followed by a man .,a,man,a,manager,follow,follows,followed,"[""man"", ""manager"", ""follow""]","The package arrived before noon .

Different people, same kind of event: man, manager, follow.
The",The,first_noun,-2.358046770095825,-3.6621716022491455,-1.3041248321533203,active,0.0
7,cue_list,active,active,a cousin understands a daughter .,a guest catches a guy .,a guy is caught by a guest .,a,guest,a,guy,catch,catches,caught,"[""guest"", ""guy"", ""catch""]","a cousin understands a daughter .

guest, guy, catch
The",The,first_noun,-3.353365421295166,-4.792913436889648,-1.4395480155944824,active,0.0
7,cue_list,passive,passive,a daughter is understood by a cousin .,a guest catches a guy .,a guy is caught by a guest .,a,guest,a,guy,catch,catches,caught,"[""guest"", ""guy"", ""catch""]","a daughter is understood by a cousin .

guest, guy, catch
The",The,first_noun,-3.574890375137329,-5.831604957580566,-2.2567145824432373,active,0.0
7,cue_list,no_prime_eos,no_prime_eos,,a guest catches a guy .,a guy is caught by a guest .,a,guest,a,guy,catch,catches,caught,"[""guest"", ""guy"", ""catch""]","guest, guy, catch
The",The,first_noun,-4.718519687652588,-4.193905353546143,0.5246143341064453,passive,1.0
7,cue_list,filler,filler,The blanket dried on the line .,a guest catches a guy .,a guy is caught by a guest .,a,guest,a,guy,catch,catches,caught,"[""guest"", ""guy"", ""catch""]","The blanket dried on the line .

guest, guy, catch
The",The,first_noun,-5.496809482574463,-4.434485912322998,1.0623235702514648,passive,1.0
