item_index,prompt_template,prime_condition,prime_structure,prime_sentence,target_active,target_passive,prompt,choice_target,active_choice_logprob,passive_choice_logprob,passive_minus_active_logprob,active_choice_logprob_sum,passive_choice_logprob_sum,passive_minus_active_logprob_sum,active_target_token_count,passive_target_token_count,chosen_structure,passive_choice_indicator
2,processing_teacher_forced,active,active,a fravaksel frafimvols a vrefimdil .,the vrakudmur drupemzired the kvezemzom .,the kvezemzom was drupemzired by the vrakudmur .,a fravaksel frafimvols a vrefimdil . ,full_sentence_processing,-7.209558823529412,-6.6875,0.5220588235294121,-122.5625,-127.0625,-4.5,17,19,passive,1.0
2,processing_teacher_forced,passive,passive,a vrefimdil is frafimvoled by a fravaksel .,the vrakudmur drupemzired the kvezemzom .,the kvezemzom was drupemzired by the vrakudmur .,a vrefimdil is frafimvoled by a fravaksel . ,full_sentence_processing,-6.841911764705882,-6.082236842105263,0.7596749226006194,-116.3125,-115.5625,0.75,17,19,passive,1.0
2,processing_teacher_forced,no_prime_eos,no_prime_eos,,the vrakudmur drupemzired the kvezemzom .,the kvezemzom was drupemzired by the vrakudmur .,<|eot_id|> ,full_sentence_processing,-8.205882352941176,-7.776315789473684,0.42956656346749167,-139.5,-147.75,-8.25,17,19,passive,1.0
2,processing_teacher_forced,no_prime_empty,no_prime_empty,,the vrakudmur drupemzired the kvezemzom .,the kvezemzom was drupemzired by the vrakudmur .,,full_sentence_processing,-7.610294117647059,-7.381578947368421,0.22871517027863764,-129.375,-140.25,-10.875,17,19,passive,1.0
2,processing_teacher_forced,filler,filler,The plinter drossed in marven .,the vrakudmur drupemzired the kvezemzom .,the kvezemzom was drupemzired by the vrakudmur .,The plinter drossed in marven . ,full_sentence_processing,-7.323529411764706,-6.842105263157895,0.48142414860681093,-124.5,-130.0,-5.5,17,19,passive,1.0
3,processing_teacher_forced,active,active,a klogafrud kvevarmured a kvesorrud .,the franorbav grifimloms the smesilrab .,the smesilrab is grifimlomed by the franorbav .,a klogafrud kvevarmured a kvesorrud . ,full_sentence_processing,-7.658333333333333,-7.084558823529412,0.5737745098039211,-114.875,-120.4375,-5.5625,15,17,passive,1.0
3,processing_teacher_forced,passive,passive,a kvesorrud was kvevarmured by a klogafrud .,the franorbav grifimloms the smesilrab .,the smesilrab is grifimlomed by the franorbav .,a kvesorrud was kvevarmured by a klogafrud . ,full_sentence_processing,-7.579166666666667,-6.636029411764706,0.943137254901961,-113.6875,-112.8125,0.875,15,17,passive,1.0
3,processing_teacher_forced,no_prime_eos,no_prime_eos,,the franorbav grifimloms the smesilrab .,the smesilrab is grifimlomed by the franorbav .,<|eot_id|> ,full_sentence_processing,-8.65,-7.838235294117647,0.8117647058823536,-129.75,-133.25,-3.5,15,17,passive,1.0
3,processing_teacher_forced,no_prime_empty,no_prime_empty,,the franorbav grifimloms the smesilrab .,the smesilrab is grifimlomed by the franorbav .,,full_sentence_processing,-8.383333333333333,-7.595588235294118,0.7877450980392151,-125.75,-129.125,-3.375,15,17,passive,1.0
3,processing_teacher_forced,filler,filler,The claven morged through selven .,the franorbav grifimloms the smesilrab .,the smesilrab is grifimlomed by the franorbav .,The claven morged through selven . ,full_sentence_processing,-8.0125,-7.022058823529412,0.9904411764705872,-120.1875,-119.375,0.8125,15,17,passive,1.0
4,processing_teacher_forced,active,active,a vratorrud kvesornefs a zlosillom .,the smevakrab zlodulfined the kvenorkul .,the kvenorkul was zlodulfined by the smevakrab .,a vratorrud kvesornefs a zlosillom . ,full_sentence_processing,-7.233333333333333,-6.4375,0.7958333333333334,-108.5,-109.4375,-0.9375,15,17,passive,1.0
4,processing_teacher_forced,passive,passive,a zlosillom is kvesornefed by a vratorrud .,the smevakrab zlodulfined the kvenorkul .,the kvenorkul was zlodulfined by the smevakrab .,a zlosillom is kvesornefed by a vratorrud . ,full_sentence_processing,-6.920833333333333,-6.033088235294118,0.8877450980392156,-103.8125,-102.5625,1.25,15,17,passive,1.0
4,processing_teacher_forced,no_prime_eos,no_prime_eos,,the smevakrab zlodulfined the kvenorkul .,the kvenorkul was zlodulfined by the smevakrab .,<|eot_id|> ,full_sentence_processing,-8.641666666666667,-7.8088235294117645,0.832843137254903,-129.625,-132.75,-3.125,15,17,passive,1.0
4,processing_teacher_forced,no_prime_empty,no_prime_empty,,the smevakrab zlodulfined the kvenorkul .,the kvenorkul was zlodulfined by the smevakrab .,,full_sentence_processing,-8.204166666666667,-7.444852941176471,0.7593137254901965,-123.0625,-126.5625,-3.5,15,17,passive,1.0
4,processing_teacher_forced,filler,filler,The trassel fented beside murven .,the smevakrab zlodulfined the kvenorkul .,the kvenorkul was zlodulfined by the smevakrab .,The trassel fented beside murven . ,full_sentence_processing,-7.379166666666666,-6.694852941176471,0.6843137254901954,-110.6875,-113.8125,-3.125,15,17,passive,1.0
5,processing_teacher_forced,active,active,a frataflom zraruklomed a druvarmur .,the skozemdil smenelmurs the vrefimdil .,the vrefimdil is smenelmured by the skozemdil .,a frataflom zraruklomed a druvarmur . ,full_sentence_processing,-7.275,-6.893382352941177,0.38161764705882373,-109.125,-117.1875,-8.0625,15,17,passive,1.0
5,processing_teacher_forced,passive,passive,a druvarmur was zraruklomed by a frataflom .,the skozemdil smenelmurs the vrefimdil .,the vrefimdil is smenelmured by the skozemdil .,a druvarmur was zraruklomed by a frataflom . ,full_sentence_processing,-7.083333333333333,-6.375,0.708333333333333,-106.25,-108.375,-2.125,15,17,passive,1.0
5,processing_teacher_forced,no_prime_eos,no_prime_eos,,the skozemdil smenelmurs the vrefimdil .,the vrefimdil is smenelmured by the skozemdil .,<|eot_id|> ,full_sentence_processing,-8.75,-8.191176470588236,0.5588235294117645,-131.25,-139.25,-8.0,15,17,passive,1.0
5,processing_teacher_forced,no_prime_empty,no_prime_empty,,the skozemdil smenelmurs the vrefimdil .,the vrefimdil is smenelmured by the skozemdil .,,full_sentence_processing,-8.0125,-7.470588235294118,0.5419117647058815,-120.1875,-127.0,-6.8125,15,17,passive,1.0
5,processing_teacher_forced,filler,filler,The drimlet vorked before talven .,the skozemdil smenelmurs the vrefimdil .,the vrefimdil is smenelmured by the skozemdil .,The drimlet vorked before talven . ,full_sentence_processing,-7.1875,-6.6286764705882355,0.5588235294117645,-107.8125,-112.6875,-4.875,15,17,passive,1.0
6,processing_teacher_forced,active,active,a vranorked smegafdiled a smezemlom .,the fradullom grifimloms the vrasilvol .,the vrasilvol is grifimlomed by the fradullom .,a vranorked smegafdiled a smezemlom . ,full_sentence_processing,-6.44140625,-6.142361111111111,0.2990451388888893,-103.0625,-110.5625,-7.5,16,18,passive,1.0
6,processing_teacher_forced,passive,passive,a smezemlom was smegafdiled by a vranorked .,the fradullom grifimloms the vrasilvol .,the vrasilvol is grifimlomed by the fradullom .,a smezemlom was smegafdiled by a vranorked . ,full_sentence_processing,-6.42578125,-5.850694444444445,0.5750868055555554,-102.8125,-105.3125,-2.5,16,18,passive,1.0
6,processing_teacher_forced,no_prime_eos,no_prime_eos,,the fradullom grifimloms the vrasilvol .,the vrasilvol is grifimlomed by the fradullom .,<|eot_id|> ,full_sentence_processing,-7.67578125,-7.236111111111111,0.4396701388888893,-122.8125,-130.25,-7.4375,16,18,passive,1.0
6,processing_teacher_forced,no_prime_empty,no_prime_empty,,the fradullom grifimloms the vrasilvol .,the vrasilvol is grifimlomed by the fradullom .,,full_sentence_processing,-7.21875,-7.024305555555555,0.19444444444444464,-115.5,-126.4375,-10.9375,16,18,passive,1.0
6,processing_teacher_forced,filler,filler,The drimlet vorked before talven .,the fradullom grifimloms the vrasilvol .,the vrasilvol is grifimlomed by the fradullom .,The drimlet vorked before talven . ,full_sentence_processing,-6.7421875,-6.097222222222222,0.6449652777777777,-107.875,-109.75,-1.875,16,18,passive,1.0
7,processing_teacher_forced,active,active,the skozemdil zrazemgors the plolodnef .,a vretortas skotafruded a vramolsim .,a vramolsim was skotafruded by a vretortas .,the skozemdil zrazemgors the plolodnef . ,full_sentence_processing,-6.833333333333333,-6.713235294117647,0.12009803921568629,-102.5,-114.125,-11.625,15,17,passive,1.0
7,processing_teacher_forced,passive,passive,the plolodnef is zrazemgored by the skozemdil .,a vretortas skotafruded a vramolsim .,a vramolsim was skotafruded by a vretortas .,the plolodnef is zrazemgored by the skozemdil . ,full_sentence_processing,-7.025,-6.4411764705882355,0.5838235294117649,-105.375,-109.5,-4.125,15,17,passive,1.0
7,processing_teacher_forced,no_prime_eos,no_prime_eos,,a vretortas skotafruded a vramolsim .,a vramolsim was skotafruded by a vretortas .,<|eot_id|> ,full_sentence_processing,-8.616666666666667,-8.264705882352942,0.35196078431372513,-129.25,-140.5,-11.25,15,17,passive,1.0
7,processing_teacher_forced,no_prime_empty,no_prime_empty,,a vretortas skotafruded a vramolsim .,a vramolsim was skotafruded by a vretortas .,,full_sentence_processing,-8.004166666666666,-7.415441176470588,0.5887254901960786,-120.0625,-126.0625,-6.0,15,17,passive,1.0
7,processing_teacher_forced,filler,filler,The drasken yelped on fralden .,a vretortas skotafruded a vramolsim .,a vramolsim was skotafruded by a vretortas .,The drasken yelped on fralden . ,full_sentence_processing,-7.020833333333333,-6.481617647058823,0.5392156862745097,-105.3125,-110.1875,-4.875,15,17,passive,1.0
8,processing_teacher_forced,active,active,the vrefimdil drupemzirs the zraduldil .,a tlunelsel smedulpaved a brisilsel .,a brisilsel was smedulpaved by a tlunelsel .,the vrefimdil drupemzirs the zraduldil . ,full_sentence_processing,-6.804166666666666,-6.455882352941177,0.3482843137254896,-102.0625,-109.75,-7.6875,15,17,passive,1.0
8,processing_teacher_forced,passive,passive,the zraduldil is drupemzired by the vrefimdil .,a tlunelsel smedulpaved a brisilsel .,a brisilsel was smedulpaved by a tlunelsel .,the zraduldil is drupemzired by the vrefimdil . ,full_sentence_processing,-7.1875,-6.095588235294118,1.0919117647058822,-107.8125,-103.625,4.1875,15,17,passive,1.0
8,processing_teacher_forced,no_prime_eos,no_prime_eos,,a tlunelsel smedulpaved a brisilsel .,a brisilsel was smedulpaved by a tlunelsel .,<|eot_id|> ,full_sentence_processing,-8.333333333333334,-7.602941176470588,0.7303921568627461,-125.0,-129.25,-4.25,15,17,passive,1.0
8,processing_teacher_forced,no_prime_empty,no_prime_empty,,a tlunelsel smedulpaved a brisilsel .,a brisilsel was smedulpaved by a tlunelsel .,,full_sentence_processing,-7.666666666666667,-7.363970588235294,0.3026960784313726,-115.0,-125.1875,-10.1875,15,17,passive,1.0
8,processing_teacher_forced,filler,filler,The vornel stonned during nalven .,a tlunelsel smedulpaved a brisilsel .,a brisilsel was smedulpaved by a tlunelsel .,The vornel stonned during nalven . ,full_sentence_processing,-7.491666666666666,-6.6286764705882355,0.8629901960784307,-112.375,-112.6875,-0.3125,15,17,passive,1.0
9,processing_teacher_forced,active,active,a smezemlom grinelloms a brikudtas .,the smepemgor klonorruded the plokudsel .,the plokudsel was klonorruded by the smepemgor .,a smezemlom grinelloms a brikudtas . ,full_sentence_processing,-6.8625,-6.459558823529412,0.4029411764705877,-102.9375,-109.8125,-6.875,15,17,passive,1.0
9,processing_teacher_forced,passive,passive,a brikudtas is grinellomed by a smezemlom .,the smepemgor klonorruded the plokudsel .,the plokudsel was klonorruded by the smepemgor .,a brikudtas is grinellomed by a smezemlom . ,full_sentence_processing,-6.670833333333333,-5.955882352941177,0.7149509803921568,-100.0625,-101.25,-1.1875,15,17,passive,1.0
9,processing_teacher_forced,no_prime_eos,no_prime_eos,,the smepemgor klonorruded the plokudsel .,the plokudsel was klonorruded by the smepemgor .,<|eot_id|> ,full_sentence_processing,-8.641666666666667,-7.919117647058823,0.7225490196078441,-129.625,-134.625,-5.0,15,17,passive,1.0
9,processing_teacher_forced,no_prime_empty,no_prime_empty,,the smepemgor klonorruded the plokudsel .,the plokudsel was klonorruded by the smepemgor .,,full_sentence_processing,-8.354166666666666,-7.448529411764706,0.9056372549019605,-125.3125,-126.625,-1.3125,15,17,passive,1.0
9,processing_teacher_forced,filler,filler,The noster glimmed near varset .,the smepemgor klonorruded the plokudsel .,the plokudsel was klonorruded by the smepemgor .,The noster glimmed near varset . ,full_sentence_processing,-7.425,-6.720588235294118,0.7044117647058821,-111.375,-114.25,-2.875,15,17,passive,1.0
10,processing_teacher_forced,active,active,a smezemlom kvevarmurs a plovakzir .,the mnidulzom grinellomed the mnikudpav .,the mnikudpav was grinellomed by the mnidulzom .,a smezemlom kvevarmurs a plovakzir . ,full_sentence_processing,-7.375,-6.852941176470588,0.5220588235294121,-110.625,-116.5,-5.875,15,17,passive,1.0
10,processing_teacher_forced,passive,passive,a plovakzir is kvevarmured by a smezemlom .,the mnidulzom grinellomed the mnikudpav .,the mnikudpav was grinellomed by the mnidulzom .,a plovakzir is kvevarmured by a smezemlom . ,full_sentence_processing,-7.233333333333333,-6.323529411764706,0.9098039215686278,-108.5,-107.5,1.0,15,17,passive,1.0
10,processing_teacher_forced,no_prime_eos,no_prime_eos,,the mnidulzom grinellomed the mnikudpav .,the mnikudpav was grinellomed by the mnidulzom .,<|eot_id|> ,full_sentence_processing,-8.633333333333333,-8.058823529411764,0.5745098039215684,-129.5,-137.0,-7.5,15,17,passive,1.0
10,processing_teacher_forced,no_prime_empty,no_prime_empty,,the mnidulzom grinellomed the mnikudpav .,the mnikudpav was grinellomed by the mnidulzom .,,full_sentence_processing,-8.0375,-7.511029411764706,0.526470588235294,-120.5625,-127.6875,-7.125,15,17,passive,1.0
10,processing_teacher_forced,filler,filler,The trasket draved on molven .,the mnidulzom grinellomed the mnikudpav .,the mnikudpav was grinellomed by the mnidulzom .,The trasket draved on molven . ,full_sentence_processing,-7.925,-7.0,0.9249999999999998,-118.875,-119.0,-0.125,15,17,passive,1.0
11,processing_teacher_forced,active,active,a mnidulzom kvevarmured a smepimzir .,the zraduldil kvezemrabs the tlumolvek .,the tlumolvek is kvezemrabed by the zraduldil .,a mnidulzom kvevarmured a smepimzir . ,full_sentence_processing,-6.625,-6.378472222222222,0.24652777777777768,-106.0,-114.8125,-8.8125,16,18,passive,1.0
11,processing_teacher_forced,passive,passive,a smepimzir was kvevarmured by a mnidulzom .,the zraduldil kvezemrabs the tlumolvek .,the tlumolvek is kvezemrabed by the zraduldil .,a smepimzir was kvevarmured by a mnidulzom . ,full_sentence_processing,-6.62890625,-5.847222222222222,0.7816840277777777,-106.0625,-105.25,0.8125,16,18,passive,1.0
11,processing_teacher_forced,no_prime_eos,no_prime_eos,,the zraduldil kvezemrabs the tlumolvek .,the tlumolvek is kvezemrabed by the zraduldil .,<|eot_id|> ,full_sentence_processing,-8.234375,-7.75,0.484375,-131.75,-139.5,-7.75,16,18,passive,1.0
11,processing_teacher_forced,no_prime_empty,no_prime_empty,,the zraduldil kvezemrabs the tlumolvek .,the tlumolvek is kvezemrabed by the zraduldil .,,full_sentence_processing,-7.92578125,-6.965277777777778,0.9605034722222223,-126.8125,-125.375,1.4375,16,18,passive,1.0
11,processing_teacher_forced,filler,filler,The noster glimmed near varset .,the zraduldil kvezemrabs the tlumolvek .,the tlumolvek is kvezemrabed by the zraduldil .,The noster glimmed near varset . ,full_sentence_processing,-7.25,-6.725694444444445,0.5243055555555554,-116.0,-121.0625,-5.0625,16,18,passive,1.0
12,processing_teacher_forced,active,active,the vramolsim vregafvols the smekudlom .,a fradulvek grineldiled a tlumolvek .,a tlumolvek was grineldiled by a fradulvek .,the vramolsim vregafvols the smekudlom . ,full_sentence_processing,-7.691964285714286,-7.4765625,0.2154017857142856,-107.6875,-119.625,-11.9375,14,16,passive,1.0
12,processing_teacher_forced,passive,passive,the smekudlom is vregafvoled by the vramolsim .,a fradulvek grineldiled a tlumolvek .,a tlumolvek was grineldiled by a fradulvek .,the smekudlom is vregafvoled by the vramolsim . ,full_sentence_processing,-7.821428571428571,-6.953125,0.8683035714285712,-109.5,-111.25,-1.75,14,16,passive,1.0
12,processing_teacher_forced,no_prime_eos,no_prime_eos,,a fradulvek grineldiled a tlumolvek .,a tlumolvek was grineldiled by a fradulvek .,<|eot_id|> ,full_sentence_processing,-9.026785714285714,-8.453125,0.5736607142857135,-126.375,-135.25,-8.875,14,16,passive,1.0
12,processing_teacher_forced,no_prime_empty,no_prime_empty,,a fradulvek grineldiled a tlumolvek .,a tlumolvek was grineldiled by a fradulvek .,,full_sentence_processing,-8.401785714285714,-7.44921875,0.9525669642857135,-117.625,-119.1875,-1.5625,14,16,passive,1.0
12,processing_teacher_forced,filler,filler,The claven morged through selven .,a fradulvek grineldiled a tlumolvek .,a tlumolvek was grineldiled by a fradulvek .,The claven morged through selven . ,full_sentence_processing,-7.700892857142857,-7.05859375,0.6422991071428568,-107.8125,-112.9375,-5.125,14,16,passive,1.0
13,processing_teacher_forced,active,active,a vretortas drupemzirs a grivarbav .,the pnezebkul grifimlomed the smevakrab .,the smevakrab was grifimlomed by the pnezebkul .,a vretortas drupemzirs a grivarbav . ,full_sentence_processing,-7.5,-6.729166666666667,0.770833333333333,-120.0,-121.125,-1.125,16,18,passive,1.0
13,processing_teacher_forced,passive,passive,a grivarbav is drupemzired by a vretortas .,the pnezebkul grifimlomed the smevakrab .,the smevakrab was grifimlomed by the pnezebkul .,a grivarbav is drupemzired by a vretortas . ,full_sentence_processing,-7.27734375,-6.399305555555555,0.8780381944444446,-116.4375,-115.1875,1.25,16,18,passive,1.0
13,processing_teacher_forced,no_prime_eos,no_prime_eos,,the pnezebkul grifimlomed the smevakrab .,the smevakrab was grifimlomed by the pnezebkul .,<|eot_id|> ,full_sentence_processing,-8.8203125,-7.826388888888889,0.9939236111111107,-141.125,-140.875,0.25,16,18,passive,1.0
13,processing_teacher_forced,no_prime_empty,no_prime_empty,,the pnezebkul grifimlomed the smevakrab .,the smevakrab was grifimlomed by the pnezebkul .,,full_sentence_processing,-8.390625,-7.347222222222222,1.0434027777777777,-134.25,-132.25,2.0,16,18,passive,1.0
13,processing_teacher_forced,filler,filler,The plinter drossed in marven .,the pnezebkul grifimlomed the smevakrab .,the smevakrab was grifimlomed by the pnezebkul .,The plinter drossed in marven . ,full_sentence_processing,-7.81640625,-6.861111111111111,0.9552951388888893,-125.0625,-123.5,1.5625,16,18,passive,1.0
14,processing_teacher_forced,active,active,the vretafzir vregafvols the klogafrud .,a vrefimdil vrerukgored a grisortas .,a grisortas was vrerukgored by a vrefimdil .,the vretafzir vregafvols the klogafrud . ,full_sentence_processing,-7.345833333333333,-7.022058823529412,0.3237745098039211,-110.1875,-119.375,-9.1875,15,17,passive,1.0
14,processing_teacher_forced,passive,passive,the klogafrud is vregafvoled by the vretafzir .,a vrefimdil vrerukgored a grisortas .,a grisortas was vrerukgored by a vrefimdil .,the klogafrud is vregafvoled by the vretafzir . ,full_sentence_processing,-7.241666666666666,-6.305147058823529,0.9365196078431373,-108.625,-107.1875,1.4375,15,17,passive,1.0
14,processing_teacher_forced,no_prime_eos,no_prime_eos,,a vrefimdil vrerukgored a grisortas .,a grisortas was vrerukgored by a vrefimdil .,<|eot_id|> ,full_sentence_processing,-8.583333333333334,-8.514705882352942,0.06862745098039191,-128.75,-144.75,-16.0,15,17,passive,1.0
14,processing_teacher_forced,no_prime_empty,no_prime_empty,,a vrefimdil vrerukgored a grisortas .,a grisortas was vrerukgored by a vrefimdil .,,full_sentence_processing,-8.3625,-7.838235294117647,0.524264705882354,-125.4375,-133.25,-7.8125,15,17,passive,1.0
14,processing_teacher_forced,filler,filler,The slinter maved after bralken .,a vrefimdil vrerukgored a grisortas .,a grisortas was vrerukgored by a vrefimdil .,The slinter maved after bralken . ,full_sentence_processing,-8.0125,-7.551470588235294,0.4610294117647049,-120.1875,-128.375,-8.1875,15,17,passive,1.0
15,processing_teacher_forced,active,active,the vretafzir smevarbavs the vranorked .,a frazemzom smegafdiled a vrepimpav .,a vrepimpav was smegafdiled by a frazemzom .,the vretafzir smevarbavs the vranorked . ,full_sentence_processing,-7.554166666666666,-6.970588235294118,0.5835784313725485,-113.3125,-118.5,-5.1875,15,17,passive,1.0
15,processing_teacher_forced,passive,passive,the vranorked is smevarbaved by the vretafzir .,a frazemzom smegafdiled a vrepimpav .,a vrepimpav was smegafdiled by a frazemzom .,the vranorked is smevarbaved by the vretafzir . ,full_sentence_processing,-7.316666666666666,-6.382352941176471,0.9343137254901954,-109.75,-108.5,1.25,15,17,passive,1.0
15,processing_teacher_forced,no_prime_eos,no_prime_eos,,a frazemzom smegafdiled a vrepimpav .,a vrepimpav was smegafdiled by a frazemzom .,<|eot_id|> ,full_sentence_processing,-8.525,-8.080882352941176,0.4441176470588246,-127.875,-137.375,-9.5,15,17,passive,1.0
15,processing_teacher_forced,no_prime_empty,no_prime_empty,,a frazemzom smegafdiled a vrepimpav .,a vrepimpav was smegafdiled by a frazemzom .,,full_sentence_processing,-8.15,-7.529411764705882,0.6205882352941181,-122.25,-128.0,-5.75,15,17,passive,1.0
15,processing_teacher_forced,filler,filler,The plinter drossed in marven .,a frazemzom smegafdiled a vrepimpav .,a vrepimpav was smegafdiled by a frazemzom .,The plinter drossed in marven . ,full_sentence_processing,-8.120833333333334,-7.448529411764706,0.672303921568628,-121.8125,-126.625,-4.8125,15,17,passive,1.0
16,processing_teacher_forced,active,active,a smenelsel drupemzired a frataflom .,the frapemsim kvezemrabs the skozebsel .,the skozebsel is kvezemrabed by the frapemsim .,a smenelsel drupemzired a frataflom . ,full_sentence_processing,-6.51171875,-6.020833333333333,0.49088541666666696,-104.1875,-108.375,-4.1875,16,18,passive,1.0
16,processing_teacher_forced,passive,passive,a frataflom was drupemzired by a smenelsel .,the frapemsim kvezemrabs the skozebsel .,the skozebsel is kvezemrabed by the frapemsim .,a frataflom was drupemzired by a smenelsel . ,full_sentence_processing,-6.2265625,-5.708333333333333,0.518229166666667,-99.625,-102.75,-3.125,16,18,passive,1.0
16,processing_teacher_forced,no_prime_eos,no_prime_eos,,the frapemsim kvezemrabs the skozebsel .,the skozebsel is kvezemrabed by the frapemsim .,<|eot_id|> ,full_sentence_processing,-8.359375,-7.840277777777778,0.5190972222222223,-133.75,-141.125,-7.375,16,18,passive,1.0
16,processing_teacher_forced,no_prime_empty,no_prime_empty,,the frapemsim kvezemrabs the skozebsel .,the skozebsel is kvezemrabed by the frapemsim .,,full_sentence_processing,-7.90234375,-7.086805555555555,0.8155381944444446,-126.4375,-127.5625,-1.125,16,18,passive,1.0
16,processing_teacher_forced,filler,filler,The prindle rasped during forven .,the frapemsim kvezemrabs the skozebsel .,the skozebsel is kvezemrabed by the frapemsim .,The prindle rasped during forven . ,full_sentence_processing,-7.2421875,-6.84375,0.3984375,-115.875,-123.1875,-7.3125,16,18,passive,1.0
17,processing_teacher_forced,active,active,a kvesorrud klosorveks a frazemzom .,the kvevarzom drupemzired the frasorgor .,the frasorgor was drupemzired by the kvevarzom .,a kvesorrud klosorveks a frazemzom . ,full_sentence_processing,-6.290441176470588,-6.065789473684211,0.22465170278637725,-106.9375,-115.25,-8.3125,17,19,passive,1.0
17,processing_teacher_forced,passive,passive,a frazemzom is klosorveked by a kvesorrud .,the kvevarzom drupemzired the frasorgor .,the frasorgor was drupemzired by the kvevarzom .,a frazemzom is klosorveked by a kvesorrud . ,full_sentence_processing,-5.908088235294118,-5.654605263157895,0.25348297213622306,-100.4375,-107.4375,-7.0,17,19,passive,1.0
17,processing_teacher_forced,no_prime_eos,no_prime_eos,,the kvevarzom drupemzired the frasorgor .,the frasorgor was drupemzired by the kvevarzom .,<|eot_id|> ,full_sentence_processing,-8.073529411764707,-7.552631578947368,0.5208978328173384,-137.25,-143.5,-6.25,17,19,passive,1.0
17,processing_teacher_forced,no_prime_empty,no_prime_empty,,the kvevarzom drupemzired the frasorgor .,the frasorgor was drupemzired by the kvevarzom .,,full_sentence_processing,-7.669117647058823,-7.0855263157894735,0.5835913312693499,-130.375,-134.625,-4.25,17,19,passive,1.0
17,processing_teacher_forced,filler,filler,The vornel stonned during nalven .,the kvevarzom drupemzired the frasorgor .,the frasorgor was drupemzired by the kvevarzom .,The vornel stonned during nalven . ,full_sentence_processing,-6.904411764705882,-6.536184210526316,0.3682275541795663,-117.375,-124.1875,-6.8125,17,19,passive,1.0
18,processing_teacher_forced,active,active,the smezemlom zrarukloms the vretafzir .,a brikudtas smenelmured a skozemdil .,a skozemdil was smenelmured by a brikudtas .,the smezemlom zrarukloms the vretafzir . ,full_sentence_processing,-7.420833333333333,-7.036764705882353,0.38406862745098014,-111.3125,-119.625,-8.3125,15,17,passive,1.0
