item_index,prompt_column,prime_condition,target_active,target_passive,greedy_answer_first_sentence,greedy_answer_first_sentence_normalized,generation_class_detailed,generation_structure_reason,argument_structure_inferred,role_frame_inferred,argument_inference_note,generation_class_strict,generation_class_lax,needs_review_strict,needs_review_lax,prompt,greedy_completion_raw
3,prompt_passive,passive,an attorney asks an aunt .,an aunt is asked by an attorney .,The aunt was ed by the attorney .,the aunt was ed by the attorney .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving the rom and the sav.
The one who did it was the rom.
The one it happened to was the sav.

Bridget asked, ""What happened?""
Mary answered, ""The sav was ed by the rom.""

There was an asking event involving an attorney and an aunt.
The one who did it was an attorney.
The one it happened to was an aunt.

Bridget asked, ""What happened?""
Mary answered, ""The"," aunt was ed by the attorney.""

There was an event involving the rom and the sav.
The one who did it was"
3,prompt_no_prime,no_prime,an attorney asks an aunt .,an aunt is asked by an attorney .,The one who did it was an attorney .,the one who did it was an attorney .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was an asking event involving an attorney and an aunt.
The one who did it was an attorney.
The one it happened to was an aunt.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was an attorney.""
Bridget asked, ""What happened?""
Mary answered, ""The one who"
3,prompt_filler,filler,an attorney asks an aunt .,an aunt is asked by an attorney .,The dur ed during the fab .,the dur ed during the fab .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The dur ed during the fab.""

There was an asking event involving an attorney and an aunt.
The one who did it was an attorney.
The one it happened to was an aunt.

Bridget asked, ""What happened?""
Mary answered, ""The"," dur ed during the fab.""

There was an asking event involving an attorney and an aunt.
The one who did it was"
4,prompt_passive,passive,the aunt asked the author .,the author was asked by the aunt .,The author is ed by the aunt .,the author is ed by the aunt .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving a sav and a som.
The one it happened to was a som.
The one who did it was a sav.

Bridget asked, ""What happened?""
Mary answered, ""A som is ed by a sav.""

There was an askeding event involving the aunt and the author.
The one it happened to was the author.
The one who did it was the aunt.

Bridget asked, ""What happened?""
Mary answered, ""The"," author is ed by the aunt.""

There was an event involving a sav and a som.
The one it happened to was"
4,prompt_filler,filler,the aunt asked the author .,the author was asked by the aunt .,The fav ed after fel .,the fav ed after fel .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The fav ed after fel.""

There was an askeding event involving the aunt and the author.
The one it happened to was the author.
The one who did it was the aunt.

Bridget asked, ""What happened?""
Mary answered, ""The"," fav ed after fel.""

There was an askeding event involving the aunt and the author.
The one it happened to was"
5,prompt_passive,passive,the author asks the bishop .,the bishop is asked by the author .,The author ed the bishop .,the author ed the bishop .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving a gir and a lav.
The one it happened to was a lav.
The one who did it was a gir.

Bridget asked, ""What happened?""
Mary answered, ""A lav was ed by a gir.""

There was an asking event involving the author and the bishop.
The one it happened to was the bishop.
The one who did it was the author.

Bridget asked, ""What happened?""
Mary answered, ""The"," author ed the bishop.""

There was an event involving a gir and a lav.
The one it happened to was a lav"
5,prompt_filler,filler,the author asks the bishop .,the bishop is asked by the author .,The fil ed near the fol .,the fil ed near the fol .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The fil ed near the fol.""

There was an asking event involving the author and the bishop.
The one it happened to was the bishop.
The one who did it was the author.

Bridget asked, ""What happened?""
Mary answered, ""The"," fil ed near the fol.""

There was an asking event involving the author and the bishop.
The one it happened to was"
6,prompt_passive,passive,a bishop asked a boy .,a boy was asked by a bishop .,The boy is ed by the bishop .,the boy is ed by the bishop .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving the dru and the gri.
The one it happened to was the gri.
The one who did it was the dru.

Bridget asked, ""What happened?""
Mary answered, ""The gri is ed by the dru.""

There was an askeding event involving a bishop and a boy.
The one it happened to was a boy.
The one who did it was a bishop.

Bridget asked, ""What happened?""
Mary answered, ""The"," boy is ed by the bishop.""

There was an event involving the boy and the girl.
The one it happened to was"
7,prompt_active,active,a boy asks a brother .,a brother is asked by a boy .,The boy ed the brother .,the boy ed the brother .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving the fol and the ful.
The one it happened to was the ful.
The one who did it was the fol.

Bridget asked, ""What happened?""
Mary answered, ""The fol ed the ful.""

There was an asking event involving a boy and a brother.
The one it happened to was a brother.
The one who did it was a boy.

Bridget asked, ""What happened?""
Mary answered, ""The"," boy ed the brother.""

There was an event involving the boy and the brother.
The one it happened to was the brother"
7,prompt_filler,filler,a boy asks a brother .,a brother is asked by a boy .,The boy lav ed after lil .,the boy lav ed after lil .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The lav ed after lil.""

There was an asking event involving a boy and a brother.
The one it happened to was a brother.
The one who did it was a boy.

Bridget asked, ""What happened?""
Mary answered, ""The"," boy lav ed after lil.""

There was an asking event involving a boy and a brother.
The one it happened to was"
8,prompt_passive,passive,the brother asked the buddy .,the buddy was asked by the brother .,The brother is ed by the buddy .,the brother is ed by the buddy .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving a mur and a dir.
The one who did it was a mur.
The one it happened to was a dir.

Bridget asked, ""What happened?""
Mary answered, ""A dir is ed by a mur.""

There was an askeding event involving the brother and the buddy.
The one who did it was the brother.
The one it happened to was the buddy.

Bridget asked, ""What happened?""
Mary answered, ""The"," brother is ed by the buddy.""

There was an askeding event involving the brother and the buddy.
The one who did"
8,prompt_no_prime,no_prime,the brother asked the buddy .,the buddy was asked by the brother .,The brother did it .,the brother did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an askeding event involving the brother and the buddy.
The one who did it was the brother.
The one it happened to was the buddy.

Bridget asked, ""What happened?""
Mary answered, ""The"," brother did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The brother did it.""
B"
8,prompt_filler,filler,the brother asked the buddy .,the buddy was asked by the brother .,The mol ed on the mul .,the mol ed on the mul .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The mol ed on the mul.""

There was an askeding event involving the brother and the buddy.
The one who did it was the brother.
The one it happened to was the buddy.

Bridget asked, ""What happened?""
Mary answered, ""The"," mol ed on the mul.""

There was an askeding event involving the brother and the buddy.
The one who did it"
9,prompt_passive,passive,the buddy asks the candidate .,the candidate is asked by the buddy .,The candidate was ed by the buddy .,the candidate was ed by the buddy .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving a nud and a pav.
The one who did it was a nud.
The one it happened to was a pav.

Bridget asked, ""What happened?""
Mary answered, ""A pav was ed by a nud.""

There was an asking event involving the buddy and the candidate.
The one who did it was the buddy.
The one it happened to was the candidate.

Bridget asked, ""What happened?""
Mary answered, ""The"," candidate was ed by the buddy.""

There was an event involving the buddy and the candidate.
The one who did it was"
9,prompt_filler,filler,the buddy asks the candidate .,the candidate is asked by the buddy .,The nav ed above the nin .,the nav ed above the nin .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The nav ed above the nin.""

There was an asking event involving the buddy and the candidate.
The one who did it was the buddy.
The one it happened to was the candidate.

Bridget asked, ""What happened?""
Mary answered, ""The"," nav ed above the nin.""

There was an asking event involving the buddy and the candidate.
The one who did it was"
10,prompt_active,active,a candidate asked a captain .,a captain was asked by a candidate .,The candidate s the captain .,the candidate s the captain .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving the dur and the fab.
The one who did it was the dur.
The one it happened to was the fab.

Bridget asked, ""What happened?""
Mary answered, ""The dur s the fab.""

There was an askeding event involving a candidate and a captain.
The one who did it was a candidate.
The one it happened to was a captain.

Bridget asked, ""What happened?""
Mary answered, ""The"," candidate s the captain.""

There was an event involving the dur and the fab.
The one who did it was the dur"
10,prompt_passive,passive,a candidate asked a captain .,a captain was asked by a candidate .,The captain is ed by the candidate .,the captain is ed by the candidate .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving the dur and the fab.
The one who did it was the dur.
The one it happened to was the fab.

Bridget asked, ""What happened?""
Mary answered, ""The fab is ed by the dur.""

There was an askeding event involving a candidate and a captain.
The one who did it was a candidate.
The one it happened to was a captain.

Bridget asked, ""What happened?""
Mary answered, ""The"," captain is ed by the candidate.""

There was an event involving the dur and the fab.
The one who did it was"
10,prompt_no_prime,no_prime,a candidate asked a captain .,a captain was asked by a candidate .,The candidate did it .,the candidate did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an askeding event involving a candidate and a captain.
The one who did it was a candidate.
The one it happened to was a captain.

Bridget asked, ""What happened?""
Mary answered, ""The"," candidate did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The candidate did it.""
B"
10,prompt_filler,filler,a candidate asked a captain .,a captain was asked by a candidate .,The nom ed during nud .,the nom ed during nud .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The nom ed during nud.""

There was an askeding event involving a candidate and a captain.
The one who did it was a candidate.
The one it happened to was a captain.

Bridget asked, ""What happened?""
Mary answered, ""The"," nom ed during nud.""

There was an askeding event involving a candidate and a captain.
The one who did it was"
11,prompt_passive,passive,a captain asks a champion .,a champion is asked by a captain .,The champion was ed by the captain .,the champion was ed by the captain .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving the fol and the ful.
The one who did it was the fol.
The one it happened to was the ful.

Bridget asked, ""What happened?""
Mary answered, ""The ful was ed by the fol.""

There was an asking event involving a captain and a champion.
The one who did it was a captain.
The one it happened to was a champion.

Bridget asked, ""What happened?""
Mary answered, ""The"," champion was ed by the captain.""

There was an event involving the fol and the ful.
The one who did it was"
11,prompt_no_prime,no_prime,a captain asks a champion .,a champion is asked by a captain .,The captain did it to the champion .,the captain did it to the champion .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an asking event involving a captain and a champion.
The one who did it was a captain.
The one it happened to was a champion.

Bridget asked, ""What happened?""
Mary answered, ""The"," captain did it to the champion.""

Bridget asked, ""What did the captain do to the champion?""
Mary answered"
11,prompt_filler,filler,a captain asks a champion .,a champion is asked by a captain .,The pav ed across the pel .,the pav ed across the pel .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The pav ed across the pel.""

There was an asking event involving a captain and a champion.
The one who did it was a captain.
The one it happened to was a champion.

Bridget asked, ""What happened?""
Mary answered, ""The"," pav ed across the pel.""

There was an asking event involving a captain and a champion.
The one who did it was"
12,prompt_passive,passive,the champion asked the chief .,the chief was asked by the champion .,The chief is ed by the champion .,the chief is ed by the champion .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving a bri and a dil.
The one it happened to was a dil.
The one who did it was a bri.

Bridget asked, ""What happened?""
Mary answered, ""A dil is ed by a bri.""

There was an askeding event involving the champion and the chief.
The one it happened to was the chief.
The one who did it was the champion.

Bridget asked, ""What happened?""
Mary answered, ""The"," chief is ed by the champion.""

There was an event involving a bri and a dil.
The one it happened to was"
12,prompt_no_prime,no_prime,the champion asked the chief .,the chief was asked by the champion .,"The chief asked the champion to do something, and the champion did it .","the chief asked the champion to do something, and the champion did it .",other_coordinate_multiclause,coordination_with_punctuation,multiclause,mixed,coordination_detected,other,other,True,True,"There was an askeding event involving the champion and the chief.
The one it happened to was the chief.
The one who did it was the champion.

Bridget asked, ""What happened?""
Mary answered, ""The"," chief asked the champion to do something, and the champion did it.""

Bridget asked, ""What did the champion"
12,prompt_filler,filler,the champion asked the chief .,the chief was asked by the champion .,The champion pil ed through the por .,the champion pil ed through the por .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The pil ed through the por.""

There was an askeding event involving the champion and the chief.
The one it happened to was the chief.
The one who did it was the champion.

Bridget asked, ""What happened?""
Mary answered, ""The"," champion pil ed through the por.""

There was an askeding event involving the champion and the chief.
The one it happened"
13,prompt_passive,passive,the chief asks the child .,the child is asked by the chief .,The child was ed by the chief .,the child was ed by the chief .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving a dir and a dur.
The one it happened to was a dur.
The one who did it was a dir.

Bridget asked, ""What happened?""
Mary answered, ""A dur was ed by a dir.""

There was an asking event involving the chief and the child.
The one it happened to was the child.
The one who did it was the chief.

Bridget asked, ""What happened?""
Mary answered, ""The"," child was ed by the chief.""

There was an event involving a dir and a dur.
The one it happened to was"
13,prompt_filler,filler,the chief asks the child .,the child is asked by the chief .,The rav ed in the rom .,the rav ed in the rom .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The rav ed in the rom.""

There was an asking event involving the chief and the child.
The one it happened to was the child.
The one who did it was the chief.

Bridget asked, ""What happened?""
Mary answered, ""The"," rav ed in the rom.""

There was an asking event involving the chief and the child.
The one it happened to was"
14,prompt_active,active,a child asked a colonel .,a colonel was asked by a child .,The colonel s the child .,the colonel s the child .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving the rav and the rom.
The one it happened to was the rom.
The one who did it was the rav.

Bridget asked, ""What happened?""
Mary answered, ""The rav s the rom.""

There was an askeding event involving a child and a colonel.
The one it happened to was a colonel.
The one who did it was a child.

Bridget asked, ""What happened?""
Mary answered, ""The"," colonel s the child.""

There was an event involving a colonel and a colonel.
The one it happened to"
14,prompt_passive,passive,a child asked a colonel .,a colonel was asked by a child .,The colonel is ed by the child .,the colonel is ed by the child .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving the rav and the rom.
The one it happened to was the rom.
The one who did it was the rav.

Bridget asked, ""What happened?""
Mary answered, ""The rom is ed by the rav.""

There was an askeding event involving a child and a colonel.
The one it happened to was a colonel.
The one who did it was a child.

Bridget asked, ""What happened?""
Mary answered, ""The"," colonel is ed by the child.""

There was an event involving a child and a colonel.
The one it happened"
14,prompt_no_prime,no_prime,a child asked a colonel .,a colonel was asked by a child .,"The colonel asked me to do it, and I did it .","the colonel asked me to do it, and i did it .",other_coordinate_multiclause,coordination_with_punctuation,multiclause,mixed,coordination_detected,other,other,True,True,"There was an askeding event involving a child and a colonel.
The one it happened to was a colonel.
The one who did it was a child.

Bridget asked, ""What happened?""
Mary answered, ""The"," colonel asked me to do it, and I did it.""
Bridget asked, ""Why did the colonel"
14,prompt_filler,filler,a child asked a colonel .,a colonel was asked by a child .,The sav ed after som .,the sav ed after som .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The sav ed after som.""

There was an askeding event involving a child and a colonel.
The one it happened to was a colonel.
The one who did it was a child.

Bridget asked, ""What happened?""
Mary answered, ""The"," sav ed after som.""

There was an askeding event involving a child and a colonel.
The one it happened to"
15,prompt_active,active,a colonel asks a cop .,a cop is asked by a colonel .,The cop was ed by the colonel .,the cop was ed by the colonel .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving the fab and the fav.
The one it happened to was the fav.
The one who did it was the fab.

Bridget asked, ""What happened?""
Mary answered, ""The fab ed the fav.""

There was an asking event involving a colonel and a cop.
The one it happened to was a cop.
The one who did it was a colonel.

Bridget asked, ""What happened?""
Mary answered, ""The"," cop was ed by the colonel.""

There was an event involving the fab and the fav.
The one it happened to"
15,prompt_passive,passive,a colonel asks a cop .,a cop is asked by a colonel .,The cop was ed by the colonel .,the cop was ed by the colonel .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving the fab and the fav.
The one it happened to was the fav.
The one who did it was the fab.

Bridget asked, ""What happened?""
Mary answered, ""The fav was ed by the fab.""

There was an asking event involving a colonel and a cop.
The one it happened to was a cop.
The one who did it was a colonel.

Bridget asked, ""What happened?""
Mary answered, ""The"," cop was ed by the colonel.""

There was an event involving the fab and the fav.
The one it happened to"
15,prompt_no_prime,no_prime,a colonel asks a cop .,a cop is asked by a colonel .,"The colonel asked me to marry him, and I said yes .","the colonel asked me to marry him, and i said yes .",other_coordinate_multiclause,coordination_with_punctuation,multiclause,mixed,coordination_detected,other,other,True,True,"There was an asking event involving a colonel and a cop.
The one it happened to was a cop.
The one who did it was a colonel.

Bridget asked, ""What happened?""
Mary answered, ""The"," colonel asked me to marry him, and I said yes.""
Bridget said, ""That's great! What"
15,prompt_filler,filler,a colonel asks a cop .,a cop is asked by a colonel .,The sor ed behind the sul .,the sor ed behind the sul .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The sor ed behind the sul.""

There was an asking event involving a colonel and a cop.
The one it happened to was a cop.
The one who did it was a colonel.

Bridget asked, ""What happened?""
Mary answered, ""The"," sor ed behind the sul.""

There was an asking event involving a colonel and a cop.
The one it happened to"
16,prompt_passive,passive,the cop asked the cousin .,the cousin was asked by the cop .,The cousin is ed by the cop .,the cousin is ed by the cop .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving a mur and a dir.
The one who did it was a mur.
The one it happened to was a dir.

Bridget asked, ""What happened?""
Mary answered, ""A dir is ed by a mur.""

There was an askeding event involving the cop and the cousin.
The one who did it was the cop.
The one it happened to was the cousin.

Bridget asked, ""What happened?""
Mary answered, ""The"," cousin is ed by the cop.""

There was an askeding event involving the cousin and the cop.
The one who did"
16,prompt_no_prime,no_prime,the cop asked the cousin .,the cousin was asked by the cop .,The cop did it .,the cop did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an askeding event involving the cop and the cousin.
The one who did it was the cop.
The one it happened to was the cousin.

Bridget asked, ""What happened?""
Mary answered, ""The"," cop did it.""
Bridget asked, ""What did the cop do?""
Mary answered, ""He did it to"
16,prompt_filler,filler,the cop asked the cousin .,the cousin was asked by the cop .,The tel ed in the tir .,the tel ed in the tir .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The tel ed in the tir.""

There was an askeding event involving the cop and the cousin.
The one who did it was the cop.
The one it happened to was the cousin.

Bridget asked, ""What happened?""
Mary answered, ""The"," tel ed in the tir.""

There was an askeding event involving the cop and the cousin.
The one who did it"
17,prompt_no_prime,no_prime,the cousin asks the daughter .,the daughter is asked by the cousin .,The cousin did it .,the cousin did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an asking event involving the cousin and the daughter.
The one who did it was the cousin.
The one it happened to was the daughter.

Bridget asked, ""What happened?""
Mary answered, ""The"," cousin did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The cousin.""
Bridget"
17,prompt_filler,filler,the cousin asks the daughter .,the daughter is asked by the cousin .,The tul ed near the vel .,the tul ed near the vel .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The tul ed near the vel.""

There was an asking event involving the cousin and the daughter.
The one who did it was the cousin.
The one it happened to was the daughter.

Bridget asked, ""What happened?""
Mary answered, ""The"," tul ed near the vel.""

There was an asking event involving the cousin and the daughter.
The one who did it was"
18,prompt_active,active,a daughter asked a doctor .,a doctor was asked by a daughter .,The daughter s the doctor .,the daughter s the doctor .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving the dru and the gri.
The one who did it was the dru.
The one it happened to was the gri.

Bridget asked, ""What happened?""
Mary answered, ""The dru s the gri.""

There was an askeding event involving a daughter and a doctor.
The one who did it was a daughter.
The one it happened to was a doctor.

Bridget asked, ""What happened?""
Mary answered, ""The"," daughter s the doctor.""

There was an event involving the dru and the gri.
The one who did it was the dru"
18,prompt_passive,passive,a daughter asked a doctor .,a doctor was asked by a daughter .,The doctor is ed by the daughter .,the doctor is ed by the daughter .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving the dru and the gri.
The one who did it was the dru.
The one it happened to was the gri.

Bridget asked, ""What happened?""
Mary answered, ""The gri is ed by the dru.""

There was an askeding event involving a daughter and a doctor.
The one who did it was a daughter.
The one it happened to was a doctor.

Bridget asked, ""What happened?""
Mary answered, ""The"," doctor is ed by the daughter.""

There was an event involving the dru and the gri.
The one who did it was"
