item_index,prompt_template,prime_condition,prime_structure,prime_sentence,target_active,target_passive,prompt,choice_target,active_choice_logprob,passive_choice_logprob,passive_minus_active_logprob,active_choice_logprob_sum,passive_choice_logprob_sum,passive_minus_active_logprob_sum,active_target_token_count,passive_target_token_count,chosen_structure,passive_choice_indicator
2,processing_teacher_forced,active,active,an actor protects an actress .,a mayor kills a minister .,a minister is killed by a mayor .,an actor protects an actress . ,full_sentence_processing,-4.880208333333333,-4.2734375,0.606770833333333,-29.28125,-34.1875,-4.90625,6,8,passive,1.0
2,processing_teacher_forced,passive,passive,an actress is protected by an actor .,a mayor kills a minister .,a minister is killed by a mayor .,an actress is protected by an actor . ,full_sentence_processing,-5.375,-3.96875,1.40625,-32.25,-31.75,0.5,6,8,passive,1.0
2,processing_teacher_forced,no_prime_eos,no_prime_eos,,a mayor kills a minister .,a minister is killed by a mayor .,<|eot_id|> ,full_sentence_processing,-7.723958333333333,-6.59375,1.130208333333333,-46.34375,-52.75,-6.40625,6,8,passive,1.0
2,processing_teacher_forced,no_prime_empty,no_prime_empty,,a mayor kills a minister .,a minister is killed by a mayor .,,full_sentence_processing,-6.729166666666667,-5.37109375,1.358072916666667,-40.375,-42.96875,-2.59375,6,8,passive,1.0
2,processing_teacher_forced,filler,filler,The sculpture stood in the hallway .,a mayor kills a minister .,a minister is killed by a mayor .,The sculpture stood in the hallway . ,full_sentence_processing,-6.322916666666667,-5.23046875,1.092447916666667,-37.9375,-41.84375,-3.90625,6,8,passive,1.0
3,processing_teacher_forced,active,active,a cop kills a cousin .,a hero hurries a husband .,a husband is hurried by a hero .,a cop kills a cousin . ,full_sentence_processing,-5.852678571428571,-5.5390625,0.3136160714285712,-40.96875,-44.3125,-3.34375,7,8,passive,1.0
3,processing_teacher_forced,passive,passive,a cousin is killed by a cop .,a hero hurries a husband .,a husband is hurried by a hero .,a cousin is killed by a cop . ,full_sentence_processing,-6.754464285714286,-5.8125,0.9419642857142856,-47.28125,-46.5,0.78125,7,8,passive,1.0
3,processing_teacher_forced,no_prime_eos,no_prime_eos,,a hero hurries a husband .,a husband is hurried by a hero .,<|eot_id|> ,full_sentence_processing,-8.044642857142858,-7.59375,0.45089285714285765,-56.3125,-60.75,-4.4375,7,8,passive,1.0
3,processing_teacher_forced,no_prime_empty,no_prime_empty,,a hero hurries a husband .,a husband is hurried by a hero .,,full_sentence_processing,-7.017857142857143,-6.38671875,0.6311383928571432,-49.125,-51.09375,-1.96875,7,8,passive,1.0
3,processing_teacher_forced,filler,filler,The tourist wandered through the plaza .,a hero hurries a husband .,a husband is hurried by a hero .,The tourist wandered through the plaza . ,full_sentence_processing,-7.191964285714286,-6.6640625,0.5279017857142856,-50.34375,-53.3125,-2.96875,7,8,passive,1.0
4,processing_teacher_forced,active,active,a lawyer bothers a leader .,a hero judges a husband .,a husband is judged by a hero .,a lawyer bothers a leader . ,full_sentence_processing,-5.609375,-4.76171875,0.84765625,-33.65625,-38.09375,-4.4375,6,8,passive,1.0
4,processing_teacher_forced,passive,passive,a leader is bothered by a lawyer .,a hero judges a husband .,a husband is judged by a hero .,a leader is bothered by a lawyer . ,full_sentence_processing,-6.208333333333333,-4.57421875,1.634114583333333,-37.25,-36.59375,0.65625,6,8,passive,1.0
4,processing_teacher_forced,no_prime_eos,no_prime_eos,,a hero judges a husband .,a husband is judged by a hero .,<|eot_id|> ,full_sentence_processing,-8.859375,-6.76171875,2.09765625,-53.15625,-54.09375,-0.9375,6,8,passive,1.0
4,processing_teacher_forced,no_prime_empty,no_prime_empty,,a hero judges a husband .,a husband is judged by a hero .,,full_sentence_processing,-7.869791666666667,-5.83984375,2.029947916666667,-47.21875,-46.71875,0.5,6,8,passive,1.0
4,processing_teacher_forced,filler,filler,The traveler rested beside the river .,a hero judges a husband .,a husband is judged by a hero .,The traveler rested beside the river . ,full_sentence_processing,-7.270833333333333,-5.85546875,1.415364583333333,-43.625,-46.84375,-3.21875,6,8,passive,1.0
5,processing_teacher_forced,active,active,a parent hurries a partner .,a champion drags a chief .,a chief is dragged by a champion .,a parent hurries a partner . ,full_sentence_processing,-4.8125,-4.7890625,0.0234375,-33.6875,-38.3125,-4.625,7,8,passive,1.0
5,processing_teacher_forced,passive,passive,a partner is hurried by a parent .,a champion drags a chief .,a chief is dragged by a champion .,a partner is hurried by a parent . ,full_sentence_processing,-5.191964285714286,-4.1640625,1.0279017857142856,-36.34375,-33.3125,3.03125,7,8,passive,1.0
5,processing_teacher_forced,no_prime_eos,no_prime_eos,,a champion drags a chief .,a chief is dragged by a champion .,<|eot_id|> ,full_sentence_processing,-7.357142857142857,-7.109375,0.24776785714285676,-51.5,-56.875,-5.375,7,8,passive,1.0
5,processing_teacher_forced,no_prime_empty,no_prime_empty,,a champion drags a chief .,a chief is dragged by a champion .,,full_sentence_processing,-6.772321428571429,-5.88671875,0.8856026785714288,-47.40625,-47.09375,0.3125,7,8,passive,1.0
5,processing_teacher_forced,filler,filler,The package arrived before noon .,a champion drags a chief .,a chief is dragged by a champion .,The package arrived before noon . ,full_sentence_processing,-6.642857142857143,-6.23828125,0.40457589285714324,-46.5,-49.90625,-3.40625,7,8,passive,1.0
6,processing_teacher_forced,active,active,a champion forgives a chief .,a parent destroys a partner .,a partner is destroyed by a parent .,a champion forgives a chief . ,full_sentence_processing,-5.458333333333333,-4.25,1.208333333333333,-32.75,-34.0,-1.25,6,8,passive,1.0
6,processing_teacher_forced,passive,passive,a chief is forgiven by a champion .,a parent destroys a partner .,a partner is destroyed by a parent .,a chief is forgiven by a champion . ,full_sentence_processing,-5.958333333333333,-4.203125,1.755208333333333,-35.75,-33.625,2.125,6,8,passive,1.0
6,processing_teacher_forced,no_prime_eos,no_prime_eos,,a parent destroys a partner .,a partner is destroyed by a parent .,<|eot_id|> ,full_sentence_processing,-7.963541666666667,-6.609375,1.354166666666667,-47.78125,-52.875,-5.09375,6,8,passive,1.0
6,processing_teacher_forced,no_prime_empty,no_prime_empty,,a parent destroys a partner .,a partner is destroyed by a parent .,,full_sentence_processing,-7.072916666666667,-5.70703125,1.365885416666667,-42.4375,-45.65625,-3.21875,6,8,passive,1.0
6,processing_teacher_forced,filler,filler,The package arrived before noon .,a parent destroys a partner .,a partner is destroyed by a parent .,The package arrived before noon . ,full_sentence_processing,-7.088541666666667,-5.4765625,1.611979166666667,-42.53125,-43.8125,-1.28125,6,8,passive,1.0
7,processing_teacher_forced,active,active,a cop strikes a cousin .,a nurse discovers an opponent .,an opponent is discovered by a nurse .,a cop strikes a cousin . ,full_sentence_processing,-5.46875,-4.79296875,0.67578125,-32.8125,-38.34375,-5.53125,6,8,passive,1.0
7,processing_teacher_forced,passive,passive,a cousin is struck by a cop .,a nurse discovers an opponent .,an opponent is discovered by a nurse .,a cousin is struck by a cop . ,full_sentence_processing,-6.088541666666667,-4.8359375,1.252604166666667,-36.53125,-38.6875,-2.15625,6,8,passive,1.0
7,processing_teacher_forced,no_prime_eos,no_prime_eos,,a nurse discovers an opponent .,an opponent is discovered by a nurse .,<|eot_id|> ,full_sentence_processing,-8.473958333333334,-6.05859375,2.415364583333334,-50.84375,-48.46875,2.375,6,8,passive,1.0
7,processing_teacher_forced,no_prime_empty,no_prime_empty,,a nurse discovers an opponent .,an opponent is discovered by a nurse .,,full_sentence_processing,-6.932291666666667,-5.57421875,1.358072916666667,-41.59375,-44.59375,-3.0,6,8,passive,1.0
7,processing_teacher_forced,filler,filler,The blanket dried on the line .,a nurse discovers an opponent .,an opponent is discovered by a nurse .,The blanket dried on the line . ,full_sentence_processing,-6.583333333333333,-5.4453125,1.138020833333333,-39.5,-43.5625,-4.0625,6,8,passive,1.0
8,processing_teacher_forced,active,active,a cousin asks a daughter .,a leader chases a man .,a man is chased by a leader .,a cousin asks a daughter . ,full_sentence_processing,-4.633928571428571,-4.2734375,0.3604910714285712,-32.4375,-34.1875,-1.75,7,8,passive,1.0
8,processing_teacher_forced,passive,passive,a daughter is asked by a cousin .,a leader chases a man .,a man is chased by a leader .,a daughter is asked by a cousin . ,full_sentence_processing,-4.75,-4.01953125,0.73046875,-33.25,-32.15625,1.09375,7,8,passive,1.0
8,processing_teacher_forced,no_prime_eos,no_prime_eos,,a leader chases a man .,a man is chased by a leader .,<|eot_id|> ,full_sentence_processing,-6.691964285714286,-5.953125,0.7388392857142856,-46.84375,-47.625,-0.78125,7,8,passive,1.0
8,processing_teacher_forced,no_prime_empty,no_prime_empty,,a leader chases a man .,a man is chased by a leader .,,full_sentence_processing,-5.705357142857143,-5.328125,0.37723214285714324,-39.9375,-42.625,-2.6875,7,8,passive,1.0
8,processing_teacher_forced,filler,filler,The teacher listened during assembly .,a leader chases a man .,a man is chased by a leader .,The teacher listened during assembly . ,full_sentence_processing,-5.276785714285714,-4.54296875,0.7338169642857144,-36.9375,-36.34375,0.59375,7,8,passive,1.0
9,processing_teacher_forced,active,active,a singer washes a soldier .,a president teaches a priest .,a priest is taught by a president .,a singer washes a soldier . ,full_sentence_processing,-4.466145833333333,-3.91796875,0.548177083333333,-26.796875,-31.34375,-4.546875,6,8,passive,1.0
9,processing_teacher_forced,passive,passive,a soldier is washed by a singer .,a president teaches a priest .,a priest is taught by a president .,a soldier is washed by a singer . ,full_sentence_processing,-4.721354166666667,-2.8359375,1.885416666666667,-28.328125,-22.6875,5.640625,6,8,passive,1.0
9,processing_teacher_forced,no_prime_eos,no_prime_eos,,a president teaches a priest .,a priest is taught by a president .,<|eot_id|> ,full_sentence_processing,-8.427083333333334,-6.234375,2.192708333333334,-50.5625,-49.875,0.6875,6,8,passive,1.0
9,processing_teacher_forced,no_prime_empty,no_prime_empty,,a president teaches a priest .,a priest is taught by a president .,,full_sentence_processing,-6.9375,-5.2109375,1.7265625,-41.625,-41.6875,-0.0625,6,8,passive,1.0
9,processing_teacher_forced,filler,filler,The lantern glowed near sunset .,a president teaches a priest .,a priest is taught by a president .,The lantern glowed near sunset . ,full_sentence_processing,-6.651041666666667,-5.13671875,1.514322916666667,-39.90625,-41.09375,-1.1875,6,8,passive,1.0
10,processing_teacher_forced,active,active,a boy bothers a brother .,a winner understands a woman .,a woman is understood by a winner .,a boy bothers a brother . ,full_sentence_processing,-5.859375,-4.9140625,0.9453125,-35.15625,-39.3125,-4.15625,6,8,passive,1.0
10,processing_teacher_forced,passive,passive,a brother is bothered by a boy .,a winner understands a woman .,a woman is understood by a winner .,a brother is bothered by a boy . ,full_sentence_processing,-6.333333333333333,-4.7421875,1.591145833333333,-38.0,-37.9375,0.0625,6,8,passive,1.0
10,processing_teacher_forced,no_prime_eos,no_prime_eos,,a winner understands a woman .,a woman is understood by a winner .,<|eot_id|> ,full_sentence_processing,-8.015625,-6.8046875,1.2109375,-48.09375,-54.4375,-6.34375,6,8,passive,1.0
10,processing_teacher_forced,no_prime_empty,no_prime_empty,,a winner understands a woman .,a woman is understood by a winner .,,full_sentence_processing,-7.166666666666667,-5.98046875,1.186197916666667,-43.0,-47.84375,-4.84375,6,8,passive,1.0
10,processing_teacher_forced,filler,filler,The pillow rested on the sofa .,a winner understands a woman .,a woman is understood by a winner .,The pillow rested on the sofa . ,full_sentence_processing,-7.046875,-5.87109375,1.17578125,-42.28125,-46.96875,-4.6875,6,8,passive,1.0
11,processing_teacher_forced,active,active,a man washes a manager .,a woman beats a worker .,a worker is beaten by a woman .,a man washes a manager . ,full_sentence_processing,-4.1796875,-3.63671875,0.54296875,-25.078125,-29.09375,-4.015625,6,8,passive,1.0
11,processing_teacher_forced,passive,passive,a manager is washed by a man .,a woman beats a worker .,a worker is beaten by a woman .,a manager is washed by a man . ,full_sentence_processing,-4.640625,-2.607421875,2.033203125,-27.84375,-20.859375,6.984375,6,8,passive,1.0
11,processing_teacher_forced,no_prime_eos,no_prime_eos,,a woman beats a worker .,a worker is beaten by a woman .,<|eot_id|> ,full_sentence_processing,-7.84375,-5.796875,2.046875,-47.0625,-46.375,0.6875,6,8,passive,1.0
11,processing_teacher_forced,no_prime_empty,no_prime_empty,,a woman beats a worker .,a worker is beaten by a woman .,,full_sentence_processing,-6.885416666666667,-4.93359375,1.951822916666667,-41.3125,-39.46875,1.84375,6,8,passive,1.0
11,processing_teacher_forced,filler,filler,The lantern glowed near sunset .,a woman beats a worker .,a worker is beaten by a woman .,The lantern glowed near sunset . ,full_sentence_processing,-6.182291666666667,-4.5859375,1.596354166666667,-37.09375,-36.6875,0.40625,6,8,passive,1.0
12,processing_teacher_forced,active,active,a student describes a teacher .,a wife kisses a winner .,a winner is kissed by a wife .,a student describes a teacher . ,full_sentence_processing,-6.458333333333333,-5.0,1.458333333333333,-38.75,-40.0,-1.25,6,8,passive,1.0
12,processing_teacher_forced,passive,passive,a teacher is described by a student .,a wife kisses a winner .,a winner is kissed by a wife .,a teacher is described by a student . ,full_sentence_processing,-6.708333333333333,-4.75390625,1.954427083333333,-40.25,-38.03125,2.21875,6,8,passive,1.0
12,processing_teacher_forced,no_prime_eos,no_prime_eos,,a wife kisses a winner .,a winner is kissed by a wife .,<|eot_id|> ,full_sentence_processing,-8.166666666666666,-6.4296875,1.736979166666666,-49.0,-51.4375,-2.4375,6,8,passive,1.0
12,processing_teacher_forced,no_prime_empty,no_prime_empty,,a wife kisses a winner .,a winner is kissed by a wife .,,full_sentence_processing,-7.333333333333333,-5.82421875,1.509114583333333,-44.0,-46.59375,-2.59375,6,8,passive,1.0
12,processing_teacher_forced,filler,filler,The tourist wandered through the plaza .,a wife kisses a winner .,a winner is kissed by a wife .,The tourist wandered through the plaza . ,full_sentence_processing,-7.026041666666667,-5.47265625,1.553385416666667,-42.15625,-43.78125,-1.625,6,8,passive,1.0
13,processing_teacher_forced,active,active,a guy raises a hero .,a professor asks a reader .,a reader is asked by a professor .,a guy raises a hero . ,full_sentence_processing,-5.260416666666667,-4.62109375,0.639322916666667,-31.5625,-36.96875,-5.40625,6,8,passive,1.0
13,processing_teacher_forced,passive,passive,a hero is raised by a guy .,a professor asks a reader .,a reader is asked by a professor .,a hero is raised by a guy . ,full_sentence_processing,-5.8125,-4.48046875,1.33203125,-34.875,-35.84375,-0.96875,6,8,passive,1.0
13,processing_teacher_forced,no_prime_eos,no_prime_eos,,a professor asks a reader .,a reader is asked by a professor .,<|eot_id|> ,full_sentence_processing,-8.328125,-5.87109375,2.45703125,-49.96875,-46.96875,3.0,6,8,passive,1.0
13,processing_teacher_forced,no_prime_empty,no_prime_empty,,a professor asks a reader .,a reader is asked by a professor .,,full_sentence_processing,-7.197916666666667,-5.00390625,2.194010416666667,-43.1875,-40.03125,3.15625,6,8,passive,1.0
13,processing_teacher_forced,filler,filler,The sculpture stood in the hallway .,a professor asks a reader .,a reader is asked by a professor .,The sculpture stood in the hallway . ,full_sentence_processing,-6.625,-5.20703125,1.41796875,-39.75,-41.65625,-1.90625,6,8,passive,1.0
14,processing_teacher_forced,active,active,a minister surprises a mother .,a daughter describes a doctor .,a doctor is described by a daughter .,a minister surprises a mother . ,full_sentence_processing,-4.625,-4.09765625,0.52734375,-27.75,-32.78125,-5.03125,6,8,passive,1.0
14,processing_teacher_forced,passive,passive,a mother is surprised by a minister .,a daughter describes a doctor .,a doctor is described by a daughter .,a mother is surprised by a minister . ,full_sentence_processing,-4.416666666666667,-3.654296875,0.762369791666667,-26.5,-29.234375,-2.734375,6,8,passive,1.0
14,processing_teacher_forced,no_prime_eos,no_prime_eos,,a daughter describes a doctor .,a doctor is described by a daughter .,<|eot_id|> ,full_sentence_processing,-8.015625,-7.0078125,1.0078125,-48.09375,-56.0625,-7.96875,6,8,passive,1.0
14,processing_teacher_forced,no_prime_empty,no_prime_empty,,a daughter describes a doctor .,a doctor is described by a daughter .,,full_sentence_processing,-6.869791666666667,-5.95703125,0.912760416666667,-41.21875,-47.65625,-6.4375,6,8,passive,1.0
14,processing_teacher_forced,filler,filler,The singer smiled after rehearsal .,a daughter describes a doctor .,a doctor is described by a daughter .,The singer smiled after rehearsal . ,full_sentence_processing,-6.651041666666667,-5.0546875,1.596354166666667,-39.90625,-40.4375,-0.53125,6,8,passive,1.0
15,processing_teacher_forced,active,active,a buddy comforts a candidate .,an author carries a bishop .,a bishop is carried by an author .,a buddy comforts a candidate . ,full_sentence_processing,-6.208333333333333,-5.6640625,0.544270833333333,-37.25,-45.3125,-8.0625,6,8,passive,1.0
15,processing_teacher_forced,passive,passive,a candidate is comforted by a buddy .,an author carries a bishop .,a bishop is carried by an author .,a candidate is comforted by a buddy . ,full_sentence_processing,-6.130208333333333,-5.23046875,0.899739583333333,-36.78125,-41.84375,-5.0625,6,8,passive,1.0
15,processing_teacher_forced,no_prime_eos,no_prime_eos,,an author carries a bishop .,a bishop is carried by an author .,<|eot_id|> ,full_sentence_processing,-8.026041666666666,-6.73046875,1.295572916666666,-48.15625,-53.84375,-5.6875,6,8,passive,1.0
15,processing_teacher_forced,no_prime_empty,no_prime_empty,,an author carries a bishop .,a bishop is carried by an author .,,full_sentence_processing,-6.963541666666667,-6.203125,0.760416666666667,-41.78125,-49.625,-7.84375,6,8,passive,1.0
15,processing_teacher_forced,filler,filler,The sculpture stood in the hallway .,an author carries a bishop .,a bishop is carried by an author .,The sculpture stood in the hallway . ,full_sentence_processing,-7.072916666666667,-6.0625,1.010416666666667,-42.4375,-48.5,-6.0625,6,8,passive,1.0
16,processing_teacher_forced,active,active,an author teaches a bishop .,a parent joins a partner .,a partner is joined by a parent .,an author teaches a bishop . ,full_sentence_processing,-5.473958333333333,-4.6796875,0.794270833333333,-32.84375,-37.4375,-4.59375,6,8,passive,1.0
16,processing_teacher_forced,passive,passive,a bishop is taught by an author .,a parent joins a partner .,a partner is joined by a parent .,a bishop is taught by an author . ,full_sentence_processing,-5.71875,-4.53125,1.1875,-34.3125,-36.25,-1.9375,6,8,passive,1.0
16,processing_teacher_forced,no_prime_eos,no_prime_eos,,a parent joins a partner .,a partner is joined by a parent .,<|eot_id|> ,full_sentence_processing,-7.78125,-6.375,1.40625,-46.6875,-51.0,-4.3125,6,8,passive,1.0
16,processing_teacher_forced,no_prime_empty,no_prime_empty,,a parent joins a partner .,a partner is joined by a parent .,,full_sentence_processing,-6.619791666666667,-5.46484375,1.154947916666667,-39.71875,-43.71875,-4.0,6,8,passive,1.0
16,processing_teacher_forced,filler,filler,The window rattled during the storm .,a parent joins a partner .,a partner is joined by a parent .,The window rattled during the storm . ,full_sentence_processing,-6.526041666666667,-5.5390625,0.986979166666667,-39.15625,-44.3125,-5.15625,6,8,passive,1.0
17,processing_teacher_forced,active,active,a champion kisses a chief .,a hero protects a husband .,a husband is protected by a hero .,a champion kisses a chief . ,full_sentence_processing,-4.307291666666667,-4.1640625,0.14322916666666696,-25.84375,-33.3125,-7.46875,6,8,passive,1.0
17,processing_teacher_forced,passive,passive,a chief is kissed by a champion .,a hero protects a husband .,a husband is protected by a hero .,a chief is kissed by a champion . ,full_sentence_processing,-5.020833333333333,-3.36328125,1.657552083333333,-30.125,-26.90625,3.21875,6,8,passive,1.0
17,processing_teacher_forced,no_prime_eos,no_prime_eos,,a hero protects a husband .,a husband is protected by a hero .,<|eot_id|> ,full_sentence_processing,-8.458333333333334,-6.859375,1.598958333333334,-50.75,-54.875,-4.125,6,8,passive,1.0
17,processing_teacher_forced,no_prime_empty,no_prime_empty,,a hero protects a husband .,a husband is protected by a hero .,,full_sentence_processing,-7.307291666666667,-5.8203125,1.486979166666667,-43.84375,-46.5625,-2.71875,6,8,passive,1.0
17,processing_teacher_forced,filler,filler,The teacher listened during assembly .,a hero protects a husband .,a husband is protected by a hero .,The teacher listened during assembly . ,full_sentence_processing,-6.8125,-5.62890625,1.18359375,-40.875,-45.03125,-4.15625,6,8,passive,1.0
18,processing_teacher_forced,active,active,an adult kills an attorney .,a student hurts a teacher .,a teacher is hurt by a student .,an adult kills an attorney . ,full_sentence_processing,-4.145833333333333,-3.318359375,0.827473958333333,-24.875,-26.546875,-1.671875,6,8,passive,1.0
18,processing_teacher_forced,passive,passive,an attorney is killed by an adult .,a student hurts a teacher .,a teacher is hurt by a student .,an attorney is killed by an adult . ,full_sentence_processing,-4.6015625,-3.1484375,1.453125,-27.609375,-25.1875,2.421875,6,8,passive,1.0
18,processing_teacher_forced,no_prime_eos,no_prime_eos,,a student hurts a teacher .,a teacher is hurt by a student .,<|eot_id|> ,full_sentence_processing,-6.645833333333333,-5.14453125,1.501302083333333,-39.875,-41.15625,-1.28125,6,8,passive,1.0
18,processing_teacher_forced,no_prime_empty,no_prime_empty,,a student hurts a teacher .,a teacher is hurt by a student .,,full_sentence_processing,-5.796875,-4.32421875,1.47265625,-34.78125,-34.59375,0.1875,6,8,passive,1.0
18,processing_teacher_forced,filler,filler,The window rattled during the storm .,a student hurts a teacher .,a teacher is hurt by a student .,The window rattled during the storm . ,full_sentence_processing,-5.447916666666667,-4.16015625,1.287760416666667,-32.6875,-33.28125,-0.59375,6,8,passive,1.0
19,processing_teacher_forced,active,active,a hero comforts a husband .,a daughter protects a doctor .,a doctor is protected by a daughter .,a hero comforts a husband . ,full_sentence_processing,-4.473958333333333,-4.38671875,0.08723958333333304,-26.84375,-35.09375,-8.25,6,8,passive,1.0
19,processing_teacher_forced,passive,passive,a husband is comforted by a hero .,a daughter protects a doctor .,a doctor is protected by a daughter .,a husband is comforted by a hero . ,full_sentence_processing,-4.263020833333333,-3.443359375,0.819661458333333,-25.578125,-27.546875,-1.96875,6,8,passive,1.0
19,processing_teacher_forced,no_prime_eos,no_prime_eos,,a daughter protects a doctor .,a doctor is protected by a daughter .,<|eot_id|> ,full_sentence_processing,-7.848958333333333,-6.74609375,1.102864583333333,-47.09375,-53.96875,-6.875,6,8,passive,1.0
19,processing_teacher_forced,no_prime_empty,no_prime_empty,,a daughter protects a doctor .,a doctor is protected by a daughter .,,full_sentence_processing,-6.703125,-6.09765625,0.60546875,-40.21875,-48.78125,-8.5625,6,8,passive,1.0
19,processing_teacher_forced,filler,filler,The package arrived before noon .,a daughter protects a doctor .,a doctor is protected by a daughter .,The package arrived before noon . ,full_sentence_processing,-6.770833333333333,-5.45703125,1.313802083333333,-40.625,-43.65625,-3.03125,6,8,passive,1.0
20,processing_teacher_forced,active,active,a lady comforts a lawyer .,a professor kills a reader .,a reader is killed by a professor .,a lady comforts a lawyer . ,full_sentence_processing,-5.395833333333333,-4.26953125,1.126302083333333,-32.375,-34.15625,-1.78125,6,8,passive,1.0
20,processing_teacher_forced,passive,passive,a lawyer is comforted by a lady .,a professor kills a reader .,a reader is killed by a professor .,a lawyer is comforted by a lady . ,full_sentence_processing,-5.333333333333333,-3.9921875,1.341145833333333,-32.0,-31.9375,0.0625,6,8,passive,1.0
20,processing_teacher_forced,no_prime_eos,no_prime_eos,,a professor kills a reader .,a reader is killed by a professor .,<|eot_id|> ,full_sentence_processing,-8.09375,-6.28515625,1.80859375,-48.5625,-50.28125,-1.71875,6,8,passive,1.0
20,processing_teacher_forced,no_prime_empty,no_prime_empty,,a professor kills a reader .,a reader is killed by a professor .,,full_sentence_processing,-7.354166666666667,-5.359375,1.994791666666667,-44.125,-42.875,1.25,6,8,passive,1.0
20,processing_teacher_forced,filler,filler,The painter waited near the doorway .,a professor kills a reader .,a reader is killed by a professor .,The painter waited near the doorway . ,full_sentence_processing,-6.515625,-5.05078125,1.46484375,-39.09375,-40.40625,-1.3125,6,8,passive,1.0
21,processing_teacher_forced,active,active,a professor washes a reader .,an author kisses a bishop .,a bishop is kissed by an author .,a professor washes a reader . ,full_sentence_processing,-5.510416666666667,-4.50390625,1.006510416666667,-33.0625,-36.03125,-2.96875,6,8,passive,1.0
21,processing_teacher_forced,passive,passive,a reader is washed by a professor .,an author kisses a bishop .,a bishop is kissed by an author .,a reader is washed by a professor . ,full_sentence_processing,-5.0,-3.546875,1.453125,-30.0,-28.375,1.625,6,8,passive,1.0
21,processing_teacher_forced,no_prime_eos,no_prime_eos,,an author kisses a bishop .,a bishop is kissed by an author .,<|eot_id|> ,full_sentence_processing,-8.041666666666666,-7.0625,0.9791666666666661,-48.25,-56.5,-8.25,6,8,passive,1.0
21,processing_teacher_forced,no_prime_empty,no_prime_empty,,an author kisses a bishop .,a bishop is kissed by an author .,,full_sentence_processing,-7.046875,-5.828125,1.21875,-42.28125,-46.625,-4.34375,6,8,passive,1.0
21,processing_teacher_forced,filler,filler,The traveler rested beside the river .,an author kisses a bishop .,a bishop is kissed by an author .,The traveler rested beside the river . ,full_sentence_processing,-7.09375,-5.59375,1.5,-42.5625,-44.75,-2.1875,6,8,passive,1.0
22,processing_teacher_forced,active,active,a mayor selects a minister .,a parent describes a partner .,a partner is described by a parent .,a mayor selects a minister . ,full_sentence_processing,-5.9375,-5.1953125,0.7421875,-35.625,-41.5625,-5.9375,6,8,passive,1.0
22,processing_teacher_forced,passive,passive,a minister is selected by a mayor .,a parent describes a partner .,a partner is described by a parent .,a minister is selected by a mayor . ,full_sentence_processing,-6.078125,-4.44921875,1.62890625,-36.46875,-35.59375,0.875,6,8,passive,1.0
