item_index,prompt_column,prime_condition,target_active,target_passive,greedy_answer_first_sentence,generation_class
7,prompt_no_prime,no_prime,an employer selects a father .,a father is selected by an employer .,The employer did it to the father .,other
7,prompt_filler,filler,an employer selects a father .,a father is selected by an employer .,The father was hired .,other
8,prompt_active,active,a teacher helps an uncle .,an uncle is helped by a teacher .,The teacher helped the uncle .,active_structural
8,prompt_passive,passive,a teacher helps an uncle .,an uncle is helped by a teacher .,The uncle was helped by the teacher .,passive_structural
8,prompt_no_prime,no_prime,a teacher helps an uncle .,an uncle is helped by a teacher .,The teacher helped the uncle .,active_structural
8,prompt_filler,filler,a teacher helps an uncle .,an uncle is helped by a teacher .,The teacher helped the uncle .,active_structural
9,prompt_active,active,a buddy beats a candidate .,a candidate is beaten by a buddy .,The buddy beat the candidate .,active_structural
9,prompt_passive,passive,a buddy beats a candidate .,a candidate is beaten by a buddy .,The candidate was beaten by the buddy .,passive_structural
9,prompt_no_prime,no_prime,a buddy beats a candidate .,a candidate is beaten by a buddy .,The one who did it was a buddy .,other
9,prompt_filler,filler,a buddy beats a candidate .,a candidate is beaten by a buddy .,The candidate was beaten .,other
10,prompt_active,active,an author embraces a bishop .,a bishop is embraced by an author .,The author embraced the bishop .,active_structural
10,prompt_passive,passive,an author embraces a bishop .,a bishop is embraced by an author .,The bishop was embraced by the author .,passive_structural
10,prompt_no_prime,no_prime,an author embraces a bishop .,a bishop is embraced by an author .,The author was embracing the bishop .,active_structural
10,prompt_filler,filler,an author embraces a bishop .,a bishop is embraced by an author .,The author hugged the bishop .,other
11,prompt_active,active,an attorney carries an aunt .,an aunt is carried by an attorney .,The attorney carried the aunt .,active_structural
11,prompt_passive,passive,an attorney carries an aunt .,an aunt is carried by an attorney .,The aunt was carried by the attorney .,passive_structural
11,prompt_no_prime,no_prime,an attorney carries an aunt .,an aunt is carried by an attorney .,The attorney was carrying the aunt .,active_structural
11,prompt_filler,filler,an attorney carries an aunt .,an aunt is carried by an attorney .,The signal flickered across the screen .,other
12,prompt_active,active,the lawyer taught the leader .,the leader was taught by the lawyer .,The lawyer taught the leader .,active_exact
12,prompt_passive,passive,the lawyer taught the leader .,the leader was taught by the lawyer .,The lawyer taught the leader .,active_exact
12,prompt_no_prime,no_prime,the lawyer taught the leader .,the leader was taught by the lawyer .,The lawyer did it .,other
12,prompt_filler,filler,the lawyer taught the leader .,the leader was taught by the lawyer .,The lawyer was taught .,other
13,prompt_active,active,a writer bothers an actor .,an actor is bothered by a writer .,The writer bothered the actor .,active_structural
13,prompt_passive,passive,a writer bothers an actor .,an actor is bothered by a writer .,The actor was bothered by the writer .,passive_structural
13,prompt_no_prime,no_prime,a writer bothers an actor .,an actor is bothered by a writer .,The writer was angry with the actor and wrote a scathing review of him .,other
13,prompt_filler,filler,a writer bothers an actor .,an actor is bothered by a writer .,The writer was angry with the actor .,other
14,prompt_active,active,a chief judges a child .,a child is judged by a chief .,The chief judged the child .,active_structural
14,prompt_passive,passive,a chief judges a child .,a child is judged by a chief .,The child was judged by the chief .,passive_structural
14,prompt_no_prime,no_prime,a chief judges a child .,a child is judged by a chief .,The chief was judged by the child .,other
14,prompt_filler,filler,a chief judges a child .,a child is judged by a chief .,The chief was judged .,other
15,prompt_active,active,a friend raises a girl .,a girl is raised by a friend .,The friend raised the girl .,active_structural
15,prompt_passive,passive,a friend raises a girl .,a girl is raised by a friend .,The girl was raised by a friend .,passive_structural
15,prompt_no_prime,no_prime,a friend raises a girl .,a girl is raised by a friend .,The one who did it was a friend .,other
15,prompt_filler,filler,a friend raises a girl .,a girl is raised by a friend .,The jacket was taken .,other
16,prompt_active,active,an actress forgives an adult .,an adult is forgiven by an actress .,The actress forgave the adult .,other
16,prompt_passive,passive,an actress forgives an adult .,an adult is forgiven by an actress .,The adult forgave the actress .,other
16,prompt_no_prime,no_prime,an actress forgives an adult .,an adult is forgiven by an actress .,The actress was in a movie and she was in a car accident .,other
16,prompt_filler,filler,an actress forgives an adult .,an adult is forgiven by an actress .,The actress forgave the adult .,other
17,prompt_active,active,a secretary catches a sheriff .,a sheriff is caught by a secretary .,The secretary caught the sheriff .,active_structural
17,prompt_passive,passive,a secretary catches a sheriff .,a sheriff is caught by a secretary .,The sheriff was caught by the secretary .,passive_structural
17,prompt_no_prime,no_prime,a secretary catches a sheriff .,a sheriff is caught by a secretary .,The sheriff was caught by the secretary .,passive_structural
17,prompt_filler,filler,a secretary catches a sheriff .,a sheriff is caught by a secretary .,The sheriff was caught .,other
18,prompt_active,active,a lady kisses a lawyer .,a lawyer is kissed by a lady .,The lady kissed the lawyer .,active_structural
18,prompt_passive,passive,a lady kisses a lawyer .,a lawyer is kissed by a lady .,The lawyer was kissed by the lady .,passive_structural
18,prompt_no_prime,no_prime,a lady kisses a lawyer .,a lawyer is kissed by a lady .,The lady kissed the lawyer .,active_structural
18,prompt_filler,filler,a lady kisses a lawyer .,a lawyer is kissed by a lady .,The package arrived before noon .,other
19,prompt_active,active,a lady forgets a lawyer .,a lawyer is forgotten by a lady .,The lady forgot the lawyer .,other
19,prompt_passive,passive,a lady forgets a lawyer .,a lawyer is forgotten by a lady .,The lawyer was forgotten by the lady .,passive_structural
19,prompt_no_prime,no_prime,a lady forgets a lawyer .,a lawyer is forgotten by a lady .,The lady forgot to give the lawyer the papers .,other
19,prompt_filler,filler,a lady forgets a lawyer .,a lawyer is forgotten by a lady .,The lady forgot the lawyer .,other
20,prompt_active,active,the president taught the priest .,the priest was taught by the president .,The president taught the priest .,active_exact
20,prompt_passive,passive,the president taught the priest .,the priest was taught by the president .,The president taught the priest .,active_exact
20,prompt_no_prime,no_prime,the president taught the priest .,the priest was taught by the president .,The president was the one who taught the priest .,active_structural
20,prompt_filler,filler,the president taught the priest .,the priest was taught by the president .,The president was taught by the priest .,other
21,prompt_active,active,the girl comforted the guest .,the guest was comforted by the girl .,The girl comforted the guest .,active_exact
21,prompt_passive,passive,the girl comforted the guest .,the guest was comforted by the girl .,The girl comforted the guest .,active_exact
21,prompt_no_prime,no_prime,the girl comforted the guest .,the guest was comforted by the girl .,The girl did it .,other
21,prompt_filler,filler,the girl comforted the guest .,the guest was comforted by the girl .,The girl gave the guest a hug .,other
22,prompt_active,active,the soldier destroyed the son .,the son was destroyed by the soldier .,The soldier destroys the son .,active_structural
22,prompt_passive,passive,the soldier destroyed the son .,the son was destroyed by the soldier .,The son is destroyed by the soldier .,passive_structural
22,prompt_no_prime,no_prime,the soldier destroyed the son .,the son was destroyed by the soldier .,The soldier killed the son .,other
22,prompt_filler,filler,the soldier destroyed the son .,the son was destroyed by the soldier .,The soldier was killed .,other
23,prompt_active,active,the actor carried the actress .,the actress was carried by the actor .,The actor carried the actress .,active_exact
23,prompt_passive,passive,the actor carried the actress .,the actress was carried by the actor .,The actress was carried by the actor .,passive_exact
23,prompt_no_prime,no_prime,the actor carried the actress .,the actress was carried by the actor .,The actor was involved in a carrieding event with the actress .,other
23,prompt_filler,filler,the actor carried the actress .,the actress was carried by the actor .,The pillow rested on the sofa .,other
24,prompt_active,active,the winner kissed the woman .,the woman was kissed by the winner .,The winner kissed the woman .,active_exact
24,prompt_passive,passive,the winner kissed the woman .,the woman was kissed by the winner .,The winner kissed the woman .,active_exact
24,prompt_no_prime,no_prime,the winner kissed the woman .,the woman was kissed by the winner .,The winner kissed the woman .,active_exact
24,prompt_filler,filler,the winner kissed the woman .,the woman was kissed by the winner .,The winner kissed the woman .,active_exact
25,prompt_active,active,a cousin helps a daughter .,a daughter is helped by a cousin .,The cousin helped the daughter .,active_structural
25,prompt_passive,passive,a cousin helps a daughter .,a daughter is helped by a cousin .,The daughter was helped by the cousin .,passive_structural
25,prompt_no_prime,no_prime,a cousin helps a daughter .,a daughter is helped by a cousin .,The one who did it was a cousin .,other
25,prompt_filler,filler,a cousin helps a daughter .,a daughter is helped by a cousin .,The cousin helped the daughter .,active_structural
26,prompt_active,active,a guest embraces a guy .,a guy is embraced by a guest .,The guest embraced the guy .,active_structural
26,prompt_passive,passive,a guest embraces a guy .,a guy is embraced by a guest .,The guy was embraced by the guest .,passive_structural
26,prompt_no_prime,no_prime,a guest embraces a guy .,a guy is embraced by a guest .,The guest gave him a hug .,other
26,prompt_filler,filler,a guest embraces a guy .,a guy is embraced by a guest .,The guest hugged the guy .,other
27,prompt_active,active,the soldier described the son .,the son was described by the soldier .,The soldier described the son .,active_exact
27,prompt_passive,passive,the soldier described the son .,the son was described by the soldier .,The son was described by the soldier .,passive_exact
27,prompt_no_prime,no_prime,the soldier described the son .,the son was described by the soldier .,The soldier was the one who did it .,other
27,prompt_filler,filler,the soldier described the son .,the son was described by the soldier .,The window rattled during the storm .,other
28,prompt_active,active,the brother killed the buddy .,the buddy was killed by the brother .,The brother killed the buddy .,active_exact
28,prompt_passive,passive,the brother killed the buddy .,the buddy was killed by the brother .,The brother killed his buddy .,active_structural
28,prompt_no_prime,no_prime,the brother killed the buddy .,the buddy was killed by the brother .,The brother killed the buddy .,active_exact
28,prompt_filler,filler,the brother killed the buddy .,the buddy was killed by the brother .,The singer smiled after rehearsal .,other
29,prompt_active,active,a woman surprises a worker .,a worker is surprised by a woman .,The woman worked .,other
29,prompt_passive,passive,a woman surprises a worker .,a worker is surprised by a woman .,The worker was taught by the one who was a woman .,other
29,prompt_no_prime,no_prime,a woman surprises a worker .,a worker is surprised by a woman .,The woman who was working at the time was the one who did it .,other
29,prompt_filler,filler,a woman surprises a worker .,a worker is surprised by a woman .,The painter waited near the doorway .,other
30,prompt_active,active,an actress helps an adult .,an adult is helped by an actress .,The actress helped the adult .,active_structural
30,prompt_passive,passive,an actress helps an adult .,an adult is helped by an actress .,The adult was helped by the actress .,passive_structural
30,prompt_no_prime,no_prime,an actress helps an adult .,an adult is helped by an actress .,The actress was helping me with my costume .,other
30,prompt_filler,filler,an actress helps an adult .,an adult is helped by an actress .,The actress helped the adult .,active_structural
31,prompt_active,active,the father carried the friend .,the friend was carried by the father .,The father carries the friend .,active_structural
31,prompt_passive,passive,the father carried the friend .,the friend was carried by the father .,The friend is carried by the father .,passive_structural
31,prompt_no_prime,no_prime,the father carried the friend .,the friend was carried by the father .,The father carried the friend .,active_exact
31,prompt_filler,filler,the father carried the friend .,the friend was carried by the father .,The friend was carried by the father .,passive_exact
32,prompt_active,active,a kid helps a king .,a king is helped by a kid .,The kid helped the king .,active_structural
32,prompt_passive,passive,a kid helps a king .,a king is helped by a kid .,The king was helped by the kid .,passive_structural
32,prompt_no_prime,no_prime,a kid helps a king .,a king is helped by a kid .,The kid helped the king .,active_structural
32,prompt_filler,filler,a kid helps a king .,a king is helped by a kid .,The kid washed the king's clothes .,other
33,prompt_active,active,the adult taught the attorney .,the attorney was taught by the adult .,The adult taught the attorney .,active_exact
33,prompt_passive,passive,the adult taught the attorney .,the attorney was taught by the adult .,The adult is taught by the attorney .,other
33,prompt_no_prime,no_prime,the adult taught the attorney .,the attorney was taught by the adult .,"The adult was the one who did it, and the attorney was the one who was taught .",other
33,prompt_filler,filler,the adult taught the attorney .,the attorney was taught by the adult .,The planet shimmered above the valley .,other
34,prompt_active,active,an attorney follows an aunt .,an aunt is followed by an attorney .,The attorney sued the aunt .,other
34,prompt_passive,passive,an attorney follows an aunt .,an aunt is followed by an attorney .,The aunt was described by the attorney .,other
34,prompt_no_prime,no_prime,an attorney follows an aunt .,an aunt is followed by an attorney .,The attorney was sued by the aunt .,other
34,prompt_filler,filler,an attorney follows an aunt .,an aunt is followed by an attorney .,The attorney was sued by the aunt .,other
35,prompt_active,active,the president judged the priest .,the priest was judged by the president .,The president judged the priest .,active_exact
35,prompt_passive,passive,the president judged the priest .,the priest was judged by the president .,The president judged the priest .,active_exact
35,prompt_no_prime,no_prime,the president judged the priest .,the priest was judged by the president .,The president was judged by the priest .,other
35,prompt_filler,filler,the president judged the priest .,the priest was judged by the president .,The president was judged .,other
36,prompt_active,active,an actress strikes an adult .,an adult is struck by an actress .,The actress killed the adult .,other
36,prompt_passive,passive,an actress strikes an adult .,an adult is struck by an actress .,The adult was killed by the one who was an actress .,other
36,prompt_no_prime,no_prime,an actress strikes an adult .,an adult is struck by an actress .,The actress was in a movie and she was in a car accident .,other
36,prompt_filler,filler,an actress strikes an adult .,an adult is struck by an actress .,The actress was kissed by an adult .,other
37,prompt_active,active,the student chased the teacher .,the teacher was chased by the student .,The student chases the teacher .,other
37,prompt_passive,passive,the student chased the teacher .,the teacher was chased by the student .,The student is chased by the teacher .,other
37,prompt_no_prime,no_prime,the student chased the teacher .,the teacher was chased by the student .,The student was chased by the teacher .,other
37,prompt_filler,filler,the student chased the teacher .,the teacher was chased by the student .,The student ran past the teacher .,other
38,prompt_active,active,the guy forgave the hero .,the hero was forgiven by the guy .,The guy forgives the hero .,other
38,prompt_passive,passive,the guy forgave the hero .,the hero was forgiven by the guy .,The hero forgave the guy .,other
38,prompt_no_prime,no_prime,the guy forgave the hero .,the hero was forgiven by the guy .,The guy forgave the hero .,active_exact
38,prompt_filler,filler,the guy forgave the hero .,the hero was forgiven by the guy .,The guy forgave the hero .,active_exact
39,prompt_active,active,the king judged the lady .,the lady was judged by the king .,The king judged the lady .,active_exact
39,prompt_passive,passive,the king judged the lady .,the lady was judged by the king .,The king judged the lady .,active_exact
39,prompt_no_prime,no_prime,the king judged the lady .,the lady was judged by the king .,The king did it to the lady .,other
39,prompt_filler,filler,the king judged the lady .,the lady was judged by the king .,The king was judged .,other
40,prompt_active,active,a son drags a student .,a student is dragged by a son .,The son dragged the student .,active_structural
40,prompt_passive,passive,a son drags a student .,a student is dragged by a son .,The student was dragged by the son .,passive_structural
40,prompt_no_prime,no_prime,a son drags a student .,a student is dragged by a son .,The son dragged the student .,active_structural
40,prompt_filler,filler,a son drags a student .,a student is dragged by a son .,The son dragged the student .,active_structural
41,prompt_active,active,an actress carries an adult .,an adult is carried by an actress .,The actress carried the adult .,active_structural
41,prompt_passive,passive,an actress carries an adult .,an adult is carried by an actress .,The adult was carried by the an actress .,passive_structural
41,prompt_no_prime,no_prime,an actress carries an adult .,an adult is carried by an actress .,The actress was carrying the adult .,active_structural
41,prompt_filler,filler,an actress carries an adult .,an adult is carried by an actress .,The witness paused near the doorway .,other
42,prompt_active,active,the bishop helped the boy .,the boy was helped by the bishop .,The bishop helped the boy .,active_exact
42,prompt_passive,passive,the bishop helped the boy .,the boy was helped by the bishop .,The bishop helped the boy .,active_exact
42,prompt_no_prime,no_prime,the bishop helped the boy .,the boy was helped by the bishop .,The bishop helped the boy .,active_exact
42,prompt_filler,filler,the bishop helped the boy .,the boy was helped by the bishop .,The bishop helped the boy .,active_exact
43,prompt_active,active,the adult carried the attorney .,the attorney was carried by the adult .,The adult carried the attorney .,active_exact
43,prompt_passive,passive,the adult carried the attorney .,the attorney was carried by the adult .,The adult carried the attorney .,active_exact
43,prompt_no_prime,no_prime,the adult carried the attorney .,the attorney was carried by the adult .,The adult was carrying the attorney .,active_structural
43,prompt_filler,filler,the adult carried the attorney .,the attorney was carried by the adult .,The sculpture was carried .,other
44,prompt_active,active,a partner destroys a physician .,a physician is destroyed by a partner .,The partner destroyed the physician .,active_structural
44,prompt_passive,passive,a partner destroys a physician .,a physician is destroyed by a partner .,The physician was destroyed by the partner .,passive_structural
44,prompt_no_prime,no_prime,a partner destroys a physician .,a physician is destroyed by a partner .,The partner destroyed the physician .,active_structural
44,prompt_filler,filler,a partner destroys a physician .,a physician is destroyed by a partner .,The physician was destroyed .,other
45,prompt_active,active,the soldier protected the son .,the son was protected by the soldier .,The soldier protects the son .,active_structural
45,prompt_passive,passive,the soldier protected the son .,the son was protected by the soldier .,The son is protected by the soldier .,passive_structural
45,prompt_no_prime,no_prime,the soldier protected the son .,the son was protected by the soldier .,The soldier was protecting the son .,active_structural
45,prompt_filler,filler,the soldier protected the son .,the son was protected by the soldier .,The soldier was injured .,other
46,prompt_active,active,the actor washed the actress .,the actress was washed by the actor .,The actor washed the actress .,active_exact
46,prompt_passive,passive,the actor washed the actress .,the actress was washed by the actor .,The actress is washed by the actor .,passive_structural
46,prompt_no_prime,no_prime,the actor washed the actress .,the actress was washed by the actor .,The actor did it to me .,other
46,prompt_filler,filler,the actor washed the actress .,the actress was washed by the actor .,The actor was washed .,other
47,prompt_active,active,the man asked the manager .,the manager was asked by the man .,The man asked the manager .,active_exact
47,prompt_passive,passive,the man asked the manager .,the manager was asked by the man .,The manager was asked by the man .,passive_exact
47,prompt_no_prime,no_prime,the man asked the manager .,the manager was asked by the man .,The man did it .,other
47,prompt_filler,filler,the man asked the manager .,the manager was asked by the man .,The manager was bitten by the man .,other
48,prompt_active,active,a friend hurts a girl .,a girl is hurt by a friend .,The friend hurt the girl .,active_structural
48,prompt_passive,passive,a friend hurts a girl .,a girl is hurt by a friend .,The girl was hurt by the friend .,passive_structural
48,prompt_no_prime,no_prime,a friend hurts a girl .,a girl is hurt by a friend .,The one who did it was a friend .,other
48,prompt_filler,filler,a friend hurts a girl .,a girl is hurt by a friend .,The lantern glowed near sunset .,other
49,prompt_active,active,the champion helped the chief .,the chief was helped by the champion .,The champion helped the chief .,active_exact
49,prompt_passive,passive,the champion helped the chief .,the chief was helped by the champion .,The chief was helped by the champion .,passive_exact
49,prompt_no_prime,no_prime,the champion helped the chief .,the chief was helped by the champion .,The champion did it to the chief .,other
49,prompt_filler,filler,the champion helped the chief .,the chief was helped by the champion .,The champion defeated the chief .,other
50,prompt_active,active,an author follows a bishop .,a bishop is followed by an author .,The author wrote a book about the bishop .,other
50,prompt_passive,passive,an author follows a bishop .,a bishop is followed by an author .,The bishop was taught by the one who wrote the book .,other
50,prompt_no_prime,no_prime,an author follows a bishop .,a bishop is followed by an author .,The author wrote a book about the bishop .,other
50,prompt_filler,filler,an author follows a bishop .,a bishop is followed by an author .,The bishop was written about .,other
51,prompt_active,active,the uncle dragged the wife .,the wife was dragged by the uncle .,The uncle dragged the wife .,active_exact
51,prompt_passive,passive,the uncle dragged the wife .,the wife was dragged by the uncle .,The wife is dragged by the uncle .,passive_structural
51,prompt_no_prime,no_prime,the uncle dragged the wife .,the wife was dragged by the uncle .,The uncle did it .,other
51,prompt_filler,filler,the uncle dragged the wife .,the wife was dragged by the uncle .,The uncle pulled the wife .,other
52,prompt_active,active,a colonel helps a cop .,a cop is helped by a colonel .,The colonel helped the cop .,active_structural
52,prompt_passive,passive,a colonel helps a cop .,a cop is helped by a colonel .,The cop was helped by the colonel .,passive_structural
52,prompt_no_prime,no_prime,a colonel helps a cop .,a cop is helped by a colonel .,The colonel was helping the cop .,active_structural
52,prompt_filler,filler,a colonel helps a cop .,a cop is helped by a colonel .,The colonel was arrested .,other
53,prompt_active,active,the man surprised the manager .,the manager was surprised by the man .,The man surprised the manager .,active_exact
53,prompt_passive,passive,the man surprised the manager .,the manager was surprised by the man .,The manager was manhandled by the man .,other
53,prompt_no_prime,no_prime,the man surprised the manager .,the manager was surprised by the man .,The man did it .,other
53,prompt_filler,filler,the man surprised the manager .,the manager was surprised by the man .,The manager was fired .,other
54,prompt_active,active,a priest punches a prince .,a prince is punched by a priest .,The priest punched the prince .,active_structural
54,prompt_passive,passive,a priest punches a prince .,a prince is punched by a priest .,The prince was punched by the priest .,passive_structural
54,prompt_no_prime,no_prime,a priest punches a prince .,a prince is punched by a priest .,The priest punched the prince .,active_structural
54,prompt_filler,filler,a priest punches a prince .,a prince is punched by a priest .,The priest punched the prince .,active_structural
55,prompt_active,active,the physician understood the pilot .,the pilot was understood by the physician .,The physician understands the pilot .,other
55,prompt_passive,passive,the physician understood the pilot .,the pilot was understood by the physician .,The pilot was treated by a physician .,other
55,prompt_no_prime,no_prime,the physician understood the pilot .,the pilot was understood by the physician .,"The physician was involved in the event, and the pilot was the one who was affected by it .",other
55,prompt_filler,filler,the physician understood the pilot .,the pilot was understood by the physician .,The pilot was operated on .,other
56,prompt_active,active,the scientist washed the secretary .,the secretary was washed by the scientist .,The scientist washed the secretary .,active_exact
56,prompt_passive,passive,the scientist washed the secretary .,the secretary was washed by the scientist .,The secretary was washed by the scientist .,passive_exact
56,prompt_no_prime,no_prime,the scientist washed the secretary .,the secretary was washed by the scientist .,The scientist washed the secretary .,active_exact
56,prompt_filler,filler,the scientist washed the secretary .,the secretary was washed by the scientist .,The scientist washed the secretary .,active_exact
57,prompt_active,active,a son raises a student .,a student is raised by a son .,The son raised the student .,active_structural
57,prompt_passive,passive,a son raises a student .,a student is raised by a son .,The student was raised by the son .,passive_structural
57,prompt_no_prime,no_prime,a son raises a student .,a student is raised by a son .,The son was raised by the student .,other
57,prompt_filler,filler,a son raises a student .,a student is raised by a son .,The student was raised .,other
58,prompt_active,active,a son forgives a student .,a student is forgiven by a son .,The son forgave the student .,other
58,prompt_passive,passive,a son forgives a student .,a student is forgiven by a son .,The student was forgiven by the son .,passive_structural
58,prompt_no_prime,no_prime,a son forgives a student .,a student is forgiven by a son .,The son was forgiving .,other
58,prompt_filler,filler,a son forgives a student .,a student is forgiven by a son .,The student forgave the son .,other
59,prompt_active,active,a hero surprises a husband .,a husband is surprised by a hero .,The hero saved the husband .,other
59,prompt_passive,passive,a hero surprises a husband .,a husband is surprised by a hero .,The husband was surprised by the hero .,passive_structural
59,prompt_no_prime,no_prime,a hero surprises a husband .,a husband is surprised by a hero .,The hero saved the husband from the fire .,other
59,prompt_filler,filler,a hero surprises a husband .,a husband is surprised by a hero .,The signal flickered across the screen .,other
60,prompt_active,active,a colonel strikes a cop .,a cop is struck by a colonel .,The colonel arrested the cop .,other
60,prompt_passive,passive,a colonel strikes a cop .,a cop is struck by a colonel .,The cop was described by the colonel .,other
60,prompt_no_prime,no_prime,a colonel strikes a cop .,a cop is struck by a colonel .,The colonel shot the cop .,other
60,prompt_filler,filler,a colonel strikes a cop .,a cop is struck by a colonel .,The colonel shot the cop .,other
61,prompt_active,active,the student surprised the teacher .,the teacher was surprised by the student .,The student surprised the teacher .,active_exact
61,prompt_passive,passive,the student surprised the teacher .,the teacher was surprised by the student .,The student surprised the teacher .,active_exact
61,prompt_no_prime,no_prime,the student surprised the teacher .,the teacher was surprised by the student .,The student did it .,other
61,prompt_filler,filler,the student surprised the teacher .,the teacher was surprised by the student .,The student poured water on the teacher .,other
62,prompt_active,active,the aunt hurried the author .,the author was hurried by the aunt .,The aunt hurried the author .,active_exact
62,prompt_passive,passive,the aunt hurried the author .,the author was hurried by the aunt .,The author was hurried by the aunt .,passive_exact
62,prompt_no_prime,no_prime,the aunt hurried the author .,the author was hurried by the aunt .,The aunt did it to me .,other
62,prompt_filler,filler,the aunt hurried the author .,the author was hurried by the aunt .,The garden brightened after rain .,other
63,prompt_active,active,a buddy judges a candidate .,a candidate is judged by a buddy .,The buddy judged the candidate .,active_structural
63,prompt_passive,passive,a buddy judges a candidate .,a candidate is judged by a buddy .,The candidate was judged by the buddy .,passive_structural
63,prompt_no_prime,no_prime,a buddy judges a candidate .,a candidate is judged by a buddy .,The one who did it was a buddy .,other
63,prompt_filler,filler,a buddy judges a candidate .,a candidate is judged by a buddy .,The candidate won .,other
64,prompt_active,active,a boy catches a brother .,a brother is caught by a boy .,The boy caught the brother .,active_structural
64,prompt_passive,passive,a boy catches a brother .,a brother is caught by a boy .,The brother was caught by a boy .,passive_structural
64,prompt_no_prime,no_prime,a boy catches a brother .,a brother is caught by a boy .,The boy caught the brother .,active_structural
64,prompt_filler,filler,a boy catches a brother .,a brother is caught by a boy .,The boy threw the ball .,other
65,prompt_active,active,the man killed the manager .,the manager was killed by the man .,The manager was killed by the man .,passive_exact
65,prompt_passive,passive,the man killed the manager .,the manager was killed by the man .,The manager was killed by the man .,passive_exact
65,prompt_no_prime,no_prime,the man killed the manager .,the manager was killed by the man .,The man killed the manager .,active_exact
65,prompt_filler,filler,the man killed the manager .,the manager was killed by the man .,The witness paused near the doorway .,other
66,prompt_active,active,the candidate judged the captain .,the captain was judged by the candidate .,The candidate judged the captain .,active_exact
66,prompt_passive,passive,the candidate judged the captain .,the captain was judged by the candidate .,The captain is judged by the candidate .,passive_structural
66,prompt_no_prime,no_prime,the candidate judged the captain .,the captain was judged by the candidate .,The candidate was judged by the captain .,other
66,prompt_filler,filler,the candidate judged the captain .,the captain was judged by the candidate .,The candidate was elected captain .,other
67,prompt_active,active,a writer understands an actor .,an actor is understood by a writer .,The writer understood the actor .,active_structural
67,prompt_passive,passive,a writer understands an actor .,an actor is understood by a writer .,The actor was written by the writer .,other
67,prompt_no_prime,no_prime,a writer understands an actor .,an actor is understood by a writer .,The writer was a friend of mine .,other
67,prompt_filler,filler,a writer understands an actor .,an actor is understood by a writer .,The writer was attacked by the actor .,other
