item_index,prompt_column,prime_condition,target_active,target_passive,greedy_answer_first_sentence,generation_class
10,prompt_no_prime,no_prime,a candidate asked a captain .,a captain was asked by a candidate .,The candidate did it to the captain .,other
10,prompt_filler,filler,a candidate asked a captain .,a captain was asked by a candidate .,The candidate was elected captain .,other
11,prompt_active,active,a captain asks a champion .,a champion is asked by a captain .,The captain beat the champion .,other
11,prompt_passive,passive,a captain asks a champion .,a champion is asked by a captain .,The champion was asked by the captain .,passive_structural
11,prompt_no_prime,no_prime,a captain asks a champion .,a champion is asked by a captain .,"The captain was a champion, but the champion was not a captain .",other
11,prompt_filler,filler,a captain asks a champion .,a champion is asked by a captain .,The captain was defeated by the champion .,other
12,prompt_active,active,the champion asked the chief .,the chief was asked by the champion .,The champion asked the chief .,active_exact
12,prompt_passive,passive,the champion asked the chief .,the chief was asked by the champion .,The champion asked the chief .,active_exact
12,prompt_no_prime,no_prime,the champion asked the chief .,the chief was asked by the champion .,The champion did it .,other
12,prompt_filler,filler,the champion asked the chief .,the chief was asked by the champion .,The champion defeated the chief .,other
13,prompt_active,active,the chief asks the child .,the child is asked by the chief .,The chief asked a child .,active_structural
13,prompt_passive,passive,the chief asks the child .,the child is asked by the chief .,The child was selected by the chief .,other
13,prompt_no_prime,no_prime,the chief asks the child .,the child is asked by the chief .,The chief did it .,other
13,prompt_filler,filler,the chief asks the child .,the child is asked by the chief .,The chief asked the child something .,active_structural
14,prompt_active,active,a child asked a colonel .,a colonel was asked by a child .,The child asked the colonel .,active_structural
14,prompt_passive,passive,a child asked a colonel .,a colonel was asked by a child .,The colonel is asked by a child .,passive_structural
14,prompt_no_prime,no_prime,a child asked a colonel .,a colonel was asked by a child .,The child did it .,other
14,prompt_filler,filler,a child asked a colonel .,a colonel was asked by a child .,The child was promoted .,other
15,prompt_active,active,a colonel asks a cop .,a cop is asked by a colonel .,The colonel arrested the cop .,other
15,prompt_passive,passive,a colonel asks a cop .,a cop is asked by a colonel .,The cop was arrested by the colonel .,other
15,prompt_no_prime,no_prime,a colonel asks a cop .,a cop is asked by a colonel .,"The colonel was involved in the asking event, and the cop was involved in the event that happened to the colonel .",active_structural
15,prompt_filler,filler,a colonel asks a cop .,a cop is asked by a colonel .,The colonel was arrested .,other
16,prompt_active,active,the cop asked the cousin .,the cousin was asked by the cop .,The cop asked the cousin .,active_exact
16,prompt_passive,passive,the cop asked the cousin .,the cousin was asked by the cop .,The cop asked the cousin .,active_exact
16,prompt_no_prime,no_prime,the cop asked the cousin .,the cousin was asked by the cop .,"The cop was involved in the incident, and the cousin was the one who was affected by it .",other
16,prompt_filler,filler,the cop asked the cousin .,the cousin was asked by the cop .,The cop arrested the cousin .,other
17,prompt_active,active,the cousin asks the daughter .,the daughter is asked by the cousin .,The cousin asked the daughter .,active_structural
17,prompt_passive,passive,the cousin asks the daughter .,the daughter is asked by the cousin .,The daughter was asked by the cousin .,passive_structural
17,prompt_no_prime,no_prime,the cousin asks the daughter .,the daughter is asked by the cousin .,The cousin did it .,other
17,prompt_filler,filler,the cousin asks the daughter .,the daughter is asked by the cousin .,The witness paused near the doorway .,other
18,prompt_active,active,a daughter asked a doctor .,a doctor was asked by a daughter .,The daughter asked the doctor .,active_structural
18,prompt_passive,passive,a daughter asked a doctor .,a doctor was asked by a daughter .,The doctor is asked by the daughter .,passive_structural
18,prompt_no_prime,no_prime,a daughter asked a doctor .,a doctor was asked by a daughter .,The doctor was asked to do something by his daughter .,passive_structural
18,prompt_filler,filler,a daughter asked a doctor .,a doctor was asked by a daughter .,The doctor's daughter asked him to take her to the hospital .,other
19,prompt_active,active,a doctor asks an employee .,an employee is asked by a doctor .,The doctor asked the employee .,active_structural
19,prompt_passive,passive,a doctor asks an employee .,an employee is asked by a doctor .,The employee was hurt by the doctor .,other
19,prompt_no_prime,no_prime,a doctor asks an employee .,an employee is asked by a doctor .,The doctor did it .,other
19,prompt_filler,filler,a doctor asks an employee .,an employee is asked by a doctor .,The doctor gave the employee a shot .,other
20,prompt_active,active,the employee asked the employer .,the employer was asked by the employee .,The employee hurts the employer .,other
20,prompt_passive,passive,the employee asked the employer .,the employer was asked by the employee .,The employer is hurt by the employee .,other
20,prompt_no_prime,no_prime,the employee asked the employer .,the employer was asked by the employee .,The employee did it .,other
20,prompt_filler,filler,the employee asked the employer .,the employer was asked by the employee .,The captain waited beside the harbor .,other
21,prompt_active,active,the employer asks the father .,the father is asked by the employer .,The employer asked the father .,active_structural
21,prompt_passive,passive,the employer asks the father .,the father is asked by the employer .,The father was asked by the employer .,passive_structural
21,prompt_no_prime,no_prime,the employer asks the father .,the father is asked by the employer .,The employer did it .,other
21,prompt_filler,filler,the employer asks the father .,the father is asked by the employer .,The father was fired .,other
22,prompt_active,active,a father asked a friend .,a friend was asked by a father .,The father asked his friend .,active_structural
22,prompt_passive,passive,a father asked a friend .,a friend was asked by a father .,The friend is asked by the father .,passive_structural
22,prompt_no_prime,no_prime,a father asked a friend .,a friend was asked by a father .,The father did it .,other
22,prompt_filler,filler,a father asked a friend .,a friend was asked by a father .,The violin echoed in the theater .,other
23,prompt_active,active,a friend asks a girl .,a girl is asked by a friend .,The friend surprised the girl .,other
23,prompt_passive,passive,a friend asks a girl .,a girl is asked by a friend .,The girl was asked by a friend .,passive_structural
23,prompt_no_prime,no_prime,a friend asks a girl .,a girl is asked by a friend .,The one who did it was a friend .,other
23,prompt_filler,filler,a friend asks a girl .,a girl is asked by a friend .,The pillow rested on the sofa .,other
24,prompt_active,active,the girl asked the guest .,the guest was asked by the girl .,The girl asked the guest .,active_exact
24,prompt_passive,passive,the girl asked the guest .,the guest was asked by the girl .,The girl asked the guest .,active_exact
24,prompt_no_prime,no_prime,the girl asked the guest .,the guest was asked by the girl .,The girl did it .,other
24,prompt_filler,filler,the girl asked the guest .,the guest was asked by the girl .,The lantern glowed near sunset .,other
25,prompt_active,active,the guest asks the guy .,the guy is asked by the guest .,The guest asked the guy .,active_structural
25,prompt_passive,passive,the guest asks the guy .,the guy is asked by the guest .,The guest grabbed the guy .,other
25,prompt_no_prime,no_prime,the guest asks the guy .,the guy is asked by the guest .,The guest did it .,other
25,prompt_filler,filler,the guest asks the guy .,the guy is asked by the guest .,The traveler rested beside the river .,other
26,prompt_active,active,a guy asked a hero .,a hero was asked by a guy .,The guy asked the hero .,active_structural
26,prompt_passive,passive,a guy asked a hero .,a hero was asked by a guy .,The guy asked the hero .,active_structural
26,prompt_no_prime,no_prime,a guy asked a hero .,a hero was asked by a guy .,The guy who did it was a hero .,other
26,prompt_filler,filler,a guy asked a hero .,a hero was asked by a guy .,The guy saved the hero .,other
27,prompt_active,active,a hero asks a husband .,a husband is asked by a hero .,The hero saved the husband .,other
27,prompt_passive,passive,a hero asks a husband .,a husband is asked by a hero .,The husband was rescued by the hero .,other
27,prompt_no_prime,no_prime,a hero asks a husband .,a husband is asked by a hero .,The hero did it .,other
27,prompt_filler,filler,a hero asks a husband .,a husband is asked by a hero .,The window shattered .,other
28,prompt_active,active,the husband asked the kid .,the kid was asked by the husband .,The husband asks the kid .,active_structural
28,prompt_passive,passive,the husband asked the kid .,the kid was asked by the husband .,The kid is asked by the husband .,passive_structural
28,prompt_no_prime,no_prime,the husband asked the kid .,the kid was asked by the husband .,The husband did it to the kid .,other
28,prompt_filler,filler,the husband asked the kid .,the kid was asked by the husband .,The kid fell .,other
29,prompt_active,active,the kid asks the king .,the king is asked by the kid .,The kid asked the king .,active_structural
29,prompt_passive,passive,the kid asks the king .,the king is asked by the kid .,The king was asked by a kid .,passive_structural
29,prompt_no_prime,no_prime,the kid asks the king .,the king is asked by the kid .,The kid did it .,other
29,prompt_filler,filler,the kid asks the king .,the king is asked by the kid .,The kid threw a stone at the king .,other
30,prompt_active,active,a king asked a lady .,a lady was asked by a king .,The king asked the lady .,active_structural
30,prompt_passive,passive,a king asked a lady .,a lady was asked by a king .,The lady is raised by the king .,other
30,prompt_no_prime,no_prime,a king asked a lady .,a lady was asked by a king .,The king did it .,other
30,prompt_filler,filler,a king asked a lady .,a lady was asked by a king .,The king kissed the lady .,other
31,prompt_active,active,a lady asks a lawyer .,a lawyer is asked by a lady .,The lady asked the lawyer .,active_structural
31,prompt_passive,passive,a lady asks a lawyer .,a lawyer is asked by a lady .,The lawyer was asked by the lady .,passive_structural
31,prompt_no_prime,no_prime,a lady asks a lawyer .,a lawyer is asked by a lady .,The lady did it .,other
31,prompt_filler,filler,a lady asks a lawyer .,a lawyer is asked by a lady .,The lawyer was sued .,other
32,prompt_active,active,the lawyer asked the leader .,the leader was asked by the lawyer .,The lawyer strikes the leader .,other
32,prompt_passive,passive,the lawyer asked the leader .,the leader was asked by the lawyer .,The lawyer asked the leader .,active_exact
32,prompt_no_prime,no_prime,the lawyer asked the leader .,the leader was asked by the lawyer .,The lawyer did it .,other
32,prompt_filler,filler,the lawyer asked the leader .,the leader was asked by the lawyer .,The lawyer sued the leader .,other
33,prompt_active,active,the leader asks the man .,the man is asked by the leader .,The leader asked the man .,active_structural
33,prompt_passive,passive,the leader asks the man .,the man is asked by the leader .,The leader asked the man .,active_structural
33,prompt_no_prime,no_prime,the leader asks the man .,the man is asked by the leader .,The leader did it .,other
33,prompt_filler,filler,the leader asks the man .,the man is asked by the leader .,The leader was hit by the man .,other
34,prompt_active,active,a man asked a manager .,a manager was asked by a man .,The man asked the manager .,active_structural
34,prompt_passive,passive,a man asked a manager .,a manager was asked by a man .,The manager is asked by the man .,passive_structural
34,prompt_no_prime,no_prime,a man asked a manager .,a manager was asked by a man .,The man did it .,other
34,prompt_filler,filler,a man asked a manager .,a manager was asked by a man .,The manager was fired .,other
35,prompt_active,active,a manager asks a mayor .,a mayor is asked by a manager .,The manager asked the mayor .,active_structural
35,prompt_passive,passive,a manager asks a mayor .,a mayor is asked by a manager .,The mayor was managed by the manager .,other
35,prompt_no_prime,no_prime,a manager asks a mayor .,a mayor is asked by a manager .,The manager did it .,other
35,prompt_filler,filler,a manager asks a mayor .,a mayor is asked by a manager .,The mayor was fired .,other
36,prompt_active,active,the mayor asked the minister .,the minister was asked by the mayor .,The mayor asked the minister .,active_exact
36,prompt_passive,passive,the mayor asked the minister .,the minister was asked by the mayor .,The minister is asked by the mayor .,passive_structural
36,prompt_no_prime,no_prime,the mayor asked the minister .,the minister was asked by the mayor .,"The mayor did it, and the minister was involved .",other
36,prompt_filler,filler,the mayor asked the minister .,the minister was asked by the mayor .,The mayor met the minister .,other
37,prompt_active,active,the minister asks the mother .,the mother is asked by the minister .,The minister asked the mother .,active_structural
37,prompt_passive,passive,the minister asks the mother .,the mother is asked by the minister .,The minister asked the mother .,active_structural
37,prompt_no_prime,no_prime,the minister asks the mother .,the mother is asked by the minister .,The minister did it .,other
37,prompt_filler,filler,the minister asks the mother .,the mother is asked by the minister .,The minister spoke to the mother .,other
38,prompt_active,active,a mother asked a nurse .,a nurse was asked by a mother .,The mother asked the nurse .,active_structural
38,prompt_passive,passive,a mother asked a nurse .,a nurse was asked by a mother .,The nurse is asked by the mother .,passive_structural
38,prompt_no_prime,no_prime,a mother asked a nurse .,a nurse was asked by a mother .,"The nurse was asked to do something by the mother, and the nurse did it .",other
38,prompt_filler,filler,a mother asked a nurse .,a nurse was asked by a mother .,The nurse was crying .,other
39,prompt_active,active,a nurse asks a parent .,a parent is asked by a nurse .,The nurse asked the parent .,active_structural
39,prompt_passive,passive,a nurse asks a parent .,a parent is asked by a nurse .,The parent was asked by the nurse .,passive_structural
39,prompt_no_prime,no_prime,a nurse asks a parent .,a parent is asked by a nurse .,"The nurse was involved in the asking event, and the parent was involved in the event that happened to them .",active_structural
39,prompt_filler,filler,a nurse asks a parent .,a parent is asked by a nurse .,The nurse gave the parent a shot .,other
40,prompt_active,active,the parent asked the partner .,the partner was asked by the parent .,The parent asks the partner .,active_structural
40,prompt_passive,passive,the parent asked the partner .,the partner was asked by the parent .,The partner is asked by the parent .,passive_structural
40,prompt_no_prime,no_prime,the parent asked the partner .,the partner was asked by the parent .,The parent did it .,other
40,prompt_filler,filler,the parent asked the partner .,the partner was asked by the parent .,The radio crackled in the attic .,other
41,prompt_active,active,the partner asks the physician .,the physician is asked by the partner .,The partner asked the physician .,active_structural
41,prompt_passive,passive,the partner asks the physician .,the physician is asked by the partner .,The physician was asked by the partner .,passive_structural
41,prompt_no_prime,no_prime,the partner asks the physician .,the physician is asked by the partner .,The partner did it .,other
41,prompt_filler,filler,the partner asks the physician .,the physician is asked by the partner .,The witness paused near the doorway .,other
42,prompt_active,active,a physician asked a pilot .,a pilot was asked by a physician .,The physician asked the pilot .,active_structural
42,prompt_passive,passive,a physician asked a pilot .,a pilot was asked by a physician .,The pilot was examined by the physician .,other
42,prompt_no_prime,no_prime,a physician asked a pilot .,a pilot was asked by a physician .,The physician was flying the plane and the pilot was in the hospital .,other
42,prompt_filler,filler,a physician asked a pilot .,a pilot was asked by a physician .,The pilot was treated by the physician .,other
43,prompt_active,active,a pilot asks a president .,a president is asked by a pilot .,The pilot destroyed the president .,other
43,prompt_passive,passive,a pilot asks a president .,a president is asked by a pilot .,The president was flown by the pilot .,other
43,prompt_no_prime,no_prime,a pilot asks a president .,a president is asked by a pilot .,"The pilot was flying the plane, and the president was sitting in the back seat .",other
43,prompt_filler,filler,a pilot asks a president .,a president is asked by a pilot .,The pilot was shot .,other
44,prompt_active,active,the president asked the priest .,the priest was asked by the president .,The president hurts the priest .,other
44,prompt_passive,passive,the president asked the priest .,the priest was asked by the president .,The priest is hurt by the president .,other
44,prompt_no_prime,no_prime,the president asked the priest .,the priest was asked by the president .,The president did it to the priest .,other
44,prompt_filler,filler,the president asked the priest .,the priest was asked by the president .,The president spoke to the priest .,other
45,prompt_active,active,the priest asks the prince .,the prince is asked by the priest .,The priest asked the prince .,active_structural
45,prompt_passive,passive,the priest asks the prince .,the prince is asked by the priest .,The prince was described by a priest .,other
45,prompt_no_prime,no_prime,the priest asks the prince .,the prince is asked by the priest .,The priest did it .,other
45,prompt_filler,filler,the priest asks the prince .,the prince is asked by the priest .,The priest spoke to the prince .,other
46,prompt_active,active,a prince asked a princess .,a princess was asked by a prince .,The prince asks the princess .,active_structural
46,prompt_passive,passive,a prince asked a princess .,a princess was asked by a prince .,The princess is described by the prince .,other
46,prompt_no_prime,no_prime,a prince asked a princess .,a princess was asked by a prince .,"The prince was asked to do something, and he did it .",other
46,prompt_filler,filler,a prince asked a princess .,a princess was asked by a prince .,The prince kissed the princess .,other
47,prompt_active,active,a princess asks a professor .,a professor is asked by a princess .,The princess asked the professor .,active_structural
47,prompt_passive,passive,a princess asks a professor .,a professor is asked by a princess .,The professor was asked by the princess .,passive_structural
47,prompt_no_prime,no_prime,a princess asks a professor .,a professor is asked by a princess .,"The princess was the one who did it, and the professor was the one who got hurt .",other
47,prompt_filler,filler,a princess asks a professor .,a professor is asked by a princess .,The professor was kissed by the princess .,other
48,prompt_active,active,the professor asked the reader .,the reader was asked by the professor .,The professor asks the reader .,active_structural
48,prompt_passive,passive,the professor asked the reader .,the reader was asked by the professor .,The reader was asked by the professor .,passive_exact
48,prompt_no_prime,no_prime,the professor asked the reader .,the reader was asked by the professor .,The professor did it .,other
48,prompt_filler,filler,the professor asked the reader .,the reader was asked by the professor .,The lantern glowed near sunset .,other
49,prompt_active,active,the reader asks the scientist .,the scientist is asked by the reader .,The reader asked the scientist .,active_structural
49,prompt_passive,passive,the reader asks the scientist .,the scientist is asked by the reader .,The reader asked a scientist .,active_structural
49,prompt_no_prime,no_prime,the reader asks the scientist .,the scientist is asked by the reader .,The reader did it .,other
49,prompt_filler,filler,the reader asks the scientist .,the scientist is asked by the reader .,The traveler rested beside the river .,other
50,prompt_active,active,a scientist asked a secretary .,a secretary was asked by a scientist .,The scientist asked the secretary .,active_structural
50,prompt_passive,passive,a scientist asked a secretary .,a secretary was asked by a scientist .,The secretary is asked by the scientist .,passive_structural
50,prompt_no_prime,no_prime,a scientist asked a secretary .,a secretary was asked by a scientist .,The scientist did it .,other
50,prompt_filler,filler,a scientist asked a secretary .,a secretary was asked by a scientist .,The scientist gave the secretary a paper .,other
51,prompt_active,active,a secretary asks a sheriff .,a sheriff is asked by a secretary .,The secretary asked the sheriff .,active_structural
51,prompt_passive,passive,a secretary asks a sheriff .,a sheriff is asked by a secretary .,The sheriff was asked by the secretary .,passive_structural
51,prompt_no_prime,no_prime,a secretary asks a sheriff .,a sheriff is asked by a secretary .,The sheriff was shot .,other
51,prompt_filler,filler,a secretary asks a sheriff .,a sheriff is asked by a secretary .,The sheriff was shot .,other
52,prompt_active,active,the sheriff asked the singer .,the singer was asked by the sheriff .,The sheriff killed the singer .,other
52,prompt_passive,passive,the sheriff asked the singer .,the singer was asked by the sheriff .,The sheriff killed the singer .,other
52,prompt_no_prime,no_prime,the sheriff asked the singer .,the singer was asked by the sheriff .,"The sheriff was the one who did it, and the singer was the one who got hurt .",other
52,prompt_filler,filler,the sheriff asked the singer .,the singer was asked by the sheriff .,The singer was arrested .,other
53,prompt_active,active,the singer asks the soldier .,the soldier is asked by the singer .,The singer asked the soldier .,active_structural
53,prompt_passive,passive,the singer asks the soldier .,the soldier is asked by the singer .,The soldier was asked by the singer .,passive_structural
53,prompt_no_prime,no_prime,the singer asks the soldier .,the soldier is asked by the singer .,"The singer was the one who did it, and the soldier was the one who got hurt .",other
53,prompt_filler,filler,the singer asks the soldier .,the soldier is asked by the singer .,The singer asked the soldier .,active_structural
54,prompt_active,active,a soldier asked a son .,a son was asked by a soldier .,The soldier asked the son .,active_structural
54,prompt_passive,passive,a soldier asked a son .,a son was asked by a soldier .,The son was asked by the soldier .,passive_structural
54,prompt_no_prime,no_prime,a soldier asked a son .,a son was asked by a soldier .,"The soldier was asked to do something, and the son was asked to do something else .",active_structural
54,prompt_filler,filler,a soldier asked a son .,a son was asked by a soldier .,The soldier shot the son .,other
55,prompt_active,active,a son asks a student .,a student is asked by a son .,The son asked the student .,active_structural
55,prompt_passive,passive,a son asks a student .,a student is asked by a son .,The student was asked by the son .,passive_structural
55,prompt_no_prime,no_prime,a son asks a student .,a student is asked by a son .,The son did it .,other
55,prompt_filler,filler,a son asks a student .,a student is asked by a son .,The student was asked to do something .,other
56,prompt_active,active,the student asked the teacher .,the teacher was asked by the student .,The student hurts the teacher .,other
56,prompt_passive,passive,the student asked the teacher .,the teacher was asked by the student .,The teacher is being asked by the student .,passive_structural
56,prompt_no_prime,no_prime,the student asked the teacher .,the teacher was asked by the student .,The student did it .,other
56,prompt_filler,filler,the student asked the teacher .,the teacher was asked by the student .,The blanket dried on the line .,other
57,prompt_active,active,the teacher asks the uncle .,the uncle is asked by the teacher .,The teacher asked the uncle .,active_structural
57,prompt_passive,passive,the teacher asks the uncle .,the uncle is asked by the teacher .,The uncle was asked by the teacher .,passive_structural
57,prompt_no_prime,no_prime,the teacher asks the uncle .,the uncle is asked by the teacher .,The teacher did it .,other
57,prompt_filler,filler,the teacher asks the uncle .,the uncle is asked by the teacher .,The teacher asked the uncle something .,active_structural
58,prompt_active,active,an uncle asked a wife .,a wife was asked by an uncle .,The uncle asked the wife .,active_structural
58,prompt_passive,passive,an uncle asked a wife .,a wife was asked by an uncle .,The wife is asked by the uncle .,passive_structural
58,prompt_no_prime,no_prime,an uncle asked a wife .,a wife was asked by an uncle .,The uncle did it .,other
58,prompt_filler,filler,an uncle asked a wife .,a wife was asked by an uncle .,The baker laughed during breakfast .,other
59,prompt_active,active,a wife asks a winner .,a winner is asked by a wife .,The wife asked the winner .,active_structural
59,prompt_passive,passive,a wife asks a winner .,a winner is asked by a wife .,The winner was asked by the wife .,passive_structural
59,prompt_no_prime,no_prime,a wife asks a winner .,a winner is asked by a wife .,The winner's wife did it .,other
59,prompt_filler,filler,a wife asks a winner .,a winner is asked by a wife .,The signal flickered across the screen .,other
60,prompt_active,active,the winner asked the woman .,the woman was asked by the winner .,The winner wins a woman .,other
60,prompt_passive,passive,the winner asked the woman .,the woman was asked by the winner .,The woman was asked by the winner .,passive_exact
60,prompt_no_prime,no_prime,the winner asked the woman .,the woman was asked by the winner .,The winner did it to me .,other
60,prompt_filler,filler,the winner asked the woman .,the woman was asked by the winner .,The winner won .,other
61,prompt_active,active,the woman asks the worker .,the worker is asked by the woman .,The woman asked the worker .,active_structural
61,prompt_passive,passive,the woman asks the worker .,the worker is asked by the woman .,The worker was asked by the woman .,passive_structural
61,prompt_no_prime,no_prime,the woman asks the worker .,the worker is asked by the woman .,The woman did it .,other
61,prompt_filler,filler,the woman asks the worker .,the worker is asked by the woman .,The kettle whistled in the kitchen .,other
62,prompt_active,active,a worker asked a writer .,a writer was asked by a worker .,The worker asks the writer .,active_structural
62,prompt_passive,passive,a worker asked a writer .,a writer was asked by a worker .,The writer was asked by the worker .,passive_structural
62,prompt_no_prime,no_prime,a worker asked a writer .,a writer was asked by a worker .,The worker did it .,other
62,prompt_filler,filler,a worker asked a writer .,a writer was asked by a worker .,The writer was injured .,other
63,prompt_active,active,a writer asks an actor .,an actor is asked by a writer .,The writer asked the actor .,active_structural
63,prompt_passive,passive,a writer asks an actor .,an actor is asked by a writer .,The actor was asked by the writer .,passive_structural
63,prompt_no_prime,no_prime,a writer asks an actor .,an actor is asked by a writer .,The writer did it .,other
63,prompt_filler,filler,a writer asks an actor .,an actor is asked by a writer .,The jacket hung behind the chair .,other
64,prompt_active,active,the actor bothered the actress .,the actress was bothered by the actor .,The actor bothered the actress .,active_exact
64,prompt_passive,passive,the actor bothered the actress .,the actress was bothered by the actor .,The actress was bothered by the actor .,passive_exact
64,prompt_no_prime,no_prime,the actor bothered the actress .,the actress was bothered by the actor .,The actor did it to the actress .,other
64,prompt_filler,filler,the actor bothered the actress .,the actress was bothered by the actor .,The actor hit the actress .,other
65,prompt_active,active,the actress bothers the adult .,the adult is bothered by the actress .,The actress bothered an adult .,active_structural
65,prompt_passive,passive,the actress bothers the adult .,the adult is bothered by the actress .,The adult was bothered by the actress .,passive_structural
65,prompt_no_prime,no_prime,the actress bothers the adult .,the adult is bothered by the actress .,The actress was involved in a sexual assault .,other
65,prompt_filler,filler,the actress bothers the adult .,the adult is bothered by the actress .,The witness paused near the doorway .,other
66,prompt_active,active,an adult bothered an attorney .,an attorney was bothered by an adult .,The adult bothered the attorney .,active_structural
66,prompt_passive,passive,an adult bothered an attorney .,an attorney was bothered by an adult .,The attorney was bothered by an adult .,passive_structural
66,prompt_no_prime,no_prime,an adult bothered an attorney .,an attorney was bothered by an adult .,The adult did something to the attorney .,other
66,prompt_filler,filler,an adult bothered an attorney .,an attorney was bothered by an adult .,The package arrived before noon .,other
67,prompt_active,active,an attorney bothers an aunt .,an aunt is bothered by an attorney .,The attorney bothered the aunt .,active_structural
67,prompt_passive,passive,an attorney bothers an aunt .,an aunt is bothered by an attorney .,The aunt was bothered by the attorney .,passive_structural
67,prompt_no_prime,no_prime,an attorney bothers an aunt .,an aunt is bothered by an attorney .,The attorney did it to the aunt .,other
67,prompt_filler,filler,an attorney bothers an aunt .,an aunt is bothered by an attorney .,The attorney sued the aunt .,other
68,prompt_active,active,the aunt bothered the author .,the author was bothered by the aunt .,The aunt bothered the author .,active_exact
68,prompt_passive,passive,the aunt bothered the author .,the author was bothered by the aunt .,The author was bothered by the aunt .,passive_exact
68,prompt_no_prime,no_prime,the aunt bothered the author .,the author was bothered by the aunt .,The aunt did it .,other
