measure,model_name,model_condition,prompt_format_used,task,lexicality_condition,active_mean,passive_mean,filler_mean,no_prime_mean,priming_effect_active_minus_passive,active_minus_no_prime,passive_minus_no_prime,active_minus_filler,passive_minus_filler
preference_first_token,meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,real,0.14182186126708984,-0.03133392333984375,0.055352210998535156,0.06966209411621094,0.1731557846069336,0.0721597671508789,-0.10099601745605469,0.08646965026855469,-0.0866861343383789
preference_second_token,meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,nonce,4.397227540612221,-0.5227100402116776,1.6916627883911133,2.2348656058311462,4.919937580823898,2.1623619347810745,-2.757575646042824,2.7055647522211075,-2.214372828602791
preference_second_token,meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,real,3.1642545759677887,-0.4462622022256255,1.0053218975663185,1.478639394044876,3.610516778193414,1.6856151819229126,-1.9249015962705016,2.15893267840147,-1.451584099791944
preference_last_token,meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,nonce,0.08408164978027344,-0.058821678161621094,-0.05731391906738281,-0.09319210052490234,0.14290332794189453,0.17727375030517578,0.03437042236328125,0.14139556884765625,-0.0015077590942382812
preference_last_token,meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,real,-0.005671501159667969,-0.06478500366210938,-0.16112661361694336,-0.2127361297607422,0.059113502502441406,0.20706462860107422,0.1479511260986328,0.1554551124572754,0.09634160995483398
preference_divergence_token,meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,nonce,4.496088568121195,-0.48559561371803284,1.7088537812232971,2.255139648914337,4.981684181839228,2.2409489192068577,-2.74073526263237,2.7872347868978977,-2.19444939494133
preference_divergence_token,meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,real,3.2946963664144278,-0.4750167056918144,1.0403887182474136,1.49924698472023,3.769713072106242,1.7954493816941977,-1.9742636904120445,2.254307648167014,-1.515405423939228
preference_aligned_mean,meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,nonce,0.6740984260880699,-0.5253643299608182,0.4469085028395057,-0.011952508551379047,1.199462756048888,0.686050934639449,-0.5134118214094391,0.22718992324856424,-0.9722728328003238
preference_aligned_mean,meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,real,0.27455476882425417,-0.41850461882027695,0.20272482759901322,0.040058424216806,0.6930593876445311,0.23449634460744817,-0.45856304303708295,0.07182994122524095,-0.6212294464192902
preference_aligned_first,meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,nonce,0.20747137069702148,0.004004478454589844,0.06174182891845703,0.06728124618530273,0.20346689224243164,0.14019012451171875,-0.06327676773071289,0.14572954177856445,-0.05773735046386719
preference_aligned_first,meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,real,0.14182186126708984,-0.03133392333984375,0.055352210998535156,0.06966209411621094,0.1731557846069336,0.0721597671508789,-0.10099601745605469,0.08646965026855469,-0.0866861343383789
preference_aligned_last,meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,nonce,-2.814893091097474,-2.9768683090806007,-2.4479459524154663,-2.8239698261022568,0.16197521798312664,0.009076735004782677,-0.15289848297834396,-0.3669471386820078,-0.5289223566651344
preference_aligned_last,meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,real,-2.4227363535319455,-2.5172711882623844,-1.981223137525376,-2.538372635433916,0.09453483473043889,0.1156362819019705,0.021101447171531618,-0.44151321600656956,-0.5360480507370085
