model_name,model_condition,prompt_format_used,task,prime_condition,lexicality_condition,measure,n_rows,mean,std,se
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,real,preference_divergence_token,2048,3.2946963664144278,1.2638952444195994,0.027928403063703987
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,real,preference_first_token,2048,0.14182186126708984,0.6807913662932985,0.015043505989976442
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,real,preference_last_token,2048,-0.005671501159667969,0.2621290915099407,0.005792289317279628
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,real,preference_mean,2048,0.16939975572010826,0.3436451936945938,0.0075935577119878705
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,real,preference_second_token,2048,3.1642545759677887,1.4038549768122353,0.031021105434575466
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,real,preference_total,2048,4.316895484924316,2.0441388086044627,0.045169512914087676
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,nonce,passive_choice_indicator,2048,0.41015625,0.4919819989081243,0.010871368989051477
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,nonce,passive_minus_active_logprob,2048,-0.10424963633219402,0.35178660197065653,0.007773459118250753
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,nonce,passive_minus_active_logprob_sum,2048,-5.251298904418945,2.556376917084166,0.05648848291684295
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,nonce,preference_aligned_first,2048,0.06174182891845703,0.4875385747790815,0.010773182259884788
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,nonce,preference_aligned_last,2048,-2.4479459524154663,0.3827033307028798,0.00845662876008388
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,nonce,preference_aligned_mean,2048,0.4469085028395057,0.42599878987258905,0.009413332284255338
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,nonce,preference_divergence_token,2048,1.7088537812232971,1.3634441653631284,0.03012814422179689
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,nonce,preference_first_token,2048,0.06174182891845703,0.4875385747790815,0.010773182259884788
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,nonce,preference_last_token,2048,-0.05731391906738281,0.2254993930754666,0.004982879687409788
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,nonce,preference_mean,2048,0.10424963633219402,0.35178660197065653,0.007773459118250753
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,nonce,preference_second_token,2048,1.6916627883911133,1.3364620706169659,0.02953191852912097
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,nonce,preference_total,2048,5.251298904418945,2.556376917084166,0.05648848291684295
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,passive_choice_indicator,2048,0.484375,0.499877855134369,0.011045844410328092
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,passive_minus_active_logprob,2048,-0.0010957165369911807,0.3546624524699379,0.00783700703667952
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,passive_minus_active_logprob_sum,2048,-3.498692512512207,2.129690435609518,0.0470599546514882
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,preference_aligned_first,2048,0.055352210998535156,0.30050850800382295,0.006640362619179847
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,preference_aligned_last,2048,-1.981223137525376,0.6076203464131062,0.013426639604238328
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,preference_aligned_mean,2048,0.20272482759901322,0.3493274028690136,0.007719117981967641
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,preference_divergence_token,2048,1.0403887182474136,1.2292992622982886,0.02716393263996063
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,preference_first_token,2048,0.055352210998535156,0.30050850800382295,0.006640362619179847
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,preference_last_token,2048,-0.16112661361694336,0.36410541614392655,0.008045669025691258
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,preference_mean,2048,0.0010957165369911807,0.3546624524699379,0.00783700703667952
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,preference_second_token,2048,1.0053218975663185,1.2566955539438112,0.027769310877520423
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,preference_total,2048,3.498692512512207,2.129690435609518,0.0470599546514882
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,passive_choice_indicator,2048,0.8779296875,0.32744695075219826,0.0072356237298667764
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,passive_minus_active_logprob,2048,0.48623180389404297,0.3205228092321814,0.007082620372907425
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,passive_minus_active_logprob_sum,2048,-2.938507080078125,2.178854092211426,0.0481463282443362
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,preference_aligned_first,2048,0.06728124618530273,0.4222401820359111,0.009330278000219842
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,preference_aligned_last,2048,-2.8239698261022568,0.5383351298681397,0.011895638152521947
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,preference_aligned_mean,2048,-0.011952508551379047,0.36430557075592634,0.008050091859548471
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,preference_divergence_token,2048,2.255139648914337,1.1586697640850425,0.02560322647938596
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,preference_first_token,2048,0.06728124618530273,0.4222401820359111,0.009330278000219842
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,preference_last_token,2048,-0.09319210052490234,0.4249992933348269,0.009391246322392086
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,preference_mean,2048,-0.48623180389404297,0.3205228092321814,0.007082620372907425
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,preference_second_token,2048,2.2348656058311462,1.157978720171499,0.025587956421968327
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,preference_total,2048,2.938507080078125,2.178854092211426,0.0481463282443362
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,passive_choice_indicator,2048,0.619140625,0.48571669431098297,0.010732924008837793
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,passive_minus_active_logprob,2048,0.09661688047742087,0.36941205131405636,0.008162930204256316
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,passive_minus_active_logprob_sum,2048,-3.087657928466797,2.3734153360996015,0.05244556496025553
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,preference_aligned_first,2048,0.06966209411621094,0.3590256742512661,0.00793342152759821
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,preference_aligned_last,2048,-2.538372635433916,0.7102704722894307,0.015694908357263383
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,preference_aligned_mean,2048,0.040058424216806,0.38056721141378236,0.008409426746498123
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,preference_divergence_token,2048,1.49924698472023,1.045201387518484,0.02309590590062214
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,preference_first_token,2048,0.06966209411621094,0.3590256742512661,0.00793342152759821
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,preference_last_token,2048,-0.2127361297607422,0.38877437206864024,0.008590781088789919
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,preference_mean,2048,-0.09661688047742087,0.36941205131405636,0.008162930204256316
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,preference_second_token,2048,1.478639394044876,1.112621556995701,0.02458569524518734
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,preference_total,2048,3.087657928466797,2.3734153360996015,0.05244556496025553
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,passive_choice_indicator,2048,0.9501953125,0.21759434597793037,0.004808201174651448
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,passive_minus_active_logprob,2048,0.5591717561086019,0.35424623618250317,0.007827809869201853
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,passive_minus_active_logprob_sum,2048,0.17919921875,2.1811260431395993,0.04819653174145602
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,preference_aligned_first,2048,0.004004478454589844,0.4189329965036686,0.009257198834079508
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,preference_aligned_last,2048,-2.9768683090806007,0.5213868925166518,0.011521131478759565
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,preference_aligned_mean,2048,-0.5253643299608182,0.353756414693882,0.007816986241196387
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,preference_divergence_token,2048,-0.48559561371803284,1.255149313778776,0.02773514347420669
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,preference_first_token,2048,0.004004478454589844,0.4189329965036686,0.009257198834079508
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,preference_last_token,2048,-0.058821678161621094,0.43172433968198887,0.009539850256013088
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,preference_mean,2048,-0.5591717561086019,0.35424623618250317,0.007827809869201853
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,preference_second_token,2048,-0.5227100402116776,1.1910538127175867,0.0263188196165843
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,preference_total,2048,-0.17919921875,2.1811260431395993,0.04819653174145602
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,passive_choice_indicator,2048,0.90283203125,0.2962586887483489,0.006546453993731006
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,passive_minus_active_logprob,2048,0.40909500689733597,0.3509531875991032,0.007755043088448764
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,passive_minus_active_logprob_sum,2048,-0.08439445495605469,1.9845594915791078,0.04385298356761606
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,preference_aligned_first,2048,-0.03133392333984375,0.2216757467766069,0.004898388242822834
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,preference_aligned_last,2048,-2.5172711882623844,0.4703365637748176,0.010393067927661018
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,preference_aligned_mean,2048,-0.41850461882027695,0.33148887872670996,0.0073249385636119276
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,preference_divergence_token,2048,-0.4750167056918144,1.0050764535391357,0.022209261747139022
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,preference_first_token,2048,-0.03133392333984375,0.2216757467766069,0.004898388242822834
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,preference_last_token,2048,-0.06478500366210938,0.2998325648666261,0.006625426244929583
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,preference_mean,2048,-0.40909500689733597,0.3509531875991032,0.007755043088448764
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,preference_second_token,2048,-0.4462622022256255,0.9940552108326279,0.0219657243891742
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,preference_total,2048,0.08439445495605469,1.9845594915791078,0.04385298356761606
