model_name,model_condition,prompt_format_used,task,prime_condition,lexicality_condition,candidate_label,token_position,token_logprob_mean,token_logprob_std,n_tokens
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,passive_completion,6,-0.0030418180394917727,0.0024716542356108466,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,passive_completion,7,-2.9696168899536133,0.4156019732473902,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,active_completion,0,-2.119414806365967,1.0877824571921446,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,active_completion,1,-1.0572596974670887,0.654139780616575,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,active_completion,2,-4.2345711485832,3.6517619100277825,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,active_completion,3,-0.615474755759351,1.295617235904258,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,active_completion,4,-0.08245191280730069,0.28039882089228096,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,active_completion,5,-2.2703078267513774,1.0309014738947697,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,active_completion,6,-2.60075613283194,0.5771633911004178,312
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,active_completion,7,-2.626708984375,0.3546805513732407,8
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,passive_completion,0,-2.088080883026123,1.039439689612722,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,passive_completion,1,-0.6109974952414632,0.4358833064238882,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,passive_completion,2,-3.2425559535622597,2.4391114067867306,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,passive_completion,3,-1.89553233794868,2.0229346835449147,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,passive_completion,4,-0.23457443295046687,0.4108894882204154,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,passive_completion,5,-0.1719108026009053,0.19629074843696426,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,passive_completion,6,-0.016757146804593503,0.04794567995911583,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,passive_completion,7,-2.4505849166889675,0.7383368696869436,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,passive_completion,8,-2.542943451139662,0.4778069555709102,126
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,real,passive_completion,9,-2.8955078125,0.08148300798829357,2
