item_index,prompt_template,prime_structure,prime_sentence,target_active,target_passive,agent_noun,patient_noun,active_verb_form,passive_verb_form,prompt,active_choice_logprob,passive_choice_logprob,passive_minus_active_logprob,chosen_structure
4,word_list,passive,a vrasilvol was vregafvoled by a vravaknef .,the army kept the candy .,the candy was kept by the army .,army,candy,kept,kept,"Prime sentence: a vrasilvol was vregafvoled by a vravaknef .
Use these words in one sentence: army, candy, kept
Sentence: the",-2.2941253185272217,-6.247237205505371,-3.9531118869781494,active
4,role_labeled,active,a vravaknef vregafvoled a vrasilvol .,the army kept the candy .,the candy was kept by the army .,army,candy,kept,kept,"Prime sentence: a vravaknef vregafvoled a vrasilvol .
Event roles: AGENT=army; PATIENT=candy; VERB=kept
Sentence: the",-4.309942245483398,-6.154280662536621,-1.8443384170532227,active
4,role_labeled,passive,a vrasilvol was vregafvoled by a vravaknef .,the army kept the candy .,the candy was kept by the army .,army,candy,kept,kept,"Prime sentence: a vrasilvol was vregafvoled by a vravaknef .
Event roles: AGENT=army; PATIENT=candy; VERB=kept
Sentence: the",-4.25088357925415,-5.772818565368652,-1.521934986114502,active
5,word_list,active,a frasorgor zlodulfined a fradulvek .,the band wants the coffee .,the coffee is wanted by the band .,band,coffee,wants,wanted,"Prime sentence: a frasorgor zlodulfined a fradulvek .
Use these words in one sentence: band, coffee, wants/wanted
Sentence: the",-2.355759620666504,-4.2344231605529785,-1.8786635398864746,active
5,word_list,passive,a fradulvek was zlodulfined by a frasorgor .,the band wants the coffee .,the coffee is wanted by the band .,band,coffee,wants,wanted,"Prime sentence: a fradulvek was zlodulfined by a frasorgor .
Use these words in one sentence: band, coffee, wants/wanted
Sentence: the",-2.6089084148406982,-4.537623405456543,-1.9287149906158447,active
5,role_labeled,active,a frasorgor zlodulfined a fradulvek .,the band wants the coffee .,the coffee is wanted by the band .,band,coffee,wants,wanted,"Prime sentence: a frasorgor zlodulfined a fradulvek .
Event roles: AGENT=band; PATIENT=coffee; VERB=wants/wanted
Sentence: the",-4.543017387390137,-5.714496612548828,-1.1714792251586914,active
5,role_labeled,passive,a fradulvek was zlodulfined by a frasorgor .,the band wants the coffee .,the coffee is wanted by the band .,band,coffee,wants,wanted,"Prime sentence: a fradulvek was zlodulfined by a frasorgor .
Event roles: AGENT=band; PATIENT=coffee; VERB=wants/wanted
Sentence: the",-4.241195201873779,-5.603353500366211,-1.3621582984924316,active
6,word_list,active,a vretafzir vrerukgors a fradulvek .,a brother smelled a beer .,a beer was smelled by a brother .,brother,beer,smelled,smelled,"Prime sentence: a vretafzir vrerukgors a fradulvek .
Use these words in one sentence: brother, beer, smelled
Sentence: the",-5.44073486328125,-4.836060047149658,0.6046748161315918,passive
6,word_list,passive,a fradulvek is vrerukgored by a vretafzir .,a brother smelled a beer .,a beer was smelled by a brother .,brother,beer,smelled,smelled,"Prime sentence: a fradulvek is vrerukgored by a vretafzir .
Use these words in one sentence: brother, beer, smelled
Sentence: the",-4.919666290283203,-4.135403156280518,0.7842631340026855,passive
6,role_labeled,active,a vretafzir vrerukgors a fradulvek .,a brother smelled a beer .,a beer was smelled by a brother .,brother,beer,smelled,smelled,"Prime sentence: a vretafzir vrerukgors a fradulvek .
Event roles: AGENT=brother; PATIENT=beer; VERB=smelled
Sentence: the",-5.987093925476074,-4.580039024353027,1.4070549011230469,passive
6,role_labeled,passive,a fradulvek is vrerukgored by a vretafzir .,a brother smelled a beer .,a beer was smelled by a brother .,brother,beer,smelled,smelled,"Prime sentence: a fradulvek is vrerukgored by a vretafzir .
Event roles: AGENT=brother; PATIENT=beer; VERB=smelled
Sentence: the",-5.365456581115723,-3.966586112976074,1.3988704681396484,passive
7,word_list,active,the zraduldil smevarbaved the tlumoldil .,a writer strikes a professor .,a professor is struck by a writer .,writer,professor,strikes,struck,"Prime sentence: the zraduldil smevarbaved the tlumoldil .
Use these words in one sentence: writer, professor, strikes/struck
Sentence: the",-4.008383750915527,-5.274617671966553,-1.2662339210510254,active
7,word_list,passive,the tlumoldil was smevarbaved by the zraduldil .,a writer strikes a professor .,a professor is struck by a writer .,writer,professor,strikes,struck,"Prime sentence: the tlumoldil was smevarbaved by the zraduldil .
Use these words in one sentence: writer, professor, strikes/struck
Sentence: the",-4.042397499084473,-5.042439937591553,-1.00004243850708,active
7,role_labeled,active,the zraduldil smevarbaved the tlumoldil .,a writer strikes a professor .,a professor is struck by a writer .,writer,professor,strikes,struck,"Prime sentence: the zraduldil smevarbaved the tlumoldil .
Event roles: AGENT=writer; PATIENT=professor; VERB=strikes/struck
Sentence: the",-7.515878200531006,-6.621003150939941,0.8948750495910645,passive
7,role_labeled,passive,the tlumoldil was smevarbaved by the zraduldil .,a writer strikes a professor .,a professor is struck by a writer .,writer,professor,strikes,struck,"Prime sentence: the tlumoldil was smevarbaved by the zraduldil .
Event roles: AGENT=writer; PATIENT=professor; VERB=strikes/struck
Sentence: the",-6.983370780944824,-5.7503252029418945,1.2330455780029297,passive
8,word_list,active,the smekudlom vrerukgors the kvezemzom .,the sheriff washes the lawyer .,the lawyer is washed by the sheriff .,sheriff,lawyer,washes,washed,"Prime sentence: the smekudlom vrerukgors the kvezemzom .
Use these words in one sentence: sheriff, lawyer, washes/washed
Sentence: the",-7.539971828460693,-7.462717056274414,0.0772547721862793,passive
8,word_list,passive,the kvezemzom is vrerukgored by the smekudlom .,the sheriff washes the lawyer .,the lawyer is washed by the sheriff .,sheriff,lawyer,washes,washed,"Prime sentence: the kvezemzom is vrerukgored by the smekudlom .
Use these words in one sentence: sheriff, lawyer, washes/washed
Sentence: the",-6.95683479309082,-6.52407693862915,0.4327578544616699,passive
8,role_labeled,active,the smekudlom vrerukgors the kvezemzom .,the sheriff washes the lawyer .,the lawyer is washed by the sheriff .,sheriff,lawyer,washes,washed,"Prime sentence: the smekudlom vrerukgors the kvezemzom .
Event roles: AGENT=sheriff; PATIENT=lawyer; VERB=washes/washed
Sentence: the",-9.006702423095703,-8.214316368103027,0.7923860549926758,passive
8,role_labeled,passive,the kvezemzom is vrerukgored by the smekudlom .,the sheriff washes the lawyer .,the lawyer is washed by the sheriff .,sheriff,lawyer,washes,washed,"Prime sentence: the kvezemzom is vrerukgored by the smekudlom .
Event roles: AGENT=sheriff; PATIENT=lawyer; VERB=washes/washed
Sentence: the",-7.611215114593506,-6.5929951667785645,1.0182199478149414,passive
9,word_list,active,the vretafzir drusilfins the fravaksel .,the boy drinks the beer .,the beer is drunk by the boy .,boy,beer,drinks,drunk,"Prime sentence: the vretafzir drusilfins the fravaksel .
Use these words in one sentence: boy, beer, drinks/drunk
Sentence: the",-5.846349716186523,-6.773029327392578,-0.9266796112060547,active
9,word_list,passive,the fravaksel is drusilfined by the vretafzir .,the boy drinks the beer .,the beer is drunk by the boy .,boy,beer,drinks,drunk,"Prime sentence: the fravaksel is drusilfined by the vretafzir .
Use these words in one sentence: boy, beer, drinks/drunk
Sentence: the",-5.1458539962768555,-5.05490255355835,0.09095144271850586,passive
9,role_labeled,active,the vretafzir drusilfins the fravaksel .,the boy drinks the beer .,the beer is drunk by the boy .,boy,beer,drinks,drunk,"Prime sentence: the vretafzir drusilfins the fravaksel .
Event roles: AGENT=boy; PATIENT=beer; VERB=drinks/drunk
Sentence: the",-5.973965644836426,-6.147963523864746,-0.1739978790283203,active
9,role_labeled,passive,the fravaksel is drusilfined by the vretafzir .,the boy drinks the beer .,the beer is drunk by the boy .,boy,beer,drinks,drunk,"Prime sentence: the fravaksel is drusilfined by the vretafzir .
Event roles: AGENT=boy; PATIENT=beer; VERB=drinks/drunk
Sentence: the",-4.929226398468018,-4.191300868988037,0.7379255294799805,passive
10,word_list,active,the smepimzir smedulpavs the frapemsim .,a reader protects a minister .,a minister is protected by a reader .,reader,minister,protects,protected,"Prime sentence: the smepimzir smedulpavs the frapemsim .
Use these words in one sentence: reader, minister, protects/protected
Sentence: the",-5.525959014892578,-5.942076683044434,-0.41611766815185547,active
10,word_list,passive,the frapemsim is smedulpaved by the smepimzir .,a reader protects a minister .,a minister is protected by a reader .,reader,minister,protects,protected,"Prime sentence: the frapemsim is smedulpaved by the smepimzir .
Use these words in one sentence: reader, minister, protects/protected
Sentence: the",-4.770482063293457,-5.397721290588379,-0.6272392272949219,active
10,role_labeled,active,the smepimzir smedulpavs the frapemsim .,a reader protects a minister .,a minister is protected by a reader .,reader,minister,protects,protected,"Prime sentence: the smepimzir smedulpavs the frapemsim .
Event roles: AGENT=reader; PATIENT=minister; VERB=protects/protected
Sentence: the",-8.506006240844727,-7.790360450744629,0.7156457901000977,passive
10,role_labeled,passive,the frapemsim is smedulpaved by the smepimzir .,a reader protects a minister .,a minister is protected by a reader .,reader,minister,protects,protected,"Prime sentence: the frapemsim is smedulpaved by the smepimzir .
Event roles: AGENT=reader; PATIENT=minister; VERB=protects/protected
Sentence: the",-6.464882850646973,-6.910622596740723,-0.44573974609375,active
11,word_list,active,the frazemzom skopemkuled the smesilrab .,the soldier destroys the pot .,the pot is destroyed by the soldier .,soldier,pot,destroys,destroyed,"Prime sentence: the frazemzom skopemkuled the smesilrab .
Use these words in one sentence: soldier, pot, destroys/destroyed
Sentence: the",-5.3797736167907715,-4.378049850463867,1.0017237663269043,passive
11,word_list,passive,the smesilrab was skopemkuled by the frazemzom .,the soldier destroys the pot .,the pot is destroyed by the soldier .,soldier,pot,destroys,destroyed,"Prime sentence: the smesilrab was skopemkuled by the frazemzom .
Use these words in one sentence: soldier, pot, destroys/destroyed
Sentence: the",-4.597719192504883,-3.65962553024292,0.9380936622619629,passive
11,role_labeled,active,the frazemzom skopemkuled the smesilrab .,the soldier destroys the pot .,the pot is destroyed by the soldier .,soldier,pot,destroys,destroyed,"Prime sentence: the frazemzom skopemkuled the smesilrab .
Event roles: AGENT=soldier; PATIENT=pot; VERB=destroys/destroyed
Sentence: the",-7.705381870269775,-5.859322547912598,1.8460593223571777,passive
11,role_labeled,passive,the smesilrab was skopemkuled by the frazemzom .,the soldier destroys the pot .,the pot is destroyed by the soldier .,soldier,pot,destroys,destroyed,"Prime sentence: the smesilrab was skopemkuled by the frazemzom .
Event roles: AGENT=soldier; PATIENT=pot; VERB=destroys/destroyed
Sentence: the",-6.016641616821289,-4.974480628967285,1.042160987854004,passive
12,word_list,active,the kveruknef zlorukruds the smevakkul .,the winner asks the princess .,the princess is asked by the winner .,winner,princess,asks,asked,"Prime sentence: the kveruknef zlorukruds the smevakkul .
Use these words in one sentence: winner, princess, asks/asked
Sentence: the",-6.357066631317139,-7.533689975738525,-1.1766233444213867,active
12,word_list,passive,the smevakkul is zlorukruded by the kveruknef .,the winner asks the princess .,the princess is asked by the winner .,winner,princess,asks,asked,"Prime sentence: the smevakkul is zlorukruded by the kveruknef .
Use these words in one sentence: winner, princess, asks/asked
Sentence: the",-4.78735876083374,-5.82062292098999,-1.03326416015625,active
12,role_labeled,active,the kveruknef zlorukruds the smevakkul .,the winner asks the princess .,the princess is asked by the winner .,winner,princess,asks,asked,"Prime sentence: the kveruknef zlorukruds the smevakkul .
Event roles: AGENT=winner; PATIENT=princess; VERB=asks/asked
Sentence: the",-9.967662811279297,-9.351012229919434,0.6166505813598633,passive
12,role_labeled,passive,the smevakkul is zlorukruded by the kveruknef .,the winner asks the princess .,the princess is asked by the winner .,winner,princess,asks,asked,"Prime sentence: the smevakkul is zlorukruded by the kveruknef .
Event roles: AGENT=winner; PATIENT=princess; VERB=asks/asked
Sentence: the",-8.584300994873047,-7.65703821182251,0.9272627830505371,passive
13,word_list,active,the smesilrab gritafmurs the vretafzir .,a president grabbed a singer .,a singer was grabbed by a president .,president,singer,grabbed,grabbed,"Prime sentence: the smesilrab gritafmurs the vretafzir .
Use these words in one sentence: president, singer, grabbed
Sentence: the",-4.822379112243652,-6.7424468994140625,-1.9200677871704102,active
13,word_list,passive,the vretafzir is gritafmured by the smesilrab .,a president grabbed a singer .,a singer was grabbed by a president .,president,singer,grabbed,grabbed,"Prime sentence: the vretafzir is gritafmured by the smesilrab .
Use these words in one sentence: president, singer, grabbed
Sentence: the",-3.5831875801086426,-5.923558712005615,-2.3403711318969727,active
13,role_labeled,active,the smesilrab gritafmurs the vretafzir .,a president grabbed a singer .,a singer was grabbed by a president .,president,singer,grabbed,grabbed,"Prime sentence: the smesilrab gritafmurs the vretafzir .
Event roles: AGENT=president; PATIENT=singer; VERB=grabbed
Sentence: the",-7.081659317016602,-7.678545951843262,-0.5968866348266602,active
13,role_labeled,passive,the vretafzir is gritafmured by the smesilrab .,a president grabbed a singer .,a singer was grabbed by a president .,president,singer,grabbed,grabbed,"Prime sentence: the vretafzir is gritafmured by the smesilrab .
Event roles: AGENT=president; PATIENT=singer; VERB=grabbed
Sentence: the",-5.2251877784729,-6.045862197875977,-0.8206744194030762,active
14,word_list,active,the vravaknef smegafdiled the tlumolvek .,the champion raised the leader .,the leader was raised by the champion .,champion,leader,raised,raised,"Prime sentence: the vravaknef smegafdiled the tlumolvek .
Use these words in one sentence: champion, leader, raised
Sentence: the",-3.7915167808532715,-5.637839317321777,-1.8463225364685059,active
14,word_list,passive,the tlumolvek was smegafdiled by the vravaknef .,the champion raised the leader .,the leader was raised by the champion .,champion,leader,raised,raised,"Prime sentence: the tlumolvek was smegafdiled by the vravaknef .
Use these words in one sentence: champion, leader, raised
Sentence: the",-4.053289413452148,-6.085941314697266,-2.032651901245117,active
14,role_labeled,active,the vravaknef smegafdiled the tlumolvek .,the champion raised the leader .,the leader was raised by the champion .,champion,leader,raised,raised,"Prime sentence: the vravaknef smegafdiled the tlumolvek .
Event roles: AGENT=champion; PATIENT=leader; VERB=raised
Sentence: the",-6.282120704650879,-6.745015621185303,-0.46289491653442383,active
14,role_labeled,passive,the tlumolvek was smegafdiled by the vravaknef .,the champion raised the leader .,the leader was raised by the champion .,champion,leader,raised,raised,"Prime sentence: the tlumolvek was smegafdiled by the vravaknef .
Event roles: AGENT=champion; PATIENT=leader; VERB=raised
Sentence: the",-5.866180419921875,-6.338445663452148,-0.47226524353027344,active
15,word_list,active,a mnidulzom zlodulfins a bripimdil .,a mayor helped a singer .,a singer was helped by a mayor .,mayor,singer,helped,helped,"Prime sentence: a mnidulzom zlodulfins a bripimdil .
Use these words in one sentence: mayor, singer, helped
Sentence: the",-2.5576000213623047,-6.285565376281738,-3.7279653549194336,active
15,word_list,passive,a bripimdil is zlodulfined by a mnidulzom .,a mayor helped a singer .,a singer was helped by a mayor .,mayor,singer,helped,helped,"Prime sentence: a bripimdil is zlodulfined by a mnidulzom .
Use these words in one sentence: mayor, singer, helped
Sentence: the",-2.3550028800964355,-5.8738603591918945,-3.518857479095459,active
15,role_labeled,active,a mnidulzom zlodulfins a bripimdil .,a mayor helped a singer .,a singer was helped by a mayor .,mayor,singer,helped,helped,"Prime sentence: a mnidulzom zlodulfins a bripimdil .
Event roles: AGENT=mayor; PATIENT=singer; VERB=helped
Sentence: the",-3.7736973762512207,-6.174531936645508,-2.400834560394287,active
15,role_labeled,passive,a bripimdil is zlodulfined by a mnidulzom .,a mayor helped a singer .,a singer was helped by a mayor .,mayor,singer,helped,helped,"Prime sentence: a bripimdil is zlodulfined by a mnidulzom .
Event roles: AGENT=mayor; PATIENT=singer; VERB=helped
Sentence: the",-3.728177070617676,-6.163307189941406,-2.4351301193237305,active
16,word_list,active,the franorbav vragafmured the kverukvol .,a lady accepts a gun .,a gun is accepted by a lady .,lady,gun,accepts,accepted,"Prime sentence: the franorbav vragafmured the kverukvol .
Use these words in one sentence: lady, gun, accepts/accepted
Sentence: the",-4.705949783325195,-4.621644020080566,0.0843057632446289,passive
16,word_list,passive,the kverukvol was vragafmured by the franorbav .,a lady accepts a gun .,a gun is accepted by a lady .,lady,gun,accepts,accepted,"Prime sentence: the kverukvol was vragafmured by the franorbav .
Use these words in one sentence: lady, gun, accepts/accepted
Sentence: the",-4.975439071655273,-4.814369201660156,0.1610698699951172,passive
16,role_labeled,active,the franorbav vragafmured the kverukvol .,a lady accepts a gun .,a gun is accepted by a lady .,lady,gun,accepts,accepted,"Prime sentence: the franorbav vragafmured the kverukvol .
Event roles: AGENT=lady; PATIENT=gun; VERB=accepts/accepted
Sentence: the",-5.423359394073486,-4.775701999664307,0.6476573944091797,passive
16,role_labeled,passive,the kverukvol was vragafmured by the franorbav .,a lady accepts a gun .,a gun is accepted by a lady .,lady,gun,accepts,accepted,"Prime sentence: the kverukvol was vragafmured by the franorbav .
Event roles: AGENT=lady; PATIENT=gun; VERB=accepts/accepted
Sentence: the",-5.91030740737915,-4.766359806060791,1.1439476013183594,passive
17,word_list,active,the frataflom zranorzired the klogafrud .,the son punches the champion .,the champion is punched by the son .,son,champion,punches,punched,"Prime sentence: the frataflom zranorzired the klogafrud .
Use these words in one sentence: son, champion, punches/punched
Sentence: the",-4.881373882293701,-7.296727180480957,-2.415353298187256,active
17,word_list,passive,the klogafrud was zranorzired by the frataflom .,the son punches the champion .,the champion is punched by the son .,son,champion,punches,punched,"Prime sentence: the klogafrud was zranorzired by the frataflom .
Use these words in one sentence: son, champion, punches/punched
Sentence: the",-5.483878135681152,-6.563620090484619,-1.0797419548034668,active
17,role_labeled,active,the frataflom zranorzired the klogafrud .,the son punches the champion .,the champion is punched by the son .,son,champion,punches,punched,"Prime sentence: the frataflom zranorzired the klogafrud .
Event roles: AGENT=son; PATIENT=champion; VERB=punches/punched
Sentence: the",-4.516490459442139,-8.223785400390625,-3.7072949409484863,active
17,role_labeled,passive,the klogafrud was zranorzired by the frataflom .,the son punches the champion .,the champion is punched by the son .,son,champion,punches,punched,"Prime sentence: the klogafrud was zranorzired by the frataflom .
Event roles: AGENT=son; PATIENT=champion; VERB=punches/punched
Sentence: the",-4.934478759765625,-6.979294300079346,-2.0448155403137207,active
18,word_list,active,a klotafdil vregafvols a smezemlom .,a teacher forgot a coffee .,a coffee was forgotten by a teacher .,teacher,coffee,forgot,forgotten,"Prime sentence: a klotafdil vregafvols a smezemlom .
Use these words in one sentence: teacher, coffee, forgot/forgotten
Sentence: the",-3.825105667114258,-5.678975582122803,-1.853869915008545,active
18,word_list,passive,a smezemlom is vregafvoled by a klotafdil .,a teacher forgot a coffee .,a coffee was forgotten by a teacher .,teacher,coffee,forgot,forgotten,"Prime sentence: a smezemlom is vregafvoled by a klotafdil .
Use these words in one sentence: teacher, coffee, forgot/forgotten
Sentence: the",-3.532813310623169,-4.913092613220215,-1.380279302597046,active
18,role_labeled,active,a klotafdil vregafvols a smezemlom .,a teacher forgot a coffee .,a coffee was forgotten by a teacher .,teacher,coffee,forgot,forgotten,"Prime sentence: a klotafdil vregafvols a smezemlom .
Event roles: AGENT=teacher; PATIENT=coffee; VERB=forgot/forgotten
Sentence: the",-4.686735153198242,-6.827914714813232,-2.1411795616149902,active
18,role_labeled,passive,a smezemlom is vregafvoled by a klotafdil .,a teacher forgot a coffee .,a coffee was forgotten by a teacher .,teacher,coffee,forgot,forgotten,"Prime sentence: a smezemlom is vregafvoled by a klotafdil .
Event roles: AGENT=teacher; PATIENT=coffee; VERB=forgot/forgotten
Sentence: the",-4.436220169067383,-6.370254039764404,-1.9340338706970215,active
19,word_list,active,the klogafrud grinellomed the brikudtas .,the employer raised the machine .,the machine was raised by the employer .,employer,machine,raised,raised,"Prime sentence: the klogafrud grinellomed the brikudtas .
Use these words in one sentence: employer, machine, raised
Sentence: the",-6.091338157653809,-6.489375591278076,-0.3980374336242676,active
19,word_list,passive,the brikudtas was grinellomed by the klogafrud .,the employer raised the machine .,the machine was raised by the employer .,employer,machine,raised,raised,"Prime sentence: the brikudtas was grinellomed by the klogafrud .
Use these words in one sentence: employer, machine, raised
Sentence: the",-5.492491245269775,-6.074583053588867,-0.5820918083190918,active
19,role_labeled,active,the klogafrud grinellomed the brikudtas .,the employer raised the machine .,the machine was raised by the employer .,employer,machine,raised,raised,"Prime sentence: the klogafrud grinellomed the brikudtas .
Event roles: AGENT=employer; PATIENT=machine; VERB=raised
Sentence: the",-8.872831344604492,-6.732971668243408,2.139859676361084,passive
19,role_labeled,passive,the brikudtas was grinellomed by the klogafrud .,the employer raised the machine .,the machine was raised by the employer .,employer,machine,raised,raised,"Prime sentence: the brikudtas was grinellomed by the klogafrud .
Event roles: AGENT=employer; PATIENT=machine; VERB=raised
Sentence: the",-7.410300254821777,-5.8915510177612305,1.5187492370605469,passive
20,word_list,active,the britorkul zranorzired the plolodnef .,a reader ate a meal .,a meal was eaten by a reader .,reader,meal,ate,eaten,"Prime sentence: the britorkul zranorzired the plolodnef .
Use these words in one sentence: reader, meal, ate/eaten
Sentence: the",-5.316592216491699,-7.736606597900391,-2.4200143814086914,active
20,word_list,passive,the plolodnef was zranorzired by the britorkul .,a reader ate a meal .,a meal was eaten by a reader .,reader,meal,ate,eaten,"Prime sentence: the plolodnef was zranorzired by the britorkul .
Use these words in one sentence: reader, meal, ate/eaten
Sentence: the",-4.925174713134766,-6.111371994018555,-1.186197280883789,active
20,role_labeled,active,the britorkul zranorzired the plolodnef .,a reader ate a meal .,a meal was eaten by a reader .,reader,meal,ate,eaten,"Prime sentence: the britorkul zranorzired the plolodnef .
Event roles: AGENT=reader; PATIENT=meal; VERB=ate/eaten
Sentence: the",-8.426790237426758,-8.731485366821289,-0.30469512939453125,active
20,role_labeled,passive,the plolodnef was zranorzired by the britorkul .,a reader ate a meal .,a meal was eaten by a reader .,reader,meal,ate,eaten,"Prime sentence: the plolodnef was zranorzired by the britorkul .
Event roles: AGENT=reader; PATIENT=meal; VERB=ate/eaten
Sentence: the",-7.169579982757568,-6.863746643066406,0.3058333396911621,passive
21,word_list,active,a kverukvol pnegaflomed a kvevarzom .,the employee forgave the champion .,the champion was forgiven by the employee .,employee,champion,forgave,forgiven,"Prime sentence: a kverukvol pnegaflomed a kvevarzom .
Use these words in one sentence: employee, champion, forgave/forgiven
Sentence: the",-5.327975273132324,-6.226014614105225,-0.8980393409729004,active
