item_index,prompt_column,prime_condition,target_active,target_passive,greedy_answer_first_sentence,generation_class
26,prompt_active,active,a guest embraces a guy .,a guy is embraced by a guest .,The guest embraced the guy .,active_structural
26,prompt_passive,passive,a guest embraces a guy .,a guy is embraced by a guest .,The guy was embraced by the guest .,passive_structural
26,prompt_no_prime,no_prime,a guest embraces a guy .,a guy is embraced by a guest .,The guest gave him a hug .,other
26,prompt_filler,filler,a guest embraces a guy .,a guy is embraced by a guest .,The guest hugged the guy .,other
27,prompt_active,active,the soldier described the son .,the son was described by the soldier .,The soldier describeds a son .,other
27,prompt_passive,passive,the soldier described the son .,the son was described by the soldier .,The soldier described the son .,active_exact
27,prompt_no_prime,no_prime,the soldier described the son .,the son was described by the soldier .,The soldier was the one who did it .,other
27,prompt_filler,filler,the soldier described the son .,the son was described by the soldier .,The prindle rasped during forven .,other
28,prompt_active,active,the brother killed the buddy .,the buddy was killed by the brother .,The brother killed the buddy .,active_exact
28,prompt_passive,passive,the brother killed the buddy .,the buddy was killed by the brother .,The brother killed the buddy .,active_exact
28,prompt_no_prime,no_prime,the brother killed the buddy .,the buddy was killed by the brother .,The brother killed the buddy .,active_exact
28,prompt_filler,filler,the brother killed the buddy .,the buddy was killed by the brother .,The brother killed the buddy .,active_exact
29,prompt_active,active,a woman surprises a worker .,a worker is surprised by a woman .,The woman zlorukruded the worker .,other
29,prompt_passive,passive,a woman surprises a worker .,a worker is surprised by a woman .,The worker was zlorukruded by a woman .,other
29,prompt_no_prime,no_prime,a woman surprises a worker .,a worker is surprised by a woman .,The woman who was working at the time was the one who did it .,other
29,prompt_filler,filler,a woman surprises a worker .,a worker is surprised by a woman .,The woman did it to the worker .,other
30,prompt_active,active,an actress helps an adult .,an adult is helped by an actress .,The actress helped the adult .,active_structural
30,prompt_passive,passive,an actress helps an adult .,an adult is helped by an actress .,The adult was helped by an actress .,passive_structural
30,prompt_no_prime,no_prime,an actress helps an adult .,an adult is helped by an actress .,The actress was helping me with my costume .,other
30,prompt_filler,filler,an actress helps an adult .,an adult is helped by an actress .,The actress helped the adult .,active_structural
31,prompt_active,active,the father carried the friend .,the friend was carried by the father .,The father carried the friend .,active_exact
31,prompt_passive,passive,the father carried the friend .,the friend was carried by the father .,The father carried the friend .,active_exact
31,prompt_no_prime,no_prime,the father carried the friend .,the friend was carried by the father .,The father carried the friend .,active_exact
31,prompt_filler,filler,the father carried the friend .,the friend was carried by the father .,The tharner plested after zolven .,other
32,prompt_active,active,a kid helps a king .,a king is helped by a kid .,The kid helped the king .,active_structural
32,prompt_passive,passive,a kid helps a king .,a king is helped by a kid .,The king was helped by a kid .,passive_structural
32,prompt_no_prime,no_prime,a kid helps a king .,a king is helped by a kid .,The kid helped the king .,active_structural
32,prompt_filler,filler,a kid helps a king .,a king is helped by a kid .,The kid helped the king .,active_structural
33,prompt_active,active,the adult taught the attorney .,the attorney was taught by the adult .,The adult taught the attorney .,active_exact
33,prompt_passive,passive,the adult taught the attorney .,the attorney was taught by the adult .,The adult taught the attorney .,active_exact
33,prompt_no_prime,no_prime,the adult taught the attorney .,the attorney was taught by the adult .,"The adult was the one who did it, and the attorney was the one who was taught .",other
33,prompt_filler,filler,the adult taught the attorney .,the attorney was taught by the adult .,The glarnet shummed above torven .,other
34,prompt_active,active,an attorney follows an aunt .,an aunt is followed by an attorney .,The attorney sued the aunt .,other
34,prompt_passive,passive,an attorney follows an aunt .,an aunt is followed by an attorney .,The aunt was frafimvoled by the attorney .,other
34,prompt_no_prime,no_prime,an attorney follows an aunt .,an aunt is followed by an attorney .,The attorney was sued by the aunt .,other
34,prompt_filler,filler,an attorney follows an aunt .,an aunt is followed by an attorney .,The attorney was sued by the aunt .,other
35,prompt_active,active,the president judged the priest .,the priest was judged by the president .,The president judged the priest .,active_exact
35,prompt_passive,passive,the president judged the priest .,the priest was judged by the president .,The president judged the priest .,active_exact
35,prompt_no_prime,no_prime,the president judged the priest .,the priest was judged by the president .,The president was judged by the priest .,other
35,prompt_filler,filler,the president judged the priest .,the priest was judged by the president .,The president was judged by the priest .,other
36,prompt_active,active,an actress strikes an adult .,an adult is struck by an actress .,The actress struck the adult .,active_structural
36,prompt_passive,passive,an actress strikes an adult .,an adult is struck by an actress .,The adult was zlorukruded by the actress .,other
36,prompt_no_prime,no_prime,an actress strikes an adult .,an adult is struck by an actress .,The actress was in a movie and she was in a car accident .,other
36,prompt_filler,filler,an actress strikes an adult .,an adult is struck by an actress .,The actress was kissed by the adult .,other
37,prompt_active,active,the student chased the teacher .,the teacher was chased by the student .,The student chased the teacher .,active_exact
37,prompt_passive,passive,the student chased the teacher .,the teacher was chased by the student .,The student chased the teacher .,active_exact
37,prompt_no_prime,no_prime,the student chased the teacher .,the teacher was chased by the student .,The student was chased by the teacher .,other
37,prompt_filler,filler,the student chased the teacher .,the teacher was chased by the student .,The student was chased by the teacher .,other
38,prompt_active,active,the guy forgave the hero .,the hero was forgiven by the guy .,The guy forgave the hero .,active_exact
38,prompt_passive,passive,the guy forgave the hero .,the hero was forgiven by the guy .,The hero forgave the guy .,other
38,prompt_no_prime,no_prime,the guy forgave the hero .,the hero was forgiven by the guy .,The guy forgave the hero .,active_exact
38,prompt_filler,filler,the guy forgave the hero .,the hero was forgiven by the guy .,The guy forgaved the hero .,other
39,prompt_active,active,the king judged the lady .,the lady was judged by the king .,The king judged the lady .,active_exact
39,prompt_passive,passive,the king judged the lady .,the lady was judged by the king .,The lady was judged by the king .,passive_exact
39,prompt_no_prime,no_prime,the king judged the lady .,the lady was judged by the king .,The king did it to the lady .,other
39,prompt_filler,filler,the king judged the lady .,the lady was judged by the king .,The king was staved by the lady .,other
40,prompt_active,active,a son drags a student .,a student is dragged by a son .,The son dragged the student .,active_structural
40,prompt_passive,passive,a son drags a student .,a student is dragged by a son .,The student was dragged by the son .,passive_structural
40,prompt_no_prime,no_prime,a son drags a student .,a student is dragged by a son .,The son dragged the student .,active_structural
40,prompt_filler,filler,a son drags a student .,a student is dragged by a son .,The glimmer farned in jasken .,other
41,prompt_active,active,an actress carries an adult .,an adult is carried by an actress .,The actress carried the adult .,active_structural
41,prompt_passive,passive,an actress carries an adult .,an adult is carried by an actress .,The adult was carried by the actress .,passive_structural
41,prompt_no_prime,no_prime,an actress carries an adult .,an adult is carried by an actress .,The actress was carrying the adult .,active_structural
41,prompt_filler,filler,an actress carries an adult .,an adult is carried by an actress .,The actress carried the adult .,active_structural
42,prompt_active,active,the bishop helped the boy .,the boy was helped by the bishop .,The bishop helped the boy .,active_exact
42,prompt_passive,passive,the bishop helped the boy .,the boy was helped by the bishop .,The bishop helped the boy .,active_exact
42,prompt_no_prime,no_prime,the bishop helped the boy .,the boy was helped by the bishop .,The bishop helped the boy .,active_exact
42,prompt_filler,filler,the bishop helped the boy .,the boy was helped by the bishop .,The bishop did it to the boy .,other
43,prompt_active,active,the adult carried the attorney .,the attorney was carried by the adult .,The adult carried the attorney .,active_exact
43,prompt_passive,passive,the adult carried the attorney .,the attorney was carried by the adult .,The attorney was carried by the adult .,passive_exact
43,prompt_no_prime,no_prime,the adult carried the attorney .,the attorney was carried by the adult .,The adult was carrying the attorney .,active_structural
43,prompt_filler,filler,the adult carried the attorney .,the attorney was carried by the adult .,The adult was sued by the attorney .,other
44,prompt_active,active,a partner destroys a physician .,a physician is destroyed by a partner .,The partner destroyed the physician .,active_structural
44,prompt_passive,passive,a partner destroys a physician .,a physician is destroyed by a partner .,The physician was destroyed by the partner .,passive_structural
44,prompt_no_prime,no_prime,a partner destroys a physician .,a physician is destroyed by a partner .,The partner destroyed the physician .,active_structural
44,prompt_filler,filler,a partner destroys a physician .,a physician is destroyed by a partner .,The partner destroyed the physician .,active_structural
45,prompt_active,active,the soldier protected the son .,the son was protected by the soldier .,The soldier protecteds the son .,other
45,prompt_passive,passive,the soldier protected the son .,the son was protected by the soldier .,The son is protected by the soldier .,passive_structural
45,prompt_no_prime,no_prime,the soldier protected the son .,the son was protected by the soldier .,The soldier was protecting the son .,active_structural
45,prompt_filler,filler,the soldier protected the son .,the son was protected by the soldier .,The vornel stonned during nalven .,other
46,prompt_active,active,the actor washed the actress .,the actress was washed by the actor .,The actor washes the actress .,active_structural
46,prompt_passive,passive,the actor washed the actress .,the actress was washed by the actor .,The actor washed the actress .,active_exact
46,prompt_no_prime,no_prime,the actor washed the actress .,the actress was washed by the actor .,The actor did it to me .,other
46,prompt_filler,filler,the actor washed the actress .,the actress was washed by the actor .,The actor was washed .,other
47,prompt_active,active,the man asked the manager .,the manager was asked by the man .,The man asked the manager .,active_exact
47,prompt_passive,passive,the man asked the manager .,the manager was asked by the man .,The manager was asked by the man .,passive_exact
47,prompt_no_prime,no_prime,the man asked the manager .,the manager was asked by the man .,The man did it .,other
47,prompt_filler,filler,the man asked the manager .,the manager was asked by the man .,The manager was fired .,other
48,prompt_active,active,a friend hurts a girl .,a girl is hurt by a friend .,The friend hurt the girl .,active_structural
48,prompt_passive,passive,a friend hurts a girl .,a girl is hurt by a friend .,The girl was hurt by her friend .,passive_structural
48,prompt_no_prime,no_prime,a friend hurts a girl .,a girl is hurt by a friend .,The one who did it was a friend .,other
48,prompt_filler,filler,a friend hurts a girl .,a girl is hurt by a friend .,The noster glimmed near varset .,other
49,prompt_active,active,the champion helped the chief .,the chief was helped by the champion .,The champion helped the chief .,active_exact
49,prompt_passive,passive,the champion helped the chief .,the chief was helped by the champion .,The champion helped the chief .,active_exact
49,prompt_no_prime,no_prime,the champion helped the chief .,the chief was helped by the champion .,The champion did it to the chief .,other
49,prompt_filler,filler,the champion helped the chief .,the chief was helped by the champion .,The champion did it to the chief .,other
50,prompt_active,active,an author follows a bishop .,a bishop is followed by an author .,The author wrote a book about the bishop .,other
50,prompt_passive,passive,an author follows a bishop .,a bishop is followed by an author .,The bishop was skotafruded by the author .,other
50,prompt_no_prime,no_prime,an author follows a bishop .,a bishop is followed by an author .,The author wrote a book about the bishop .,other
50,prompt_filler,filler,an author follows a bishop .,a bishop is followed by an author .,The bishop was staved .,other
51,prompt_active,active,the uncle dragged the wife .,the wife was dragged by the uncle .,The uncle dragged the wife .,active_exact
51,prompt_passive,passive,the uncle dragged the wife .,the wife was dragged by the uncle .,The wife was dragged by the uncle .,passive_exact
51,prompt_no_prime,no_prime,the uncle dragged the wife .,the wife was dragged by the uncle .,The uncle did it .,other
51,prompt_filler,filler,the uncle dragged the wife .,the wife was dragged by the uncle .,The uncle did it to the wife .,other
52,prompt_active,active,a colonel helps a cop .,a cop is helped by a colonel .,The colonel helped the cop .,active_structural
52,prompt_passive,passive,a colonel helps a cop .,a cop is helped by a colonel .,The cop was helped by the colonel .,passive_structural
52,prompt_no_prime,no_prime,a colonel helps a cop .,a cop is helped by a colonel .,The colonel was helping the cop .,active_structural
52,prompt_filler,filler,a colonel helps a cop .,a cop is helped by a colonel .,The colonel was shot by the cop .,other
53,prompt_active,active,the man surprised the manager .,the manager was surprised by the man .,The man surprised the manager .,active_exact
53,prompt_passive,passive,the man surprised the manager .,the manager was surprised by the man .,The manager was surprised by the man .,passive_exact
53,prompt_no_prime,no_prime,the man surprised the manager .,the manager was surprised by the man .,The man did it .,other
53,prompt_filler,filler,the man surprised the manager .,the manager was surprised by the man .,The man was fired .,other
54,prompt_active,active,a priest punches a prince .,a prince is punched by a priest .,The priest punched the prince .,active_structural
54,prompt_passive,passive,a priest punches a prince .,a prince is punched by a priest .,The prince was punched by the priest .,passive_structural
54,prompt_no_prime,no_prime,a priest punches a prince .,a prince is punched by a priest .,The priest punched the prince .,active_structural
54,prompt_filler,filler,a priest punches a prince .,a prince is punched by a priest .,The priest punched the prince .,active_structural
55,prompt_active,active,the physician understood the pilot .,the pilot was understood by the physician .,The physician understood the pilot .,active_exact
55,prompt_passive,passive,the physician understood the pilot .,the pilot was understood by the physician .,The physician is understood by the pilot .,other
55,prompt_no_prime,no_prime,the physician understood the pilot .,the pilot was understood by the physician .,"The physician was involved in the event, and the pilot was the one who was affected by it .",other
55,prompt_filler,filler,the physician understood the pilot .,the pilot was understood by the physician .,The tharner plested after zolven .,other
56,prompt_active,active,the scientist washed the secretary .,the secretary was washed by the scientist .,The scientist washes the secretary .,active_structural
56,prompt_passive,passive,the scientist washed the secretary .,the secretary was washed by the scientist .,The secretary was washed by the scientist .,passive_exact
56,prompt_no_prime,no_prime,the scientist washed the secretary .,the secretary was washed by the scientist .,The scientist washed the secretary .,active_exact
56,prompt_filler,filler,the scientist washed the secretary .,the secretary was washed by the scientist .,The scientist was washed .,other
57,prompt_active,active,a son raises a student .,a student is raised by a son .,The son raised the student .,active_structural
57,prompt_passive,passive,a son raises a student .,a student is raised by a son .,The student was raised by the son .,passive_structural
57,prompt_no_prime,no_prime,a son raises a student .,a student is raised by a son .,The son raised the money .,other
57,prompt_filler,filler,a son raises a student .,a student is raised by a son .,The son raised the student .,active_structural
58,prompt_active,active,a son forgives a student .,a student is forgiven by a son .,The son forgave the student .,other
58,prompt_passive,passive,a son forgives a student .,a student is forgiven by a son .,The student was forgiving by the son .,other
58,prompt_no_prime,no_prime,a son forgives a student .,a student is forgiven by a son .,The son was forgiving .,other
58,prompt_filler,filler,a son forgives a student .,a student is forgiven by a son .,The son forgave the student .,other
59,prompt_active,active,a hero surprises a husband .,a husband is surprised by a hero .,The hero saved the husband .,other
59,prompt_passive,passive,a hero surprises a husband .,a husband is surprised by a hero .,The husband was drusilfined by the hero .,other
59,prompt_no_prime,no_prime,a hero surprises a husband .,a husband is surprised by a hero .,The hero saved the husband from the fire .,other
59,prompt_filler,filler,a hero surprises a husband .,a husband is surprised by a hero .,The flinder trassed across jorven .,other
60,prompt_active,active,a colonel strikes a cop .,a cop is struck by a colonel .,The colonel arrested the cop .,other
60,prompt_passive,passive,a colonel strikes a cop .,a cop is struck by a colonel .,The cop was colonelled by the colonel .,other
60,prompt_no_prime,no_prime,a colonel strikes a cop .,a cop is struck by a colonel .,The colonel shot the cop .,other
60,prompt_filler,filler,a colonel strikes a cop .,a cop is struck by a colonel .,The colonel shot the cop .,other
61,prompt_active,active,the student surprised the teacher .,the teacher was surprised by the student .,The student surprised the teacher .,active_exact
61,prompt_passive,passive,the student surprised the teacher .,the teacher was surprised by the student .,The student surprised the teacher .,active_exact
61,prompt_no_prime,no_prime,the student surprised the teacher .,the teacher was surprised by the student .,The student did it .,other
61,prompt_filler,filler,the student surprised the teacher .,the teacher was surprised by the student .,The student did it to me .,other
62,prompt_active,active,the aunt hurried the author .,the author was hurried by the aunt .,The aunt hurried the author .,active_exact
62,prompt_passive,passive,the aunt hurried the author .,the author was hurried by the aunt .,The author was hurried by the aunt .,passive_exact
62,prompt_no_prime,no_prime,the aunt hurried the author .,the author was hurried by the aunt .,The aunt did it to me .,other
62,prompt_filler,filler,the aunt hurried the author .,the author was hurried by the aunt .,The aunt did it to the author .,other
63,prompt_active,active,a buddy judges a candidate .,a candidate is judged by a buddy .,The buddy judged the candidate .,active_structural
63,prompt_passive,passive,a buddy judges a candidate .,a candidate is judged by a buddy .,The candidate was buddyed by the buddy .,other
63,prompt_no_prime,no_prime,a buddy judges a candidate .,a candidate is judged by a buddy .,The one who did it was a buddy .,other
63,prompt_filler,filler,a buddy judges a candidate .,a candidate is judged by a buddy .,The prantel staved behind nulven .,other
64,prompt_active,active,a boy catches a brother .,a brother is caught by a boy .,The boy caught the brother .,active_structural
64,prompt_passive,passive,a boy catches a brother .,a brother is caught by a boy .,The brother was caught by the boy .,passive_structural
64,prompt_no_prime,no_prime,a boy catches a brother .,a brother is caught by a boy .,The boy caught the brother .,active_structural
64,prompt_filler,filler,a boy catches a brother .,a brother is caught by a boy .,The boy caught the brother .,active_structural
65,prompt_active,active,the man killed the manager .,the manager was killed by the man .,The man killed the manager .,active_exact
65,prompt_passive,passive,the man killed the manager .,the manager was killed by the man .,The manager was killed by the man .,passive_exact
65,prompt_no_prime,no_prime,the man killed the manager .,the manager was killed by the man .,The man killed the manager .,active_exact
65,prompt_filler,filler,the man killed the manager .,the manager was killed by the man .,The man killed the manager .,active_exact
66,prompt_active,active,the candidate judged the captain .,the captain was judged by the candidate .,The candidate judged the captain .,active_exact
66,prompt_passive,passive,the candidate judged the captain .,the captain was judged by the candidate .,The captain was judged by the candidate .,passive_exact
66,prompt_no_prime,no_prime,the candidate judged the captain .,the captain was judged by the candidate .,The candidate was judged by the captain .,other
66,prompt_filler,filler,the candidate judged the captain .,the captain was judged by the candidate .,The candidate was judged by the captain .,other
67,prompt_active,active,a writer understands an actor .,an actor is understood by a writer .,The writer understood the actor .,active_structural
67,prompt_passive,passive,a writer understands an actor .,an actor is understood by a writer .,The actor was written by the writer .,other
