prompt_template,metric,condition_a,condition_b,n_items,mean_diff_b_minus_a,sd_diff,effect_size_dz,t_stat,t_p_two_sided,perm_p_two_sided,bootstrap_ci95_low,bootstrap_ci95_high,mcnemar_b,mcnemar_c,mcnemar_p_exact
demo__involving_event__did_to__said_mary,logprob_delta,active,no_demo,4,0.923842191696167,1.4519122155501096,0.6362934217384044,1.272586843476809,0.2928391139675726,0.3747,-0.2250060737133026,2.056914806365967,,,
demo__involving_event__did_to__said_mary,passive_choice_delta,active,no_demo,4,-0.25,0.5,-0.5,-1.0,0.3910022189557705,1.0,-0.75,0.0,0.0,1.0,1.0
demo__involving_event__did_to__said_mary,logprob_delta,active,passive,4,1.166884109377861,0.7350783801461538,1.5874281449358534,3.1748562898717068,0.05029244197279262,0.1283,0.5867485702037811,1.747019648551941,,,
demo__involving_event__did_to__said_mary,passive_choice_delta,active,passive,4,0.25,0.5,0.5,1.0,0.3910022189557705,1.0,0.0,0.75,1.0,0.0,1.0
demo__involving_event__did_to__said_mary,logprob_delta,no_demo,filler,4,0.9459665715694427,1.1254066027314087,0.8405553772952304,1.6811107545904609,0.19133247189878286,0.2515,0.036940157413482666,1.8122592568397522,,,
demo__involving_event__did_to__said_mary,passive_choice_delta,no_demo,filler,4,0.5,0.5773502691896257,0.8660254037844387,1.7320508075688774,0.18169011381620936,0.4924,0.0,1.0,2.0,0.0,0.5
demo__involving_event__did_to__said_mary,logprob_delta,passive,filler,4,0.7029246538877487,1.980636901218369,0.3548982922893901,0.7097965845787803,0.5290266483629809,0.5122,-1.0297826528549194,2.159395754337311,,,
demo__involving_event__did_to__said_mary,passive_choice_delta,passive,filler,4,0.0,0.816496580927726,0.0,0.0,1.0,1.0,-0.75,0.75,1.0,1.0,1.0
demo__involving_event__did_to__said_mary,logprob_delta,passive,no_demo,4,-0.24304191768169403,1.3463327705476436,-0.18052143050995678,-0.3610428610199136,0.7419948090705443,0.7452,-1.3882559835910797,0.9021721482276917,,,
demo__involving_event__did_to__said_mary,passive_choice_delta,passive,no_demo,4,-0.5,0.5773502691896257,-0.8660254037844387,-1.7320508075688774,0.18169011381620936,0.5033,-1.0,0.0,0.0,2.0,0.5
demo__involving_event__responsible_affected__mary_answered,logprob_delta,active,filler,4,2.2660773247480392,1.3275453819747236,1.7069678788511542,3.4139357577023084,0.042029229165378275,0.1269,1.2478070259094238,3.3569671511650085,,,
demo__involving_event__responsible_affected__mary_answered,passive_choice_delta,active,filler,4,0.25,0.5,0.5,1.0,0.3910022189557705,1.0,0.0,0.75,1.0,0.0,1.0
demo__involving_event__responsible_affected__mary_answered,logprob_delta,active,no_demo,4,0.9775693863630295,1.419356182794645,0.6887414154481236,1.3774828308962472,0.26214026148533304,0.3768,-0.24610422551631927,2.1956766545772552,,,
demo__involving_event__responsible_affected__mary_answered,passive_choice_delta,active,no_demo,4,0.0,0.816496580927726,0.0,0.0,1.0,1.0,-0.75,0.75,1.0,1.0,1.0
demo__involving_event__responsible_affected__mary_answered,logprob_delta,active,passive,4,1.3481335788965225,0.4050833594079659,3.328039890028649,6.656079780057298,0.006912017277069896,0.1267,1.025750607252121,1.670516550540924,,,
demo__involving_event__responsible_affected__mary_answered,passive_choice_delta,active,passive,4,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0
demo__involving_event__responsible_affected__mary_answered,logprob_delta,no_demo,filler,4,1.2885079383850098,0.5377577712952409,2.3960749749492516,4.792149949898503,0.01728492406840828,0.1287,0.7914140522480011,1.760416716337204,,,
demo__involving_event__responsible_affected__mary_answered,passive_choice_delta,no_demo,filler,4,0.25,0.5,0.5,1.0,0.3910022189557705,1.0,0.0,0.75,1.0,0.0,1.0
demo__involving_event__responsible_affected__mary_answered,logprob_delta,passive,filler,4,0.9179437458515167,1.0905041469097372,0.841760894218311,1.683521788436622,0.19086319376150376,0.2526,0.03773015737533569,1.7981573343276978,,,
demo__involving_event__responsible_affected__mary_answered,passive_choice_delta,passive,filler,4,0.25,0.5,0.5,1.0,0.3910022189557705,1.0,0.0,0.75,1.0,0.0,1.0
demo__involving_event__responsible_affected__mary_answered,logprob_delta,passive,no_demo,4,-0.37056419253349304,1.0910901768503627,-0.339627466542863,-0.6792549330857262,0.5456888508163976,0.7508,-1.2255926728248596,0.48446428775787354,,,
demo__involving_event__responsible_affected__mary_answered,passive_choice_delta,passive,no_demo,4,0.0,0.816496580927726,0.0,0.0,1.0,1.0,-0.75,0.75,1.0,1.0,1.0
demo__involving_event__responsible_affected__said_mary,logprob_delta,active,filler,4,2.4480228573083878,1.9300224920759372,1.2683908438161713,2.5367816876323426,0.08491828632507296,0.124,1.034079372882843,4.100572377443314,,,
demo__involving_event__responsible_affected__said_mary,passive_choice_delta,active,filler,4,0.25,0.5,0.5,1.0,0.3910022189557705,1.0,0.0,0.75,1.0,0.0,1.0
demo__involving_event__responsible_affected__said_mary,logprob_delta,active,no_demo,4,1.3749414831399918,1.9348246262427635,0.7106284799620268,1.4212569599240537,0.2503589560010816,0.2424,-0.2433047741651535,3.0932793617248535,,,
demo__involving_event__responsible_affected__said_mary,passive_choice_delta,active,no_demo,4,-0.25,0.5,-0.5,-1.0,0.3910022189557705,1.0,-0.75,0.0,0.0,1.0,1.0
demo__involving_event__responsible_affected__said_mary,logprob_delta,active,passive,4,1.373243972659111,0.5377138418767777,2.553856467347186,5.107712934694374,0.014517381977709994,0.1337,0.9351048171520233,1.8113831281661987,,,
demo__involving_event__responsible_affected__said_mary,passive_choice_delta,active,passive,4,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0
demo__involving_event__responsible_affected__said_mary,logprob_delta,no_demo,filler,4,1.073081374168396,0.7481300074644059,1.4343514676083227,2.8687029352166453,0.06411832533873446,0.1225,0.4067154824733734,1.6687393486499786,,,
demo__involving_event__responsible_affected__said_mary,passive_choice_delta,no_demo,filler,4,0.5,0.5773502691896257,0.8660254037844387,1.7320508075688774,0.18169011381620936,0.5043,0.0,1.0,2.0,0.0,0.5
demo__involving_event__responsible_affected__said_mary,logprob_delta,passive,filler,4,1.0747788846492767,1.719511155653181,0.6250490909092163,1.2500981818184327,0.2998982651231627,0.3738,-0.21233296394348145,2.538333088159561,,,
demo__involving_event__responsible_affected__said_mary,passive_choice_delta,passive,filler,4,0.25,0.5,0.5,1.0,0.3910022189557705,1.0,0.0,0.75,1.0,0.0,1.0
demo__involving_event__responsible_affected__said_mary,logprob_delta,passive,no_demo,4,0.0016975104808807373,1.5617072252581092,0.0010869582040898757,0.0021739164081797514,0.9984019444355338,1.0,-1.2147064208984375,1.2653844356536865,,,
demo__involving_event__responsible_affected__said_mary,passive_choice_delta,passive,no_demo,4,-0.25,0.5,-0.5,-1.0,0.3910022189557705,1.0,-0.75,0.0,0.0,1.0,1.0
demo__there_was_event__did_to__mary_answered,logprob_delta,active,filler,4,1.5644478797912598,2.061935794655546,0.758727737229377,1.5174554744587545,0.22643549010476413,0.5014,-0.2008376121520996,3.329733371734619,,,
demo__there_was_event__did_to__mary_answered,passive_choice_delta,active,filler,4,0.25,0.5,0.5,1.0,0.3910022189557705,1.0,0.0,0.75,1.0,0.0,1.0
demo__there_was_event__did_to__mary_answered,logprob_delta,active,no_demo,4,0.47757214307785034,1.7014148892915282,0.2806911742007337,0.5613823484014674,0.6137415596989448,0.6223,-1.2455474138259888,1.6207270622253418,,,
demo__there_was_event__did_to__mary_answered,passive_choice_delta,active,no_demo,4,-0.25,0.5,-0.5,-1.0,0.3910022189557705,1.0,-0.75,0.0,0.0,1.0,1.0
demo__there_was_event__did_to__mary_answered,logprob_delta,active,passive,4,0.7184051871299744,0.4670577460331838,1.5381506745826088,3.0763013491652176,0.05429315847416372,0.1241,0.42429518699645996,1.1649689972400665,,,
demo__there_was_event__did_to__mary_answered,passive_choice_delta,active,passive,4,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0
demo__there_was_event__did_to__mary_answered,logprob_delta,no_demo,filler,4,1.0868757367134094,1.4555307591804876,0.7467212423084462,1.4934424846168923,0.23216380582272547,0.2545,-0.35166966915130615,1.887350857257843,,,
demo__there_was_event__did_to__mary_answered,passive_choice_delta,no_demo,filler,4,0.5,0.5773502691896257,0.8660254037844387,1.7320508075688774,0.18169011381620936,0.496,0.0,1.0,2.0,0.0,0.5
demo__there_was_event__did_to__mary_answered,logprob_delta,passive,filler,4,0.8460426926612854,2.2976420941397118,0.3682221416552096,0.7364442833104192,0.5148214042066184,0.5006,-1.1044196486473083,2.796505033969879,,,
demo__there_was_event__did_to__mary_answered,passive_choice_delta,passive,filler,4,0.25,0.5,0.5,1.0,0.3910022189557705,1.0,0.0,0.75,1.0,0.0,1.0
demo__there_was_event__did_to__mary_answered,logprob_delta,passive,no_demo,4,-0.24083304405212402,1.6155243844998983,-0.14907422404934872,-0.29814844809869745,0.7850467060578522,0.8781,-1.7025656402111053,0.935044914484024,,,
demo__there_was_event__did_to__mary_answered,passive_choice_delta,passive,no_demo,4,-0.25,0.5,-0.5,-1.0,0.3910022189557705,1.0,-0.75,0.0,0.0,1.0,1.0
demo__there_was_event__did_to__said_mary,logprob_delta,active,filler,4,1.1406333446502686,2.233458581100214,0.5107027075865389,1.021405415173078,0.38224553812974016,0.5093,-0.7677838802337646,3.0490505695343018,,,
demo__there_was_event__did_to__said_mary,passive_choice_delta,active,filler,4,0.25,0.5,0.5,1.0,0.3910022189557705,1.0,0.0,0.75,1.0,0.0,1.0
demo__there_was_event__did_to__said_mary,logprob_delta,active,no_demo,4,0.5525872111320496,1.8739791463390778,0.2948737248285603,0.5897474496571206,0.5968313758824721,0.6206,-1.287434995174408,1.8220995664596558,,,
demo__there_was_event__did_to__said_mary,passive_choice_delta,active,no_demo,4,-0.25,0.5,-0.5,-1.0,0.3910022189557705,1.0,-0.75,0.0,0.0,1.0,1.0
demo__there_was_event__did_to__said_mary,logprob_delta,active,passive,4,0.7765827476978302,0.45355235469135063,1.712222943316669,3.424445886633338,0.04170704268602628,0.1225,0.43663299083709717,1.2108165323734283,,,
demo__there_was_event__did_to__said_mary,passive_choice_delta,active,passive,4,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0
demo__there_was_event__did_to__said_mary,logprob_delta,no_demo,filler,4,0.588046133518219,1.4103112380458163,0.4169619568039742,0.8339239136079484,0.4655119958676363,0.6303,-0.8162381052970886,1.32718026638031,,,
demo__there_was_event__did_to__said_mary,passive_choice_delta,no_demo,filler,4,0.5,0.5773502691896257,0.8660254037844387,1.7320508075688774,0.18169011381620936,0.5034,0.0,1.0,2.0,0.0,0.5
demo__there_was_event__did_to__said_mary,logprob_delta,passive,filler,4,0.36405059695243835,2.3500445492140787,0.15491221095114438,0.3098244219022888,0.7769689824865599,0.749,-1.63865065574646,2.3667518496513367,,,
demo__there_was_event__did_to__said_mary,passive_choice_delta,passive,filler,4,0.25,0.5,0.5,1.0,0.3910022189557705,1.0,0.0,0.75,1.0,0.0,1.0
demo__there_was_event__did_to__said_mary,logprob_delta,passive,no_demo,4,-0.22399553656578064,1.6967170321240783,-0.1320170260125026,-0.26403405202500524,0.8088525563128443,0.8722,-1.6943212449550629,1.0395715832710266,,,
demo__there_was_event__did_to__said_mary,passive_choice_delta,passive,no_demo,4,-0.25,0.5,-0.5,-1.0,0.3910022189557705,1.0,-0.75,0.0,0.0,1.0,1.0
demo__there_was_event__responsible_affected__mary_answered,logprob_delta,active,filler,4,2.037541151046753,1.8097878675695946,1.125845292455747,2.251690584911494,0.10976619483097774,0.1254,0.6634384393692017,3.537311553955078,,,
demo__there_was_event__responsible_affected__mary_answered,passive_choice_delta,active,filler,4,0.25,0.5,0.5,1.0,0.3910022189557705,1.0,0.0,0.75,1.0,0.0,1.0
demo__there_was_event__responsible_affected__mary_answered,logprob_delta,active,no_demo,4,0.6896793246269226,1.849122202608924,0.3729766067671758,0.7459532135343516,0.5098277367884767,0.5018,-1.001800924539566,2.202067643404007,,,
demo__there_was_event__responsible_affected__mary_answered,passive_choice_delta,active,no_demo,4,-0.25,0.5,-0.5,-1.0,0.3910022189557705,1.0,-0.75,0.0,0.0,1.0,1.0
demo__there_was_event__responsible_affected__mary_answered,logprob_delta,active,passive,4,0.8838191628456116,0.16561492727741514,5.3365911960650765,10.673182392130153,0.0017580528087296691,0.125,0.7468112409114838,1.0112876892089844,,,
demo__there_was_event__responsible_affected__mary_answered,passive_choice_delta,active,passive,4,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0
demo__there_was_event__responsible_affected__mary_answered,logprob_delta,no_demo,filler,4,1.3478618264198303,0.8474557656741958,1.5904804486727813,3.1809608973455625,0.05005706315603452,0.1274,0.522668868303299,1.868391752243042,,,
demo__there_was_event__responsible_affected__mary_answered,passive_choice_delta,no_demo,filler,4,0.5,0.5773502691896257,0.8660254037844387,1.7320508075688774,0.18169011381620936,0.4993,0.0,1.0,2.0,0.0,0.5
demo__there_was_event__responsible_affected__mary_answered,logprob_delta,passive,filler,4,1.1537219882011414,1.7277305382479784,0.6677673182596425,1.335534636519285,0.2739877814620626,0.375,-0.19578546285629272,2.5442142486572266,,,
demo__there_was_event__responsible_affected__mary_answered,passive_choice_delta,passive,filler,4,0.25,0.5,0.5,1.0,0.3910022189557705,1.0,0.0,0.75,1.0,0.0,1.0
demo__there_was_event__responsible_affected__mary_answered,logprob_delta,passive,no_demo,4,-0.19413983821868896,1.7104086661112758,-0.11350494303801581,-0.22700988607603165,0.83500583087537,0.7545,-1.7668025493621826,1.2604069709777832,,,
demo__there_was_event__responsible_affected__mary_answered,passive_choice_delta,passive,no_demo,4,-0.25,0.5,-0.5,-1.0,0.3910022189557705,1.0,-0.75,0.0,0.0,1.0,1.0
demo__there_was_event__responsible_affected__said_mary,logprob_delta,active,filler,4,1.9929656982421875,2.212255596106879,0.9008749720192382,1.8017499440384763,0.16938289323163486,0.2565,0.309847354888916,3.8498456478118896,,,
demo__there_was_event__responsible_affected__said_mary,passive_choice_delta,active,filler,4,0.25,0.5,0.5,1.0,0.3910022189557705,1.0,0.0,0.75,1.0,0.0,1.0
demo__there_was_event__responsible_affected__said_mary,logprob_delta,active,no_demo,4,1.0711093842983246,2.053410464872313,0.5216245863268887,1.0432491726537776,0.3735026760234323,0.4941,-0.8361724317073822,2.878855586051941,,,
demo__there_was_event__responsible_affected__said_mary,passive_choice_delta,active,no_demo,4,-0.25,0.5,-0.5,-1.0,0.3910022189557705,1.0,-0.75,0.0,0.0,1.0,1.0
demo__there_was_event__responsible_affected__said_mary,logprob_delta,active,passive,4,0.8981510102748871,0.2872700043618673,3.126504670301419,6.253009340602838,0.008252693686909434,0.1274,0.6617349982261658,1.1345670223236084,,,
demo__there_was_event__responsible_affected__said_mary,passive_choice_delta,active,passive,4,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0
demo__there_was_event__responsible_affected__said_mary,logprob_delta,no_demo,filler,4,0.9218563139438629,0.8826541976676544,1.0444139011402167,2.0888278022804334,0.1279199182416046,0.2513,0.041417598724365234,1.39902663230896,,,
demo__there_was_event__responsible_affected__said_mary,passive_choice_delta,no_demo,filler,4,0.5,0.5773502691896257,0.8660254037844387,1.7320508075688774,0.18169011381620936,0.487,0.0,1.0,2.0,0.0,0.5
demo__there_was_event__responsible_affected__said_mary,logprob_delta,passive,filler,4,1.0948146879673004,2.0457348384930567,0.5351694009247896,1.0703388018495792,0.3629276665168169,0.4947,-0.525092601776123,2.714721977710724,,,
demo__there_was_event__responsible_affected__said_mary,passive_choice_delta,passive,filler,4,0.25,0.5,0.5,1.0,0.3910022189557705,1.0,0.0,0.75,1.0,0.0,1.0
demo__there_was_event__responsible_affected__said_mary,logprob_delta,passive,no_demo,4,0.1729583740234375,1.8061854285451184,0.09575892446588687,0.19151784893177376,0.8603492845423409,0.6224,-1.492505967617035,1.7836629152297974,,,
demo__there_was_event__responsible_affected__said_mary,passive_choice_delta,passive,no_demo,4,-0.25,0.5,-0.5,-1.0,0.3910022189557705,1.0,-0.75,0.0,0.0,1.0,1.0
