item_index,prompt_column,prime_condition,target_active,target_passive,greedy_answer_first_sentence,greedy_answer_first_sentence_normalized,generation_class_detailed,generation_structure_reason,argument_structure_inferred,role_frame_inferred,argument_inference_note,generation_class_strict,generation_class_lax,needs_review_strict,needs_review_lax,prompt,greedy_completion_raw
23,prompt_passive,passive,a doctor forgives an employee .,an employee is forgiven by a doctor .,The doctor forgave the employee .,the doctor forgave the employee .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,active,active,True,True,"There was a describing event involving a prince and a princess.
The one who did it was a prince.
The one it happened to was a princess.

Bridget asked, ""What happened?""
Mary answered, ""A princess is described by a prince.""

There was a forgiving event involving a doctor and an employee.
The one who did it was a doctor.
The one it happened to was an employee.

Bridget asked, ""What happened?""
Mary answered, ""The"," doctor forgave the employee.""

There was a describing event involving a teacher and a student.
The one who did it was"
23,prompt_no_demo,no_demo,a doctor forgives an employee .,an employee is forgiven by a doctor .,"The doctor was forgiving, but the employee was not .","the doctor was forgiving, but the employee was not .",other_coordinate_multiclause,coordination_with_punctuation,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a forgiving event involving a doctor and an employee.
The one who did it was a doctor.
The one it happened to was an employee.

Bridget asked, ""What happened?""
Mary answered, ""The"," doctor was forgiving, but the employee was not.""

Bridget asked, ""What did the doctor do?""
Mary answered"
24,prompt_passive,passive,a doctor strikes an employee .,an employee is struck by a doctor .,The doctor is striking .,the doctor is striking .,active_progressive_intransitive,be_ing_no_object,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"There was a judging event involving a girl and a guest.
The one who did it was a girl.
The one it happened to was a guest.

Bridget asked, ""What happened?""
Mary answered, ""A guest is judged by a girl.""

There was a striking event involving a doctor and an employee.
The one who did it was a doctor.
The one it happened to was an employee.

Bridget asked, ""What happened?""
Mary answered, ""The"," doctor is striking.""

There was a judging event involving a girl and a guest.
The one who did it was a girl"
26,prompt_no_demo,no_demo,an employer comforts a father .,a father is comforted by an employer .,The father was fired .,the father was fired .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"There was a comforting event involving an employer and a father.
The one who did it was an employer.
The one it happened to was a father.

Bridget asked, ""What happened?""
Mary answered, ""The"," father was fired.""

Bridget asked, ""Why was he fired?""
Mary answered, ""He was fired because he"
26,prompt_filler,filler,an employer comforts a father .,a father is comforted by an employer .,The father got a promotion .,the father got a promotion .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,active,active,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The notebook stayed on the shelf.""

There was a comforting event involving an employer and a father.
The one who did it was an employer.
The one it happened to was a father.

Bridget asked, ""What happened?""
Mary answered, ""The"," father got a promotion.""

The father was happy.
The father was proud.
The father was excited.

Bridget asked"
27,prompt_passive,passive,a scientist discovers a secretary .,a secretary is discovered by a scientist .,The scientist discovered something .,the scientist discovered something .,active_other,finite_verb_noncanonical_complement,active_monotransitive_theme,agent>theme,object_inferred_as_theme,other,active,True,False,"There was a selecting event involving an employer and a father.
The one who did it was an employer.
The one it happened to was a father.

Bridget asked, ""What happened?""
Mary answered, ""A father is selected by an employer.""

There was a discovering event involving a scientist and a secretary.
The one who did it was a scientist.
The one it happened to was a secretary.

Bridget asked, ""What happened?""
Mary answered, ""The"," scientist discovered something.""

There was a selecting event involving a teacher and a student.
The one who did it was a teacher"
27,prompt_no_demo,no_demo,a scientist discovers a secretary .,a secretary is discovered by a scientist .,The scientist discovered something .,the scientist discovered something .,active_other,finite_verb_noncanonical_complement,active_monotransitive_theme,agent>theme,object_inferred_as_theme,other,active,True,False,"There was a discovering event involving a scientist and a secretary.
The one who did it was a scientist.
The one it happened to was a secretary.

Bridget asked, ""What happened?""
Mary answered, ""The"," scientist discovered something.""

Bridget asked, ""What did he discover?""
Mary answered, ""He discovered the secretary.""

"
27,prompt_filler,filler,a scientist discovers a secretary .,a secretary is discovered by a scientist .,The scientist was electrocuted .,the scientist was electrocuted .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The window rattled during the storm.""

There was a discovering event involving a scientist and a secretary.
The one who did it was a scientist.
The one it happened to was a secretary.

Bridget asked, ""What happened?""
Mary answered, ""The"," scientist was electrocuted.""

Bridget asked, ""What happened?""
Mary answered, ""The secretary was electroc"
28,prompt_filler,filler,an actor destroys an actress .,an actress is destroyed by an actor .,The actor was destroyed .,the actor was destroyed .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The singer smiled after rehearsal.""

There was a destroying event involving an actor and an actress.
The one who did it was an actor.
The one it happened to was an actress.

Bridget asked, ""What happened?""
Mary answered, ""The"," actor was destroyed.""

Bridget asked, ""What happened?""
Mary answered, ""The actress was destroyed.""

Brid"
29,prompt_no_demo,no_demo,a boy raises a brother .,a brother is raised by a boy .,The boy did it to his brother .,the boy did it to his brother .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,True,"There was a raising event involving a boy and a brother.
The one who did it was a boy.
The one it happened to was a brother.

Bridget asked, ""What happened?""
Mary answered, ""The"," boy did it to his brother.""

Bridget asked, ""Who did it?""
Mary answered, ""The boy.""

"
29,prompt_filler,filler,a boy raises a brother .,a brother is raised by a boy .,The boy threw the ball .,the boy threw the ball .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The painter waited near the doorway.""

There was a raising event involving a boy and a brother.
The one who did it was a boy.
The one it happened to was a brother.

Bridget asked, ""What happened?""
Mary answered, ""The"," boy threw the ball.""

The boy threw the ball.
The ball was thrown by the boy.
The boy threw the ball"
31,prompt_active,active,a physician washes a pilot .,a pilot is washed by a physician .,The pilot was washed .,the pilot was washed .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"There was a hurting event involving a kid and a king.
The one who did it was a kid.
The one it happened to was a king.

Bridget asked, ""What happened?""
Mary answered, ""A kid hurts a king.""

There was a washing event involving a physician and a pilot.
The one who did it was a physician.
The one it happened to was a pilot.

Bridget asked, ""What happened?""
Mary answered, ""The"," pilot was washed.""

There was a hurting event involving a pilot and a physician.
The one who did it was a pilot"
31,prompt_passive,passive,a physician washes a pilot .,a pilot is washed by a physician .,The pilot was washed .,the pilot was washed .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"There was a hurting event involving a kid and a king.
The one who did it was a kid.
The one it happened to was a king.

Bridget asked, ""What happened?""
Mary answered, ""A king is hurt by a kid.""

There was a washing event involving a physician and a pilot.
The one who did it was a physician.
The one it happened to was a pilot.

Bridget asked, ""What happened?""
Mary answered, ""The"," pilot was washed.""

There was a hurting event involving a pilot and a physician.
The one who did it was a pilot"
31,prompt_filler,filler,a physician washes a pilot .,a pilot is washed by a physician .,The pilot was washed .,the pilot was washed .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The market opened after sunrise.""

There was a washing event involving a physician and a pilot.
The one who did it was a physician.
The one it happened to was a pilot.

Bridget asked, ""What happened?""
Mary answered, ""The"," pilot was washed.""

The washing event was a shower.
The physician did it.
The pilot was the one who got it"
32,prompt_no_demo,no_demo,a brother surprises a buddy .,a buddy is surprised by a brother .,The brother did it to the buddy .,the brother did it to the buddy .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,True,"There was a surprising event involving a brother and a buddy.
The one who did it was a brother.
The one it happened to was a buddy.

Bridget asked, ""What happened?""
Mary answered, ""The"," brother did it to the buddy.""

Bridget asked, ""Who did it?""
Mary answered, ""The brother.""

"
32,prompt_filler,filler,a brother surprises a buddy .,a buddy is surprised by a brother .,The brother did it to the buddy .,the brother did it to the buddy .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The blanket dried on the line.""

There was a surprising event involving a brother and a buddy.
The one who did it was a brother.
The one it happened to was a buddy.

Bridget asked, ""What happened?""
Mary answered, ""The"," brother did it to the buddy.""

Bridget asked, ""What happened?""
Mary answered, ""The brother did it"
34,prompt_passive,passive,a soldier hurries a son .,a son is hurried by a soldier .,The son is hurrying to the soldier .,the son is hurrying to the soldier .,active_progressive_intransitive_pp,be_ing_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"There was a bothering event involving a mayor and a minister.
The one who did it was a mayor.
The one it happened to was a minister.

Bridget asked, ""What happened?""
Mary answered, ""A minister is bothered by a mayor.""

There was a hurrying event involving a soldier and a son.
The one who did it was a soldier.
The one it happened to was a son.

Bridget asked, ""What happened?""
Mary answered, ""The"," son is hurrying to the soldier.""

There was a meeting involving a mayor and a minister.
The one who did it"
34,prompt_no_demo,no_demo,a soldier hurries a son .,a son is hurried by a soldier .,The soldier was killed in the event .,the soldier was killed in the event .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"There was a hurrying event involving a soldier and a son.
The one who did it was a soldier.
The one it happened to was a son.

Bridget asked, ""What happened?""
Mary answered, ""The"," soldier was killed in the event.""

Bridget asked, ""What was the event?""
Mary answered, ""The event"
34,prompt_filler,filler,a soldier hurries a son .,a son is hurried by a soldier .,The soldier ran away from the son .,the soldier ran away from the son .,active_other,finite_verb_noncanonical_complement,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The baker laughed during breakfast.""

There was a hurrying event involving a soldier and a son.
The one who did it was a soldier.
The one it happened to was a son.

Bridget asked, ""What happened?""
Mary answered, ""The"," soldier ran away from the son.""

Bridget asked, ""What happened?""
Mary answered, ""The baker ran away"
35,prompt_no_demo,no_demo,a woman hurts a worker .,a worker is hurt by a woman .,The woman who was a worker was hurt by the woman who was not a worker .,the woman who was a worker was hurt by the woman who was not a worker .,other_relative_identity_clause,one_who_did_it_pattern,passive_like,patient>(agent),passive_pattern_detected,other,other,True,True,"There was a hurting event involving a woman and a worker.
The one who did it was a woman.
The one it happened to was a worker.

Bridget asked, ""What happened?""
Mary answered, ""The"," woman who was a worker was hurt by the woman who was not a worker.""

Bridget asked, ""What happened"
35,prompt_filler,filler,a woman hurts a worker .,a worker is hurt by a woman .,The signal flickered across the screen .,the signal flickered across the screen .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The signal flickered across the screen.""

There was a hurting event involving a woman and a worker.
The one who did it was a woman.
The one it happened to was a worker.

Bridget asked, ""What happened?""
Mary answered, ""The"," signal flickered across the screen.""

The signal flickered across the screen.
The one who did it was a woman.
"
36,prompt_no_demo,no_demo,a son follows a student .,a student is followed by a son .,The one who did it was a son .,the one who did it was a son .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a following event involving a son and a student.
The one who did it was a son.
The one it happened to was a student.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was a son.""
Bridget asked, ""What happened to the one it happened to?""
Mary"
37,prompt_filler,filler,an adult judges an attorney .,an attorney is judged by an adult .,The judge ruled in favor of the attorney .,the judge ruled in favor of the attorney .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The kettle whistled in the kitchen.""

There was a judging event involving an adult and an attorney.
The one who did it was an adult.
The one it happened to was an attorney.

Bridget asked, ""What happened?""
Mary answered, ""The"," judge ruled in favor of the attorney.""

In the first scenario, the adult did something to the attorney, and the attorney"
38,prompt_no_demo,no_demo,a buddy grabs a candidate .,a candidate is grabbed by a buddy .,The one who did it was a buddy .,the one who did it was a buddy .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a grabbing event involving a buddy and a candidate.
The one who did it was a buddy.
The one it happened to was a candidate.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was a buddy.""
Bridget asked, ""What happened to the candidate?""
Mary answered, """
38,prompt_filler,filler,a buddy grabs a candidate .,a candidate is grabbed by a buddy .,The candidate was grabbed .,the candidate was grabbed .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The garden brightened after rain.""

There was a grabbing event involving a buddy and a candidate.
The one who did it was a buddy.
The one it happened to was a candidate.

Bridget asked, ""What happened?""
Mary answered, ""The"," candidate was grabbed.""

The candidate was a friend of Bridget's.
Bridget was a friend of Mary's.
"
40,prompt_passive,passive,a woman hurries a worker .,a worker is hurried by a woman .,The worker is hurrying because of a woman .,the worker is hurrying because of a woman .,active_progressive_intransitive,be_ing_no_object,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"There was a destroying event involving a guest and a guy.
The one who did it was a guest.
The one it happened to was a guy.

Bridget asked, ""What happened?""
Mary answered, ""A guy is destroyed by a guest.""

There was a hurrying event involving a woman and a worker.
The one who did it was a woman.
The one it happened to was a worker.

Bridget asked, ""What happened?""
Mary answered, ""The"," worker is hurrying because of a woman.""

There was a destroying event involving a guest and a guy.
The one who"
40,prompt_no_demo,no_demo,a woman hurries a worker .,a worker is hurried by a woman .,The woman who was working in the factory was hit by a truck .,the woman who was working in the factory was hit by a truck .,other_relative_identity_clause,one_who_did_it_pattern,passive_like,patient>(agent),passive_pattern_detected,other,other,True,True,"There was a hurrying event involving a woman and a worker.
The one who did it was a woman.
The one it happened to was a worker.

Bridget asked, ""What happened?""
Mary answered, ""The"," woman who was working in the factory was hit by a truck.""

Bridget asked, ""Who was it?""
Mary"
43,prompt_no_demo,no_demo,a bishop strikes a boy .,a boy is struck by a bishop .,The bishop did it to the boy .,the bishop did it to the boy .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,True,"There was a striking event involving a bishop and a boy.
The one who did it was a bishop.
The one it happened to was a boy.

Bridget asked, ""What happened?""
Mary answered, ""The"," bishop did it to the boy.""

Bridget asked, ""What did the bishop do?""
Mary answered, ""He"
43,prompt_filler,filler,a bishop strikes a boy .,a boy is struck by a bishop .,The bishop did it to the boy .,the bishop did it to the boy .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The sculpture stood in the hallway.""

There was a striking event involving a bishop and a boy.
The one who did it was a bishop.
The one it happened to was a boy.

Bridget asked, ""What happened?""
Mary answered, ""The"," bishop did it to the boy.""

The bishop was a boy.
The boy was a bishop.

Bridget asked,"
44,prompt_no_demo,no_demo,an adult asks an attorney .,an attorney is asked by an adult .,The adult was involved in the asking event .,the adult was involved in the asking event .,copular_participial,be_participial_no_by,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a asking event involving an adult and an attorney.
The one who did it was an adult.
The one it happened to was an attorney.

Bridget asked, ""What happened?""
Mary answered, ""The"," adult was involved in the asking event.""
Bridget asked, ""What was the asking event?""
Mary answered, """
44,prompt_filler,filler,an adult asks an attorney .,an attorney is asked by an adult .,The captain waited beside the harbor .,the captain waited beside the harbor .,active_other,finite_verb_noncanonical_complement,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The captain waited beside the harbor.""

There was a asking event involving an adult and an attorney.
The one who did it was an adult.
The one it happened to was an attorney.

Bridget asked, ""What happened?""
Mary answered, ""The"," captain waited beside the harbor.""

The adult was the captain.
The attorney was the one who did it.
The attorney was"
45,prompt_no_demo,no_demo,a lawyer understands a leader .,a leader is understood by a lawyer .,"The lawyer was involved in the event, and the leader was affected by it .","the lawyer was involved in the event, and the leader was affected by it .",other_coordinate_multiclause,coordination_with_punctuation,passive_like,patient>(agent),passive_pattern_detected,other,other,True,True,"There was a understanding event involving a lawyer and a leader.
The one who did it was a lawyer.
The one it happened to was a leader.

Bridget asked, ""What happened?""
Mary answered, ""The"," lawyer was involved in the event, and the leader was affected by it.""

Bridget asked, ""What was the"
