item_index,prompt_template,prime_condition,prime_structure,prime_sentence,target_active,target_passive,prompt,choice_target,active_choice_logprob,passive_choice_logprob,passive_minus_active_logprob,active_choice_logprob_sum,passive_choice_logprob_sum,passive_minus_active_logprob_sum,active_target_token_count,passive_target_token_count,chosen_structure,passive_choice_indicator
3,processing_teacher_forced,no_prime_empty,no_prime_empty,,the franorbav grifimloms the smesilrab .,the smesilrab is grifimlomed by the franorbav .,,full_sentence_processing,-7.979117393493652,-7.270362006293403,0.7087553872002497,-127.66587829589844,-130.86651611328125,-3.2006378173828125,16,18,passive,1.0
3,processing_teacher_forced,filler,filler,The claven morged through selven .,the franorbav grifimloms the smesilrab .,the smesilrab is grifimlomed by the franorbav .,The claven morged through selven . ,full_sentence_processing,-7.541223526000977,-7.180002848307292,0.3612206776936846,-120.65957641601562,-129.24005126953125,-8.580474853515625,16,18,passive,1.0
4,processing_teacher_forced,active,active,a vratorrud kvesornefs a zlosillom .,the smevakrab zlodulfined the kvenorkul .,the kvenorkul was zlodulfined by the smevakrab .,a vratorrud kvesornefs a zlosillom . ,full_sentence_processing,-7.180593490600586,-6.405704074435764,0.7748894161648217,-114.88949584960938,-115.30267333984375,-0.413177490234375,16,18,passive,1.0
4,processing_teacher_forced,passive,passive,a zlosillom is kvesornefed by a vratorrud .,the smevakrab zlodulfined the kvenorkul .,the kvenorkul was zlodulfined by the smevakrab .,a zlosillom is kvesornefed by a vratorrud . ,full_sentence_processing,-6.523859024047852,-5.729713439941406,0.7941455841064453,-104.38174438476562,-103.13484191894531,1.2469024658203125,16,18,passive,1.0
4,processing_teacher_forced,no_prime_eos,no_prime_eos,,the smevakrab zlodulfined the kvenorkul .,the kvenorkul was zlodulfined by the smevakrab .,<|endoftext|> ,full_sentence_processing,-7.743454933166504,-7.043464660644531,0.6999902725219727,-123.89527893066406,-126.78236389160156,-2.8870849609375,16,18,passive,1.0
4,processing_teacher_forced,no_prime_empty,no_prime_empty,,the smevakrab zlodulfined the kvenorkul .,the kvenorkul was zlodulfined by the smevakrab .,,full_sentence_processing,-7.219142913818359,-6.698887295193142,0.5202556186252174,-115.50628662109375,-120.57997131347656,-5.0736846923828125,16,18,passive,1.0
4,processing_teacher_forced,filler,filler,The trassel fented beside murven .,the smevakrab zlodulfined the kvenorkul .,the kvenorkul was zlodulfined by the smevakrab .,The trassel fented beside murven . ,full_sentence_processing,-7.348359107971191,-6.73100111219618,0.617357995775011,-117.57374572753906,-121.15802001953125,-3.5842742919921875,16,18,passive,1.0
5,processing_teacher_forced,active,active,a frataflom zraruklomed a druvarmur .,the skozemdil smenelmurs the vrefimdil .,the vrefimdil is smenelmured by the skozemdil .,a frataflom zraruklomed a druvarmur . ,full_sentence_processing,-5.676898956298828,-5.613619232177735,0.0632797241210934,-102.1841812133789,-112.27238464355469,-10.088203430175781,18,20,passive,1.0
5,processing_teacher_forced,passive,passive,a druvarmur was zraruklomed by a frataflom .,the skozemdil smenelmurs the vrefimdil .,the vrefimdil is smenelmured by the skozemdil .,a druvarmur was zraruklomed by a frataflom . ,full_sentence_processing,-5.418057335747613,-5.324497985839844,0.09355934990776937,-97.52503204345703,-106.48995971679688,-8.964927673339844,18,20,passive,1.0
5,processing_teacher_forced,no_prime_eos,no_prime_eos,,the skozemdil smenelmurs the vrefimdil .,the vrefimdil is smenelmured by the skozemdil .,<|endoftext|> ,full_sentence_processing,-6.317450205485026,-6.369729232788086,-0.05227902730305978,-113.71410369873047,-127.39458465576172,-13.68048095703125,18,20,active,0.0
5,processing_teacher_forced,no_prime_empty,no_prime_empty,,the skozemdil smenelmurs the vrefimdil .,the vrefimdil is smenelmured by the skozemdil .,,full_sentence_processing,-6.147344377305773,-6.109445190429687,0.03789918687608562,-110.6521987915039,-122.18890380859375,-11.536705017089844,18,20,passive,1.0
5,processing_teacher_forced,filler,filler,The drimlet vorked before talven .,the skozemdil smenelmurs the vrefimdil .,the vrefimdil is smenelmured by the skozemdil .,The drimlet vorked before talven . ,full_sentence_processing,-5.831804487440321,-5.893879699707031,-0.06207521226671009,-104.97248077392578,-117.87759399414062,-12.905113220214844,18,20,active,0.0
6,processing_teacher_forced,active,active,a vranorked smegafdiled a smezemlom .,the fradullom grifimloms the vrasilvol .,the vrasilvol is grifimlomed by the fradullom .,a vranorked smegafdiled a smezemlom . ,full_sentence_processing,-5.790583610534668,-5.5569814046223955,0.23360220591227243,-92.64933776855469,-100.02566528320312,-7.3763275146484375,16,18,passive,1.0
6,processing_teacher_forced,passive,passive,a smezemlom was smegafdiled by a vranorked .,the fradullom grifimloms the vrasilvol .,the vrasilvol is grifimlomed by the fradullom .,a smezemlom was smegafdiled by a vranorked . ,full_sentence_processing,-5.831863880157471,-5.310767703586155,0.5210961765713158,-93.30982208251953,-95.59381866455078,-2.28399658203125,16,18,passive,1.0
6,processing_teacher_forced,no_prime_eos,no_prime_eos,,the fradullom grifimloms the vrasilvol .,the vrasilvol is grifimlomed by the fradullom .,<|endoftext|> ,full_sentence_processing,-7.500116348266602,-6.802829318576389,0.6972870296902123,-120.00186157226562,-122.450927734375,-2.449066162109375,16,18,passive,1.0
6,processing_teacher_forced,no_prime_empty,no_prime_empty,,the fradullom grifimloms the vrasilvol .,the vrasilvol is grifimlomed by the fradullom .,,full_sentence_processing,-6.976662635803223,-6.379238128662109,0.5974245071411133,-111.62660217285156,-114.82628631591797,-3.1996841430664062,16,18,passive,1.0
6,processing_teacher_forced,filler,filler,The drimlet vorked before talven .,the fradullom grifimloms the vrasilvol .,the vrasilvol is grifimlomed by the fradullom .,The drimlet vorked before talven . ,full_sentence_processing,-6.63409423828125,-6.3475799560546875,0.2865142822265625,-106.1455078125,-114.25643920898438,-8.110931396484375,16,18,passive,1.0
7,processing_teacher_forced,active,active,the skozemdil zrazemgors the plolodnef .,a vretortas skotafruded a vramolsim .,a vramolsim was skotafruded by a vretortas .,the skozemdil zrazemgors the plolodnef . ,full_sentence_processing,-6.8703389167785645,-6.5766173468695746,0.2937215699089899,-109.92542266845703,-118.37911224365234,-8.453689575195312,16,18,passive,1.0
7,processing_teacher_forced,passive,passive,the plolodnef is zrazemgored by the skozemdil .,a vretortas skotafruded a vramolsim .,a vramolsim was skotafruded by a vretortas .,the plolodnef is zrazemgored by the skozemdil . ,full_sentence_processing,-6.7322096824646,-6.093927171495226,0.6382825109693737,-107.7153549194336,-109.69068908691406,-1.9753341674804688,16,18,passive,1.0
7,processing_teacher_forced,no_prime_eos,no_prime_eos,,a vretortas skotafruded a vramolsim .,a vramolsim was skotafruded by a vretortas .,<|endoftext|> ,full_sentence_processing,-7.5443220138549805,-6.765936533610026,0.7783854802449541,-120.70915222167969,-121.78685760498047,-1.0777053833007812,16,18,passive,1.0
7,processing_teacher_forced,no_prime_empty,no_prime_empty,,a vretortas skotafruded a vramolsim .,a vramolsim was skotafruded by a vretortas .,,full_sentence_processing,-7.150933742523193,-6.377471076117621,0.7734626664055719,-114.4149398803711,-114.79447937011719,-0.37953948974609375,16,18,passive,1.0
7,processing_teacher_forced,filler,filler,The drasken yelped on fralden .,a vretortas skotafruded a vramolsim .,a vramolsim was skotafruded by a vretortas .,The drasken yelped on fralden . ,full_sentence_processing,-6.98872184753418,-6.457903120252821,0.5308187272813587,-111.81954956054688,-116.24225616455078,-4.422706604003906,16,18,passive,1.0
8,processing_teacher_forced,active,active,the vrefimdil drupemzirs the zraduldil .,a tlunelsel smedulpaved a brisilsel .,a brisilsel was smedulpaved by a tlunelsel .,the vrefimdil drupemzirs the zraduldil . ,full_sentence_processing,-6.957964897155762,-6.534600575764974,0.42336432139078806,-111.32743835449219,-117.62281036376953,-6.295372009277344,16,18,passive,1.0
8,processing_teacher_forced,passive,passive,the zraduldil is drupemzired by the vrefimdil .,a tlunelsel smedulpaved a brisilsel .,a brisilsel was smedulpaved by a tlunelsel .,the zraduldil is drupemzired by the vrefimdil . ,full_sentence_processing,-6.819111347198486,-5.961594051784939,0.8575172954135475,-109.10578155517578,-107.3086929321289,1.797088623046875,16,18,passive,1.0
8,processing_teacher_forced,no_prime_eos,no_prime_eos,,a tlunelsel smedulpaved a brisilsel .,a brisilsel was smedulpaved by a tlunelsel .,<|endoftext|> ,full_sentence_processing,-8.458702087402344,-7.351877000596788,1.1068250868055554,-135.3392333984375,-132.3337860107422,3.0054473876953125,16,18,passive,1.0
8,processing_teacher_forced,no_prime_empty,no_prime_empty,,a tlunelsel smedulpaved a brisilsel .,a brisilsel was smedulpaved by a tlunelsel .,,full_sentence_processing,-7.280195713043213,-7.155544704861111,0.12465100818210217,-116.4831314086914,-128.7998046875,-12.316673278808594,16,18,passive,1.0
8,processing_teacher_forced,filler,filler,The vornel stonned during nalven .,a tlunelsel smedulpaved a brisilsel .,a brisilsel was smedulpaved by a tlunelsel .,The vornel stonned during nalven . ,full_sentence_processing,-7.346702575683594,-6.839862399631077,0.506840176052517,-117.5472412109375,-123.11752319335938,-5.570281982421875,16,18,passive,1.0
9,processing_teacher_forced,active,active,a smezemlom grinelloms a brikudtas .,the smepemgor klonorruded the plokudsel .,the plokudsel was klonorruded by the smepemgor .,a smezemlom grinelloms a brikudtas . ,full_sentence_processing,-7.4826604207356775,-6.7102203369140625,0.772440083821615,-112.23990631103516,-114.07374572753906,-1.8338394165039062,15,17,passive,1.0
9,processing_teacher_forced,passive,passive,a brikudtas is grinellomed by a smezemlom .,the smepemgor klonorruded the plokudsel .,the plokudsel was klonorruded by the smepemgor .,a brikudtas is grinellomed by a smezemlom . ,full_sentence_processing,-7.214312744140625,-6.212668474982767,1.0016442691578584,-108.21469116210938,-105.61536407470703,2.5993270874023438,15,17,passive,1.0
9,processing_teacher_forced,no_prime_eos,no_prime_eos,,the smepemgor klonorruded the plokudsel .,the plokudsel was klonorruded by the smepemgor .,<|endoftext|> ,full_sentence_processing,-8.661958821614583,-7.526640050551471,1.1353187710631119,-129.92938232421875,-127.952880859375,1.97650146484375,15,17,passive,1.0
9,processing_teacher_forced,no_prime_empty,no_prime_empty,,the smepemgor klonorruded the plokudsel .,the plokudsel was klonorruded by the smepemgor .,,full_sentence_processing,-8.073018391927084,-7.4149035285500915,0.6581148633769924,-121.09527587890625,-126.05335998535156,-4.9580841064453125,15,17,passive,1.0
9,processing_teacher_forced,filler,filler,The noster glimmed near varset .,the smepemgor klonorruded the plokudsel .,the plokudsel was klonorruded by the smepemgor .,The noster glimmed near varset . ,full_sentence_processing,-8.01819305419922,-7.195220049689798,0.8229730045094215,-120.27289581298828,-122.31874084472656,-2.0458450317382812,15,17,passive,1.0
10,processing_teacher_forced,active,active,a smezemlom kvevarmurs a plovakzir .,the mnidulzom grinellomed the mnikudpav .,the mnikudpav was grinellomed by the mnidulzom .,a smezemlom kvevarmurs a plovakzir . ,full_sentence_processing,-6.492831959443934,-5.972797594572368,0.5200343648715657,-110.37814331054688,-113.483154296875,-3.105010986328125,17,19,passive,1.0
10,processing_teacher_forced,passive,passive,a plovakzir is kvevarmured by a smezemlom .,the mnidulzom grinellomed the mnikudpav .,the mnikudpav was grinellomed by the mnidulzom .,a plovakzir is kvevarmured by a smezemlom . ,full_sentence_processing,-6.369646408978631,-5.6248626708984375,0.7447837380801934,-108.28398895263672,-106.87239074707031,1.4115982055664062,17,19,passive,1.0
10,processing_teacher_forced,no_prime_eos,no_prime_eos,,the mnidulzom grinellomed the mnikudpav .,the mnikudpav was grinellomed by the mnidulzom .,<|endoftext|> ,full_sentence_processing,-7.813119327320772,-6.526539451197574,1.2865798761231977,-132.82302856445312,-124.0042495727539,8.818778991699219,17,19,passive,1.0
10,processing_teacher_forced,no_prime_empty,no_prime_empty,,the mnidulzom grinellomed the mnikudpav .,the mnikudpav was grinellomed by the mnidulzom .,,full_sentence_processing,-7.369295905618107,-6.350677891781456,1.018618013836651,-125.27803039550781,-120.66287994384766,4.615150451660156,17,19,passive,1.0
10,processing_teacher_forced,filler,filler,The trasket draved on molven .,the mnidulzom grinellomed the mnikudpav .,the mnikudpav was grinellomed by the mnidulzom .,The trasket draved on molven . ,full_sentence_processing,-7.207403743968291,-6.327340778551604,0.8800629654166867,-122.52586364746094,-120.21947479248047,2.3063888549804688,17,19,passive,1.0
11,processing_teacher_forced,active,active,a mnidulzom kvevarmured a smepimzir .,the zraduldil kvezemrabs the tlumolvek .,the tlumolvek is kvezemrabed by the zraduldil .,a mnidulzom kvevarmured a smepimzir . ,full_sentence_processing,-6.704038732192096,-6.237003527189556,0.46703520500254037,-113.96865844726562,-118.50306701660156,-4.5344085693359375,17,19,passive,1.0
11,processing_teacher_forced,passive,passive,a smepimzir was kvevarmured by a mnidulzom .,the zraduldil kvezemrabs the tlumolvek .,the tlumolvek is kvezemrabed by the zraduldil .,a smepimzir was kvevarmured by a mnidulzom . ,full_sentence_processing,-6.697534000172334,-5.820695575914885,0.876838424257449,-113.85807800292969,-110.59321594238281,3.264862060546875,17,19,passive,1.0
11,processing_teacher_forced,no_prime_eos,no_prime_eos,,the zraduldil kvezemrabs the tlumolvek .,the tlumolvek is kvezemrabed by the zraduldil .,<|endoftext|> ,full_sentence_processing,-7.906933952780331,-7.42932851690995,0.4776054358703803,-134.41787719726562,-141.15724182128906,-6.7393646240234375,17,19,passive,1.0
11,processing_teacher_forced,no_prime_empty,no_prime_empty,,the zraduldil kvezemrabs the tlumolvek .,the tlumolvek is kvezemrabed by the zraduldil .,,full_sentence_processing,-7.796149758731618,-7.136348523591694,0.6598012351399234,-132.5345458984375,-135.5906219482422,-3.0560760498046875,17,19,passive,1.0
11,processing_teacher_forced,filler,filler,The noster glimmed near varset .,the zraduldil kvezemrabs the tlumolvek .,the tlumolvek is kvezemrabed by the zraduldil .,The noster glimmed near varset . ,full_sentence_processing,-7.582345401539522,-7.008548134251645,0.573797267287877,-128.89987182617188,-133.16241455078125,-4.262542724609375,17,19,passive,1.0
12,processing_teacher_forced,active,active,the vramolsim vregafvols the smekudlom .,a fradulvek grineldiled a tlumolvek .,a tlumolvek was grineldiled by a fradulvek .,the vramolsim vregafvols the smekudlom . ,full_sentence_processing,-6.599469801958869,-6.281647130062706,0.3178226718961632,-112.19098663330078,-119.3512954711914,-7.160308837890625,17,19,passive,1.0
12,processing_teacher_forced,passive,passive,the smekudlom is vregafvoled by the vramolsim .,a fradulvek grineldiled a tlumolvek .,a tlumolvek was grineldiled by a fradulvek .,the smekudlom is vregafvoled by the vramolsim . ,full_sentence_processing,-6.5268568151137405,-6.09151900442023,0.4353378106935102,-110.9565658569336,-115.73886108398438,-4.782295227050781,17,19,passive,1.0
12,processing_teacher_forced,no_prime_eos,no_prime_eos,,a fradulvek grineldiled a tlumolvek .,a tlumolvek was grineldiled by a fradulvek .,<|endoftext|> ,full_sentence_processing,-7.286276873420267,-7.513512059261925,-0.22723518584165792,-123.86670684814453,-142.75672912597656,-18.89002227783203,17,19,active,0.0
12,processing_teacher_forced,no_prime_empty,no_prime_empty,,a fradulvek grineldiled a tlumolvek .,a tlumolvek was grineldiled by a fradulvek .,,full_sentence_processing,-7.019022324505975,-6.663318834806743,0.3557034896992315,-119.32337951660156,-126.60305786132812,-7.2796783447265625,17,19,passive,1.0
12,processing_teacher_forced,filler,filler,The claven morged through selven .,a fradulvek grineldiled a tlumolvek .,a tlumolvek was grineldiled by a fradulvek .,The claven morged through selven . ,full_sentence_processing,-6.926768134622013,-6.6916246916118425,0.23514344301017065,-117.75505828857422,-127.140869140625,-9.385810852050781,17,19,passive,1.0
13,processing_teacher_forced,active,active,a vretortas drupemzirs a grivarbav .,the pnezebkul grifimlomed the smevakrab .,the smevakrab was grifimlomed by the pnezebkul .,a vretortas drupemzirs a grivarbav . ,full_sentence_processing,-7.35505272360409,-6.77977792840255,0.5752747952015405,-125.03589630126953,-128.81578063964844,-3.7798843383789062,17,19,passive,1.0
13,processing_teacher_forced,passive,passive,a grivarbav is drupemzired by a vretortas .,the pnezebkul grifimlomed the smevakrab .,the smevakrab was grifimlomed by the pnezebkul .,a grivarbav is drupemzired by a vretortas . ,full_sentence_processing,-6.971231797162225,-6.1809539794921875,0.7902778176700371,-118.51094055175781,-117.43812561035156,1.07281494140625,17,19,passive,1.0
13,processing_teacher_forced,no_prime_eos,no_prime_eos,,the pnezebkul grifimlomed the smevakrab .,the smevakrab was grifimlomed by the pnezebkul .,<|endoftext|> ,full_sentence_processing,-7.910578110638787,-7.001484118009868,0.909093992628919,-134.47982788085938,-133.0281982421875,1.451629638671875,17,19,passive,1.0
13,processing_teacher_forced,no_prime_empty,no_prime_empty,,the pnezebkul grifimlomed the smevakrab .,the smevakrab was grifimlomed by the pnezebkul .,,full_sentence_processing,-7.578277587890625,-6.773398148386102,0.8048794395045231,-128.83071899414062,-128.69456481933594,0.1361541748046875,17,19,passive,1.0
13,processing_teacher_forced,filler,filler,The plinter drossed in marven .,the pnezebkul grifimlomed the smevakrab .,the smevakrab was grifimlomed by the pnezebkul .,The plinter drossed in marven . ,full_sentence_processing,-7.681365966796875,-6.7999926115337175,0.8813733552631575,-130.58322143554688,-129.19985961914062,1.38336181640625,17,19,passive,1.0
14,processing_teacher_forced,active,active,the vretafzir vregafvols the klogafrud .,a vrefimdil vrerukgored a grisortas .,a grisortas was vrerukgored by a vrefimdil .,the vretafzir vregafvols the klogafrud . ,full_sentence_processing,-6.15593495088465,-6.022724352384868,0.13321059849978223,-104.65089416503906,-114.4317626953125,-9.780868530273438,17,19,passive,1.0
14,processing_teacher_forced,passive,passive,the klogafrud is vregafvoled by the vretafzir .,a vrefimdil vrerukgored a grisortas .,a grisortas was vrerukgored by a vrefimdil .,the klogafrud is vregafvoled by the vretafzir . ,full_sentence_processing,-6.266965529497932,-5.713438335217927,0.5535271942800044,-106.53841400146484,-108.55532836914062,-2.0169143676757812,17,19,passive,1.0
14,processing_teacher_forced,no_prime_eos,no_prime_eos,,a vrefimdil vrerukgored a grisortas .,a grisortas was vrerukgored by a vrefimdil .,<|endoftext|> ,full_sentence_processing,-7.407967960133272,-6.774565847296464,0.6334021128368077,-125.93545532226562,-128.7167510986328,-2.7812957763671875,17,19,passive,1.0
14,processing_teacher_forced,no_prime_empty,no_prime_empty,,a vrefimdil vrerukgored a grisortas .,a grisortas was vrerukgored by a vrefimdil .,,full_sentence_processing,-6.816512612735524,-6.377424541272615,0.4390880714629093,-115.8807144165039,-121.17106628417969,-5.290351867675781,17,19,passive,1.0
14,processing_teacher_forced,filler,filler,The slinter maved after bralken .,a vrefimdil vrerukgored a grisortas .,a grisortas was vrerukgored by a vrefimdil .,The slinter maved after bralken . ,full_sentence_processing,-6.867155187270221,-6.394722386410362,0.47243280085985884,-116.74163818359375,-121.49972534179688,-4.758087158203125,17,19,passive,1.0
15,processing_teacher_forced,active,active,the vretafzir smevarbavs the vranorked .,a frazemzom smegafdiled a vrepimpav .,a vrepimpav was smegafdiled by a frazemzom .,the vretafzir smevarbavs the vranorked . ,full_sentence_processing,-6.505182602826287,-5.986377916837993,0.518804685988294,-110.58810424804688,-113.74118041992188,-3.153076171875,17,19,passive,1.0
15,processing_teacher_forced,passive,passive,the vranorked is smevarbaved by the vretafzir .,a frazemzom smegafdiled a vrepimpav .,a vrepimpav was smegafdiled by a frazemzom .,the vranorked is smevarbaved by the vretafzir . ,full_sentence_processing,-6.531379699707031,-5.695440191971628,0.8359395077354028,-111.03345489501953,-108.21336364746094,2.8200912475585938,17,19,passive,1.0
15,processing_teacher_forced,no_prime_eos,no_prime_eos,,a frazemzom smegafdiled a vrepimpav .,a vrepimpav was smegafdiled by a frazemzom .,<|endoftext|> ,full_sentence_processing,-8.331813139073988,-7.578611675061677,0.753201464012311,-141.6408233642578,-143.99362182617188,-2.3527984619140625,17,19,passive,1.0
15,processing_teacher_forced,no_prime_empty,no_prime_empty,,a frazemzom smegafdiled a vrepimpav .,a vrepimpav was smegafdiled by a frazemzom .,,full_sentence_processing,-7.987579345703125,-7.068239713969984,0.9193396317331413,-135.78884887695312,-134.2965545654297,1.4922943115234375,17,19,passive,1.0
15,processing_teacher_forced,filler,filler,The plinter drossed in marven .,a frazemzom smegafdiled a vrepimpav .,a vrepimpav was smegafdiled by a frazemzom .,The plinter drossed in marven . ,full_sentence_processing,-7.957806755514706,-7.316986887078536,0.6408198684361697,-135.28271484375,-139.0227508544922,-3.7400360107421875,17,19,passive,1.0
16,processing_teacher_forced,active,active,a smenelsel drupemzired a frataflom .,the frapemsim kvezemrabs the skozebsel .,the skozebsel is kvezemrabed by the frapemsim .,a smenelsel drupemzired a frataflom . ,full_sentence_processing,-7.381792068481445,-6.825623830159505,0.5561682383219404,-118.10867309570312,-122.8612289428711,-4.752555847167969,16,18,passive,1.0
16,processing_teacher_forced,passive,passive,a frataflom was drupemzired by a smenelsel .,the frapemsim kvezemrabs the skozebsel .,the skozebsel is kvezemrabed by the frapemsim .,a frataflom was drupemzired by a smenelsel . ,full_sentence_processing,-7.372309684753418,-6.580203586154514,0.7921060985989037,-117.95695495605469,-118.44366455078125,-0.4867095947265625,16,18,passive,1.0
16,processing_teacher_forced,no_prime_eos,no_prime_eos,,the frapemsim kvezemrabs the skozebsel .,the skozebsel is kvezemrabed by the frapemsim .,<|endoftext|> ,full_sentence_processing,-8.105948448181152,-7.480104234483507,0.6258442136976452,-129.69517517089844,-134.64187622070312,-4.9467010498046875,16,18,passive,1.0
16,processing_teacher_forced,no_prime_empty,no_prime_empty,,the frapemsim kvezemrabs the skozebsel .,the skozebsel is kvezemrabed by the frapemsim .,,full_sentence_processing,-7.6640214920043945,-7.386315239800347,0.2777062522040472,-122.62434387207031,-132.95367431640625,-10.329330444335938,16,18,passive,1.0
