condition,prompt,alpha,direction_type,random_id,group,prob_mass
human_ambiguous,The soldier,-2.0,random,7,Passive Entry (Auxiliaries),0.041712723672389984
human_ambiguous,The soldier,-2.0,random,7,Active Entry (Main Verbs),0.0001909805869217962
human_ambiguous,The soldier,-2.0,random,7,Unrelated (Control),0.008001811802387238
human_ambiguous,The girl,-2.0,random,8,Passive Entry (Auxiliaries),0.033893752843141556
human_ambiguous,The girl,-2.0,random,8,Active Entry (Main Verbs),0.00030113098910078406
human_ambiguous,The girl,-2.0,random,8,Unrelated (Control),0.0038769065868109465
human_ambiguous,The teacher,-2.0,random,8,Passive Entry (Auxiliaries),0.034497179090976715
human_ambiguous,The teacher,-2.0,random,8,Active Entry (Main Verbs),0.00030923340818844736
human_ambiguous,The teacher,-2.0,random,8,Unrelated (Control),0.0028127471450716257
human_ambiguous,The doctor,-2.0,random,8,Passive Entry (Auxiliaries),0.026768863201141357
human_ambiguous,The doctor,-2.0,random,8,Active Entry (Main Verbs),0.0004037753969896585
human_ambiguous,The doctor,-2.0,random,8,Unrelated (Control),0.0032884045504033566
human_ambiguous,The soldier,-2.0,random,8,Passive Entry (Auxiliaries),0.02439085952937603
human_ambiguous,The soldier,-2.0,random,8,Active Entry (Main Verbs),0.0002727690152823925
human_ambiguous,The soldier,-2.0,random,8,Unrelated (Control),0.0032099003437906504
human_ambiguous,The girl,-2.0,random,9,Passive Entry (Auxiliaries),0.0009836148237809539
human_ambiguous,The girl,-2.0,random,9,Active Entry (Main Verbs),5.833548493683338e-05
human_ambiguous,The girl,-2.0,random,9,Unrelated (Control),0.003894142573699355
human_ambiguous,The teacher,-2.0,random,9,Passive Entry (Auxiliaries),0.0008645051857456565
human_ambiguous,The teacher,-2.0,random,9,Active Entry (Main Verbs),5.418911314336583e-05
human_ambiguous,The teacher,-2.0,random,9,Unrelated (Control),0.0019238844979554415
human_ambiguous,The doctor,-2.0,random,9,Passive Entry (Auxiliaries),0.0011586688924580812
human_ambiguous,The doctor,-2.0,random,9,Active Entry (Main Verbs),6.3388652051799e-05
human_ambiguous,The doctor,-2.0,random,9,Unrelated (Control),0.0037098447792232037
human_ambiguous,The soldier,-2.0,random,9,Passive Entry (Auxiliaries),0.0008053036872297525
human_ambiguous,The soldier,-2.0,random,9,Active Entry (Main Verbs),5.46304218005389e-05
human_ambiguous,The soldier,-2.0,random,9,Unrelated (Control),0.003478284925222397
human_ambiguous,The girl,-2.0,random,10,Passive Entry (Auxiliaries),0.011463392525911331
human_ambiguous,The girl,-2.0,random,10,Active Entry (Main Verbs),0.00024954299442470074
human_ambiguous,The girl,-2.0,random,10,Unrelated (Control),0.0025941133499145508
human_ambiguous,The teacher,-2.0,random,10,Passive Entry (Auxiliaries),0.010498122312128544
human_ambiguous,The teacher,-2.0,random,10,Active Entry (Main Verbs),0.00030579528538510203
human_ambiguous,The teacher,-2.0,random,10,Unrelated (Control),0.004584716632962227
human_ambiguous,The doctor,-2.0,random,10,Passive Entry (Auxiliaries),0.011336070485413074
human_ambiguous,The doctor,-2.0,random,10,Active Entry (Main Verbs),0.00034053734270855784
human_ambiguous,The doctor,-2.0,random,10,Unrelated (Control),0.00373559957370162
human_ambiguous,The soldier,-2.0,random,10,Passive Entry (Auxiliaries),0.007346880156546831
human_ambiguous,The soldier,-2.0,random,10,Active Entry (Main Verbs),0.00031684208079241216
human_ambiguous,The soldier,-2.0,random,10,Unrelated (Control),0.0036085518077015877
human_ambiguous,The girl,-2.0,random,11,Passive Entry (Auxiliaries),0.012932679615914822
human_ambiguous,The girl,-2.0,random,11,Active Entry (Main Verbs),7.825308421161026e-05
human_ambiguous,The girl,-2.0,random,11,Unrelated (Control),0.0010371372336521745
human_ambiguous,The teacher,-2.0,random,11,Passive Entry (Auxiliaries),0.03388911113142967
human_ambiguous,The teacher,-2.0,random,11,Active Entry (Main Verbs),8.817410707706586e-05
human_ambiguous,The teacher,-2.0,random,11,Unrelated (Control),0.0015986526850610971
human_ambiguous,The doctor,-2.0,random,11,Passive Entry (Auxiliaries),0.010303572751581669
human_ambiguous,The doctor,-2.0,random,11,Active Entry (Main Verbs),0.00010150178422918543
human_ambiguous,The doctor,-2.0,random,11,Unrelated (Control),0.0027009767945855856
human_ambiguous,The soldier,-2.0,random,11,Passive Entry (Auxiliaries),0.028461214154958725
human_ambiguous,The soldier,-2.0,random,11,Active Entry (Main Verbs),0.00012823284487240016
human_ambiguous,The soldier,-2.0,random,11,Unrelated (Control),0.00416633440181613
human_ambiguous,The girl,-2.0,random,12,Passive Entry (Auxiliaries),0.06216293200850487
human_ambiguous,The girl,-2.0,random,12,Active Entry (Main Verbs),0.00038924894761294127
human_ambiguous,The girl,-2.0,random,12,Unrelated (Control),0.0012554492568597198
human_ambiguous,The teacher,-2.0,random,12,Passive Entry (Auxiliaries),0.0557040274143219
human_ambiguous,The teacher,-2.0,random,12,Active Entry (Main Verbs),0.00043060770258307457
human_ambiguous,The teacher,-2.0,random,12,Unrelated (Control),0.0012620240449905396
human_ambiguous,The doctor,-2.0,random,12,Passive Entry (Auxiliaries),0.06141145899891853
human_ambiguous,The doctor,-2.0,random,12,Active Entry (Main Verbs),0.0004135172348469496
human_ambiguous,The doctor,-2.0,random,12,Unrelated (Control),0.0011700078612193465
human_ambiguous,The soldier,-2.0,random,12,Passive Entry (Auxiliaries),0.043638523668050766
human_ambiguous,The soldier,-2.0,random,12,Active Entry (Main Verbs),0.0003676605992950499
human_ambiguous,The soldier,-2.0,random,12,Unrelated (Control),0.0015367268351837993
human_ambiguous,The girl,-2.0,random,13,Passive Entry (Auxiliaries),0.0026035206392407417
human_ambiguous,The girl,-2.0,random,13,Active Entry (Main Verbs),0.00017381823272444308
human_ambiguous,The girl,-2.0,random,13,Unrelated (Control),0.0043386234901845455
human_ambiguous,The teacher,-2.0,random,13,Passive Entry (Auxiliaries),0.004274447914212942
human_ambiguous,The teacher,-2.0,random,13,Active Entry (Main Verbs),9.342035627923906e-05
human_ambiguous,The teacher,-2.0,random,13,Unrelated (Control),0.004053107462823391
human_ambiguous,The doctor,-2.0,random,13,Passive Entry (Auxiliaries),0.00348801352083683
human_ambiguous,The doctor,-2.0,random,13,Active Entry (Main Verbs),0.00012090763630112633
human_ambiguous,The doctor,-2.0,random,13,Unrelated (Control),0.005942482501268387
human_ambiguous,The soldier,-2.0,random,13,Passive Entry (Auxiliaries),0.00565140089020133
human_ambiguous,The soldier,-2.0,random,13,Active Entry (Main Verbs),8.992032962851226e-05
human_ambiguous,The soldier,-2.0,random,13,Unrelated (Control),0.006256734486669302
human_ambiguous,The girl,-2.0,random,14,Passive Entry (Auxiliaries),0.00512299221009016
human_ambiguous,The girl,-2.0,random,14,Active Entry (Main Verbs),0.0006604428635910153
human_ambiguous,The girl,-2.0,random,14,Unrelated (Control),0.0007715396932326257
human_ambiguous,The teacher,-2.0,random,14,Passive Entry (Auxiliaries),0.003970968537032604
human_ambiguous,The teacher,-2.0,random,14,Active Entry (Main Verbs),0.00110892322845757
human_ambiguous,The teacher,-2.0,random,14,Unrelated (Control),0.0011040271492674947
human_ambiguous,The doctor,-2.0,random,14,Passive Entry (Auxiliaries),0.004402332939207554
human_ambiguous,The doctor,-2.0,random,14,Active Entry (Main Verbs),0.001278286101296544
human_ambiguous,The doctor,-2.0,random,14,Unrelated (Control),0.0013272229116410017
human_ambiguous,The soldier,-2.0,random,14,Passive Entry (Auxiliaries),0.009688138961791992
human_ambiguous,The soldier,-2.0,random,14,Active Entry (Main Verbs),0.0008005251875147223
human_ambiguous,The soldier,-2.0,random,14,Unrelated (Control),0.002033727476373315
human_ambiguous,The girl,-2.0,random,15,Passive Entry (Auxiliaries),0.01033767033368349
human_ambiguous,The girl,-2.0,random,15,Active Entry (Main Verbs),0.0035773138515651226
human_ambiguous,The girl,-2.0,random,15,Unrelated (Control),0.02482038550078869
human_ambiguous,The teacher,-2.0,random,15,Passive Entry (Auxiliaries),0.009417189285159111
human_ambiguous,The teacher,-2.0,random,15,Active Entry (Main Verbs),0.0035120605025440454
human_ambiguous,The teacher,-2.0,random,15,Unrelated (Control),0.014828390441834927
human_ambiguous,The doctor,-2.0,random,15,Passive Entry (Auxiliaries),0.009409640915691853
human_ambiguous,The doctor,-2.0,random,15,Active Entry (Main Verbs),0.003062531352043152
human_ambiguous,The doctor,-2.0,random,15,Unrelated (Control),0.023113975301384926
human_ambiguous,The soldier,-2.0,random,15,Passive Entry (Auxiliaries),0.007516978308558464
human_ambiguous,The soldier,-2.0,random,15,Active Entry (Main Verbs),0.0027592992410063744
human_ambiguous,The soldier,-2.0,random,15,Unrelated (Control),0.01750854216516018
human_ambiguous,The girl,-2.0,random,16,Passive Entry (Auxiliaries),0.03443363308906555
human_ambiguous,The girl,-2.0,random,16,Active Entry (Main Verbs),0.000407547689974308
human_ambiguous,The girl,-2.0,random,16,Unrelated (Control),0.005651167128235102
human_ambiguous,The teacher,-2.0,random,16,Passive Entry (Auxiliaries),0.033129919320344925
human_ambiguous,The teacher,-2.0,random,16,Active Entry (Main Verbs),0.0002947404864244163
human_ambiguous,The teacher,-2.0,random,16,Unrelated (Control),0.004370862618088722
human_ambiguous,The doctor,-2.0,random,16,Passive Entry (Auxiliaries),0.03034398704767227
human_ambiguous,The doctor,-2.0,random,16,Active Entry (Main Verbs),0.00042534887325018644
human_ambiguous,The doctor,-2.0,random,16,Unrelated (Control),0.007518224883824587
human_ambiguous,The soldier,-2.0,random,16,Passive Entry (Auxiliaries),0.019206078723073006
human_ambiguous,The soldier,-2.0,random,16,Active Entry (Main Verbs),0.00023973724455572665
human_ambiguous,The soldier,-2.0,random,16,Unrelated (Control),0.0035230049397796392
human_ambiguous,The girl,-2.0,random,17,Passive Entry (Auxiliaries),0.0005129911005496979
human_ambiguous,The girl,-2.0,random,17,Active Entry (Main Verbs),1.3946997569291852e-05
human_ambiguous,The girl,-2.0,random,17,Unrelated (Control),0.0002897528756875545
human_ambiguous,The teacher,-2.0,random,17,Passive Entry (Auxiliaries),0.007898752577602863
human_ambiguous,The teacher,-2.0,random,17,Active Entry (Main Verbs),6.761724944226444e-05
human_ambiguous,The teacher,-2.0,random,17,Unrelated (Control),0.0005144118331372738
human_ambiguous,The doctor,-2.0,random,17,Passive Entry (Auxiliaries),0.0019195846980437636
human_ambiguous,The doctor,-2.0,random,17,Active Entry (Main Verbs),1.531728048576042e-05
human_ambiguous,The doctor,-2.0,random,17,Unrelated (Control),0.0001489182614022866
human_ambiguous,The soldier,-2.0,random,17,Passive Entry (Auxiliaries),0.013714260421693325
human_ambiguous,The soldier,-2.0,random,17,Active Entry (Main Verbs),0.0001306391932303086
human_ambiguous,The soldier,-2.0,random,17,Unrelated (Control),0.0011015725322067738
human_ambiguous,The girl,-2.0,random,18,Passive Entry (Auxiliaries),0.008794782683253288
human_ambiguous,The girl,-2.0,random,18,Active Entry (Main Verbs),0.00019998374045826495
human_ambiguous,The girl,-2.0,random,18,Unrelated (Control),0.0024728775024414062
human_ambiguous,The teacher,-2.0,random,18,Passive Entry (Auxiliaries),0.008294796571135521
human_ambiguous,The teacher,-2.0,random,18,Active Entry (Main Verbs),0.00013019541802350432
human_ambiguous,The teacher,-2.0,random,18,Unrelated (Control),0.0014117187820374966
human_ambiguous,The doctor,-2.0,random,18,Passive Entry (Auxiliaries),0.0069806636311113834
human_ambiguous,The doctor,-2.0,random,18,Active Entry (Main Verbs),0.00021656938770320266
human_ambiguous,The doctor,-2.0,random,18,Unrelated (Control),0.002357166726142168
human_ambiguous,The soldier,-2.0,random,18,Passive Entry (Auxiliaries),0.00564918015152216
human_ambiguous,The soldier,-2.0,random,18,Active Entry (Main Verbs),0.00016282084106933326
human_ambiguous,The soldier,-2.0,random,18,Unrelated (Control),0.0014637818094342947
human_ambiguous,The girl,-2.0,random,19,Passive Entry (Auxiliaries),0.009556435979902744
human_ambiguous,The girl,-2.0,random,19,Active Entry (Main Verbs),0.00012119062739657238
human_ambiguous,The girl,-2.0,random,19,Unrelated (Control),0.005136321298778057
human_ambiguous,The teacher,-2.0,random,19,Passive Entry (Auxiliaries),0.00938497669994831
human_ambiguous,The teacher,-2.0,random,19,Active Entry (Main Verbs),6.974549614824355e-05
human_ambiguous,The teacher,-2.0,random,19,Unrelated (Control),0.0038557741791009903
human_ambiguous,The doctor,-2.0,random,19,Passive Entry (Auxiliaries),0.0122405169531703
human_ambiguous,The doctor,-2.0,random,19,Active Entry (Main Verbs),8.909276220947504e-05
human_ambiguous,The doctor,-2.0,random,19,Unrelated (Control),0.006327449344098568
human_ambiguous,The soldier,-2.0,random,19,Passive Entry (Auxiliaries),0.004584102891385555
human_ambiguous,The soldier,-2.0,random,19,Active Entry (Main Verbs),0.00010395109711680561
human_ambiguous,The soldier,-2.0,random,19,Unrelated (Control),0.006440665572881699
human_ambiguous,The girl,-1.75,PC1,-1,Passive Entry (Auxiliaries),0.012557163834571838
human_ambiguous,The girl,-1.75,PC1,-1,Active Entry (Main Verbs),8.570607315050438e-05
human_ambiguous,The girl,-1.75,PC1,-1,Unrelated (Control),0.012987511232495308
human_ambiguous,The teacher,-1.75,PC1,-1,Passive Entry (Auxiliaries),0.023160118609666824
human_ambiguous,The teacher,-1.75,PC1,-1,Active Entry (Main Verbs),8.728518150746822e-05
human_ambiguous,The teacher,-1.75,PC1,-1,Unrelated (Control),0.0068924701772630215
human_ambiguous,The doctor,-1.75,PC1,-1,Passive Entry (Auxiliaries),0.01060295570641756
human_ambiguous,The doctor,-1.75,PC1,-1,Active Entry (Main Verbs),6.239551294129342e-05
human_ambiguous,The doctor,-1.75,PC1,-1,Unrelated (Control),0.008412991650402546
human_ambiguous,The soldier,-1.75,PC1,-1,Passive Entry (Auxiliaries),0.017397867515683174
human_ambiguous,The soldier,-1.75,PC1,-1,Active Entry (Main Verbs),8.70639196364209e-05
human_ambiguous,The soldier,-1.75,PC1,-1,Unrelated (Control),0.011405969969928265
human_ambiguous,The girl,-1.75,random,0,Passive Entry (Auxiliaries),0.034067802131175995
human_ambiguous,The girl,-1.75,random,0,Active Entry (Main Verbs),0.0002170511579606682
human_ambiguous,The girl,-1.75,random,0,Unrelated (Control),0.0027682255022227764
human_ambiguous,The teacher,-1.75,random,0,Passive Entry (Auxiliaries),0.04414939135313034
human_ambiguous,The teacher,-1.75,random,0,Active Entry (Main Verbs),0.0002781990624498576
human_ambiguous,The teacher,-1.75,random,0,Unrelated (Control),0.002232545055449009
human_ambiguous,The doctor,-1.75,random,0,Passive Entry (Auxiliaries),0.031788233667612076
human_ambiguous,The doctor,-1.75,random,0,Active Entry (Main Verbs),0.0003267521387897432
human_ambiguous,The doctor,-1.75,random,0,Unrelated (Control),0.0024367147125303745
human_ambiguous,The soldier,-1.75,random,0,Passive Entry (Auxiliaries),0.025418277829885483
human_ambiguous,The soldier,-1.75,random,0,Active Entry (Main Verbs),0.00031733274227008224
human_ambiguous,The soldier,-1.75,random,0,Unrelated (Control),0.002456897171214223
human_ambiguous,The girl,-1.75,random,1,Passive Entry (Auxiliaries),0.01236830186098814
human_ambiguous,The girl,-1.75,random,1,Active Entry (Main Verbs),8.751900895731524e-05
human_ambiguous,The girl,-1.75,random,1,Unrelated (Control),0.0013827938819304109
human_ambiguous,The teacher,-1.75,random,1,Passive Entry (Auxiliaries),0.0439751073718071
human_ambiguous,The teacher,-1.75,random,1,Active Entry (Main Verbs),0.0001918129564728588
human_ambiguous,The teacher,-1.75,random,1,Unrelated (Control),0.0011861671227961779
human_ambiguous,The doctor,-1.75,random,1,Passive Entry (Auxiliaries),0.0018847291357815266
human_ambiguous,The doctor,-1.75,random,1,Active Entry (Main Verbs),0.0001331854291493073
human_ambiguous,The doctor,-1.75,random,1,Unrelated (Control),0.0006087278015911579
human_ambiguous,The soldier,-1.75,random,1,Passive Entry (Auxiliaries),0.0026057392824441195
human_ambiguous,The soldier,-1.75,random,1,Active Entry (Main Verbs),2.600431616883725e-05
human_ambiguous,The soldier,-1.75,random,1,Unrelated (Control),0.00019170211453456432
human_ambiguous,The girl,-1.75,random,2,Passive Entry (Auxiliaries),0.012615335173904896
human_ambiguous,The girl,-1.75,random,2,Active Entry (Main Verbs),0.0002373176539549604
human_ambiguous,The girl,-1.75,random,2,Unrelated (Control),0.0022861380130052567
human_ambiguous,The teacher,-1.75,random,2,Passive Entry (Auxiliaries),0.01894170418381691
human_ambiguous,The teacher,-1.75,random,2,Active Entry (Main Verbs),0.00016353209502995014
human_ambiguous,The teacher,-1.75,random,2,Unrelated (Control),0.002491731196641922
human_ambiguous,The doctor,-1.75,random,2,Passive Entry (Auxiliaries),0.00485954387113452
human_ambiguous,The doctor,-1.75,random,2,Active Entry (Main Verbs),0.00011476337385829538
human_ambiguous,The doctor,-1.75,random,2,Unrelated (Control),0.00156008533667773
human_ambiguous,The soldier,-1.75,random,2,Passive Entry (Auxiliaries),0.005556138698011637
human_ambiguous,The soldier,-1.75,random,2,Active Entry (Main Verbs),7.646650192327797e-05
human_ambiguous,The soldier,-1.75,random,2,Unrelated (Control),0.0017193795647472143
human_ambiguous,The girl,-1.75,random,3,Passive Entry (Auxiliaries),0.014740051701664925
human_ambiguous,The girl,-1.75,random,3,Active Entry (Main Verbs),0.0005212932010181248
human_ambiguous,The girl,-1.75,random,3,Unrelated (Control),0.0024759965017437935
human_ambiguous,The teacher,-1.75,random,3,Passive Entry (Auxiliaries),0.019486039876937866
human_ambiguous,The teacher,-1.75,random,3,Active Entry (Main Verbs),0.0004522408707998693
human_ambiguous,The teacher,-1.75,random,3,Unrelated (Control),0.001964143244549632
human_ambiguous,The doctor,-1.75,random,3,Passive Entry (Auxiliaries),0.017263591289520264
human_ambiguous,The doctor,-1.75,random,3,Active Entry (Main Verbs),0.0005034030182287097
human_ambiguous,The doctor,-1.75,random,3,Unrelated (Control),0.0024698509369045496
human_ambiguous,The soldier,-1.75,random,3,Passive Entry (Auxiliaries),0.01826591230928898
human_ambiguous,The soldier,-1.75,random,3,Active Entry (Main Verbs),0.0006614605663344264
human_ambiguous,The soldier,-1.75,random,3,Unrelated (Control),0.0027816893998533487
human_ambiguous,The girl,-1.75,random,4,Passive Entry (Auxiliaries),0.015011066570878029
human_ambiguous,The girl,-1.75,random,4,Active Entry (Main Verbs),0.0001995870698010549
human_ambiguous,The girl,-1.75,random,4,Unrelated (Control),0.0074279457330703735
human_ambiguous,The teacher,-1.75,random,4,Passive Entry (Auxiliaries),0.014716874808073044
human_ambiguous,The teacher,-1.75,random,4,Active Entry (Main Verbs),0.000118623735033907
