category,representation_type,nonce_word,max_cosine,mean_topk_cosine,nearest_neighbors
noun,lexical,kvesorrud,0.5547826290130615,0.5305587649345398,tudor:0.5548;yves:0.5373;stuyvesant:0.5234;neves:0.5216;leveson:0.5157
noun,lexical,fravaksel,0.5981433391571045,0.570724368095398,tassel:0.5981;russel:0.5791;kravitz:0.5659;hansel:0.5620;pravda:0.5486
noun,lexical,skozebsel,0.564767062664032,0.5323268175125122,jezebel:0.5648;gazebo:0.5347;tinsel:0.5219;tassel:0.5214;boozer:0.5188
noun,lexical,klogafrud,0.5885229110717773,0.5759852528572083,kafka:0.5885;ciudad:0.5799;kr:0.5797;ludacris:0.5713;jafar:0.5604
noun,lexical,vrefimdil,0.697731077671051,0.5889508128166199,vadim:0.6977;vd:0.5865;fujifilm:0.5669;gilmour:0.5534;karim:0.5402
noun,lexical,bripimdil,0.6478425860404968,0.580065131187439,bim:0.6478;bimbo:0.5900;vadim:0.5553;fujifilm:0.5547;karim:0.5525
noun,lexical,tlunelsel,0.7427085041999817,0.6375662088394165,tassel:0.7427;hansel:0.6386;anselm:0.6191;tl:0.5946;tassels:0.5928
noun,lexical,frasorgor,0.6230335235595703,0.5879294276237488,frasier:0.6230;gorgon:0.5998;frat:0.5768;doritos:0.5726;borges:0.5674
noun,lexical,smekudlom,0.597642719745636,0.5624681115150452,smudged:0.5976;slalom:0.5604;ciudad:0.5595;dolomite:0.5479;shalom:0.5469
noun,lexical,kvevarzom,0.6168626546859741,0.5805583000183105,kom:0.6169;kibbutz:0.6053;nouveau:0.5636;kurtz:0.5600;kjv:0.5570
noun,lexical,mnidulzom,0.5565704703330994,0.5293716192245483,mn:0.5566;dolomite:0.5388;mohamad:0.5180;insomniac:0.5169;schulz:0.5166
noun,lexical,grinelmur,0.6375447511672974,0.5680919885635376,murmur:0.6375;grin:0.6198;lemur:0.6087;brunel:0.4886;glenelg:0.4858
noun,lexical,grivarsel,0.6009949445724487,0.5819158554077148,tinsel:0.6010;ansel:0.5987;tassel:0.5723;hansel:0.5707;mussel:0.5670
noun,lexical,vretafzir,0.6475276947021484,0.5990716814994812,vodafone:0.6475;gretzky:0.6333;jafar:0.5725;greta:0.5713;gretel:0.5708
noun,lexical,plotordil,0.5675842761993408,0.5539067387580872,clifford:0.5676;nord:0.5636;mordor:0.5571;jordi:0.5407;borden:0.5405
noun,lexical,franorbav,0.6451805830001831,0.5740548968315125,fran:0.6452;franck:0.5734;frankel:0.5703;davos:0.5466;caravans:0.5348
noun,lexical,kveruknef,0.6915910243988037,0.6103655099868774,laverne:0.6916;kf:0.6185;hanukkah:0.6086;fuk:0.5683;kaufmann:0.5649
noun,lexical,smevakkul,0.567889928817749,0.5537717938423157,sarajevo:0.5679;abubakar:0.5570;slovak:0.5533;kodak:0.5500;smurf:0.5406
noun,lexical,grivarfin,0.557407021522522,0.42505115270614624,gripe:0.5574;alvaro:0.4279;alvarado:0.4136;finnegan:0.3712;varun:0.3551
noun,lexical,frazemzom,0.6680335998535156,0.5802327394485474,frazer:0.6680;frazier:0.6420;herzegovina:0.5360;albemarle:0.5344;bozeman:0.5206
noun,lexical,plotafked,0.5981125831604004,0.5800237655639648,inked:0.5981;smirked:0.5955;forked:0.5940;lurked:0.5622;jerked:0.5503
noun,lexical,drutorked,0.5659917593002319,0.550129771232605,dorky:0.5660;dork:0.5598;yorkers:0.5455;stork:0.5402;corky:0.5393
noun,lexical,drufimzom,0.5726978182792664,0.5504111647605896,eskimos:0.5727;zim:0.5484;druid:0.5473;vadim:0.5434;fim:0.5403
noun,lexical,vranorked,0.5940660238265991,0.5547479391098022,vedas:0.5941;corker:0.5483;corky:0.5452;cork:0.5441;dork:0.5421
noun,lexical,tluzemvek,0.6194190979003906,0.5849357843399048,tmz:0.6194;pembrokeshire:0.5914;albemarle:0.5788;liszt:0.5727;pembroke:0.5624
noun,lexical,kvenorkul,0.5821611285209656,0.5710901618003845,dork:0.5822;cork:0.5811;york:0.5801;stork:0.5579;grosvenor:0.5541
noun,lexical,tlumoldil,0.5808755159378052,0.5758277177810669,tl:0.5809;griswold:0.5777;hilal:0.5766;fujifilm:0.5728;taylors:0.5711
noun,lexical,kvetorfin,0.5373777747154236,0.5025839805603027,viktor:0.5374;realtor:0.5145;carburetor:0.4952;velvety:0.4835;corvettes:0.4822
noun,lexical,skozemdil,0.6146876811981201,0.5682544112205505,ozil:0.6147;albemarle:0.5709;skilful:0.5645;pembrokeshire:0.5486;wozniak:0.5426
noun,lexical,pnezebkul,0.6386532783508301,0.5489188432693481,julianne:0.6387;pneumatic:0.5370;sepulchre:0.5314;pk:0.5278;pembrokeshire:0.5098
noun,lexical,vretortas,0.6012166738510132,0.586887538433075,retort:0.6012;greta:0.5932;vargas:0.5857;horton:0.5802;gretel:0.5741
noun,lexical,vrakudmur,0.5469032526016235,0.5204051733016968,murmur:0.5469;krakow:0.5344;lemur:0.5302;gud:0.4964;ludacris:0.4941
noun,lexical,kvedulrab,0.5498561263084412,0.5259360074996948,ayurveda:0.5499;ayurvedic:0.5337;thrived:0.5212;braved:0.5126;lululemon:0.5123
noun,lexical,zramolmur,0.5779343843460083,0.5685681700706482,wolfram:0.5779;akram:0.5748;vikram:0.5668;bram:0.5656;bramble:0.5576
noun,lexical,klosilfin,0.6158362627029419,0.5301650762557983,carlos:0.6158;khalil:0.5333;kenilworth:0.5218;fujifilm:0.5107;kamloops:0.4692
noun,lexical,kvepemzir,0.643134355545044,0.6316601037979126,kiran:0.6431;pembrokeshire:0.6376;chirp:0.6336;kabir:0.6248;kibbutz:0.6191
noun,lexical,vratafsel,0.5980088710784912,0.588738739490509,vr:0.5980;russel:0.5938;vhf:0.5864;tassel:0.5852;vf:0.5802
noun,lexical,kvenorvek,0.651228129863739,0.6103624105453491,grosvenor:0.6512;kor:0.6175;kk:0.6075;korra:0.5978;kjv:0.5778
noun,lexical,fradullom,0.564473032951355,0.5522328615188599,mcmullen:0.5645;seagull:0.5625;mcculloch:0.5462;mccullough:0.5453;seagulls:0.5427
noun,lexical,vrerukvek,0.6836257576942444,0.6145283579826355,vk:0.6836;kruse:0.6156;vivek:0.6043;karlsruhe:0.5911;jfk:0.5781
noun,lexical,smepemgor,0.5624905824661255,0.5463795065879822,pembrokeshire:0.5625;pembroke:0.5470;beep:0.5457;pep:0.5397;novgorod:0.5370
noun,lexical,pnesillom,0.6695084571838379,0.6094876527786255,pom:0.6695;pheromone:0.6039;pomona:0.5949;pompeo:0.5936;pheromones:0.5855
noun,lexical,grisortas,0.7270740270614624,0.6697988510131836,gras:0.7271;gris:0.7262;griswold:0.6519;grisly:0.6301;horton:0.6137
noun,lexical,smesormur,0.6761320233345032,0.6157426238059998,smurf:0.6761;smurfs:0.6365;smes:0.6356;doormat:0.5823;mccormick:0.5481
verb_present,lexical,frafimvols,0.5453237295150757,0.533390462398529,eskimos:0.5453;vadim:0.5369;frau:0.5351;fim:0.5260;nichols:0.5236
verb_present,lexical,smegafdils,0.6164859533309937,0.5464795231819153,daffodils:0.6165;idgaf:0.5351;nils:0.5340;entrails:0.5273;mcafee:0.5195
verb_present,lexical,vrezebzoms,0.5614135265350342,0.5264161825180054,jezebel:0.5614;axioms:0.5222;gazebo:0.5173;herzegovina:0.5162;roms:0.5149
verb_present,lexical,bripemloms,0.5861049890518188,0.5594801306724548,albemarle:0.5861;heirlooms:0.5614;fandoms:0.5581;roms:0.5497;poms:0.5421
verb_present,lexical,kvezemrabs,0.5744646787643433,0.5440288782119751,kareem:0.5745;kebabs:0.5493;kr:0.5419;pembrokeshire:0.5329;dabs:0.5217
verb_present,lexical,zlorukruds,0.5677221417427063,0.5317726135253906,rukh:0.5677;lukas:0.5272;earbuds:0.5242;luk:0.5222;duds:0.5175
verb_present,lexical,skotafruds,0.5544624924659729,0.5452924966812134,earbuds:0.5545;raf:0.5540;jafar:0.5433;duds:0.5376;vodafone:0.5371
verb_present,lexical,vragafmurs,0.6426448822021484,0.5833609104156494,diaphragm:0.6426;lemurs:0.6265;vodafone:0.5987;bursa:0.5344;furs:0.5146
verb_present,lexical,klosorveks,0.5638394951820374,0.5563446283340454,aleksandar:0.5638;oleksandr:0.5636;yolks:0.5560;kor:0.5548;korra:0.5435
verb_present,lexical,grineldils,0.5518439412117004,0.5343855619430542,nils:0.5518;meld:0.5368;hails:0.5302;alden:0.5268;daffodils:0.5262
verb_present,lexical,zlodulfins,0.5565906763076782,0.5436720252037048,daffodils:0.5566;daffodil:0.5499;vinod:0.5476;beowulf:0.5346;doodle:0.5297
verb_present,lexical,mnilodkeds,0.5639946460723877,0.5376541018486023,mcleod:0.5640;newlyweds:0.5382;peds:0.5372;kodak:0.5305;leeds:0.5183
verb_present,lexical,kvesornefs,0.5826144218444824,0.5684837102890015,yves:0.5826;neves:0.5689;doves:0.5654;braves:0.5654;bfs:0.5601
verb_present,lexical,vrerukgors,0.5637415647506714,0.5463104248046875,kruse:0.5637;karlsruhe:0.5571;veracruz:0.5448;cymru:0.5345;kruger:0.5314
verb_present,lexical,zlopimtuls,0.6080475449562073,0.6015897393226624,tulsi:0.6080;zim:0.6080;dunlop:0.5999;tulsa:0.5997;liszt:0.5923
verb_present,lexical,grizebbavs,0.5668874979019165,0.5151581764221191,slavs:0.5669;mavs:0.5383;uavs:0.5351;azerbaijani:0.4699;upheavals:0.4656
verb_present,lexical,kvevarmurs,0.599494993686676,0.5689331889152527,karmic:0.5995;kjv:0.5882;kv:0.5863;lemurs:0.5362;mauve:0.5345
verb_present,lexical,drusilfins,0.5884133577346802,0.56291663646698,dreyfus:0.5884;fujifilm:0.5876;pincus:0.5551;raisins:0.5430;bacchus:0.5405
verb_present,lexical,smedulpavs,0.6321327686309814,0.5944105982780457,slavs:0.6321;mavs:0.6081;uavs:0.6007;sms:0.5732;gulp:0.5580
verb_present,lexical,smenelmurs,0.6614937782287598,0.6270653009414673,glenelg:0.6615;lemurs:0.6567;smelter:0.6277;smurf:0.5953;smelting:0.5941
verb_present,lexical,kvetafbavs,0.6176872849464417,0.6005404591560364,mavs:0.6177;svetlana:0.6136;uavs:0.6050;slavs:0.5854;kafka:0.5811
verb_present,lexical,skopemkuls,0.630661129951477,0.5776020288467407,skopje:0.6307;pembrokeshire:0.5845;hopefuls:0.5606;tulsa:0.5567;tulsi:0.5555
verb_present,lexical,zrarukloms,0.555640459060669,0.5302528142929077,zooms:0.5556;roms:0.5303;lukas:0.5269;heirlooms:0.5243;fandoms:0.5142
verb_present,lexical,vrasorkuls,0.5280510187149048,0.5203069448471069,madras:0.5281;dork:0.5251;tulsa:0.5185;cork:0.5158;tulsi:0.5141
verb_present,lexical,zrazemgors,0.5761619210243225,0.5503263473510742,frazer:0.5762;razors:0.5708;frazier:0.5484;zorro:0.5381;gorsuch:0.5182
verb_present,lexical,pnegafloms,0.6373535394668579,0.5584111213684082,poms:0.6374;fandoms:0.5683;roms:0.5308;jafar:0.5303;homs:0.5253
verb_present,lexical,drupemzirs,0.5355424880981445,0.5234071016311646,dmz:0.5355;dz:0.5287;firs:0.5253;pembrokeshire:0.5208;souvenirs:0.5067
verb_present,lexical,klonorruds,0.5629397630691528,0.5420010685920715,toulon:0.5629;hanlon:0.5441;duds:0.5420;gonorrhea:0.5338;conlon:0.5272
verb_present,lexical,kvenelfins,0.5380913019180298,0.5182293653488159,elven:0.5381;sven:0.5335;grosvenor:0.5213;eindhoven:0.5048;steven:0.4934
verb_present,lexical,tlulodgors,0.7361984848976135,0.6256570219993591,taylors:0.7362;hodgson:0.6251;hodgkin:0.6118;parlors:0.5812;tl:0.5740
verb_present,lexical,gritafmurs,0.6465754508972168,0.5619770288467407,lemurs:0.6466;murmurs:0.5517;bursa:0.5459;furs:0.5411;ursa:0.5245
verb_present,lexical,grifimloms,0.5783131718635559,0.5549395680427551,fandoms:0.5783;axioms:0.5594;fujifilm:0.5487;heirlooms:0.5442;eskimos:0.5441
verb_present,lexical,smevarbavs,0.6089937686920166,0.57285076379776,slavs:0.6090;mavs:0.5824;uavs:0.5709;sarajevo:0.5532;rhubarb:0.5487
verb_present,lexical,mnipemveks,0.5841034054756165,0.5776489973068237,pembrokeshire:0.5841;catnip:0.5831;eriksen:0.5785;ukip:0.5726;mauve:0.5698
verb_present,lexical,zlopemmurs,0.6470593214035034,0.5947605967521667,lemurs:0.6471;albemarle:0.5978;dunlop:0.5923;klm:0.5881;tmz:0.5486
verb_present,lexical,mninorkuls,0.5480080842971802,0.5360943078994751,moguls:0.5480;dork:0.5419;cork:0.5353;hauls:0.5316;york:0.5237
verb_present,lexical,plotorbavs,0.5759270191192627,0.5348299145698547,mavs:0.5759;slavs:0.5664;uavs:0.5532;davos:0.4922;gorbachev:0.4864
verb_present,lexical,grinelloms,0.5592274069786072,0.5365957617759705,grooms:0.5592;roms:0.5365;grissom:0.5301;homs:0.5296;axioms:0.5275
verb_present,lexical,vregafvols,0.6278697848320007,0.5552824139595032,vodafone:0.6279;vv:0.6017;mongols:0.5201;pujols:0.5141;vf:0.5127
verb_present,lexical,zranorzirs,0.6286482214927673,0.5788468718528748,zorro:0.6286;zz:0.6104;zircon:0.5690;zahra:0.5462;sopranos:0.5400
verb_past,lexical,frafimvoled,0.5353431701660156,0.5011498332023621,frau:0.5353;benevolence:0.5127;fim:0.5077;fra:0.4792;vadim:0.4708
verb_past,lexical,smegafdiled,0.532886803150177,0.5219413042068481,idgaf:0.5329;mcafee:0.5266;unspoiled:0.5256;jafar:0.5126;falafel:0.5120
verb_past,lexical,vrezebzomed,0.5341061353683472,0.5033599734306335,jezebel:0.5341;gazebo:0.5088;herzegovina:0.5001;blossomed:0.4884;boomed:0.4853
verb_past,lexical,bripemlomed,0.5748744010925293,0.5196530222892761,albemarle:0.5749;pembrokeshire:0.5265;cem:0.5012;blossomed:0.4988;boomed:0.4968
verb_past,lexical,kvezemrabed,0.563528299331665,0.5060266256332397,kareem:0.5635;pembrokeshire:0.5367;kennedys:0.4832;agamemnon:0.4755;pembroke:0.4711
verb_past,lexical,zlorukruded,0.558805525302887,0.5326435565948486,rukh:0.5588;gertrude:0.5430;lukas:0.5289;hanukkah:0.5192;luk:0.5133
verb_past,lexical,skotafruded,0.5606520175933838,0.5473793148994446,raf:0.5607;vodafone:0.5508;jafar:0.5501;defrauded:0.5401;rafael:0.5353
verb_past,lexical,vragafmured,0.6405080556869507,0.5440806150436401,diaphragm:0.6405;vodafone:0.5914;jafar:0.5008;idgaf:0.4972;vultures:0.4905
verb_past,lexical,klosorveked,0.5407935380935669,0.529253363609314,carlos:0.5408;smirked:0.5292;korra:0.5282;kor:0.5271;jerked:0.5209
verb_past,lexical,grineldiled,0.5502687692642212,0.5428684949874878,riled:0.5503;toiled:0.5488;tiled:0.5486;meld:0.5395;unspoiled:0.5272
verb_past,lexical,zlodulfined,0.5613886117935181,0.5370723009109497,benzodiazepines:0.5614;beowulf:0.5388;daffodil:0.5296;dined:0.5296;daffodils:0.5260
verb_past,lexical,mnilodkeded,0.5336192846298218,0.5210521817207336,smirked:0.5336;forked:0.5246;mcleod:0.5227;inked:0.5197;lurked:0.5046
verb_past,lexical,kvesornefed,0.5686547160148621,0.5522284507751465,yves:0.5687;braves:0.5521;neves:0.5509;lorne:0.5478;thrives:0.5417
verb_past,lexical,vrerukgored,0.5575011372566223,0.543552041053772,kruse:0.5575;karlsruhe:0.5559;cymru:0.5388;veracruz:0.5338;kruger:0.5317
verb_past,lexical,zlopimtuled,0.5976260900497437,0.5617316961288452,dunlop:0.5976;zim:0.5950;liszt:0.5620;bebop:0.5334;karim:0.5207
verb_past,lexical,grizebbaved,0.5335791110992432,0.5006769895553589,bereaved:0.5336;leaved:0.5040;javed:0.4982;cleaved:0.4856;gripe:0.4820
verb_past,lexical,kvevarmured,0.5781719088554382,0.5568372011184692,karmic:0.5782;kv:0.5705;kjv:0.5692;mauve:0.5336;weve:0.5327
verb_past,lexical,drusilfined,0.5775471925735474,0.5623425245285034,dreyfus:0.5775;pineda:0.5760;fujifilm:0.5683;entwined:0.5464;dined:0.5435
verb_past,lexical,smedulpaved,0.5775808095932007,0.5455094575881958,gulp:0.5776;javed:0.5604;caved:0.5476;leaved:0.5467;bereaved:0.4952
verb_past,lexical,smenelmured,0.6708877086639404,0.600831151008606,glenelg:0.6709;smelter:0.6270;smelting:0.6081;smurf:0.5590;yelp:0.5392
verb_past,lexical,kvetafbaved,0.6105459332466125,0.5645226240158081,kafka:0.6105;svetlana:0.5879;jafar:0.5546;javed:0.5348;fafsa:0.5347
verb_past,lexical,skopemkuled,0.6253541707992554,0.5542280077934265,skopje:0.6254;pembrokeshire:0.5728;kop:0.5293;kareem:0.5233;albemarle:0.5204
verb_past,lexical,zraruklomed,0.5168666839599609,0.5071480870246887,lukas:0.5169;farrar:0.5120;rukh:0.5042;loomed:0.5032;zanzibar:0.4995
verb_past,lexical,vrasorkuled,0.5308837890625,0.5169448852539062,dork:0.5309;overruled:0.5274;york:0.5157;cork:0.5145;yorkers:0.4963
verb_past,lexical,zrazemgored,0.5565786957740784,0.5237076878547668,frazer:0.5566;frazier:0.5393;kareem:0.5096;zorro:0.5092;haemorrhage:0.5038
verb_past,lexical,pnegaflomed,0.5243932008743286,0.5160503387451172,loomed:0.5244;vodafone:0.5182;falafel:0.5161;meatloaf:0.5122;jafar:0.5094
verb_past,lexical,drupemzired,0.5576726198196411,0.5233297348022461,pembrokeshire:0.5577;dz:0.5385;dmz:0.5299;veracruz:0.4968;mired:0.4938
verb_past,lexical,klonorruded,0.5784819722175598,0.5598539113998413,hanlon:0.5785;toulon:0.5672;monoclonal:0.5538;marlon:0.5507;conlon:0.5491
verb_past,lexical,kvenelfined,0.5390418171882629,0.524832010269165,elven:0.5390;machined:0.5235;shined:0.5230;sven:0.5230;dined:0.5156
verb_past,lexical,tlulodgored,0.6223822832107544,0.5934317111968994,hodgson:0.6224;hodgkin:0.6123;taylors:0.6071;giulio:0.5676;daffodil:0.5577
verb_past,lexical,gritafmured,0.5296419858932495,0.5163871645927429,grit:0.5296;nurtured:0.5134;grits:0.5132;gestured:0.5132;idgaf:0.5125
verb_past,lexical,grifimlomed,0.5431947112083435,0.5242088437080383,fujifilm:0.5432;eskimos:0.5276;loomed:0.5234;karim:0.5140;griswold:0.5129
verb_past,lexical,smevarbaved,0.5729272961616516,0.5253043174743652,rhubarb:0.5729;sarajevo:0.5319;caved:0.5111;medvedev:0.5073;leaved:0.5032
verb_past,lexical,mnipemveked,0.590388298034668,0.5721043348312378,pembrokeshire:0.5904;maeve:0.5708;catnip:0.5675;ukip:0.5668;mauve:0.5650
verb_past,lexical,zlopemmured,0.5896771550178528,0.5751571655273438,dunlop:0.5897;albemarle:0.5890;mcclure:0.5804;klm:0.5752;jemma:0.5416
verb_past,lexical,mninorkuled,0.5568366646766663,0.5373905301094055,overruled:0.5568;dork:0.5401;runnin:0.5386;cork:0.5266;york:0.5247
verb_past,lexical,plotorbaved,0.5427138805389404,0.5277014374732971,javed:0.5427;bereaved:0.5413;leaved:0.5349;caved:0.5232;gorbachev:0.4964
verb_past,lexical,grinellomed,0.5617050528526306,0.5288516283035278,loomed:0.5617;boomed:0.5552;blossomed:0.5482;peregrine:0.4937;grissom:0.4855
verb_past,lexical,vregafvoled,0.588153600692749,0.5397284626960754,vedas:0.5882;vodafone:0.5632;vedic:0.5321;fabregas:0.5181;benevolence:0.4971
verb_past,lexical,zranorzired,0.6403311491012573,0.5728548169136047,zorro:0.6403;zz:0.6139;zahra:0.5502;sopranos:0.5320;ezra:0.5278
