item_index,prompt_column,prime_condition,target_active,target_passive,greedy_answer_first_sentence,greedy_answer_first_sentence_normalized,generation_class_detailed,generation_structure_reason,argument_structure_inferred,role_frame_inferred,argument_inference_note,generation_class_strict,generation_class_lax,needs_review_strict,needs_review_lax,prompt,greedy_completion_raw
4,prompt_no_prime,no_prime,the dur ed the fab .,the fab was ed by the dur .,The dur did it to the fab .,the dur did it to the fab .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving the dur and the fab.
The one who did it was the dur.
The one it happened to was the fab.

Bridget asked, ""What happened?""
Mary answered, ""The"," dur did it to the fab.""

Bridget asked, ""Who did it?""
Mary answered, ""The dur.""

"
4,prompt_filler,filler,the dur ed the fab .,the fab was ed by the dur .,The dur did it to the fab .,the dur did it to the fab .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The fav ed after fel.""

There was an event involving the dur and the fab.
The one who did it was the dur.
The one it happened to was the fab.

Bridget asked, ""What happened?""
Mary answered, ""The"," dur did it to the fab.""

Bridget asked, ""What happened?""
Mary answered, ""The dur and the"
5,prompt_active,active,the fab s the fav .,the fav is ed by the fab .,The fab fav'd the fav .,the fab fav'd the fav .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving a dir and a dur.
The one who did it was a dir.
The one it happened to was a dur.

Bridget asked, ""What happened?""
Mary answered, ""A dir ed a dur.""

There was an event involving the fab and the fav.
The one who did it was the fab.
The one it happened to was the fav.

Bridget asked, ""What happened?""
Mary answered, ""The"," fab fav'd the fav.""

There was an event involving the fab and the fav.
The one who did it was the"
5,prompt_passive,passive,the fab s the fav .,the fav is ed by the fab .,The fav was fab by the fab .,the fav was fab by the fab .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving a dir and a dur.
The one who did it was a dir.
The one it happened to was a dur.

Bridget asked, ""What happened?""
Mary answered, ""A dur was ed by a dir.""

There was an event involving the fab and the fav.
The one who did it was the fab.
The one it happened to was the fav.

Bridget asked, ""What happened?""
Mary answered, ""The"," fav was fab by the fab.""

There was an event involving the fab and the fav.
The one who did it was"
5,prompt_no_prime,no_prime,the fab s the fav .,the fav is ed by the fab .,"The fab did it, and the fav was the one it happened to .","the fab did it, and the fav was the one it happened to .",other_coordinate_multiclause,coordination_with_punctuation,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was an event involving the fab and the fav.
The one who did it was the fab.
The one it happened to was the fav.

Bridget asked, ""What happened?""
Mary answered, ""The"," fab did it, and the fav was the one it happened to.""

Bridget asked, ""But what about the"
5,prompt_filler,filler,the fab s the fav .,the fav is ed by the fab .,The fab did it to the fav .,the fab did it to the fav .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The fil ed near the fol.""

There was an event involving the fab and the fav.
The one who did it was the fab.
The one it happened to was the fav.

Bridget asked, ""What happened?""
Mary answered, ""The"," fab did it to the fav.""

Bridget asked, ""What happened?""
Mary answered, ""The fab was done"
6,prompt_active,active,a fav ed a fel .,a fel was ed by a fav .,The fav did it to the fel .,the fav did it to the fel .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving the dur and the fab.
The one who did it was the dur.
The one it happened to was the fab.

Bridget asked, ""What happened?""
Mary answered, ""The dur s the fab.""

There was an event involving a fav and a fel.
The one who did it was a fav.
The one it happened to was a fel.

Bridget asked, ""What happened?""
Mary answered, ""The"," fav did it to the fel.""

There was an event involving a fab and a fel.
The one who did it was"
6,prompt_no_prime,no_prime,a fav ed a fel .,a fel was ed by a fav .,The fav did it to the fel .,the fav did it to the fel .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving a fav and a fel.
The one who did it was a fav.
The one it happened to was a fel.

Bridget asked, ""What happened?""
Mary answered, ""The"," fav did it to the fel.""

Bridget asked, ""Who did it?""
Mary answered, ""The fav did"
6,prompt_filler,filler,a fav ed a fel .,a fel was ed by a fav .,The fav did it to the fel .,the fav did it to the fel .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The ful ed before gir.""

There was an event involving a fav and a fel.
The one who did it was a fav.
The one it happened to was a fel.

Bridget asked, ""What happened?""
Mary answered, ""The"," fav did it to the fel.""

Bridget asked, ""What happened?""
Mary answered, ""The fel did it"
7,prompt_no_prime,no_prime,a fel s a fil .,a fil is ed by a fel .,The fel did it to the fil .,the fel did it to the fil .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving a fel and a fil.
The one who did it was a fel.
The one it happened to was a fil.

Bridget asked, ""What happened?""
Mary answered, ""The"," fel did it to the fil.""

Bridget asked, ""What did the fel do to the fil?""
Mary replied"
7,prompt_filler,filler,a fel s a fil .,a fil is ed by a fel .,The fel did it to the fil .,the fel did it to the fil .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The lav ed after lil.""

There was an event involving a fel and a fil.
The one who did it was a fel.
The one it happened to was a fil.

Bridget asked, ""What happened?""
Mary answered, ""The"," fel did it to the fil.""

Bridget asked, ""What happened?""
Mary answered, ""The fel and the"
8,prompt_active,active,the fil ed the fol .,the fol was ed by the fil .,The fil did it to the fol .,the fil did it to the fol .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving a fav and a fel.
The one who did it was a fav.
The one it happened to was a fel.

Bridget asked, ""What happened?""
Mary answered, ""A fav s a fel.""

There was an event involving the fil and the fol.
The one who did it was the fil.
The one it happened to was the fol.

Bridget asked, ""What happened?""
Mary answered, ""The"," fil did it to the fol.""

There was an event involving the fil and the fol.
The one who did it was"
8,prompt_no_prime,no_prime,the fil ed the fol .,the fol was ed by the fil .,The fil did it to the fol .,the fil did it to the fol .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving the fil and the fol.
The one who did it was the fil.
The one it happened to was the fol.

Bridget asked, ""What happened?""
Mary answered, ""The"," fil did it to the fol.""

Bridget asked, ""Who did it?""
Mary answered, ""The fil did"
8,prompt_filler,filler,the fil ed the fol .,the fol was ed by the fil .,The fil did it to the fol .,the fil did it to the fol .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The mol ed on the mul.""

There was an event involving the fil and the fol.
The one who did it was the fil.
The one it happened to was the fol.

Bridget asked, ""What happened?""
Mary answered, ""The"," fil did it to the fol.""

Bridget asked, ""What happened?""
Mary answered, ""The fil did it"
9,prompt_passive,passive,the fol s the ful .,the ful is ed by the fol .,The fol ful filled the ful .,the fol ful filled the ful .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving a fel and a fil.
The one who did it was a fel.
The one it happened to was a fil.

Bridget asked, ""What happened?""
Mary answered, ""A fil was ed by a fel.""

There was an event involving the fol and the ful.
The one who did it was the fol.
The one it happened to was the ful.

Bridget asked, ""What happened?""
Mary answered, ""The"," fol ful filled the ful.""

Bridget asked, ""What happened?""
Mary answered, ""The ful was ful filled"
9,prompt_no_prime,no_prime,the fol s the ful .,the ful is ed by the fol .,"The fol did it, and the ful was the one it happened to .","the fol did it, and the ful was the one it happened to .",other_coordinate_multiclause,coordination_with_punctuation,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was an event involving the fol and the ful.
The one who did it was the fol.
The one it happened to was the ful.

Bridget asked, ""What happened?""
Mary answered, ""The"," fol did it, and the ful was the one it happened to.""

Bridget asked, ""What did the fol"
9,prompt_filler,filler,the fol s the ful .,the ful is ed by the fol .,The ful was the fol .,the ful was the fol .,copular_nominal,be_det_nominal_predicate,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The nav ed above the nin.""

There was an event involving the fol and the ful.
The one who did it was the fol.
The one it happened to was the ful.

Bridget asked, ""What happened?""
Mary answered, ""The"," ful was the fol.""

Bridget asked, ""What happened?""
Mary answered, ""The ful was the fol.""

"
10,prompt_active,active,a ful ed a gir .,a gir was ed by a ful .,The ful s the gir .,the ful s the gir .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving the fil and the fol.
The one who did it was the fil.
The one it happened to was the fol.

Bridget asked, ""What happened?""
Mary answered, ""The fil s the fol.""

There was an event involving a ful and a gir.
The one who did it was a ful.
The one it happened to was a gir.

Bridget asked, ""What happened?""
Mary answered, ""The"," ful s the gir.""

There was an event involving a ful and a gir.
The one who did it was a ful"
10,prompt_passive,passive,a ful ed a gir .,a gir was ed by a ful .,The gir is ful of the ful .,the gir is ful of the ful .,copular_adjectival,be_adjectival_predicate,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was an event involving the fil and the fol.
The one who did it was the fil.
The one it happened to was the fol.

Bridget asked, ""What happened?""
Mary answered, ""The fol is ed by the fil.""

There was an event involving a ful and a gir.
The one who did it was a ful.
The one it happened to was a gir.

Bridget asked, ""What happened?""
Mary answered, ""The"," gir is ful of the ful.""

There was an event involving a ful and a gir.
The one who did it was"
10,prompt_no_prime,no_prime,a ful ed a gir .,a gir was ed by a ful .,The ful did it to the gir .,the ful did it to the gir .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving a ful and a gir.
The one who did it was a ful.
The one it happened to was a gir.

Bridget asked, ""What happened?""
Mary answered, ""The"," ful did it to the gir.""

Bridget asked, ""What did the ful do to the gir?""
Mary answered"
10,prompt_filler,filler,a ful ed a gir .,a gir was ed by a ful .,The ful did it to the gir .,the ful did it to the gir .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The nom ed during nud.""

There was an event involving a ful and a gir.
The one who did it was a ful.
The one it happened to was a gir.

Bridget asked, ""What happened?""
Mary answered, ""The"," ful did it to the gir.""

Bridget asked, ""What happened?""
Mary answered, ""The gir did it"
11,prompt_no_prime,no_prime,a gir s a lav .,a lav is ed by a gir .,The gir did it to the lav .,the gir did it to the lav .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving a gir and a lav.
The one who did it was a gir.
The one it happened to was a lav.

Bridget asked, ""What happened?""
Mary answered, ""The"," gir did it to the lav.""

Bridget asked, ""Who did it?""
Mary answered, ""The gir.""

"
11,prompt_filler,filler,a gir s a lav .,a lav is ed by a gir .,The gir did it to the lav .,the gir did it to the lav .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The pav ed across the pel.""

There was an event involving a gir and a lav.
The one who did it was a gir.
The one it happened to was a lav.

Bridget asked, ""What happened?""
Mary answered, ""The"," gir did it to the lav.""

Bridget asked, ""What happened?""
Mary answered, ""The gir did it"
12,prompt_active,active,the lav ed the lil .,the lil was ed by the lav .,The lav s the lil .,the lav s the lil .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving a ful and a gir.
The one who did it was a ful.
The one it happened to was a gir.

Bridget asked, ""What happened?""
Mary answered, ""A ful s a gir.""

There was an event involving the lav and the lil.
The one who did it was the lav.
The one it happened to was the lil.

Bridget asked, ""What happened?""
Mary answered, ""The"," lav s the lil.""

There was an event involving the lav and the lil.
The one who did it was the lav"
12,prompt_passive,passive,the lav ed the lil .,the lil was ed by the lav .,The lav is ed by the lil .,the lav is ed by the lil .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving a ful and a gir.
The one who did it was a ful.
The one it happened to was a gir.

Bridget asked, ""What happened?""
Mary answered, ""A gir is ed by a ful.""

There was an event involving the lav and the lil.
The one who did it was the lav.
The one it happened to was the lil.

Bridget asked, ""What happened?""
Mary answered, ""The"," lav is ed by the lil.""

There was an event involving the lav and the lil.
The one who did it was"
12,prompt_no_prime,no_prime,the lav ed the lil .,the lil was ed by the lav .,The lav did it to the lil .,the lav did it to the lil .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving the lav and the lil.
The one who did it was the lav.
The one it happened to was the lil.

Bridget asked, ""What happened?""
Mary answered, ""The"," lav did it to the lil.""

Bridget asked, ""Who did it?""
Mary answered, ""The lav did"
12,prompt_filler,filler,the lav ed the lil .,the lil was ed by the lav .,The lav did it to the lil .,the lav did it to the lil .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The pil ed through the por.""

There was an event involving the lav and the lil.
The one who did it was the lav.
The one it happened to was the lil.

Bridget asked, ""What happened?""
Mary answered, ""The"," lav did it to the lil.""

Bridget asked, ""What happened?""
Mary answered, ""The lav did it"
13,prompt_no_prime,no_prime,the lil s the mol .,the mol is ed by the lil .,The lil did it to the mol .,the lil did it to the mol .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving the lil and the mol.
The one who did it was the lil.
The one it happened to was the mol.

Bridget asked, ""What happened?""
Mary answered, ""The"," lil did it to the mol.""

Bridget asked, ""Who did it?""
Mary answered, ""The lil.""

"
13,prompt_filler,filler,the lil s the mol .,the mol is ed by the lil .,The rav ed in the rom .,the rav ed in the rom .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The rav ed in the rom.""

There was an event involving the lil and the mol.
The one who did it was the lil.
The one it happened to was the mol.

Bridget asked, ""What happened?""
Mary answered, ""The"," rav ed in the rom.""

The rav ed in the rom was the lil.
The rav ed in the rom was the"
14,prompt_active,active,a mol ed a mul .,a mul was ed by a mol .,The mol s the mul .,the mol s the mul .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving the lav and the lil.
The one who did it was the lav.
The one it happened to was the lil.

Bridget asked, ""What happened?""
Mary answered, ""The lav s the lil.""

There was an event involving a mol and a mul.
The one who did it was a mol.
The one it happened to was a mul.

Bridget asked, ""What happened?""
Mary answered, ""The"," mol s the mul.""

There was an event involving a mul and a mol.
The one who did it was a mul"
14,prompt_passive,passive,a mol ed a mul .,a mul was ed by a mol .,The mul is ul by the mol .,the mul is ul by the mol .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving the lav and the lil.
The one who did it was the lav.
The one it happened to was the lil.

Bridget asked, ""What happened?""
Mary answered, ""The lil is ed by the lav.""

There was an event involving a mol and a mul.
The one who did it was a mol.
The one it happened to was a mul.

Bridget asked, ""What happened?""
Mary answered, ""The"," mul is ul by the mol.""

There was an event involving a dol and a dol.
The one who did it was"
14,prompt_no_prime,no_prime,a mol ed a mul .,a mul was ed by a mol .,The mol did it to the mul .,the mol did it to the mul .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving a mol and a mul.
The one who did it was a mol.
The one it happened to was a mul.

Bridget asked, ""What happened?""
Mary answered, ""The"," mol did it to the mul.""

Bridget asked, ""Who did it?""
Mary answered, ""The mol.""

"
15,prompt_no_prime,no_prime,a mul s a nav .,a nav is ed by a mul .,The mul did it to the nav .,the mul did it to the nav .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving a mul and a nav.
The one who did it was a mul.
The one it happened to was a nav.

Bridget asked, ""What happened?""
Mary answered, ""The"," mul did it to the nav.""

Bridget asked, ""What did the mul do to the nav?""
Mary answered"
15,prompt_filler,filler,a mul s a nav .,a nav is ed by a mul .,The mul did it to the nav .,the mul did it to the nav .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The sor ed behind the sul.""

There was an event involving a mul and a nav.
The one who did it was a mul.
The one it happened to was a nav.

Bridget asked, ""What happened?""
Mary answered, ""The"," mul did it to the nav.""

Bridget asked, ""What happened?""
Mary answered, ""The mul and the"
16,prompt_active,active,the nav ed the nin .,the nin was ed by the nav .,The nav n the nin .,the nav n the nin .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving a mol and an mul.
The one who did it was a mol.
The one it happened to was an mul.

Bridget asked, ""What happened?""
Mary answered, ""A mol s an mul.""

There was an event involving the nav and the nin.
The one who did it was the nav.
The one it happened to was the nin.

Bridget asked, ""What happened?""
Mary answered, ""The"," nav n the nin.""

There was an event involving the nav and the nin.
The one who did it was the nav"
16,prompt_passive,passive,the nav ed the nin .,the nin was ed by the nav .,The nav is ed by the nin .,the nav is ed by the nin .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving a mol and an mul.
The one who did it was a mol.
The one it happened to was an mul.

Bridget asked, ""What happened?""
Mary answered, ""An mul is ed by a mol.""

There was an event involving the nav and the nin.
The one who did it was the nav.
The one it happened to was the nin.

Bridget asked, ""What happened?""
Mary answered, ""The"," nav is ed by the nin.""

There was an event involving the nav and the nin.
The one who did it was"
16,prompt_no_prime,no_prime,the nav ed the nin .,the nin was ed by the nav .,The nav did it to the nin .,the nav did it to the nin .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving the nav and the nin.
The one who did it was the nav.
The one it happened to was the nin.

Bridget asked, ""What happened?""
Mary answered, ""The"," nav did it to the nin.""

Bridget asked, ""Who did it?""
Mary answered, ""The nav.""

"
16,prompt_filler,filler,the nav ed the nin .,the nin was ed by the nav .,The nav did it to the nin .,the nav did it to the nin .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The tel ed in the tir.""

There was an event involving the nav and the nin.
The one who did it was the nav.
The one it happened to was the nin.

Bridget asked, ""What happened?""
Mary answered, ""The"," nav did it to the nin.""

Bridget asked, ""What happened?""
Mary answered, ""The nav and the"
17,prompt_active,active,the nin s the nom .,the nom is ed by the nin .,The nin nom'd the nom .,the nin nom'd the nom .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving a mul and a nav.
The one who did it was a mul.
The one it happened to was a nav.

Bridget asked, ""What happened?""
Mary answered, ""A mul ed a nav.""

There was an event involving the nin and the nom.
The one who did it was the nin.
The one it happened to was the nom.

Bridget asked, ""What happened?""
Mary answered, ""The"," nin nom'd the nom.""

Bridget asked, ""What happened?""
Mary answered, ""The nin nom'd the"
17,prompt_passive,passive,the nin s the nom .,the nom is ed by the nin .,The nom was in by the nin .,the nom was in by the nin .,copular_prepositional,be_prepositional_predicate,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was an event involving a mul and a nav.
The one who did it was a mul.
The one it happened to was a nav.

Bridget asked, ""What happened?""
Mary answered, ""A nav was ed by a mul.""

There was an event involving the nin and the nom.
The one who did it was the nin.
The one it happened to was the nom.

Bridget asked, ""What happened?""
Mary answered, ""The"," nom was in by the nin.""

There was an event involving the nun and the nom.
The one who did it was"
17,prompt_no_prime,no_prime,the nin s the nom .,the nom is ed by the nin .,The nin did it .,the nin did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving the nin and the nom.
The one who did it was the nin.
The one it happened to was the nom.

Bridget asked, ""What happened?""
Mary answered, ""The"," nin did it. The nom was the one it happened to.""

Bridget asked, ""What did the nin do"
17,prompt_filler,filler,the nin s the nom .,the nom is ed by the nin .,The nin did it to the nom .,the nin did it to the nom .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The tul ed near the vel.""

There was an event involving the nin and the nom.
The one who did it was the nin.
The one it happened to was the nom.

Bridget asked, ""What happened?""
Mary answered, ""The"," nin did it to the nom.""

Bridget asked, ""What happened?""
Mary answered, ""The nin and the"
18,prompt_active,active,a nom ed a nud .,a nud was ed by a nom .,The nom s the nud .,the nom s the nud .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving the nav and the nin.
The one who did it was the nav.
The one it happened to was the nin.

Bridget asked, ""What happened?""
Mary answered, ""The nav s the nin.""

There was an event involving a nom and a nud.
The one who did it was a nom.
The one it happened to was a nud.

Bridget asked, ""What happened?""
Mary answered, ""The"," nom s the nud.""

There was an event involving a nav and a nin.
The one who did it was the nav"
18,prompt_no_prime,no_prime,a nom ed a nud .,a nud was ed by a nom .,The nom did it to the nud .,the nom did it to the nud .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an event involving a nom and a nud.
The one who did it was a nom.
The one it happened to was a nud.

Bridget asked, ""What happened?""
Mary answered, ""The"," nom did it to the nud.""

Bridget asked, ""Who did it?""
Mary answered, ""The nom.""

"
18,prompt_filler,filler,a nom ed a nud .,a nud was ed by a nom .,The nom did it to the nud .,the nom did it to the nud .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The vil ed before vir.""

There was an event involving a nom and a nud.
The one who did it was a nom.
The one it happened to was a nud.

Bridget asked, ""What happened?""
Mary answered, ""The"," nom did it to the nud.""

Bridget asked, ""What happened?""
Mary answered, ""The nud did it"
