item_index,prompt_column,prime_condition,target_active,target_passive,greedy_answer_first_sentence,greedy_answer_first_sentence_normalized,generation_class_detailed,generation_structure_reason,argument_structure_inferred,role_frame_inferred,argument_inference_note,generation_class_strict,generation_class_lax,needs_review_strict,needs_review_lax,prompt,greedy_completion_raw
6,prompt_no_prime,no_prime,a bishop asked a boy .,a boy was asked by a bishop .,The bishop did it .,the bishop did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an askeding event involving a bishop and a boy.
The one who did it was a bishop.
The one it happened to was a boy.

Bridget asked, ""What happened?""
Mary answered, ""The"," bishop did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The one who did it was"
6,prompt_filler,filler,a bishop asked a boy .,a boy was asked by a bishop .,The bishop was baptized .,the bishop was baptized .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The engine cooled before dawn.""

There was an askeding event involving a bishop and a boy.
The one who did it was a bishop.
The one it happened to was a boy.

Bridget asked, ""What happened?""
Mary answered, ""The"," bishop was baptized.""

There was an askeding event involving a bishop and a boy.
The one who did it was a"
7,prompt_no_prime,no_prime,a boy asks a brother .,a brother is asked by a boy .,The boy did it .,the boy did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an asking event involving a boy and a brother.
The one who did it was a boy.
The one it happened to was a brother.

Bridget asked, ""What happened?""
Mary answered, ""The"," boy did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The boy.""
Bridget"
8,prompt_no_prime,no_prime,the brother asked the buddy .,the buddy was asked by the brother .,The brother did it .,the brother did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an askeding event involving the brother and the buddy.
The one who did it was the brother.
The one it happened to was the buddy.

Bridget asked, ""What happened?""
Mary answered, ""The"," brother did it. The buddy was the one it happened to.""
Bridget asked, ""What did the brother do"
8,prompt_filler,filler,the brother asked the buddy .,the buddy was asked by the brother .,The brother took the buddy's bike .,the brother took the buddy's bike .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The blanket dried on the line.""

There was an askeding event involving the brother and the buddy.
The one who did it was the brother.
The one it happened to was the buddy.

Bridget asked, ""What happened?""
Mary answered, ""The"," brother took the buddy's bike.""

The one who did it was the brother.
The one it happened to was the buddy"
9,prompt_no_prime,no_prime,the buddy asks the candidate .,the candidate is asked by the buddy .,The one who did it was the buddy .,the one who did it was the buddy .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was an asking event involving the buddy and the candidate.
The one who did it was the buddy.
The one it happened to was the candidate.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was the buddy.""
Bridget asked, ""Who did it?""
Mary answered, ""The one"
9,prompt_filler,filler,the buddy asks the candidate .,the candidate is asked by the buddy .,The planet shimmered above the valley .,the planet shimmered above the valley .,active_other,finite_verb_noncanonical_complement,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The planet shimmered above the valley.""

There was an asking event involving the buddy and the candidate.
The one who did it was the buddy.
The one it happened to was the candidate.

Bridget asked, ""What happened?""
Mary answered, ""The"," planet shimmered above the valley.""

The buddy asked the candidate, ""What happened?""
The candidate answered, ""The planet"
10,prompt_no_prime,no_prime,a candidate asked a captain .,a captain was asked by a candidate .,The candidate did it to the captain .,the candidate did it to the captain .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an askeding event involving a candidate and a captain.
The one who did it was a candidate.
The one it happened to was a captain.

Bridget asked, ""What happened?""
Mary answered, ""The"," candidate did it to the captain.""
Bridget asked, ""Who did it?""
Mary answered, ""The candidate did"
10,prompt_filler,filler,a candidate asked a captain .,a captain was asked by a candidate .,The candidate was elected captain .,the candidate was elected captain .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The baker laughed during breakfast.""

There was an askeding event involving a candidate and a captain.
The one who did it was a candidate.
The one it happened to was a captain.

Bridget asked, ""What happened?""
Mary answered, ""The"," candidate was elected captain.""

There was an askeding event involving a candidate and a captain.
The one who did it was"
11,prompt_no_prime,no_prime,a captain asks a champion .,a champion is asked by a captain .,"The captain was a champion, but the champion was not a captain .","the captain was a champion, but the champion was not a captain .",other_coordinate_multiclause,coordination_with_punctuation,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was an asking event involving a captain and a champion.
The one who did it was a captain.
The one it happened to was a champion.

Bridget asked, ""What happened?""
Mary answered, ""The"," captain was a champion, but the champion was not a captain.""

Bridget asked, ""What happened?""
Mary answered"
12,prompt_no_prime,no_prime,the champion asked the chief .,the chief was asked by the champion .,The champion did it .,the champion did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an askeding event involving the champion and the chief.
The one who did it was the champion.
The one it happened to was the chief.

Bridget asked, ""What happened?""
Mary answered, ""The"," champion did it. The chief was the one it happened to.""

Bridget asked, ""Who did it?""
Mary"
13,prompt_no_prime,no_prime,the chief asks the child .,the child is asked by the chief .,The chief did it .,the chief did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an asking event involving the chief and the child.
The one who did it was the chief.
The one it happened to was the child.

Bridget asked, ""What happened?""
Mary answered, ""The"," chief did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The chief did it.""

B"
14,prompt_no_prime,no_prime,a child asked a colonel .,a colonel was asked by a child .,The child did it .,the child did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an askeding event involving a child and a colonel.
The one who did it was a child.
The one it happened to was a colonel.

Bridget asked, ""What happened?""
Mary answered, ""The"," child did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The colonel did it.""

"
14,prompt_filler,filler,a child asked a colonel .,a colonel was asked by a child .,The child was promoted .,the child was promoted .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The garden brightened after rain.""

There was an askeding event involving a child and a colonel.
The one who did it was a child.
The one it happened to was a colonel.

Bridget asked, ""What happened?""
Mary answered, ""The"," child was promoted.""

There was an askeding event involving a man and a colonel.
The one who did it was"
15,prompt_no_prime,no_prime,a colonel asks a cop .,a cop is asked by a colonel .,"The colonel was involved in the asking event, and the cop was involved in the event that happened to the colonel .","the colonel was involved in the asking event, and the cop was involved in the event that happened to the colonel .",active_target_ditransitive_like,target_active_structural_to_for,copular_like,theme>predicate,copular_pattern_detected,other,active,True,False,"There was an asking event involving a colonel and a cop.
The one who did it was a colonel.
The one it happened to was a cop.

Bridget asked, ""What happened?""
Mary answered, ""The"," colonel was involved in the asking event, and the cop was involved in the event that happened to the colonel.""

"
15,prompt_filler,filler,a colonel asks a cop .,a cop is asked by a colonel .,The colonel was arrested .,the colonel was arrested .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The jacket hung behind the chair.""

There was an asking event involving a colonel and a cop.
The one who did it was a colonel.
The one it happened to was a cop.

Bridget asked, ""What happened?""
Mary answered, ""The"," colonel was arrested.""

The colonel was a cop.
The cop was a colonel.

The colonel was arrested"
16,prompt_no_prime,no_prime,the cop asked the cousin .,the cousin was asked by the cop .,"The cop was involved in the incident, and the cousin was the one who was affected by it .","the cop was involved in the incident, and the cousin was the one who was affected by it .",other_coordinate_multiclause,coordination_with_punctuation,passive_like,patient>(agent),passive_pattern_detected,other,other,True,True,"There was an askeding event involving the cop and the cousin.
The one who did it was the cop.
The one it happened to was the cousin.

Bridget asked, ""What happened?""
Mary answered, ""The"," cop was involved in the incident, and the cousin was the one who was affected by it.""

Bridget asked,"
17,prompt_no_prime,no_prime,the cousin asks the daughter .,the daughter is asked by the cousin .,The cousin did it .,the cousin did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an asking event involving the cousin and the daughter.
The one who did it was the cousin.
The one it happened to was the daughter.

Bridget asked, ""What happened?""
Mary answered, ""The"," cousin did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The cousin.""
Bridget"
17,prompt_filler,filler,the cousin asks the daughter .,the daughter is asked by the cousin .,The witness paused near the doorway .,the witness paused near the doorway .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The witness paused near the doorway.""

There was an asking event involving the cousin and the daughter.
The one who did it was the cousin.
The one it happened to was the daughter.

Bridget asked, ""What happened?""
Mary answered, ""The"," witness paused near the doorway.""

The cousin asked the daughter something.
The one who did it was the cousin.
The one"
18,prompt_filler,filler,a daughter asked a doctor .,a doctor was asked by a daughter .,The doctor's daughter asked him to take her to the hospital .,the doctor's daughter asked him to take her to the hospital .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The package arrived before noon.""

There was an askeding event involving a daughter and a doctor.
The one who did it was a daughter.
The one it happened to was a doctor.

Bridget asked, ""What happened?""
Mary answered, ""The"," doctor's daughter asked him to take her to the hospital.""

Bridget asked, ""What happened?""
Mary answered,"
19,prompt_no_prime,no_prime,a doctor asks an employee .,an employee is asked by a doctor .,The doctor did it .,the doctor did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an asking event involving a doctor and an employee.
The one who did it was a doctor.
The one it happened to was an employee.

Bridget asked, ""What happened?""
Mary answered, ""The"," doctor did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The one who did it was"
20,prompt_no_prime,no_prime,the employee asked the employer .,the employer was asked by the employee .,The employee did it .,the employee did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an askeding event involving the employee and the employer.
The one who did it was the employee.
The one it happened to was the employer.

Bridget asked, ""What happened?""
Mary answered, ""The"," employee did it. The employer was the one it happened to.""

Bridget asked, ""What did the employee do"
20,prompt_filler,filler,the employee asked the employer .,the employer was asked by the employee .,The captain waited beside the harbor .,the captain waited beside the harbor .,active_other,finite_verb_noncanonical_complement,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The captain waited beside the harbor.""

There was an askeding event involving the employee and the employer.
The one who did it was the employee.
The one it happened to was the employer.

Bridget asked, ""What happened?""
Mary answered, ""The"," captain waited beside the harbor.""

The employee asked the employer.
The employer was the one who waited.
The harbor was the"
21,prompt_no_prime,no_prime,the employer asks the father .,the father is asked by the employer .,The employer did it .,the employer did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an asking event involving the employer and the father.
The one who did it was the employer.
The one it happened to was the father.

Bridget asked, ""What happened?""
Mary answered, ""The"," employer did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The one who did it was"
21,prompt_filler,filler,the employer asks the father .,the father is asked by the employer .,The father was fired .,the father was fired .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The teacher listened during assembly.""

There was an asking event involving the employer and the father.
The one who did it was the employer.
The one it happened to was the father.

Bridget asked, ""What happened?""
Mary answered, ""The"," father was fired.""

The teacher listened during assembly.
The father was fired.
Bridget asked, ""What happened?""
"
22,prompt_no_prime,no_prime,a father asked a friend .,a friend was asked by a father .,The father did it .,the father did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an askeding event involving a father and a friend.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The"," father did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The father did it.""
B"
22,prompt_filler,filler,a father asked a friend .,a friend was asked by a father .,The violin echoed in the theater .,the violin echoed in the theater .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The violin echoed in the theater.""

There was an askeding event involving a father and a friend.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The"," violin echoed in the theater.""

The father was the one who did it.
The friend was the one it happened to.

"
23,prompt_no_prime,no_prime,a friend asks a girl .,a girl is asked by a friend .,The one who did it was a friend .,the one who did it was a friend .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was an asking event involving a friend and a girl.
The one who did it was a friend.
The one it happened to was a girl.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was a friend.""
Bridget asked, ""What happened to the girl?""
Mary answered, """
23,prompt_filler,filler,a friend asks a girl .,a girl is asked by a friend .,The pillow rested on the sofa .,the pillow rested on the sofa .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The pillow rested on the sofa.""

There was an asking event involving a friend and a girl.
The one who did it was a friend.
The one it happened to was a girl.

Bridget asked, ""What happened?""
Mary answered, ""The"," pillow rested on the sofa.""

The pillow rested on the sofa.
The one who did it was a friend.
The one"
24,prompt_no_prime,no_prime,the girl asked the guest .,the guest was asked by the girl .,The girl did it .,the girl did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an askeding event involving the girl and the guest.
The one who did it was the girl.
The one it happened to was the guest.

Bridget asked, ""What happened?""
Mary answered, ""The"," girl did it. The girl was the one who did it. The girl was the one who did it.""

Brid"
24,prompt_filler,filler,the girl asked the guest .,the guest was asked by the girl .,The lantern glowed near sunset .,the lantern glowed near sunset .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The lantern glowed near sunset.""

There was an askeding event involving the girl and the guest.
The one who did it was the girl.
The one it happened to was the guest.

Bridget asked, ""What happened?""
Mary answered, ""The"," lantern glowed near sunset.""

The girl asked Mary, ""What happened?""
Mary answered, ""The lantern glowed near"
25,prompt_no_prime,no_prime,the guest asks the guy .,the guy is asked by the guest .,The guest did it .,the guest did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an asking event involving the guest and the guy.
The one who did it was the guest.
The one it happened to was the guy.

Bridget asked, ""What happened?""
Mary answered, ""The"," guest did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The one who did it was"
25,prompt_filler,filler,the guest asks the guy .,the guy is asked by the guest .,The traveler rested beside the river .,the traveler rested beside the river .,active_other,finite_verb_noncanonical_complement,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The traveler rested beside the river.""

There was an asking event involving the guest and the guy.
The one who did it was the guest.
The one it happened to was the guy.

Bridget asked, ""What happened?""
Mary answered, ""The"," traveler rested beside the river.""

The guy was the one who was asked about the event.
The guy was the one who"
26,prompt_no_prime,no_prime,a guy asked a hero .,a hero was asked by a guy .,The guy who did it was a hero .,the guy who did it was a hero .,copular_nominal,be_det_nominal_predicate,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was an askeding event involving a guy and a hero.
The one who did it was a guy.
The one it happened to was a hero.

Bridget asked, ""What happened?""
Mary answered, ""The"," guy who did it was a hero.""

Bridget asked, ""What did he do?""
Mary answered, ""He"
27,prompt_no_prime,no_prime,a hero asks a husband .,a husband is asked by a hero .,The hero did it .,the hero did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an asking event involving a hero and a husband.
The one who did it was a hero.
The one it happened to was a husband.

Bridget asked, ""What happened?""
Mary answered, ""The"," hero did it. The husband was the one it happened to.""

Bridget asked, ""What did the hero do"
27,prompt_filler,filler,a hero asks a husband .,a husband is asked by a hero .,The window shattered .,the window shattered .,active_intransitive,finite_verb_no_complement,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The window rattled during the storm.""

There was an asking event involving a hero and a husband.
The one who did it was a hero.
The one it happened to was a husband.

Bridget asked, ""What happened?""
Mary answered, ""The"," window shattered.""

The window was broken.
The husband was injured.

The hero was injured.
The husband was not injured.

"
28,prompt_no_prime,no_prime,the husband asked the kid .,the kid was asked by the husband .,The husband did it to the kid .,the husband did it to the kid .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was an askeding event involving the husband and the kid.
The one who did it was the husband.
The one it happened to was the kid.

Bridget asked, ""What happened?""
Mary answered, ""The"," husband did it to the kid.""

Bridget asked, ""What did the husband do to the kid?""
Mary answered"
28,prompt_filler,filler,the husband asked the kid .,the kid was asked by the husband .,The kid fell .,the kid fell .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The singer smiled after rehearsal.""

There was an askeding event involving the husband and the kid.
The one who did it was the husband.
The one it happened to was the kid.

Bridget asked, ""What happened?""
Mary answered, ""The"," kid fell.""

The singer was the one who did it.
The kid was the one who fell.

Bridget asked"
29,prompt_no_prime,no_prime,the kid asks the king .,the king is asked by the kid .,The kid did it .,the kid did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an asking event involving the kid and the king.
The one who did it was the kid.
The one it happened to was the king.

Bridget asked, ""What happened?""
Mary answered, ""The"," kid did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The kid.""
Bridgen"
29,prompt_filler,filler,the kid asks the king .,the king is asked by the kid .,The kid threw a stone at the king .,the kid threw a stone at the king .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The painter waited near the doorway.""

There was an asking event involving the kid and the king.
The one who did it was the kid.
The one it happened to was the king.

Bridget asked, ""What happened?""
Mary answered, ""The"," kid threw a stone at the king.""

There was an asking event involving the kid and the king.
The one who did"
30,prompt_no_prime,no_prime,a king asked a lady .,a lady was asked by a king .,The king did it .,the king did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an askeding event involving a king and a lady.
The one who did it was a king.
The one it happened to was a lady.

Bridget asked, ""What happened?""
Mary answered, ""The"," king did it.""

Bridget asked, ""Who did it?""
Mary answered, ""The king.""

Bridget"
31,prompt_no_prime,no_prime,a lady asks a lawyer .,a lawyer is asked by a lady .,The lady did it .,the lady did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an asking event involving a lady and a lawyer.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The"," lady did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The one who did it was"
31,prompt_filler,filler,a lady asks a lawyer .,a lawyer is asked by a lady .,The lawyer was sued .,the lawyer was sued .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The market opened after sunrise.""

There was an asking event involving a lady and a lawyer.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The"," lawyer was sued.""

The lawyer was a man.
The one who sued was a woman.

Bridget asked, """
32,prompt_no_prime,no_prime,the lawyer asked the leader .,the leader was asked by the lawyer .,The lawyer did it .,the lawyer did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an askeding event involving the lawyer and the leader.
The one who did it was the lawyer.
The one it happened to was the leader.

Bridget asked, ""What happened?""
Mary answered, ""The"," lawyer did it. The leader was the one it happened to.""

Bridget asked, ""Why did the lawyer do"
33,prompt_no_prime,no_prime,the leader asks the man .,the man is asked by the leader .,The leader did it .,the leader did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an asking event involving the leader and the man.
The one who did it was the leader.
The one it happened to was the man.

Bridget asked, ""What happened?""
Mary answered, ""The"," leader did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The one who did it was"
34,prompt_no_prime,no_prime,a man asked a manager .,a manager was asked by a man .,The man did it .,the man did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an askeding event involving a man and a manager.
The one who did it was a man.
The one it happened to was a manager.

Bridget asked, ""What happened?""
Mary answered, ""The"," man did it.""

Bridget asked, ""Who did it?""
Mary answered, ""The man.""

Bridget"
34,prompt_filler,filler,a man asked a manager .,a manager was asked by a man .,The manager was fired .,the manager was fired .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The baker laughed during breakfast.""

There was an askeding event involving a man and a manager.
The one who did it was a man.
The one it happened to was a manager.

Bridget asked, ""What happened?""
Mary answered, ""The"," manager was fired.""

There was an askeding event involving a man and a manager.
The one who did it was a"
35,prompt_no_prime,no_prime,a manager asks a mayor .,a mayor is asked by a manager .,The manager did it .,the manager did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was an asking event involving a manager and a mayor.
The one who did it was a manager.
The one it happened to was a mayor.

Bridget asked, ""What happened?""
Mary answered, ""The"," manager did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The manager did it.""

B"
