s_PE_Active,s_PE_Passive,w_PE_Active,w_PE_Passive
-0.875,2.8125,-0.09375,0.80859375
4.625,-1.21875,0.16015625,-0.484375
0.4375,3.5,0.265625,-0.396484375
-3.875,5.46875,-1.640625,-0.4765625
2.46875,0.6875,0.83203125,0.328125
0.0,3.59375,0.671875,0.505859375
-3.71875,5.46875,0.2109375,0.33984375
-2.8125,8.15625,0.3828125,0.57421875
-0.125,3.5,0.05859375,-0.439453125
0.03125,5.53125,1.0078125,0.26953125
-0.34375,4.75,0.46875,0.166015625
-1.5625,2.625,0.2265625,-0.0390625
-1.71875,2.25,0.04296875,-0.359375
2.96875,1.4375,-0.3125,0.37890625
0.4375,4.625,0.453125,0.375
0.3125,3.875,-0.40625,0.703125
0.40625,3.4375,-1.49609375,-0.95703125
-0.40625,2.125,0.94140625,0.9375
-0.6875,4.6875,0.48828125,0.84765625
1.125,0.3125,-0.37109375,-0.390625
8.21875,-0.375,0.48046875,0.2265625
2.75,5.9375,0.7890625,1.10546875
0.0625,2.6875,0.41796875,-0.25390625
-1.46875,5.875,0.75,0.65234375
-1.375,2.0,0.015625,0.6171875
3.34375,2.78125,0.09375,0.10546875
-0.25,4.3125,-0.03125,0.51953125
2.0,3.21875,0.609375,0.626953125
2.6875,0.5625,-0.03125,-0.57421875
3.4375,-2.125,0.42578125,-1.126953125
0.34375,3.78125,0.7421875,0.2109375
0.0,4.28125,-0.28125,0.26171875
3.78125,-1.96875,0.578125,0.3984375
0.4375,3.28125,0.3359375,0.19921875
4.375,-0.6875,0.5546875,0.29296875
4.28125,-0.875,1.171875,-0.1953125
4.28125,1.6875,0.21875,0.76953125
-0.28125,4.75,0.2890625,0.42578125
-0.28125,5.96875,-0.3359375,0.1171875
4.75,0.4375,0.8984375,0.0625
0.15625,7.09375,0.671875,1.1484375
0.8125,5.5625,0.953125,1.40625
-1.40625,5.125,0.4296875,-0.44140625
-1.5625,3.4375,-0.1953125,0.61328125
2.1875,2.03125,0.65625,0.6015625
4.3125,2.625,0.0546875,0.71484375
-0.1875,2.90625,0.69140625,1.15625
2.4375,1.8125,0.296875,0.72265625
0.1875,2.3125,0.72265625,0.875
0.34375,7.0625,0.6015625,-0.3046875
-0.5625,1.8125,0.23828125,-0.052734375
-2.875,4.21875,0.4921875,0.3125
1.375,3.28125,0.8359375,0.69140625
0.625,1.875,0.36328125,0.40234375
0.71875,1.96875,0.9296875,0.171875
-0.0625,2.46875,0.640625,-0.55859375
1.25,5.21875,0.578125,1.03125
-0.125,3.3125,0.640625,0.97265625
-0.5,6.09375,-0.234375,0.703125
-1.0,4.9375,0.515625,-0.02734375
-1.96875,6.71875,0.13671875,-0.0703125
-0.09375,2.71875,-0.484375,-0.32421875
2.25,2.625,0.73046875,-0.15234375
-0.75,4.9375,0.2109375,0.484375
1.75,-0.375,0.9375,0.4921875
-1.40625,4.125,0.28125,1.1953125
0.125,5.8125,1.0546875,-0.51171875
-3.625,3.75,0.34375,0.44140625
-1.25,5.5,0.3203125,1.0390625
-0.6875,1.625,0.8125,0.580078125
-0.03125,9.375,-0.7578125,1.66796875
-1.21875,4.71875,0.203125,0.30078125
4.21875,-1.875,0.90625,-0.3984375
-0.6875,3.875,0.5,-0.10546875
-0.4375,4.15625,1.078125,0.0859375
-0.6875,4.15625,0.40234375,0.3515625
1.75,4.5,0.2578125,0.4453125
0.5,0.625,-0.05859375,0.62890625
-1.1875,5.09375,0.671875,0.1171875
0.8125,2.3125,0.3671875,-0.15625
-0.5625,4.5625,0.1796875,1.205078125
3.125,3.15625,0.484375,0.3828125
0.5625,5.8125,0.3671875,1.265625
0.25,1.96875,0.734375,0.39453125
-0.8125,3.25,0.125,-0.05078125
0.4375,0.875,0.3359375,-0.83984375
-1.375,3.8125,-0.609375,0.619140625
3.59375,-1.875,1.7734375,-0.47265625
1.125,2.6875,0.08203125,-0.3515625
-1.25,2.78125,0.09375,0.2890625
-1.6875,3.375,-0.16015625,0.431640625
2.21875,2.25,-0.00390625,0.4453125
1.8125,0.9375,0.37109375,-0.78515625
4.21875,0.1875,-0.359375,0.9296875
-0.5,4.25,-0.3515625,0.31640625
1.875,1.3125,0.00390625,0.40625
2.59375,2.625,0.8125,0.44921875
-2.0625,0.8125,0.35546875,0.3203125
-0.375,3.46875,-0.15234375,0.5859375
1.875,2.625,0.3828125,0.37109375
-1.34375,2.28125,0.7421875,0.25390625
-0.75,2.5625,0.140625,0.20703125
3.3125,0.875,0.8515625,0.5390625
0.25,3.6875,1.3359375,-0.0390625
-0.71875,3.21875,0.328125,-0.8125
2.4375,0.8125,0.4296875,0.31640625
1.90625,1.65625,1.078125,-0.298828125
1.59375,0.90625,0.5078125,0.5
4.5625,-0.9375,0.48828125,0.21484375
1.71875,0.28125,1.484375,0.61328125
-4.21875,5.0625,-0.3125,0.39453125
4.875,1.5,0.5625,0.26171875
0.75,1.4375,-0.0078125,-0.5
-3.15625,3.09375,-0.1015625,1.109375
-0.09375,8.5625,0.8046875,1.3984375
0.0,5.46875,1.015625,0.5234375
3.1875,-0.75,0.390625,0.00390625
0.71875,3.71875,0.6875,0.47265625
2.15625,2.84375,0.09765625,0.69921875
-2.34375,8.75,0.078125,1.59765625
-1.5625,3.625,0.70703125,0.59375
2.625,1.65625,0.44921875,-0.51953125
-1.125,6.0625,0.71484375,1.408203125
-1.0,3.4375,0.0,0.48828125
2.40625,1.0625,1.5078125,0.49609375
1.3125,2.25,0.921875,0.7578125
3.3125,3.375,0.296875,0.5390625
-6.0625,5.0625,-0.828125,0.484375
1.875,3.96875,0.56640625,1.1875
3.3125,2.65625,0.6796875,0.00390625
1.375,3.75,1.0390625,-0.0234375
0.59375,4.53125,0.06640625,0.7265625
0.125,3.625,0.0859375,0.64453125
2.75,1.625,0.625,0.2890625
0.96875,2.375,0.3671875,0.05078125
-0.625,6.65625,0.60546875,1.16015625
4.53125,1.1875,0.73828125,0.5390625
-0.3125,3.90625,0.2734375,0.4296875
0.625,2.90625,0.2578125,-0.115234375
-2.34375,4.375,-0.2578125,0.4765625
-0.5,3.21875,0.453125,0.7890625
-1.8125,5.125,0.25,0.720703125
1.375,1.5,0.6796875,0.8046875
0.09375,1.5625,0.015625,-0.4453125
2.25,3.5,0.4453125,0.501953125
3.3125,-1.25,1.5234375,-0.248046875
-2.625,2.0,0.296875,-0.0390625
-1.5625,4.53125,1.09375,-0.234375
2.375,2.5,0.6796875,0.74609375
0.6875,2.0625,0.25,0.9140625
1.375,1.75,1.0234375,-0.26953125
2.625,-1.375,0.296875,-0.1484375
2.34375,4.84375,-0.16796875,0.96875
