s_cong_DO,s_inc_DO,w_cong_DO,w_inc_DO,s_cong_PO,s_inc_PO,w_cong_PO,w_inc_PO,s_PE_DO,s_PE_PO,w_PE_DO,w_PE_PO
-55.03125,-56.96875,-7.00390625,-8.0859375,-55.75,-54.84375,-3.16796875,-3.12890625,1.9375,-0.90625,1.08203125,-0.0390625
-53.84375,-54.90625,-6.94921875,-7.99609375,-53.75,-54.125,-2.955078125,-3.06640625,1.0625,0.375,1.046875,0.111328125
-55.625,-57.84375,-7.21875,-7.78515625,-55.78125,-54.5625,-2.33203125,-2.169921875,2.21875,-1.21875,0.56640625,-0.162109375
-53.4375,-55.96875,-6.98046875,-8.2578125,-53.625,-52.4375,-2.556640625,-2.5859375,2.53125,-1.1875,1.27734375,0.029296875
-55.5625,-57.03125,-7.1484375,-7.96875,-55.65625,-55.625,-2.240234375,-2.55859375,1.46875,-0.03125,0.8203125,0.318359375
-49.6875,-51.78125,-3.607421875,-3.62109375,-49.34375,-48.71875,-2.642578125,-2.595703125,2.09375,-0.625,0.013671875,-0.046875
-45.9375,-46.21875,-3.3515625,-3.474609375,-45.5625,-45.90625,-2.6875,-2.591796875,0.28125,0.34375,0.123046875,-0.095703125
-48.25,-49.625,-3.400390625,-3.47265625,-48.3125,-48.03125,-2.123046875,-2.009765625,1.375,-0.28125,0.072265625,-0.11328125
-49.8125,-53.25,-3.416015625,-3.626953125,-52.75,-50.65625,-3.017578125,-2.763671875,3.4375,-2.09375,0.2109375,-0.25390625
-46.78125,-48.5625,-3.296875,-3.458984375,-47.375,-46.46875,-1.953125,-2.0546875,1.78125,-0.90625,0.162109375,0.1015625
-47.40625,-48.46875,-3.326171875,-3.4140625,-47.71875,-47.40625,-2.806640625,-2.75,1.0625,-0.3125,0.087890625,-0.056640625
-45.0625,-46.15625,-3.43359375,-3.533203125,-44.5625,-45.375,-2.287109375,-2.341796875,1.09375,0.8125,0.099609375,0.0546875
-46.3125,-47.5625,-3.341796875,-3.353515625,-46.15625,-45.15625,-2.595703125,-2.625,1.25,-1.0,0.01171875,0.029296875
-48.09375,-51.28125,-3.353515625,-3.568359375,-48.96875,-46.875,-2.25390625,-2.111328125,3.1875,-2.09375,0.21484375,-0.142578125
-49.4375,-50.0,-3.416015625,-3.458984375,-48.03125,-47.8125,-3.02734375,-3.205078125,0.5625,-0.21875,0.04296875,0.177734375
-55.15625,-51.0,-5.2265625,-5.23828125,-50.375,-54.21875,-3.06640625,-3.546875,-4.15625,3.84375,0.01171875,0.48046875
-50.25,-47.9375,-4.79296875,-4.74609375,-48.5625,-51.1875,-2.693359375,-2.759765625,-2.3125,2.625,-0.046875,0.06640625
-54.625,-52.8125,-5.58203125,-5.4921875,-51.71875,-53.8125,-2.49609375,-2.703125,-1.8125,2.09375,-0.08984375,0.20703125
-48.59375,-51.28125,-4.25390625,-5.00390625,-50.875,-48.84375,-3.71484375,-3.458984375,2.6875,-2.03125,0.75,-0.255859375
-50.90625,-52.4375,-4.48828125,-5.27734375,-51.96875,-51.0,-2.75,-2.537109375,1.53125,-0.96875,0.7890625,-0.212890625
-52.28125,-49.75,-5.73828125,-5.6953125,-49.71875,-53.09375,-3.150390625,-3.29296875,-2.53125,3.375,-0.04296875,0.142578125
-51.125,-51.9375,-4.82421875,-5.21875,-52.25,-52.625,-2.794921875,-2.720703125,0.8125,0.375,0.39453125,-0.07421875
-48.46875,-51.5625,-4.16796875,-4.44921875,-52.71875,-50.8125,-4.70703125,-4.23046875,3.09375,-1.90625,0.28125,-0.4765625
-52.5625,-49.28125,-4.640625,-4.65234375,-50.03125,-51.96875,-3.498046875,-3.841796875,-3.28125,1.9375,0.01171875,0.34375
-50.4375,-51.59375,-4.72265625,-4.82421875,-51.4375,-52.0,-4.1875,-4.03515625,1.15625,0.5625,0.1015625,-0.15234375
-50.9375,-51.875,-6.4609375,-6.90234375,-51.4375,-50.96875,-4.8828125,-4.890625,0.9375,-0.46875,0.44140625,0.0078125
-50.625,-52.25,-5.49609375,-6.375,-52.90625,-52.21875,-5.2109375,-4.98046875,1.625,-0.6875,0.87890625,-0.23046875
-49.0625,-50.0,-5.87109375,-6.62890625,-49.21875,-49.34375,-4.9140625,-4.81640625,0.9375,0.125,0.7578125,-0.09765625
-47.3125,-48.71875,-6.5,-6.87109375,-49.03125,-48.03125,-5.12890625,-5.21875,1.40625,-1.0,0.37109375,0.08984375
-47.3125,-45.78125,-6.046875,-6.08203125,-47.53125,-48.5625,-5.171875,-5.21484375,-1.53125,1.03125,0.03515625,0.04296875
-48.375,-53.625,-4.76953125,-6.1953125,-54.21875,-49.75,-5.2734375,-5.00390625,5.25,-4.46875,1.42578125,-0.26953125
-52.0625,-50.3125,-5.9765625,-6.046875,-50.28125,-51.4375,-5.1171875,-5.1484375,-1.75,1.15625,0.0703125,0.03125
-45.96875,-50.21875,-5.484375,-6.23828125,-51.03125,-46.90625,-5.24609375,-5.11328125,4.25,-4.125,0.75390625,-0.1328125
-49.1875,-48.90625,-5.65234375,-5.73046875,-49.6875,-50.03125,-4.83203125,-5.01171875,-0.28125,0.34375,0.078125,0.1796875
-47.6875,-48.28125,-5.35546875,-6.15625,-49.0,-48.34375,-5.2421875,-5.00390625,0.59375,-0.65625,0.80078125,-0.23828125
-54.0625,-54.5625,-6.6328125,-6.953125,-52.46875,-52.625,-2.185546875,-2.10546875,0.5,0.15625,0.3203125,-0.080078125
-52.6875,-53.0,-5.94140625,-6.09765625,-51.4375,-52.3125,-2.544921875,-2.58203125,0.3125,0.875,0.15625,0.037109375
-50.75,-50.0,-5.8671875,-6.09765625,-48.71875,-49.875,-2.408203125,-2.255859375,-0.75,1.15625,0.23046875,-0.15234375
-60.25,-56.0625,-6.328125,-6.77734375,-55.78125,-60.09375,-2.900390625,-3.08984375,-4.1875,4.3125,0.44921875,0.189453125
-52.125,-52.65625,-5.1640625,-5.62890625,-50.90625,-51.25,-2.533203125,-2.44140625,0.53125,0.34375,0.46484375,-0.091796875
-52.40625,-54.375,-6.1953125,-6.76171875,-53.28125,-51.9375,-2.853515625,-2.73828125,1.96875,-1.34375,0.56640625,-0.115234375
-54.28125,-52.375,-6.3828125,-6.62890625,-50.75,-53.125,-1.9375,-2.123046875,-1.90625,2.375,0.24609375,0.185546875
-51.96875,-51.03125,-6.41796875,-6.64453125,-50.21875,-52.15625,-2.46484375,-2.5234375,-0.9375,1.9375,0.2265625,0.05859375
-58.875,-58.0625,-6.55859375,-6.71875,-57.15625,-58.3125,-2.48828125,-2.751953125,-0.8125,1.15625,0.16015625,0.263671875
-51.375,-51.375,-6.3046875,-6.6875,-50.09375,-50.875,-2.142578125,-2.08984375,0.0,0.78125,0.3828125,-0.052734375
-58.4375,-57.625,-5.08203125,-4.83984375,-56.03125,-57.125,-4.41796875,-4.671875,-0.8125,1.09375,-0.2421875,0.25390625
-55.9375,-56.0625,-4.234375,-4.5859375,-55.71875,-55.6875,-3.12890625,-3.20703125,0.125,-0.03125,0.3515625,0.078125
-54.78125,-57.6875,-3.935546875,-4.8671875,-57.75,-55.3125,-4.171875,-4.0390625,2.90625,-2.4375,0.931640625,-0.1328125
-55.03125,-57.5625,-4.40625,-4.7578125,-56.59375,-53.5625,-3.279296875,-3.208984375,2.53125,-3.03125,0.3515625,-0.0703125
-52.71875,-53.96875,-3.91796875,-4.22265625,-53.15625,-52.75,-3.591796875,-3.666015625,1.25,-0.40625,0.3046875,0.07421875
-55.84375,-57.0,-4.328125,-4.4921875,-55.3125,-54.15625,-3.521484375,-3.509765625,1.15625,-1.15625,0.1640625,-0.01171875
-57.0625,-58.59375,-4.04296875,-4.578125,-58.5,-57.03125,-3.09765625,-3.078125,1.53125,-1.46875,0.53515625,-0.01953125
-56.71875,-58.25,-4.2265625,-4.6171875,-57.15625,-55.59375,-2.6796875,-2.619140625,1.53125,-1.5625,0.390625,-0.060546875
-57.96875,-58.34375,-4.16796875,-4.703125,-57.1875,-57.0625,-3.15234375,-3.248046875,0.375,-0.125,0.53515625,0.095703125
-54.1875,-55.0625,-4.30859375,-4.6328125,-54.0,-52.6875,-3.42578125,-3.166015625,0.875,-1.3125,0.32421875,-0.259765625
-47.875,-49.4375,-3.05078125,-3.173828125,-49.9375,-48.375,-2.2890625,-2.3125,1.5625,-1.5625,0.123046875,0.0234375
-48.5625,-50.6875,-2.939453125,-3.189453125,-49.75,-48.34375,-2.046875,-2.140625,2.125,-1.40625,0.25,0.09375
-45.78125,-48.90625,-2.810546875,-3.130859375,-48.90625,-46.34375,-2.171875,-2.234375,3.125,-2.5625,0.3203125,0.0625
-47.875,-49.34375,-2.87109375,-3.12109375,-50.21875,-49.53125,-2.69140625,-2.904296875,1.46875,-0.6875,0.25,0.212890625
-48.625,-48.03125,-3.2578125,-3.298828125,-48.78125,-49.375,-2.51953125,-2.703125,-0.59375,0.59375,0.041015625,0.18359375
-44.8125,-46.3125,-2.91796875,-3.05078125,-46.59375,-45.71875,-2.298828125,-2.41796875,1.5,-0.875,0.1328125,0.119140625
-49.15625,-49.6875,-3.34765625,-3.564453125,-48.65625,-48.46875,-2.7890625,-2.734375,0.53125,-0.1875,0.216796875,-0.0546875
-48.875,-50.4375,-2.91015625,-3.166015625,-50.84375,-50.25,-2.259765625,-2.48046875,1.5625,-0.59375,0.255859375,0.220703125
-47.84375,-49.78125,-3.013671875,-3.203125,-50.78125,-49.28125,-2.80078125,-3.0546875,1.9375,-1.5,0.189453125,0.25390625
-49.3125,-50.59375,-3.138671875,-3.3203125,-49.6875,-49.5625,-2.037109375,-2.2890625,1.28125,-0.125,0.181640625,0.251953125
-47.40625,-47.0625,-4.51953125,-4.91015625,-48.78125,-51.0,-4.01171875,-4.15625,-0.34375,2.21875,0.390625,0.14453125
-45.65625,-45.40625,-4.4765625,-4.69140625,-48.59375,-49.875,-3.87890625,-4.09765625,-0.25,1.28125,0.21484375,0.21875
-49.0,-47.4375,-4.8359375,-4.80859375,-48.78125,-49.90625,-4.08203125,-3.861328125,-1.5625,1.125,-0.02734375,-0.220703125
-44.8125,-44.53125,-4.7421875,-4.6796875,-46.1875,-47.375,-3.6328125,-3.833984375,-0.28125,1.1875,-0.0625,0.201171875
-45.1875,-47.0,-4.5625,-5.03515625,-47.96875,-47.75,-4.20703125,-4.18359375,1.8125,-0.21875,0.47265625,-0.0234375
-44.28125,-43.53125,-4.41015625,-4.7890625,-45.5625,-46.90625,-4.265625,-4.38671875,-0.75,1.34375,0.37890625,0.12109375
-44.28125,-45.46875,-4.7109375,-5.0703125,-46.125,-47.53125,-3.689453125,-3.873046875,1.1875,1.40625,0.359375,0.18359375
-46.6875,-46.875,-4.5078125,-4.9765625,-48.625,-49.6875,-4.41015625,-4.234375,0.1875,1.0625,0.46875,-0.17578125
-43.15625,-45.78125,-4.61328125,-5.12109375,-47.65625,-45.625,-3.974609375,-3.8984375,2.625,-2.03125,0.5078125,-0.076171875
-44.84375,-47.125,-4.19921875,-4.83203125,-48.1875,-47.46875,-3.9765625,-4.13671875,2.28125,-0.71875,0.6328125,0.16015625
-55.40625,-56.40625,-3.841796875,-4.32421875,-55.46875,-55.375,-4.125,-4.18359375,1.0,-0.09375,0.482421875,0.05859375
-55.875,-56.0,-3.892578125,-4.62890625,-54.90625,-55.59375,-3.736328125,-3.740234375,0.125,0.6875,0.736328125,0.00390625
-57.9375,-59.75,-4.2890625,-4.859375,-58.3125,-58.28125,-4.55078125,-4.6015625,1.8125,-0.03125,0.5703125,0.05078125
-55.71875,-54.875,-4.671875,-4.90234375,-53.40625,-54.46875,-3.759765625,-3.671875,-0.84375,1.0625,0.23046875,-0.087890625
-58.03125,-58.0,-4.4765625,-4.453125,-58.6875,-58.09375,-3.771484375,-3.962890625,-0.03125,-0.59375,-0.0234375,0.19140625
-55.09375,-55.90625,-3.796875,-4.67578125,-54.71875,-54.53125,-4.6328125,-4.38671875,0.8125,-0.1875,0.87890625,-0.24609375
-60.875,-60.6875,-4.69140625,-4.6640625,-59.90625,-59.96875,-3.9609375,-3.919921875,-0.1875,0.0625,-0.02734375,-0.041015625
-57.53125,-55.59375,-5.34375,-5.421875,-54.6875,-56.21875,-4.1953125,-4.02734375,-1.9375,1.53125,0.078125,-0.16796875
-52.53125,-51.4375,-4.5234375,-4.78125,-50.5625,-51.65625,-4.12109375,-3.97265625,-1.09375,1.09375,0.2578125,-0.1484375
-58.5,-59.375,-4.06640625,-4.67578125,-57.53125,-57.21875,-4.47265625,-4.5703125,0.875,-0.3125,0.609375,0.09765625
-53.84375,-54.09375,-6.77734375,-7.59765625,-51.84375,-51.53125,-1.07421875,-1.0908203125,0.25,-0.3125,0.8203125,0.0166015625
-55.875,-59.59375,-6.27734375,-6.66796875,-57.1875,-54.1875,-0.68505859375,-0.92236328125,3.71875,-3.0,0.390625,0.2373046875
-54.03125,-56.0,-6.5078125,-7.390625,-52.34375,-50.9375,-1.3251953125,-1.4033203125,1.96875,-1.40625,0.8828125,0.078125
-56.46875,-57.53125,-6.7890625,-7.8203125,-54.65625,-53.1875,-1.162109375,-1.205078125,1.0625,-1.46875,1.03125,0.04296875
-54.71875,-55.84375,-5.82421875,-6.44921875,-51.71875,-50.6875,-1.0107421875,-0.96630859375,1.125,-1.03125,0.625,-0.04443359375
-56.8125,-55.90625,-6.84765625,-7.4453125,-55.84375,-55.53125,-1.228515625,-1.2255859375,-0.90625,-0.3125,0.59765625,-0.0029296875
-57.21875,-57.46875,-6.71875,-7.47265625,-56.21875,-55.3125,-0.97265625,-1.046875,0.25,-0.90625,0.75390625,0.07421875
-56.4375,-56.03125,-7.0625,-7.4296875,-53.03125,-52.71875,-1.3017578125,-1.0673828125,-0.40625,-0.3125,0.3671875,-0.234375
-57.53125,-59.03125,-6.7890625,-7.79296875,-55.0625,-53.6875,-0.80908203125,-0.7939453125,1.5,-1.375,1.00390625,-0.01513671875
-53.8125,-55.03125,-6.08203125,-7.453125,-52.53125,-49.75,-1.0478515625,-1.076171875,1.21875,-2.78125,1.37109375,0.0283203125
-49.53125,-48.96875,-4.7109375,-5.40234375,-49.125,-49.1875,-2.537109375,-2.6015625,-0.5625,0.0625,0.69140625,0.064453125
-50.34375,-50.84375,-5.375,-5.7734375,-50.78125,-49.875,-2.01171875,-2.02734375,0.5,-0.90625,0.3984375,0.015625
-49.75,-50.28125,-5.0,-5.47265625,-50.1875,-49.625,-2.138671875,-2.255859375,0.53125,-0.5625,0.47265625,0.1171875
-50.65625,-50.90625,-4.34375,-5.046875,-51.1875,-50.5625,-2.056640625,-2.154296875,0.25,-0.625,0.703125,0.09765625
-51.25,-50.59375,-5.0078125,-5.640625,-49.5,-50.28125,-1.9404296875,-2.08984375,-0.65625,0.78125,0.6328125,0.1494140625
-50.90625,-51.3125,-4.99609375,-5.23828125,-51.90625,-51.46875,-3.541015625,-3.27734375,0.40625,-0.4375,0.2421875,-0.263671875
-48.5625,-48.78125,-4.75390625,-5.03125,-49.03125,-48.0,-2.072265625,-2.072265625,0.21875,-1.03125,0.27734375,0.0
-52.59375,-50.375,-4.484375,-5.140625,-50.875,-53.03125,-2.3671875,-2.69921875,-2.21875,2.15625,0.65625,0.33203125
-47.96875,-48.59375,-4.87109375,-5.18359375,-48.78125,-47.53125,-2.0234375,-1.9912109375,0.625,-1.25,0.3125,-0.0322265625
-50.375,-51.3125,-4.83203125,-4.99609375,-51.46875,-50.875,-3.12890625,-2.91796875,0.9375,-0.59375,0.1640625,-0.2109375
-54.71875,-55.71875,-5.39453125,-6.16015625,-53.75,-53.875,-4.19140625,-3.79296875,1.0,0.125,0.765625,-0.3984375
-55.3125,-55.625,-6.890625,-7.3515625,-52.71875,-53.625,-3.494140625,-3.59375,0.3125,0.90625,0.4609375,0.099609375
-51.15625,-50.875,-6.4140625,-6.37109375,-49.8125,-50.9375,-3.947265625,-4.03515625,-0.28125,1.125,-0.04296875,0.087890625
-51.09375,-51.9375,-6.359375,-6.3125,-51.375,-50.6875,-4.0078125,-4.0,0.84375,-0.6875,-0.046875,-0.0078125
-54.21875,-52.0,-5.6953125,-5.9140625,-50.5,-53.46875,-3.591796875,-3.6875,-2.21875,2.96875,0.21875,0.095703125
-54.03125,-52.8125,-3.365234375,-4.66015625,-52.375,-54.15625,-2.90234375,-3.099609375,-1.21875,1.78125,1.294921875,0.197265625
-56.125,-54.75,-6.3203125,-6.1796875,-53.21875,-55.5625,-3.970703125,-4.08203125,-1.375,2.34375,-0.140625,0.111328125
-52.125,-55.125,-4.35546875,-5.7890625,-53.125,-50.9375,-3.455078125,-3.458984375,3.0,-2.1875,1.43359375,0.00390625
-49.75,-50.25,-5.33984375,-5.5703125,-49.8125,-49.6875,-3.912109375,-3.908203125,0.5,-0.125,0.23046875,-0.00390625
-55.9375,-56.28125,-5.85546875,-6.3828125,-54.65625,-54.71875,-4.58984375,-3.96484375,0.34375,0.0625,0.52734375,-0.625
-45.84375,-45.15625,-2.119140625,-2.15625,-47.4375,-48.90625,-2.80078125,-2.662109375,-0.6875,1.46875,0.037109375,-0.138671875
-46.1875,-46.6875,-2.28125,-2.16796875,-49.5,-49.8125,-3.33203125,-3.255859375,0.5,0.3125,-0.11328125,-0.076171875
-44.21875,-43.4375,-1.9755859375,-1.93359375,-45.78125,-47.25,-1.9208984375,-2.19140625,-0.78125,1.46875,-0.0419921875,0.2705078125
-45.46875,-45.125,-1.9248046875,-1.708984375,-48.0,-49.53125,-2.560546875,-2.572265625,-0.34375,1.53125,-0.2158203125,0.01171875
-43.0,-44.375,-1.8623046875,-1.85546875,-46.90625,-45.65625,-1.927734375,-2.07421875,1.375,-1.25,-0.0068359375,0.146484375
-44.09375,-43.46875,-2.1328125,-2.021484375,-47.09375,-47.375,-2.19140625,-1.958984375,-0.625,0.28125,-0.111328125,-0.232421875
-44.40625,-42.71875,-2.064453125,-1.9052734375,-44.84375,-46.0625,-2.193359375,-2.380859375,-1.6875,1.21875,-0.1591796875,0.1875
-46.375,-45.90625,-1.9140625,-1.9609375,-49.0,-49.875,-2.443359375,-2.515625,-0.46875,0.875,0.046875,0.072265625
-42.53125,-43.34375,-1.60546875,-1.8046875,-47.0,-45.75,-2.84765625,-2.5390625,0.8125,-1.25,0.19921875,-0.30859375
-45.09375,-46.4375,-1.80859375,-1.724609375,-48.0625,-47.46875,-2.447265625,-2.265625,1.34375,-0.59375,-0.083984375,-0.181640625
-55.0625,-55.21875,-3.857421875,-3.779296875,-58.28125,-58.34375,-4.88671875,-4.84375,0.15625,0.0625,-0.078125,-0.04296875
-58.28125,-54.75,-5.5703125,-5.63671875,-54.0,-58.46875,-4.609375,-4.765625,-3.53125,4.46875,0.06640625,0.15625
-57.0,-55.5,-3.322265625,-3.509765625,-57.0,-59.9375,-4.71875,-4.76953125,-1.5,2.9375,0.1875,0.05078125
-56.75,-57.0,-4.33984375,-4.72265625,-60.21875,-58.4375,-4.48828125,-4.171875,0.25,-1.78125,0.3828125,-0.31640625
-55.59375,-53.28125,-2.369140625,-1.955078125,-57.40625,-60.0,-4.65234375,-4.59375,-2.3125,2.59375,-0.4140625,-0.05859375
-54.6875,-52.78125,-4.6796875,-4.6953125,-52.9375,-55.125,-4.24609375,-4.51171875,-1.90625,2.1875,0.015625,0.265625
-56.71875,-52.0625,-4.46875,-4.21484375,-55.28125,-61.78125,-4.6953125,-4.828125,-4.65625,6.5,-0.25390625,0.1328125
-54.90625,-55.3125,-2.736328125,-3.0234375,-56.625,-56.71875,-4.3125,-4.12109375,0.40625,0.09375,0.287109375,-0.19140625
-58.3125,-53.5625,-3.74609375,-3.576171875,-57.28125,-61.5625,-5.22265625,-5.25390625,-4.75,4.28125,-0.169921875,0.03125
-57.09375,-55.09375,-4.7578125,-4.55859375,-56.28125,-58.6875,-4.6875,-4.8359375,-2.0,2.40625,-0.19921875,0.1484375
-53.78125,-57.46875,-3.314453125,-4.16796875,-54.84375,-53.09375,-2.484375,-3.166015625,3.6875,-1.75,0.853515625,0.681640625
-54.9375,-60.8125,-3.30078125,-3.876953125,-59.625,-53.8125,-2.791015625,-2.736328125,5.875,-5.8125,0.576171875,-0.0546875
-55.3125,-56.21875,-4.0234375,-4.91796875,-53.90625,-53.125,-3.173828125,-2.91796875,0.90625,-0.78125,0.89453125,-0.255859375
-57.03125,-58.375,-3.71875,-3.9609375,-58.625,-57.21875,-3.328125,-3.029296875,1.34375,-1.40625,0.2421875,-0.298828125
-56.4375,-58.03125,-3.82421875,-4.30078125,-55.59375,-55.4375,-2.7109375,-2.896484375,1.59375,-0.15625,0.4765625,0.185546875
-55.3125,-54.96875,-3.384765625,-3.248046875,-54.375,-54.96875,-2.6328125,-2.68359375,-0.34375,0.59375,-0.13671875,0.05078125
-54.3125,-54.5,-3.58984375,-4.1328125,-55.15625,-54.71875,-2.88671875,-2.9765625,0.1875,-0.4375,0.54296875,0.08984375
-54.25,-57.15625,-3.763671875,-4.5078125,-56.9375,-55.71875,-3.587890625,-3.89453125,2.90625,-1.21875,0.744140625,0.306640625
-58.125,-58.8125,-3.265625,-3.724609375,-60.34375,-59.09375,-2.9921875,-3.0,0.6875,-1.25,0.458984375,0.0078125
-56.9375,-58.46875,-3.65234375,-3.75390625,-57.0625,-56.0,-2.21875,-2.298828125,1.53125,-1.0625,0.1015625,0.080078125
-54.4375,-49.6875,-1.9892578125,-1.685546875,-49.6875,-53.78125,-0.77685546875,-0.892578125,-4.75,4.09375,-0.3037109375,0.11572265625
-53.1875,-49.875,-1.9482421875,-1.5556640625,-49.65625,-52.375,-0.6181640625,-1.095703125,-3.3125,2.71875,-0.392578125,0.4775390625
-47.84375,-47.46875,-1.3232421875,-1.1220703125,-47.5625,-48.125,-0.62744140625,-0.86474609375,-0.375,0.5625,-0.201171875,0.2373046875
-50.28125,-50.3125,-1.9853515625,-1.7734375,-50.4375,-50.8125,-0.88427734375,-1.080078125,0.03125,0.375,-0.2119140625,0.19580078125
-49.34375,-48.34375,-1.9052734375,-1.548828125,-48.34375,-49.90625,-0.67578125,-0.81298828125,-1.0,1.5625,-0.3564453125,0.13720703125
-48.65625,-49.0,-1.4931640625,-1.1103515625,-49.46875,-48.8125,-0.85400390625,-1.166015625,0.34375,-0.65625,-0.3828125,0.31201171875
-50.6875,-50.8125,-1.8349609375,-1.8359375,-49.75,-49.40625,-0.7490234375,-0.84423828125,0.125,-0.34375,0.0009765625,0.09521484375
-47.28125,-47.875,-1.43359375,-1.4130859375,-48.375,-47.8125,-0.68798828125,-0.71728515625,0.59375,-0.5625,-0.0205078125,0.029296875
-50.625,-49.40625,-1.501953125,-1.5439453125,-48.34375,-49.1875,-0.74658203125,-0.732421875,-1.21875,0.84375,0.0419921875,-0.01416015625
-50.34375,-47.5625,-1.9423828125,-1.4501953125,-48.90625,-52.21875,-0.68994140625,-1.158203125,-2.78125,3.3125,-0.4921875,0.46826171875
-49.5625,-48.6875,-2.6484375,-2.32421875,-49.5625,-50.90625,-0.689453125,-0.6728515625,-0.875,1.34375,-0.32421875,-0.0166015625
-50.125,-48.46875,-2.3984375,-2.306640625,-49.78125,-51.40625,-0.70751953125,-1.2705078125,-1.65625,1.625,-0.091796875,0.56298828125
-48.5,-46.34375,-2.3046875,-2.197265625,-47.96875,-49.21875,-0.498291015625,-0.68994140625,-2.15625,1.25,-0.107421875,0.191650390625
-51.375,-48.53125,-2.0,-2.09375,-50.53125,-53.125,-0.58251953125,-0.76513671875,-2.84375,2.59375,0.09375,0.1826171875
-50.0625,-48.53125,-1.9111328125,-1.9501953125,-50.125,-51.625,-0.560546875,-0.79638671875,-1.53125,1.5,0.0390625,0.23583984375
-47.3125,-45.6875,-2.3203125,-2.23828125,-48.4375,-49.90625,-0.669921875,-0.80078125,-1.625,1.46875,-0.08203125,0.130859375
-51.28125,-49.5,-1.83203125,-1.888671875,-50.6875,-52.875,-0.5615234375,-0.708984375,-1.78125,2.1875,0.056640625,0.1474609375
-50.5625,-49.15625,-2.623046875,-2.689453125,-50.75,-51.75,-0.763671875,-1.0146484375,-1.40625,1.0,0.06640625,0.2509765625
-47.75,-47.4375,-2.19140625,-2.3671875,-48.8125,-48.9375,-0.64208984375,-0.912109375,-0.3125,0.125,0.17578125,0.27001953125
-49.0,-48.96875,-2.830078125,-2.96484375,-49.21875,-49.4375,-0.6181640625,-0.72216796875,-0.03125,0.21875,0.134765625,0.10400390625
-45.53125,-49.25,-6.26171875,-7.36328125,-46.0,-44.1875,-2.203125,-2.365234375,3.71875,-1.8125,1.1015625,0.162109375
-47.6875,-49.53125,-6.21484375,-6.76953125,-47.6875,-46.25,-2.91015625,-2.759765625,1.84375,-1.4375,0.5546875,-0.150390625
-45.28125,-46.0625,-6.60546875,-7.0234375,-43.28125,-43.53125,-2.880859375,-2.998046875,0.78125,0.25,0.41796875,0.1171875
-43.375,-46.1875,-5.671875,-6.6875,-45.625,-42.71875,-2.177734375,-2.333984375,2.8125,-2.90625,1.015625,0.15625
-43.90625,-46.5,-5.98046875,-6.6328125,-46.8125,-44.59375,-3.189453125,-2.9921875,2.59375,-2.21875,0.65234375,-0.197265625
-46.5625,-46.34375,-6.4609375,-6.88671875,-45.5625,-45.96875,-3.708984375,-3.837890625,-0.21875,0.40625,0.42578125,0.12890625
-45.40625,-47.53125,-5.83984375,-6.63671875,-45.96875,-45.0625,-2.697265625,-2.654296875,2.125,-0.90625,0.796875,-0.04296875
