item_index,prompt_template,prime_condition,prime_structure,prime_sentence,target_active,target_passive,agent_det,agent_noun,patient_det,patient_noun,verb_lemma,active_verb_form,passive_verb_form,message_role_order_json,prompt,sentence_stub,choice_target,active_choice_logprob,passive_choice_logprob,passive_minus_active_logprob,chosen_structure,passive_choice_indicator
2,role_labeled,no_prime_eos,no_prime_eos,,a mayor kills a minister .,a minister is killed by a mayor .,a,mayor,a,minister,kill,kills,killed,"[""VERB=kill"", ""AGENT=mayor"", ""PATIENT=minister""]","Event roles: VERB=kill; AGENT=mayor; PATIENT=minister
Sentence: the",Sentence: the,first_noun,-2.8023414611816406,-5.147104740142822,-2.3447632789611816,active,0.0
2,role_labeled,filler,filler,The plinter drossed in marven .,a mayor kills a minister .,a minister is killed by a mayor .,a,mayor,a,minister,kill,kills,killed,"[""VERB=kill"", ""AGENT=mayor"", ""PATIENT=minister""]","Prime sentence: The plinter drossed in marven .
Event roles: VERB=kill; AGENT=mayor; PATIENT=minister
Sentence: the",Sentence: the,first_noun,-5.205999374389648,-7.142775535583496,-1.9367761611938477,active,0.0
3,role_labeled,active,active,a fradulvek drupemzired a vrepimpav .,a hero hurries a husband .,a husband is hurried by a hero .,a,hero,a,husband,hurry,hurries,hurried,"[""AGENT=hero"", ""PATIENT=husband"", ""VERB=hurry""]","Prime sentence: a fradulvek drupemzired a vrepimpav .
Event roles: AGENT=hero; PATIENT=husband; VERB=hurry
Sentence: the",Sentence: the,first_noun,-4.997716903686523,-6.409795761108398,-1.412078857421875,active,0.0
3,role_labeled,passive,passive,a vrepimpav was drupemzired by a fradulvek .,a hero hurries a husband .,a husband is hurried by a hero .,a,hero,a,husband,hurry,hurries,hurried,"[""AGENT=hero"", ""PATIENT=husband"", ""VERB=hurry""]","Prime sentence: a vrepimpav was drupemzired by a fradulvek .
Event roles: AGENT=hero; PATIENT=husband; VERB=hurry
Sentence: the",Sentence: the,first_noun,-4.9630584716796875,-6.399045467376709,-1.4359869956970215,active,0.0
3,role_labeled,no_prime_eos,no_prime_eos,,a hero hurries a husband .,a husband is hurried by a hero .,a,hero,a,husband,hurry,hurries,hurried,"[""AGENT=hero"", ""PATIENT=husband"", ""VERB=hurry""]","Event roles: AGENT=hero; PATIENT=husband; VERB=hurry
Sentence: the",Sentence: the,first_noun,-3.107332706451416,-5.059108734130859,-1.9517760276794434,active,0.0
3,role_labeled,filler,filler,The claven morged through selven .,a hero hurries a husband .,a husband is hurried by a hero .,a,hero,a,husband,hurry,hurries,hurried,"[""AGENT=hero"", ""PATIENT=husband"", ""VERB=hurry""]","Prime sentence: The claven morged through selven .
Event roles: AGENT=hero; PATIENT=husband; VERB=hurry
Sentence: the",Sentence: the,first_noun,-5.430570602416992,-6.713510513305664,-1.2829399108886719,active,0.0
4,role_labeled,active,active,a kvevarzom vragafmured a mnikudpav .,a hero judges a husband .,a husband is judged by a hero .,a,hero,a,husband,judg,judges,judged,"[""VERB=judg"", ""PATIENT=husband"", ""AGENT=hero""]","Prime sentence: a kvevarzom vragafmured a mnikudpav .
Event roles: VERB=judg; PATIENT=husband; AGENT=hero
Sentence: the",Sentence: the,first_noun,-5.688777923583984,-5.96992826461792,-0.28115034103393555,active,0.0
4,role_labeled,passive,passive,a mnikudpav was vragafmured by a kvevarzom .,a hero judges a husband .,a husband is judged by a hero .,a,hero,a,husband,judg,judges,judged,"[""VERB=judg"", ""PATIENT=husband"", ""AGENT=hero""]","Prime sentence: a mnikudpav was vragafmured by a kvevarzom .
Event roles: VERB=judg; PATIENT=husband; AGENT=hero
Sentence: the",Sentence: the,first_noun,-5.192177772521973,-5.452304840087891,-0.26012706756591797,active,0.0
4,role_labeled,no_prime_eos,no_prime_eos,,a hero judges a husband .,a husband is judged by a hero .,a,hero,a,husband,judg,judges,judged,"[""VERB=judg"", ""PATIENT=husband"", ""AGENT=hero""]","Event roles: VERB=judg; PATIENT=husband; AGENT=hero
Sentence: the",Sentence: the,first_noun,-4.0206685066223145,-5.291345596313477,-1.270677089691162,active,0.0
4,role_labeled,filler,filler,The trassel fented beside murven .,a hero judges a husband .,a husband is judged by a hero .,a,hero,a,husband,judg,judges,judged,"[""VERB=judg"", ""PATIENT=husband"", ""AGENT=hero""]","Prime sentence: The trassel fented beside murven .
Event roles: VERB=judg; PATIENT=husband; AGENT=hero
Sentence: the",Sentence: the,first_noun,-6.322476387023926,-6.507148742675781,-0.18467235565185547,active,0.0
5,role_labeled,active,active,a vretafzir vrezebzoms a klogafrud .,a champion drags a chief .,a chief is dragged by a champion .,a,champion,a,chief,drag,drags,dragged,"[""VERB=drag"", ""PATIENT=chief"", ""AGENT=champion""]","Prime sentence: a vretafzir vrezebzoms a klogafrud .
Event roles: VERB=drag; PATIENT=chief; AGENT=champion
Sentence: the",Sentence: the,first_noun,-6.962122440338135,-5.620301723480225,1.3418207168579102,passive,1.0
5,role_labeled,passive,passive,a klogafrud is vrezebzomed by a vretafzir .,a champion drags a chief .,a chief is dragged by a champion .,a,champion,a,chief,drag,drags,dragged,"[""VERB=drag"", ""PATIENT=chief"", ""AGENT=champion""]","Prime sentence: a klogafrud is vrezebzomed by a vretafzir .
Event roles: VERB=drag; PATIENT=chief; AGENT=champion
Sentence: the",Sentence: the,first_noun,-6.400050640106201,-5.8179121017456055,0.5821385383605957,passive,1.0
5,role_labeled,no_prime_eos,no_prime_eos,,a champion drags a chief .,a chief is dragged by a champion .,a,champion,a,chief,drag,drags,dragged,"[""VERB=drag"", ""PATIENT=chief"", ""AGENT=champion""]","Event roles: VERB=drag; PATIENT=chief; AGENT=champion
Sentence: the",Sentence: the,first_noun,-5.622529983520508,-4.791571617126465,0.830958366394043,passive,1.0
5,role_labeled,filler,filler,The drimlet vorked before talven .,a champion drags a chief .,a chief is dragged by a champion .,a,champion,a,chief,drag,drags,dragged,"[""VERB=drag"", ""PATIENT=chief"", ""AGENT=champion""]","Prime sentence: The drimlet vorked before talven .
Event roles: VERB=drag; PATIENT=chief; AGENT=champion
Sentence: the",Sentence: the,first_noun,-7.493960380554199,-6.5090651512146,0.9848952293395996,passive,1.0
6,role_labeled,active,active,the mnikudpav skotafruded the smepemgor .,a parent destroys a partner .,a partner is destroyed by a parent .,a,parent,a,partner,destroy,destroys,destroyed,"[""VERB=destroy"", ""AGENT=parent"", ""PATIENT=partner""]","Prime sentence: the mnikudpav skotafruded the smepemgor .
Event roles: VERB=destroy; AGENT=parent; PATIENT=partner
Sentence: the",Sentence: the,first_noun,-7.159824848175049,-8.93136215209961,-1.7715373039245605,active,0.0
6,role_labeled,passive,passive,the smepemgor was skotafruded by the mnikudpav .,a parent destroys a partner .,a partner is destroyed by a parent .,a,parent,a,partner,destroy,destroys,destroyed,"[""VERB=destroy"", ""AGENT=parent"", ""PATIENT=partner""]","Prime sentence: the smepemgor was skotafruded by the mnikudpav .
Event roles: VERB=destroy; AGENT=parent; PATIENT=partner
Sentence: the",Sentence: the,first_noun,-6.468934059143066,-8.273514747619629,-1.8045806884765625,active,0.0
6,role_labeled,no_prime_eos,no_prime_eos,,a parent destroys a partner .,a partner is destroyed by a parent .,a,parent,a,partner,destroy,destroys,destroyed,"[""VERB=destroy"", ""AGENT=parent"", ""PATIENT=partner""]","Event roles: VERB=destroy; AGENT=parent; PATIENT=partner
Sentence: the",Sentence: the,first_noun,-4.550614356994629,-6.948188781738281,-2.3975744247436523,active,0.0
6,role_labeled,filler,filler,The drimlet vorked before talven .,a parent destroys a partner .,a partner is destroyed by a parent .,a,parent,a,partner,destroy,destroys,destroyed,"[""VERB=destroy"", ""AGENT=parent"", ""PATIENT=partner""]","Prime sentence: The drimlet vorked before talven .
Event roles: VERB=destroy; AGENT=parent; PATIENT=partner
Sentence: the",Sentence: the,first_noun,-8.116006851196289,-9.077910423278809,-0.9619035720825195,active,0.0
7,role_labeled,active,active,the vrefimdil grizebbavs the plokudsel .,a nurse discovers an opponent .,an opponent is discovered by a nurse .,a,nurse,an,opponent,discover,discovers,discovered,"[""PATIENT=opponent"", ""AGENT=nurse"", ""VERB=discover""]","Prime sentence: the vrefimdil grizebbavs the plokudsel .
Event roles: PATIENT=opponent; AGENT=nurse; VERB=discover
Sentence: the",Sentence: the,first_noun,-9.048782348632812,-10.223259925842285,-1.1744775772094727,active,0.0
7,role_labeled,passive,passive,the plokudsel is grizebbaved by the vrefimdil .,a nurse discovers an opponent .,an opponent is discovered by a nurse .,a,nurse,an,opponent,discover,discovers,discovered,"[""PATIENT=opponent"", ""AGENT=nurse"", ""VERB=discover""]","Prime sentence: the plokudsel is grizebbaved by the vrefimdil .
Event roles: PATIENT=opponent; AGENT=nurse; VERB=discover
Sentence: the",Sentence: the,first_noun,-6.023965358734131,-8.556297302246094,-2.532331943511963,active,0.0
7,role_labeled,no_prime_eos,no_prime_eos,,a nurse discovers an opponent .,an opponent is discovered by a nurse .,a,nurse,an,opponent,discover,discovers,discovered,"[""PATIENT=opponent"", ""AGENT=nurse"", ""VERB=discover""]","Event roles: PATIENT=opponent; AGENT=nurse; VERB=discover
Sentence: the",Sentence: the,first_noun,-3.1902570724487305,-6.273140907287598,-3.082883834838867,active,0.0
7,role_labeled,filler,filler,The drasken yelped on fralden .,a nurse discovers an opponent .,an opponent is discovered by a nurse .,a,nurse,an,opponent,discover,discovers,discovered,"[""PATIENT=opponent"", ""AGENT=nurse"", ""VERB=discover""]","Prime sentence: The drasken yelped on fralden .
Event roles: PATIENT=opponent; AGENT=nurse; VERB=discover
Sentence: the",Sentence: the,first_noun,-5.33805513381958,-8.16175651550293,-2.8237013816833496,active,0.0
8,role_labeled,active,active,the klosilfin smenelmurs the kverukvol .,a leader chases a man .,a man is chased by a leader .,a,leader,a,man,chas,chases,chased,"[""VERB=chas"", ""AGENT=leader"", ""PATIENT=man""]","Prime sentence: the klosilfin smenelmurs the kverukvol .
Event roles: VERB=chas; AGENT=leader; PATIENT=man
Sentence: the",Sentence: the,first_noun,-7.23698091506958,-5.762406826019287,1.474574089050293,passive,1.0
8,role_labeled,passive,passive,the kverukvol is smenelmured by the klosilfin .,a leader chases a man .,a man is chased by a leader .,a,leader,a,man,chas,chases,chased,"[""VERB=chas"", ""AGENT=leader"", ""PATIENT=man""]","Prime sentence: the kverukvol is smenelmured by the klosilfin .
Event roles: VERB=chas; AGENT=leader; PATIENT=man
Sentence: the",Sentence: the,first_noun,-6.366056442260742,-5.720406532287598,0.6456499099731445,passive,1.0
8,role_labeled,no_prime_eos,no_prime_eos,,a leader chases a man .,a man is chased by a leader .,a,leader,a,man,chas,chases,chased,"[""VERB=chas"", ""AGENT=leader"", ""PATIENT=man""]","Event roles: VERB=chas; AGENT=leader; PATIENT=man
Sentence: the",Sentence: the,first_noun,-4.0793914794921875,-4.53977108001709,-0.46037960052490234,active,0.0
8,role_labeled,filler,filler,The vornel stonned during nalven .,a leader chases a man .,a man is chased by a leader .,a,leader,a,man,chas,chases,chased,"[""VERB=chas"", ""AGENT=leader"", ""PATIENT=man""]","Prime sentence: The vornel stonned during nalven .
Event roles: VERB=chas; AGENT=leader; PATIENT=man
Sentence: the",Sentence: the,first_noun,-5.457888603210449,-4.534114837646484,0.9237737655639648,passive,1.0
9,role_labeled,active,active,a zramolmur mninorkuls a vrakudmur .,a president teaches a priest .,a priest is taught by a president .,a,president,a,priest,teach,teaches,taught,"[""AGENT=president"", ""VERB=teach"", ""PATIENT=priest""]","Prime sentence: a zramolmur mninorkuls a vrakudmur .
Event roles: AGENT=president; VERB=teach; PATIENT=priest
Sentence: the",Sentence: the,first_noun,-4.475723743438721,-4.488863945007324,-0.013140201568603516,active,0.0
9,role_labeled,passive,passive,a vrakudmur is mninorkuled by a zramolmur .,a president teaches a priest .,a priest is taught by a president .,a,president,a,priest,teach,teaches,taught,"[""AGENT=president"", ""VERB=teach"", ""PATIENT=priest""]","Prime sentence: a vrakudmur is mninorkuled by a zramolmur .
Event roles: AGENT=president; VERB=teach; PATIENT=priest
Sentence: the",Sentence: the,first_noun,-4.974458694458008,-4.207088470458984,0.7673702239990234,passive,1.0
9,role_labeled,no_prime_eos,no_prime_eos,,a president teaches a priest .,a priest is taught by a president .,a,president,a,priest,teach,teaches,taught,"[""AGENT=president"", ""VERB=teach"", ""PATIENT=priest""]","Event roles: AGENT=president; VERB=teach; PATIENT=priest
Sentence: the",Sentence: the,first_noun,-3.350684642791748,-4.168796539306641,-0.8181118965148926,active,0.0
9,role_labeled,filler,filler,The noster glimmed near varset .,a president teaches a priest .,a priest is taught by a president .,a,president,a,priest,teach,teaches,taught,"[""AGENT=president"", ""VERB=teach"", ""PATIENT=priest""]","Prime sentence: The noster glimmed near varset .
Event roles: AGENT=president; VERB=teach; PATIENT=priest
Sentence: the",Sentence: the,first_noun,-5.8301873207092285,-4.559012413024902,1.2711749076843262,passive,1.0
10,role_labeled,active,active,the fravaksel mnilodkeded the tlumolvek .,a winner understands a woman .,a woman is understood by a winner .,a,winner,a,woman,understand,understands,understood,"[""VERB=understand"", ""AGENT=winner"", ""PATIENT=woman""]","Prime sentence: the fravaksel mnilodkeded the tlumolvek .
Event roles: VERB=understand; AGENT=winner; PATIENT=woman
Sentence: the",Sentence: the,first_noun,-8.777229309082031,-6.465582847595215,2.3116464614868164,passive,1.0
10,role_labeled,passive,passive,the tlumolvek was mnilodkeded by the fravaksel .,a winner understands a woman .,a woman is understood by a winner .,a,winner,a,woman,understand,understands,understood,"[""VERB=understand"", ""AGENT=winner"", ""PATIENT=woman""]","Prime sentence: the tlumolvek was mnilodkeded by the fravaksel .
Event roles: VERB=understand; AGENT=winner; PATIENT=woman
Sentence: the",Sentence: the,first_noun,-8.857620239257812,-6.74732780456543,2.110292434692383,passive,1.0
10,role_labeled,no_prime_eos,no_prime_eos,,a winner understands a woman .,a woman is understood by a winner .,a,winner,a,woman,understand,understands,understood,"[""VERB=understand"", ""AGENT=winner"", ""PATIENT=woman""]","Event roles: VERB=understand; AGENT=winner; PATIENT=woman
Sentence: the",Sentence: the,first_noun,-4.859646797180176,-3.4563748836517334,1.4032719135284424,passive,1.0
10,role_labeled,filler,filler,The trasket draved on molven .,a winner understands a woman .,a woman is understood by a winner .,a,winner,a,woman,understand,understands,understood,"[""VERB=understand"", ""AGENT=winner"", ""PATIENT=woman""]","Prime sentence: The trasket draved on molven .
Event roles: VERB=understand; AGENT=winner; PATIENT=woman
Sentence: the",Sentence: the,first_noun,-8.346576690673828,-4.915702819824219,3.4308738708496094,passive,1.0
11,role_labeled,active,active,the vrefimdil kvesornefs the kvesorrud .,a woman beats a worker .,a worker is beaten by a woman .,a,woman,a,worker,beat,beats,beaten,"[""VERB=beat"", ""AGENT=woman"", ""PATIENT=worker""]","Prime sentence: the vrefimdil kvesornefs the kvesorrud .
Event roles: VERB=beat; AGENT=woman; PATIENT=worker
Sentence: the",Sentence: the,first_noun,-6.535157680511475,-9.56779956817627,-3.032641887664795,active,0.0
11,role_labeled,passive,passive,the kvesorrud is kvesornefed by the vrefimdil .,a woman beats a worker .,a worker is beaten by a woman .,a,woman,a,worker,beat,beats,beaten,"[""VERB=beat"", ""AGENT=woman"", ""PATIENT=worker""]","Prime sentence: the kvesorrud is kvesornefed by the vrefimdil .
Event roles: VERB=beat; AGENT=woman; PATIENT=worker
Sentence: the",Sentence: the,first_noun,-4.962826251983643,-7.100216865539551,-2.137390613555908,active,0.0
11,role_labeled,no_prime_eos,no_prime_eos,,a woman beats a worker .,a worker is beaten by a woman .,a,woman,a,worker,beat,beats,beaten,"[""VERB=beat"", ""AGENT=woman"", ""PATIENT=worker""]","Event roles: VERB=beat; AGENT=woman; PATIENT=worker
Sentence: the",Sentence: the,first_noun,-2.7985405921936035,-4.972164630889893,-2.173624038696289,active,0.0
11,role_labeled,filler,filler,The noster glimmed near varset .,a woman beats a worker .,a worker is beaten by a woman .,a,woman,a,worker,beat,beats,beaten,"[""VERB=beat"", ""AGENT=woman"", ""PATIENT=worker""]","Prime sentence: The noster glimmed near varset .
Event roles: VERB=beat; AGENT=woman; PATIENT=worker
Sentence: the",Sentence: the,first_noun,-4.5209245681762695,-7.105423927307129,-2.5844993591308594,active,0.0
12,role_labeled,active,active,a fradullom kvevarmurs a smevakrab .,a wife kisses a winner .,a winner is kissed by a wife .,a,wife,a,winner,kiss,kisses,kissed,"[""VERB=kiss"", ""PATIENT=winner"", ""AGENT=wife""]","Prime sentence: a fradullom kvevarmurs a smevakrab .
Event roles: VERB=kiss; PATIENT=winner; AGENT=wife
Sentence: the",Sentence: the,first_noun,-5.6305999755859375,-7.433392524719238,-1.8027925491333008,active,0.0
12,role_labeled,passive,passive,a smevakrab is kvevarmured by a fradullom .,a wife kisses a winner .,a winner is kissed by a wife .,a,wife,a,winner,kiss,kisses,kissed,"[""VERB=kiss"", ""PATIENT=winner"", ""AGENT=wife""]","Prime sentence: a smevakrab is kvevarmured by a fradullom .
Event roles: VERB=kiss; PATIENT=winner; AGENT=wife
Sentence: the",Sentence: the,first_noun,-5.281628608703613,-7.075427055358887,-1.7937984466552734,active,0.0
12,role_labeled,no_prime_eos,no_prime_eos,,a wife kisses a winner .,a winner is kissed by a wife .,a,wife,a,winner,kiss,kisses,kissed,"[""VERB=kiss"", ""PATIENT=winner"", ""AGENT=wife""]","Event roles: VERB=kiss; PATIENT=winner; AGENT=wife
Sentence: the",Sentence: the,first_noun,-4.454430103302002,-4.984986782073975,-0.5305566787719727,active,0.0
12,role_labeled,filler,filler,The claven morged through selven .,a wife kisses a winner .,a winner is kissed by a wife .,a,wife,a,winner,kiss,kisses,kissed,"[""VERB=kiss"", ""PATIENT=winner"", ""AGENT=wife""]","Prime sentence: The claven morged through selven .
Event roles: VERB=kiss; PATIENT=winner; AGENT=wife
Sentence: the",Sentence: the,first_noun,-5.266544818878174,-8.591547966003418,-3.325003147125244,active,0.0
13,role_labeled,active,active,a pnezebkul smedulpaved a grivarbav .,a professor asks a reader .,a reader is asked by a professor .,a,professor,a,reader,ask,asks,asked,"[""PATIENT=reader"", ""VERB=ask"", ""AGENT=professor""]","Prime sentence: a pnezebkul smedulpaved a grivarbav .
Event roles: PATIENT=reader; VERB=ask; AGENT=professor
Sentence: the",Sentence: the,first_noun,-4.896876335144043,-6.963204860687256,-2.066328525543213,active,0.0
13,role_labeled,passive,passive,a grivarbav was smedulpaved by a pnezebkul .,a professor asks a reader .,a reader is asked by a professor .,a,professor,a,reader,ask,asks,asked,"[""PATIENT=reader"", ""VERB=ask"", ""AGENT=professor""]","Prime sentence: a grivarbav was smedulpaved by a pnezebkul .
Event roles: PATIENT=reader; VERB=ask; AGENT=professor
Sentence: the",Sentence: the,first_noun,-4.268001556396484,-6.216639518737793,-1.9486379623413086,active,0.0
13,role_labeled,no_prime_eos,no_prime_eos,,a professor asks a reader .,a reader is asked by a professor .,a,professor,a,reader,ask,asks,asked,"[""PATIENT=reader"", ""VERB=ask"", ""AGENT=professor""]","Event roles: PATIENT=reader; VERB=ask; AGENT=professor
Sentence: the",Sentence: the,first_noun,-4.143532752990723,-5.183223724365234,-1.0396909713745117,active,0.0
13,role_labeled,filler,filler,The plinter drossed in marven .,a professor asks a reader .,a reader is asked by a professor .,a,professor,a,reader,ask,asks,asked,"[""PATIENT=reader"", ""VERB=ask"", ""AGENT=professor""]","Prime sentence: The plinter drossed in marven .
Event roles: PATIENT=reader; VERB=ask; AGENT=professor
Sentence: the",Sentence: the,first_noun,-5.790125846862793,-7.090751647949219,-1.3006258010864258,active,0.0
14,role_labeled,active,active,the grisortas pnegaflomed the fravaksel .,a daughter describes a doctor .,a doctor is described by a daughter .,a,daughter,a,doctor,describ,describes,described,"[""VERB=describ"", ""AGENT=daughter"", ""PATIENT=doctor""]","Prime sentence: the grisortas pnegaflomed the fravaksel .
Event roles: VERB=describ; AGENT=daughter; PATIENT=doctor
Sentence: the",Sentence: the,first_noun,-6.047377109527588,-5.132113456726074,0.9152636528015137,passive,1.0
14,role_labeled,passive,passive,the fravaksel was pnegaflomed by the grisortas .,a daughter describes a doctor .,a doctor is described by a daughter .,a,daughter,a,doctor,describ,describes,described,"[""VERB=describ"", ""AGENT=daughter"", ""PATIENT=doctor""]","Prime sentence: the fravaksel was pnegaflomed by the grisortas .
Event roles: VERB=describ; AGENT=daughter; PATIENT=doctor
Sentence: the",Sentence: the,first_noun,-5.899750232696533,-4.447553634643555,1.4521965980529785,passive,1.0
14,role_labeled,no_prime_eos,no_prime_eos,,a daughter describes a doctor .,a doctor is described by a daughter .,a,daughter,a,doctor,describ,describes,described,"[""VERB=describ"", ""AGENT=daughter"", ""PATIENT=doctor""]","Event roles: VERB=describ; AGENT=daughter; PATIENT=doctor
Sentence: the",Sentence: the,first_noun,-5.51873779296875,-3.3681511878967285,2.1505866050720215,passive,1.0
14,role_labeled,filler,filler,The slinter maved after bralken .,a daughter describes a doctor .,a doctor is described by a daughter .,a,daughter,a,doctor,describ,describes,described,"[""VERB=describ"", ""AGENT=daughter"", ""PATIENT=doctor""]","Prime sentence: The slinter maved after bralken .
Event roles: VERB=describ; AGENT=daughter; PATIENT=doctor
Sentence: the",Sentence: the,first_noun,-6.230790138244629,-5.45280122756958,0.7779889106750488,passive,1.0
15,role_labeled,active,active,a vretafzir klonorruds a drutorked .,an author carries a bishop .,a bishop is carried by an author .,an,author,a,bishop,carry,carries,carried,"[""PATIENT=bishop"", ""AGENT=author"", ""VERB=carry""]","Prime sentence: a vretafzir klonorruds a drutorked .
Event roles: PATIENT=bishop; AGENT=author; VERB=carry
Sentence: the",Sentence: the,first_noun,-6.493499755859375,-5.447157859802246,1.046341896057129,passive,1.0
15,role_labeled,passive,passive,a drutorked is klonorruded by a vretafzir .,an author carries a bishop .,a bishop is carried by an author .,an,author,a,bishop,carry,carries,carried,"[""PATIENT=bishop"", ""AGENT=author"", ""VERB=carry""]","Prime sentence: a drutorked is klonorruded by a vretafzir .
Event roles: PATIENT=bishop; AGENT=author; VERB=carry
Sentence: the",Sentence: the,first_noun,-6.193846702575684,-5.088343620300293,1.1055030822753906,passive,1.0
15,role_labeled,no_prime_eos,no_prime_eos,,an author carries a bishop .,a bishop is carried by an author .,an,author,a,bishop,carry,carries,carried,"[""PATIENT=bishop"", ""AGENT=author"", ""VERB=carry""]","Event roles: PATIENT=bishop; AGENT=author; VERB=carry
Sentence: the",Sentence: the,first_noun,-4.6071014404296875,-4.252138137817383,0.3549633026123047,passive,1.0
15,role_labeled,filler,filler,The plinter drossed in marven .,an author carries a bishop .,a bishop is carried by an author .,an,author,a,bishop,carry,carries,carried,"[""PATIENT=bishop"", ""AGENT=author"", ""VERB=carry""]","Prime sentence: The plinter drossed in marven .
Event roles: PATIENT=bishop; AGENT=author; VERB=carry
Sentence: the",Sentence: the,first_noun,-6.920177459716797,-5.820261001586914,1.0999164581298828,passive,1.0
16,role_labeled,active,active,a drutorked gritafmurs a klotafdil .,a parent joins a partner .,a partner is joined by a parent .,a,parent,a,partner,join,joins,joined,"[""VERB=join"", ""AGENT=parent"", ""PATIENT=partner""]","Prime sentence: a drutorked gritafmurs a klotafdil .
Event roles: VERB=join; AGENT=parent; PATIENT=partner
Sentence: the",Sentence: the,first_noun,-7.60408878326416,-9.188655853271484,-1.5845670700073242,active,0.0
