prompt_template,item_index,logp_active_target_given_active_prime,logp_active_target_given_passive_prime,logp_passive_target_given_active_prime,logp_passive_target_given_passive_prime,pe_active_target_logprob_same_minus_other,pe_passive_target_logprob_same_minus_other,pe_logprob_imbalance_passive_minus_active,logp_sum_active_target_given_active_prime,logp_sum_active_target_given_passive_prime,logp_sum_passive_target_given_active_prime,logp_sum_passive_target_given_passive_prime,pe_active_target_logprob_sum_same_minus_other,pe_passive_target_logprob_sum_same_minus_other,pe_logprob_sum_imbalance_passive_minus_active
processing_teacher_forced,22,-5.252604166666667,-5.581380208333333,-5.224853515625,-5.091796875,0.3287760416666661,0.133056640625,-0.19571940104166607,-31.515625,-33.48828125,-41.798828125,-40.734375,1.97265625,1.064453125,-0.908203125
processing_teacher_forced,23,-5.772135416666667,-5.664713541666667,-4.73486328125,-4.31884765625,-0.107421875,0.416015625,0.5234375,-34.6328125,-33.98828125,-37.87890625,-34.55078125,-0.64453125,3.328125,3.97265625
processing_teacher_forced,24,-6.17919921875,-6.307942708333333,-5.62677001953125,-5.8035888671875,0.12874348958333304,-0.17681884765625,-0.30556233723958304,-37.0751953125,-37.84765625,-45.01416015625,-46.4287109375,0.7724609375,-1.41455078125,-2.18701171875
processing_teacher_forced,25,-6.354166666666667,-6.66552734375,-5.3193359375,-5.3656005859375,0.31136067708333304,-0.0462646484375,-0.35762532552083304,-38.125,-39.9931640625,-42.5546875,-42.9248046875,1.8681640625,-0.3701171875,-2.23828125
processing_teacher_forced,26,-7.430338541666667,-7.661458333333333,-5.951904296875,-6.0455322265625,0.23111979166666607,-0.0936279296875,-0.3247477213541661,-44.58203125,-45.96875,-47.615234375,-48.3642578125,1.38671875,-0.7490234375,-2.1357421875
processing_teacher_forced,27,-7.291829427083333,-7.433430989583333,-5.8729248046875,-5.94384765625,0.1416015625,-0.0709228515625,-0.2125244140625,-43.7509765625,-44.6005859375,-46.9833984375,-47.55078125,0.849609375,-0.5673828125,-1.4169921875
processing_teacher_forced,28,-6.272786458333333,-5.980794270833333,-5.5198974609375,-5.202880859375,-0.2919921875,0.3170166015625,0.6090087890625,-37.63671875,-35.884765625,-44.1591796875,-41.623046875,-1.751953125,2.5361328125,4.2880859375
processing_teacher_forced,29,-6.034505208333333,-5.890625,-5.4000244140625,-5.3251953125,-0.14388020833333304,0.0748291015625,0.21870930989583304,-36.20703125,-35.34375,-43.2001953125,-42.6015625,-0.86328125,0.5986328125,1.4619140625
processing_teacher_forced,30,-5.93798828125,-6.397135416666667,-4.9725341796875,-5.289306640625,0.45914713541666696,-0.3167724609375,-0.775919596354167,-35.6279296875,-38.3828125,-39.7802734375,-42.314453125,2.7548828125,-2.5341796875,-5.2890625
processing_teacher_forced,31,-5.829264322916667,-5.809895833333333,-5.078857421875,-4.774169921875,-0.019368489583333925,0.3046875,0.3240559895833339,-34.9755859375,-34.859375,-40.630859375,-38.193359375,-0.1162109375,2.4375,2.5537109375
processing_teacher_forced,32,-6.59765625,-6.663411458333333,-5.6640625,-5.3955078125,0.06575520833333304,0.2685546875,0.20279947916666696,-39.5859375,-39.98046875,-45.3125,-43.1640625,0.39453125,2.1484375,1.75390625
processing_teacher_forced,33,-6.330891927083333,-5.755208333333333,-4.8187255859375,-4.6185302734375,-0.57568359375,0.2001953125,0.77587890625,-37.9853515625,-34.53125,-38.5498046875,-36.9482421875,-3.4541015625,1.6015625,5.0556640625
processing_teacher_forced,34,-6.239908854166667,-6.154296875,-5.5198974609375,-5.49462890625,-0.08561197916666696,0.0252685546875,0.11088053385416696,-37.439453125,-36.92578125,-44.1591796875,-43.95703125,-0.513671875,0.2021484375,0.7158203125
processing_teacher_forced,35,-6.71337890625,-7.166341145833333,-5.1214599609375,-5.5528564453125,0.45296223958333304,-0.431396484375,-0.884358723958333,-40.2802734375,-42.998046875,-40.9716796875,-44.4228515625,2.7177734375,-3.451171875,-6.1689453125
processing_teacher_forced,36,-5.25732421875,-5.555501302083333,-4.3719482421875,-4.3067626953125,0.29817708333333304,0.065185546875,-0.23299153645833304,-31.5439453125,-33.3330078125,-34.9755859375,-34.4541015625,1.7890625,0.521484375,-1.267578125
processing_teacher_forced,37,-6.586751302083333,-6.535319010416667,-5.438720703125,-5.27093505859375,-0.051432291666666075,0.16778564453125,0.21921793619791607,-39.5205078125,-39.2119140625,-43.509765625,-42.16748046875,-0.30859375,1.34228515625,1.65087890625
processing_teacher_forced,38,-5.332356770833333,-5.4033203125,-4.7879638671875,-4.3724365234375,0.07096354166666696,0.41552734375,0.34456380208333304,-31.994140625,-32.419921875,-38.3037109375,-34.9794921875,0.42578125,3.32421875,2.8984375
processing_teacher_forced,39,-6.686360677083333,-6.7666015625,-5.14990234375,-5.022705078125,0.08024088541666696,0.127197265625,0.04695638020833304,-40.1181640625,-40.599609375,-41.19921875,-40.181640625,0.4814453125,1.017578125,0.5361328125
processing_teacher_forced,40,-7.184733072916667,-6.542317708333333,-5.844970703125,-5.1826171875,-0.6424153645833339,0.662353515625,1.304768880208334,-43.1083984375,-39.25390625,-46.759765625,-41.4609375,-3.8544921875,5.298828125,9.1533203125
processing_teacher_forced,41,-7.053873697916667,-7.428873697916667,-5.5943603515625,-5.746337890625,0.375,-0.1519775390625,-0.5269775390625,-42.3232421875,-44.5732421875,-44.7548828125,-45.970703125,2.25,-1.2158203125,-3.4658203125
processing_teacher_forced,42,-7.129231770833333,-7.084309895833333,-5.9735107421875,-5.6856689453125,-0.044921875,0.287841796875,0.332763671875,-42.775390625,-42.505859375,-47.7880859375,-45.4853515625,-0.26953125,2.302734375,2.572265625
processing_teacher_forced,43,-6.863118489583333,-6.920084635416667,-5.44580078125,-5.3543701171875,0.056966145833333925,0.0914306640625,0.034464518229166075,-41.1787109375,-41.5205078125,-43.56640625,-42.8349609375,0.341796875,0.7314453125,0.3896484375
processing_teacher_forced,44,-6.115234375,-5.542317708333333,-5.00872802734375,-4.44439697265625,-0.572916666666667,0.5643310546875,1.137247721354167,-36.69140625,-33.25390625,-40.06982421875,-35.55517578125,-3.4375,4.5146484375,7.9521484375
processing_teacher_forced,45,-5.767740885416667,-6.196451822916667,-5.2508544921875,-5.279296875,0.4287109375,-0.0284423828125,-0.4571533203125,-34.6064453125,-37.1787109375,-42.0068359375,-42.234375,2.572265625,-0.2275390625,-2.7998046875
processing_teacher_forced,46,-5.242513020833333,-5.41796875,-4.4501953125,-4.228759765625,0.17545572916666696,0.221435546875,0.04597981770833304,-31.455078125,-32.5078125,-35.6015625,-33.830078125,1.052734375,1.771484375,0.71875
processing_teacher_forced,47,-6.596028645833333,-6.882649739583333,-5.44061279296875,-5.5291748046875,0.28662109375,-0.08856201171875,-0.37518310546875,-39.576171875,-41.2958984375,-43.52490234375,-44.2333984375,1.7197265625,-0.70849609375,-2.42822265625
processing_teacher_forced,48,-6.210286458333333,-6.45166015625,-5.222412109375,-5.2086181640625,0.24137369791666696,0.0137939453125,-0.22757975260416696,-37.26171875,-38.7099609375,-41.779296875,-41.6689453125,1.4482421875,0.1103515625,-1.337890625
processing_teacher_forced,49,-6.515950520833333,-6.556966145833333,-5.25469970703125,-4.995361328125,0.041015625,0.25933837890625,0.21832275390625,-39.095703125,-39.341796875,-42.03759765625,-39.962890625,0.24609375,2.07470703125,1.82861328125
processing_teacher_forced,50,-6.634765625,-6.610514322916667,-5.8031005859375,-5.66796875,-0.024251302083333037,0.1351318359375,0.15938313802083304,-39.80859375,-39.6630859375,-46.4248046875,-45.34375,-0.1455078125,1.0810546875,1.2265625
processing_teacher_forced,51,-7.4677734375,-7.218098958333333,-5.5416259765625,-5.3602294921875,-0.24967447916666696,0.181396484375,0.43107096354166696,-44.806640625,-43.30859375,-44.3330078125,-42.8818359375,-1.498046875,1.451171875,2.94921875
processing_teacher_forced,52,-5.999674479166667,-6.401204427083333,-4.79833984375,-5.08154296875,0.4015299479166661,-0.283203125,-0.6847330729166661,-35.998046875,-38.4072265625,-38.38671875,-40.65234375,2.4091796875,-2.265625,-4.6748046875
processing_teacher_forced,53,-6.855143229166667,-6.612955729166667,-5.76177978515625,-5.42926025390625,-0.2421875,0.33251953125,0.57470703125,-41.130859375,-39.677734375,-46.09423828125,-43.43408203125,-1.453125,2.66015625,4.11328125
processing_teacher_forced,54,-6.63525390625,-6.812337239583333,-5.2647705078125,-5.324951171875,0.17708333333333304,-0.0601806640625,-0.23726399739583304,-39.8115234375,-40.8740234375,-42.1181640625,-42.599609375,1.0625,-0.4814453125,-1.5439453125
processing_teacher_forced,55,-5.971028645833333,-6.489583333333333,-5.0826416015625,-5.1728515625,0.5185546875,-0.0902099609375,-0.6087646484375,-35.826171875,-38.9375,-40.6611328125,-41.3828125,3.111328125,-0.7216796875,-3.8330078125
processing_teacher_forced,56,-4.965983072916667,-4.408365885416667,-4.477783203125,-3.7877197265625,-0.5576171875,0.6900634765625,1.2476806640625,-29.7958984375,-26.4501953125,-35.822265625,-30.3017578125,-3.345703125,5.5205078125,8.8662109375
processing_teacher_forced,57,-6.670572916666667,-7.2958984375,-5.54931640625,-5.757568359375,0.625325520833333,-0.208251953125,-0.833577473958333,-40.0234375,-43.775390625,-44.39453125,-46.060546875,3.751953125,-1.666015625,-5.41796875
processing_teacher_forced,58,-6.679036458333333,-7.031901041666667,-5.43017578125,-5.082275390625,0.3528645833333339,0.347900390625,-0.0049641927083339255,-40.07421875,-42.19140625,-43.44140625,-40.658203125,2.1171875,2.783203125,0.666015625
processing_teacher_forced,59,-7.801432291666667,-7.691731770833333,-6.1029052734375,-5.6949462890625,-0.10970052083333393,0.407958984375,0.5176595052083339,-46.80859375,-46.150390625,-48.8232421875,-45.5595703125,-0.658203125,3.263671875,3.921875
processing_teacher_forced,60,-6.832194010416667,-7.2275390625,-5.42578125,-5.3531494140625,0.39534505208333304,0.0726318359375,-0.32271321614583304,-40.9931640625,-43.365234375,-43.40625,-42.8251953125,2.3720703125,0.5810546875,-1.791015625
processing_teacher_forced,61,-6.336263020833333,-5.7529296875,-5.242919921875,-4.9268798828125,-0.583333333333333,0.3160400390625,0.899373372395833,-38.017578125,-34.517578125,-41.943359375,-39.4150390625,-3.5,2.5283203125,6.0283203125
processing_teacher_forced,62,-6.7216796875,-6.7685546875,-5.6234130859375,-5.6004638671875,0.046875,0.02294921875,-0.02392578125,-40.330078125,-40.611328125,-44.9873046875,-44.8037109375,0.28125,0.18359375,-0.09765625
processing_teacher_forced,63,-6.216796875,-6.154622395833333,-5.307373046875,-4.9398193359375,-0.06217447916666696,0.3675537109375,0.42972819010416696,-37.30078125,-36.927734375,-42.458984375,-39.5185546875,-0.373046875,2.9404296875,3.3134765625
processing_teacher_forced,64,-6.13134765625,-6.045572916666667,-4.83306884765625,-4.703765869140625,-0.08577473958333304,0.129302978515625,0.21507771809895804,-36.7880859375,-36.2734375,-38.66455078125,-37.630126953125,-0.5146484375,1.034423828125,1.549072265625
processing_teacher_forced,65,-7.3681640625,-7.421875,-5.69720458984375,-5.5811767578125,0.0537109375,0.11602783203125,0.06231689453125,-44.208984375,-44.53125,-45.57763671875,-44.6494140625,0.322265625,0.92822265625,0.60595703125
processing_teacher_forced,66,-7.923502604166667,-8.112955729166666,-6.566009521484375,-6.524749755859375,0.1894531249999991,0.041259765625,-0.1481933593749991,-47.541015625,-48.677734375,-52.528076171875,-52.197998046875,1.13671875,0.330078125,-0.806640625
processing_teacher_forced,67,-7.978515625,-8.400390625,-6.19171142578125,-6.330322265625,0.421875,-0.13861083984375,-0.56048583984375,-47.87109375,-50.40234375,-49.53369140625,-50.642578125,2.53125,-1.10888671875,-3.64013671875
processing_teacher_forced,68,-7.042154947916667,-7.152180989583333,-5.61279296875,-5.627838134765625,0.11002604166666607,-0.015045166015625,-0.12507120768229107,-42.2529296875,-42.9130859375,-44.90234375,-45.022705078125,0.66015625,-0.120361328125,-0.780517578125
processing_teacher_forced,69,-7.400065104166667,-7.150065104166667,-5.477325439453125,-5.13409423828125,-0.25,0.343231201171875,0.593231201171875,-44.400390625,-42.900390625,-43.818603515625,-41.07275390625,-1.5,2.745849609375,4.245849609375
processing_teacher_forced,70,-6.874186197916667,-6.925944010416667,-5.296173095703125,-5.2032318115234375,0.0517578125,0.0929412841796875,0.0411834716796875,-41.2451171875,-41.5556640625,-42.369384765625,-41.6258544921875,0.310546875,0.7435302734375,0.4329833984375
processing_teacher_forced,71,-7.39111328125,-7.5029296875,-6.05096435546875,-6.029296875,0.11181640625,0.02166748046875,-0.09014892578125,-44.3466796875,-45.017578125,-48.40771484375,-48.234375,0.6708984375,0.17333984375,-0.49755859375
processing_teacher_forced,72,-7.817545572916667,-7.455729166666667,-6.41497802734375,-5.598541259765625,-0.36181640625,0.816436767578125,1.178253173828125,-46.9052734375,-44.734375,-51.31982421875,-44.788330078125,-2.1708984375,6.531494140625,8.702392578125
processing_teacher_forced,73,-7.73583984375,-7.8125,-6.25006103515625,-5.9610595703125,0.07666015625,0.28900146484375,0.21234130859375,-46.4150390625,-46.875,-50.00048828125,-47.6884765625,0.4599609375,2.31201171875,1.85205078125
processing_teacher_forced,74,-8.592447916666666,-8.646484375,-6.82684326171875,-6.681976318359375,0.054036458333333925,0.144866943359375,0.09083048502604107,-51.5546875,-51.87890625,-54.61474609375,-53.455810546875,0.32421875,1.158935546875,0.834716796875
processing_teacher_forced,75,-8.242838541666666,-8.525716145833334,-6.38970947265625,-6.32012939453125,0.28287760416666785,0.069580078125,-0.21329752604166785,-49.45703125,-51.154296875,-51.11767578125,-50.56103515625,1.697265625,0.556640625,-1.140625
processing_teacher_forced,76,-7.1484375,-7.441080729166667,-6.00433349609375,-6.0938720703125,0.29264322916666696,-0.08953857421875,-0.38218180338541696,-42.890625,-44.646484375,-48.03466796875,-48.7509765625,1.755859375,-0.71630859375,-2.47216796875
processing_teacher_forced,77,-7.35595703125,-7.413736979166667,-5.85595703125,-5.8358154296875,0.05777994791666696,0.0201416015625,-0.03763834635416696,-44.1357421875,-44.482421875,-46.84765625,-46.6865234375,0.3466796875,0.1611328125,-0.185546875
processing_teacher_forced,78,-6.582240513392857,-7.014439174107143,-5.680718315972222,-5.687310112847222,0.4321986607142865,-0.006591796875,-0.4387904575892865,-46.07568359375,-49.10107421875,-51.12646484375,-51.185791015625,3.025390625,-0.059326171875,-3.084716796875
processing_teacher_forced,79,-7.183872767857143,-7.097377232142857,-5.298394097222222,-4.858072916666667,-0.08649553571428648,0.44032118055555536,0.5268167162698418,-50.287109375,-49.681640625,-47.685546875,-43.72265625,-0.60546875,3.962890625,4.568359375
processing_teacher_forced,80,-7.608072916666667,-7.625325520833333,-5.9136962890625,-5.81597900390625,0.017252604166666075,0.09771728515625,0.08046468098958393,-45.6484375,-45.751953125,-47.3095703125,-46.52783203125,0.103515625,0.78173828125,0.67822265625
processing_teacher_forced,81,-7.1982421875,-7.5078125,-5.720855712890625,-5.778594970703125,0.3095703125,-0.0577392578125,-0.3673095703125,-43.189453125,-45.046875,-45.766845703125,-46.228759765625,1.857421875,-0.4619140625,-2.3193359375
processing_teacher_forced,82,-7.0205078125,-7.24609375,-5.6292724609375,-5.58660888671875,0.2255859375,0.04266357421875,-0.18292236328125,-42.123046875,-43.4765625,-45.0341796875,-44.69287109375,1.353515625,0.34130859375,-1.01220703125
processing_teacher_forced,83,-6.369791666666667,-6.442708333333333,-5.3437957763671875,-4.844017028808594,0.07291666666666607,0.49977874755859375,0.4268620808919277,-38.21875,-38.65625,-42.7503662109375,-38.75213623046875,0.4375,3.99822998046875,3.56072998046875
processing_teacher_forced,84,-6.885416666666667,-6.704752604166667,-5.36834716796875,-5.13531494140625,-0.1806640625,0.2330322265625,0.4136962890625,-41.3125,-40.228515625,-42.94677734375,-41.08251953125,-1.083984375,1.8642578125,2.9482421875
processing_teacher_forced,85,-7.274088541666667,-7.526041666666667,-5.40826416015625,-5.3533935546875,0.251953125,0.05487060546875,-0.19708251953125,-43.64453125,-45.15625,-43.26611328125,-42.8271484375,1.51171875,0.43896484375,-1.07275390625
processing_teacher_forced,86,-6.796223958333333,-6.577473958333333,-5.7203369140625,-5.45916748046875,-0.21875,0.26116943359375,0.47991943359375,-40.77734375,-39.46484375,-45.7626953125,-43.67333984375,-1.3125,2.08935546875,3.40185546875
processing_teacher_forced,87,-5.736490885416667,-5.994466145833333,-4.322296142578125,-4.0373687744140625,0.2579752604166661,0.2849273681640625,0.026952107747396425,-34.4189453125,-35.966796875,-34.578369140625,-32.2989501953125,1.5478515625,2.2794189453125,0.7315673828125
processing_teacher_forced,88,-6.670084635416667,-6.9375,-5.34051513671875,-5.413726806640625,0.26741536458333304,-0.073211669921875,-0.34062703450520804,-40.0205078125,-41.625,-42.72412109375,-43.309814453125,1.6044921875,-0.585693359375,-2.190185546875
processing_teacher_forced,89,-7.477864583333333,-7.249186197916667,-5.72344970703125,-5.69024658203125,-0.22867838541666607,0.033203125,0.2618815104166661,-44.8671875,-43.4951171875,-45.78759765625,-45.52197265625,-1.3720703125,0.265625,1.6376953125
processing_teacher_forced,90,-8.322265625,-7.845377604166667,-6.12005615234375,-5.63787841796875,-0.47688802083333304,0.482177734375,0.959065755208333,-49.93359375,-47.072265625,-48.96044921875,-45.10302734375,-2.861328125,3.857421875,6.71875
processing_teacher_forced,91,-7.169921875,-7.187337239583333,-5.580291748046875,-5.275299072265625,0.017415364583333037,0.30499267578125,0.28757731119791696,-43.01953125,-43.1240234375,-44.642333984375,-42.202392578125,0.1044921875,2.43994140625,2.33544921875
processing_teacher_forced,92,-6.810384114583333,-7.4296875,-5.65789794921875,-5.657958984375,0.619303385416667,-6.103515625e-05,-0.619364420572917,-40.8623046875,-44.578125,-45.26318359375,-45.263671875,3.7158203125,-0.00048828125,-3.71630859375
processing_teacher_forced,93,-7.43310546875,-7.8125,-5.485504150390625,-5.703155517578125,0.37939453125,-0.2176513671875,-0.5970458984375,-44.5986328125,-46.875,-43.884033203125,-45.625244140625,2.2763671875,-1.7412109375,-4.017578125
processing_teacher_forced,94,-7.5986328125,-7.527018229166667,-5.90179443359375,-5.69219970703125,-0.07161458333333304,0.2095947265625,0.28120930989583304,-45.591796875,-45.162109375,-47.21435546875,-45.53759765625,-0.4296875,1.6767578125,2.1064453125
processing_teacher_forced,95,-6.890299479166667,-7.042317708333333,-5.5472412109375,-5.719085693359375,0.15201822916666607,-0.171844482421875,-0.3238627115885411,-41.341796875,-42.25390625,-44.3779296875,-45.752685546875,0.912109375,-1.374755859375,-2.286865234375
processing_teacher_forced,96,-7.233235677083333,-7.423177083333333,-5.78192138671875,-5.7847900390625,0.18994140625,-0.00286865234375,-0.19281005859375,-43.3994140625,-44.5390625,-46.25537109375,-46.2783203125,1.1396484375,-0.02294921875,-1.16259765625
processing_teacher_forced,97,-7.196940104166667,-6.904134114583333,-5.47930908203125,-5.270965576171875,-0.2928059895833339,0.208343505859375,0.5011494954427089,-43.181640625,-41.4248046875,-43.83447265625,-42.167724609375,-1.7568359375,1.666748046875,3.423583984375
processing_teacher_forced,98,-7.455729166666667,-7.826822916666667,-6.13995361328125,-6.127685546875,0.37109375,0.01226806640625,-0.35882568359375,-44.734375,-46.9609375,-49.11962890625,-49.021484375,2.2265625,0.09814453125,-2.12841796875
processing_teacher_forced,99,-7.561848958333333,-7.764485677083333,-5.6563720703125,-5.606353759765625,0.20263671875,0.050018310546875,-0.152618408203125,-45.37109375,-46.5869140625,-45.2509765625,-44.850830078125,1.2158203125,0.400146484375,-0.815673828125
processing_teacher_forced,100,-6.619140625,-6.839518229166667,-5.254547119140625,-5.208770751953125,0.22037760416666696,0.0457763671875,-0.17460123697916696,-39.71484375,-41.037109375,-42.036376953125,-41.670166015625,1.322265625,0.3662109375,-0.9560546875
processing_teacher_forced,101,-6.889485677083333,-7.189127604166667,-5.508544921875,-5.417816162109375,0.2996419270833339,0.090728759765625,-0.20891316731770893,-41.3369140625,-43.134765625,-44.068359375,-43.342529296875,1.7978515625,0.725830078125,-1.072021484375
processing_teacher_forced,102,-7.185221354166667,-7.164388020833333,-5.8924560546875,-5.509002685546875,-0.020833333333333925,0.383453369140625,0.4042867024739589,-43.111328125,-42.986328125,-47.1396484375,-44.072021484375,-0.125,3.067626953125,3.192626953125
processing_teacher_forced,103,-6.7880859375,-7.005045572916667,-5.30316162109375,-5.135345458984375,0.21695963541666696,0.167816162109375,-0.04914347330729196,-40.728515625,-42.0302734375,-42.42529296875,-41.082763671875,1.3017578125,1.342529296875,0.040771484375
processing_teacher_forced,104,-7.485677083333333,-7.6796875,-6.1461181640625,-5.9979248046875,0.19401041666666696,0.148193359375,-0.04581705729166696,-44.9140625,-46.078125,-49.1689453125,-47.9833984375,1.1640625,1.185546875,0.021484375
processing_teacher_forced,105,-8.23828125,-8.1484375,-6.6517333984375,-6.3294677734375,-0.08984375,0.322265625,0.412109375,-49.4296875,-48.890625,-53.2138671875,-50.6357421875,-0.5390625,2.578125,3.1171875
processing_teacher_forced,106,-8.115885416666666,-7.907552083333333,-6.27880859375,-6.191986083984375,-0.20833333333333304,0.086822509765625,0.29515584309895804,-48.6953125,-47.4453125,-50.23046875,-49.535888671875,-1.25,0.694580078125,1.944580078125
processing_teacher_forced,107,-6.467529296875,-7.103678385416667,-5.20074462890625,-5.18408203125,0.636149088541667,0.01666259765625,-0.619486490885417,-38.80517578125,-42.6220703125,-41.60595703125,-41.47265625,3.81689453125,0.13330078125,-3.68359375
processing_teacher_forced,108,-7.0791015625,-7.157389322916667,-5.8614501953125,-5.6297607421875,0.07828776041666696,0.231689453125,0.15340169270833304,-42.474609375,-42.9443359375,-46.8916015625,-45.0380859375,0.4697265625,1.853515625,1.3837890625
processing_teacher_forced,109,-6.527994791666667,-6.794921875,-5.156158447265625,-5.288482666015625,0.26692708333333304,-0.13232421875,-0.39925130208333304,-39.16796875,-40.76953125,-41.249267578125,-42.307861328125,1.6015625,-1.05859375,-2.66015625
