s_cong_Active,s_inc_Active,w_cong_Active,w_inc_Active,s_cong_Passive,s_inc_Passive,w_cong_Passive,w_inc_Passive,s_PE_Active,s_PE_Passive
-40.5,-40.21875,-11.171875,-10.8984375,-40.4375,-42.71875,-4.12890625,-5.03125,-0.28125,2.28125
-40.375,-41.625,-11.0234375,-11.4921875,-41.03125,-41.78125,-4.63671875,-4.99609375,1.25,0.75
-45.125,-45.125,-13.84375,-12.9453125,-47.53125,-47.34375,-4.97265625,-4.8359375,0.0,-0.1875
-45.59375,-45.8125,-14.78125,-15.125,-44.0,-45.28125,-5.55078125,-5.3125,0.21875,1.28125
-40.03125,-40.0,-11.9765625,-11.9296875,-42.78125,-44.46875,-4.90625,-5.28515625,-0.03125,1.6875
-41.03125,-40.3125,-11.3515625,-11.359375,-41.8125,-43.75,-4.93359375,-3.74609375,-0.71875,1.9375
-35.53125,-36.75,-7.51171875,-10.1875,-39.28125,-44.9375,-5.0703125,-5.8828125,1.21875,5.65625
-40.21875,-40.5625,-11.4609375,-11.640625,-44.5,-45.15625,-5.80859375,-5.35546875,0.34375,0.65625
-37.875,-38.84375,-11.75,-11.125,-41.875,-44.96875,-5.5234375,-6.11328125,0.96875,3.09375
-35.84375,-36.5,-7.85546875,-10.578125,-37.4375,-43.71875,-4.40234375,-5.5390625,0.65625,6.28125
-42.46875,-43.28125,-14.5234375,-14.265625,-46.5,-49.25,-5.83984375,-6.7265625,0.8125,2.75
-42.8125,-42.5,-12.09375,-11.9765625,-44.875,-46.40625,-4.6171875,-5.0234375,-0.3125,1.53125
-39.40625,-39.65625,-12.1875,-11.6015625,-43.15625,-45.21875,-5.30859375,-5.828125,0.25,2.0625
-35.96875,-38.125,-7.5546875,-9.78125,-37.3125,-43.46875,-4.78515625,-5.95703125,2.15625,6.15625
-41.25,-41.21875,-12.171875,-12.84375,-42.59375,-42.3125,-4.0390625,-3.65234375,-0.03125,-0.28125
-39.6875,-39.75,-9.8125,-8.40625,-38.46875,-40.5625,-3.423828125,-4.28515625,0.0625,2.09375
-41.5625,-40.75,-11.046875,-10.1640625,-39.9375,-41.34375,-3.80859375,-3.4609375,-0.8125,1.40625
-43.125,-43.5,-10.6328125,-11.0703125,-41.5,-42.40625,-4.05078125,-3.548828125,0.375,0.90625
-39.53125,-40.90625,-11.0859375,-10.5625,-40.8125,-40.9375,-4.0859375,-3.7734375,1.375,0.125
-41.53125,-41.875,-11.6171875,-10.90625,-43.5625,-43.75,-3.71484375,-3.271484375,0.34375,0.1875
-42.90625,-42.0625,-11.1953125,-9.9296875,-42.78125,-45.3125,-4.2109375,-4.0859375,-0.84375,2.53125
-41.28125,-41.65625,-12.078125,-11.5546875,-42.4375,-41.8125,-3.8984375,-3.8203125,0.375,-0.625
-44.5625,-43.125,-11.65625,-11.0,-43.625,-46.84375,-3.87890625,-3.482421875,-1.4375,3.21875
-40.1875,-39.59375,-12.4609375,-10.90625,-40.9375,-41.75,-3.83984375,-3.98046875,-0.59375,0.8125
-40.4375,-40.625,-11.1015625,-10.796875,-43.8125,-44.84375,-5.98046875,-5.6640625,0.1875,1.03125
-41.15625,-41.6875,-10.375,-11.0234375,-44.96875,-45.84375,-5.92578125,-5.89453125,0.53125,0.875
-42.40625,-42.90625,-10.8671875,-10.53125,-45.1875,-47.28125,-6.9765625,-5.8671875,0.5,2.09375
-42.65625,-42.5,-10.84375,-11.109375,-45.21875,-47.53125,-5.3984375,-5.41796875,-0.15625,2.3125
-37.4375,-37.875,-10.6015625,-9.625,-41.71875,-42.75,-5.83203125,-5.55859375,0.4375,1.03125
-37.375,-37.375,-10.84375,-10.1015625,-40.875,-43.125,-5.4921875,-5.4765625,0.0,2.25
-38.28125,-39.09375,-10.640625,-10.125,-42.15625,-42.96875,-4.640625,-4.9140625,0.8125,0.8125
-37.78125,-40.375,-10.1640625,-10.8671875,-41.4375,-42.9375,-5.48828125,-5.890625,2.59375,1.5
-39.4375,-42.28125,-10.0625,-10.7265625,-44.3125,-44.125,-4.53125,-4.34375,2.84375,-0.1875
-43.0,-42.875,-10.6015625,-10.4765625,-44.625,-45.34375,-5.46875,-5.66015625,-0.125,0.71875
-43.40625,-45.0625,-9.6875,-14.03125,-44.84375,-44.4375,-7.328125,-5.296875,1.65625,-0.40625
-44.0625,-44.5,-11.96875,-11.078125,-45.59375,-47.46875,-4.60546875,-5.53125,0.4375,1.875
-42.28125,-41.375,-10.859375,-11.1640625,-44.375,-44.90625,-4.61328125,-4.45703125,-0.90625,0.53125
-40.78125,-41.5,-9.0078125,-9.140625,-41.8125,-43.46875,-4.79296875,-5.0390625,0.71875,1.65625
-38.40625,-40.96875,-7.90234375,-8.9609375,-40.0625,-40.28125,-4.59765625,-5.08203125,2.5625,0.21875
-41.65625,-42.34375,-8.828125,-10.2734375,-43.625,-45.40625,-4.69921875,-4.21484375,0.6875,1.78125
-41.28125,-40.84375,-10.859375,-10.21875,-40.9375,-43.09375,-5.078125,-4.80859375,-0.4375,2.15625
-41.84375,-42.1875,-9.5859375,-10.0625,-41.09375,-43.375,-4.828125,-4.76171875,0.34375,2.28125
-39.21875,-39.4375,-9.3515625,-9.25,-41.96875,-43.28125,-4.21484375,-4.35546875,0.21875,1.3125
-44.875,-43.0625,-10.2578125,-10.515625,-43.625,-47.5625,-4.515625,-4.55078125,-1.8125,3.9375
-43.9375,-43.78125,-10.1875,-9.8984375,-43.4375,-48.3125,-3.5625,-3.99609375,-0.15625,4.875
-43.5,-41.75,-9.8046875,-9.46875,-44.53125,-48.375,-4.31640625,-4.703125,-1.75,3.84375
-37.4375,-38.90625,-9.2578125,-9.1328125,-42.125,-43.8125,-4.2265625,-4.5078125,1.46875,1.6875
-42.21875,-43.09375,-9.2421875,-10.21875,-44.34375,-45.625,-3.7578125,-3.982421875,0.875,1.28125
-43.09375,-42.8125,-9.3828125,-9.6328125,-45.09375,-47.46875,-3.7421875,-4.35546875,-0.28125,2.375
-38.21875,-41.5,-9.8125,-10.5625,-42.75,-43.25,-3.744140625,-3.7265625,3.28125,0.5
-44.15625,-42.6875,-10.5390625,-9.421875,-46.46875,-48.6875,-4.42578125,-4.18359375,-1.46875,2.21875
-44.28125,-43.40625,-9.7421875,-10.0,-46.40625,-49.625,-3.873046875,-4.296875,-0.875,3.21875
-41.46875,-44.0,-9.8671875,-11.1328125,-44.1875,-44.09375,-4.12109375,-3.8828125,2.53125,-0.09375
-43.15625,-43.46875,-10.1875,-10.546875,-44.34375,-46.875,-3.322265625,-3.48046875,0.3125,2.53125
-44.875,-45.34375,-10.9296875,-11.03125,-45.90625,-47.78125,-4.3125,-4.58984375,0.46875,1.875
-47.625,-45.53125,-10.875,-10.4609375,-48.1875,-49.46875,-5.13671875,-5.04296875,-2.09375,1.28125
-42.3125,-41.84375,-10.640625,-10.4296875,-43.625,-46.53125,-4.3359375,-5.2265625,-0.46875,2.90625
-48.53125,-46.96875,-10.5078125,-10.3828125,-47.90625,-50.21875,-8.5,-8.015625,-1.5625,2.3125
-46.1875,-44.03125,-10.78125,-11.0859375,-44.3125,-48.78125,-5.49609375,-5.41796875,-2.15625,4.46875
-43.25,-44.15625,-10.6640625,-10.1328125,-45.0625,-46.65625,-4.3203125,-5.6171875,0.90625,1.59375
-41.75,-39.71875,-9.65625,-9.4765625,-42.875,-46.875,-4.5703125,-5.578125,-2.03125,4.0
-42.9375,-43.8125,-10.2890625,-10.5625,-44.25,-46.0,-5.33203125,-5.6484375,0.875,1.75
-45.75,-45.875,-11.96875,-11.4296875,-47.1875,-47.78125,-4.6875,-4.8046875,0.125,0.59375
-43.5,-45.96875,-12.4765625,-11.6953125,-47.3125,-48.3125,-5.69921875,-5.61328125,2.46875,1.0
-46.5625,-45.84375,-10.671875,-11.515625,-46.40625,-49.1875,-3.205078125,-3.822265625,-0.71875,2.78125
-46.3125,-47.3125,-11.828125,-11.890625,-47.125,-48.0,-3.232421875,-3.859375,1.0,0.875
-46.21875,-47.4375,-12.6796875,-13.765625,-46.125,-47.53125,-3.208984375,-3.154296875,1.21875,1.40625
-45.5625,-44.4375,-12.15625,-11.625,-43.625,-48.125,-3.716796875,-4.11328125,-1.125,4.5
-43.5,-45.6875,-10.9296875,-11.21875,-45.6875,-45.71875,-3.38671875,-3.251953125,2.1875,0.03125
-44.34375,-45.8125,-10.0234375,-10.4921875,-44.46875,-45.75,-3.921875,-4.2265625,1.46875,1.28125
-46.3125,-47.0,-13.140625,-13.546875,-46.46875,-48.0625,-3.55078125,-3.9765625,0.6875,1.59375
-46.6875,-48.21875,-11.6484375,-12.3359375,-47.5,-49.59375,-3.6796875,-4.0078125,1.53125,2.09375
-43.625,-45.15625,-11.640625,-11.6796875,-45.0,-44.3125,-3.5625,-3.751953125,1.53125,-0.6875
-44.53125,-45.75,-12.9375,-13.0703125,-45.40625,-45.875,-3.61328125,-3.849609375,1.21875,0.46875
-45.5625,-45.0,-10.5234375,-10.375,-46.1875,-47.625,-5.31640625,-5.4921875,-0.5625,1.4375
-45.46875,-45.875,-11.6484375,-12.484375,-47.6875,-47.75,-5.6796875,-5.546875,0.40625,0.0625
-42.25,-41.40625,-12.796875,-11.9375,-43.75,-48.03125,-5.56640625,-5.83984375,-0.84375,4.28125
-44.0625,-41.3125,-11.484375,-11.75,-47.125,-48.75,-5.0859375,-5.6875,-2.75,1.625
-45.78125,-44.125,-11.078125,-11.4765625,-45.9375,-50.8125,-5.7578125,-6.12109375,-1.65625,4.875
-41.71875,-43.15625,-9.015625,-9.859375,-42.84375,-45.53125,-5.10546875,-5.78125,1.4375,2.6875
-40.21875,-42.375,-8.234375,-8.3515625,-43.28125,-44.1875,-5.28125,-5.953125,2.15625,0.90625
-46.53125,-46.59375,-11.765625,-11.734375,-47.15625,-48.0625,-5.19921875,-5.6015625,0.0625,0.90625
-45.0625,-43.6875,-10.84375,-10.46875,-46.8125,-49.90625,-5.75,-5.7265625,-1.375,3.09375
-45.90625,-45.5,-11.6015625,-12.2578125,-47.625,-48.46875,-5.5234375,-5.56640625,-0.40625,0.84375
-43.53125,-41.9375,-11.6015625,-11.3203125,-46.5625,-50.5,-2.9296875,-3.033203125,-1.59375,3.9375
-45.09375,-41.59375,-10.6328125,-11.03125,-45.3125,-51.78125,-2.71484375,-2.943359375,-3.5,6.46875
-41.09375,-42.75,-10.8203125,-11.1328125,-49.5,-48.15625,-3.107421875,-2.802734375,1.65625,-1.34375
-42.34375,-42.5625,-11.3125,-11.2578125,-46.40625,-49.90625,-3.671875,-4.4296875,0.21875,3.5
-43.4375,-44.1875,-11.265625,-10.9921875,-49.09375,-51.4375,-3.39453125,-3.396484375,0.75,2.34375
-42.53125,-42.78125,-11.515625,-11.40625,-50.53125,-50.34375,-3.01171875,-2.865234375,0.25,-0.1875
-38.5625,-38.9375,-10.171875,-10.1015625,-45.5,-45.46875,-2.7109375,-2.41015625,0.375,-0.03125
-41.84375,-42.0,-10.9296875,-10.484375,-48.9375,-49.3125,-2.361328125,-2.841796875,0.15625,0.375
-45.09375,-42.9375,-11.8671875,-11.5234375,-46.875,-51.25,-3.384765625,-3.802734375,-2.15625,4.375
-44.625,-41.28125,-13.1796875,-11.0078125,-44.75,-47.78125,-2.572265625,-3.7109375,-3.34375,3.03125
-41.84375,-41.6875,-11.4609375,-11.921875,-46.0625,-47.5625,-4.0546875,-3.9453125,-0.15625,1.5
-40.65625,-42.59375,-10.1640625,-11.8828125,-45.375,-46.1875,-4.16796875,-4.4140625,1.9375,0.8125
-41.96875,-43.71875,-12.609375,-14.0859375,-46.65625,-45.8125,-4.45703125,-4.9296875,1.75,-0.84375
-39.1875,-39.3125,-10.078125,-10.75,-44.40625,-44.03125,-3.892578125,-3.673828125,0.125,-0.375
-39.9375,-40.59375,-10.84375,-11.453125,-44.8125,-44.1875,-4.78515625,-4.91796875,0.65625,-0.625
-38.84375,-39.6875,-10.6328125,-11.34375,-41.34375,-42.125,-4.859375,-5.515625,0.84375,0.78125
-40.25,-40.90625,-10.96875,-11.4140625,-44.28125,-45.625,-4.62890625,-4.48046875,0.65625,1.34375
-43.15625,-41.8125,-11.140625,-12.109375,-45.15625,-45.46875,-5.2578125,-5.203125,-1.34375,0.3125
-40.0,-40.78125,-10.578125,-11.359375,-44.8125,-45.6875,-4.59765625,-4.14453125,0.78125,0.875
-42.8125,-40.5,-11.7734375,-11.171875,-42.34375,-46.03125,-5.203125,-5.8203125,-2.3125,3.6875
-41.5,-41.90625,-8.703125,-8.3203125,-50.25,-51.4375,-5.9296875,-6.1875,0.40625,1.1875
-42.0625,-40.46875,-10.109375,-10.15625,-47.96875,-51.15625,-5.73828125,-5.66015625,-1.59375,3.1875
-40.8125,-40.875,-8.765625,-10.03125,-48.875,-51.34375,-5.0703125,-5.58984375,0.0625,2.46875
-41.1875,-40.375,-9.0625,-8.0625,-47.9375,-49.53125,-5.40625,-5.59765625,-0.8125,1.59375
-42.0,-43.5,-9.2734375,-9.46875,-48.6875,-49.71875,-5.52734375,-6.33203125,1.5,1.03125
-44.59375,-44.375,-9.125,-9.1953125,-50.875,-52.75,-5.2578125,-5.69140625,-0.21875,1.875
-38.03125,-38.96875,-7.8125,-7.796875,-46.21875,-48.15625,-4.65234375,-5.875,0.9375,1.9375
-43.375,-43.03125,-9.5859375,-9.6484375,-48.71875,-50.875,-6.01953125,-5.77734375,-0.34375,2.15625
-40.5625,-39.5625,-8.9765625,-7.9375,-48.21875,-51.15625,-5.3828125,-5.84765625,-1.0,2.9375
-42.125,-40.75,-8.6640625,-7.94921875,-48.6875,-50.75,-4.765625,-5.11328125,-1.375,2.0625
-43.90625,-42.09375,-12.8203125,-11.8671875,-43.0,-45.6875,-4.82421875,-5.9765625,-1.8125,2.6875
-41.1875,-41.4375,-12.6328125,-11.7578125,-44.28125,-45.0625,-4.55078125,-4.79296875,0.25,0.78125
-41.28125,-40.25,-11.6484375,-11.1015625,-43.625,-49.21875,-4.0625,-6.671875,-1.03125,5.59375
-42.09375,-42.40625,-11.9140625,-11.9609375,-43.21875,-44.4375,-3.923828125,-4.22265625,0.3125,1.21875
-39.75,-41.0625,-11.9921875,-11.390625,-40.1875,-44.125,-4.70703125,-6.015625,1.3125,3.9375
-38.84375,-42.375,-10.28125,-10.546875,-41.71875,-42.59375,-4.109375,-4.3515625,3.53125,0.875
-40.78125,-40.5,-12.5078125,-11.7734375,-41.625,-44.1875,-5.1328125,-4.76171875,-0.28125,2.5625
-43.21875,-43.6875,-13.09375,-12.1171875,-44.9375,-45.78125,-5.04296875,-4.9921875,0.46875,0.84375
-43.25,-42.71875,-13.203125,-13.1484375,-43.59375,-45.46875,-5.08984375,-4.98828125,-0.53125,1.875
-41.84375,-42.0,-12.015625,-11.2109375,-43.21875,-44.0,-4.6875,-4.8515625,0.15625,0.78125
-46.625,-43.46875,-10.0859375,-9.6171875,-44.4375,-48.4375,-6.0625,-6.546875,-3.15625,4.0
-47.71875,-48.59375,-9.3671875,-9.2109375,-50.21875,-49.125,-4.9140625,-6.1953125,0.875,-1.09375
-44.3125,-43.75,-10.296875,-10.0859375,-45.3125,-47.15625,-5.671875,-6.34375,-0.5625,1.84375
-42.9375,-41.75,-10.0703125,-8.890625,-43.1875,-45.15625,-5.5390625,-5.64453125,-1.1875,1.96875
-46.375,-45.1875,-10.703125,-10.328125,-48.0,-49.625,-5.30078125,-5.97265625,-1.1875,1.625
-47.84375,-46.25,-10.09375,-9.875,-48.3125,-50.9375,-5.47265625,-5.87109375,-1.59375,2.625
-46.375,-44.59375,-10.671875,-10.6171875,-47.25,-49.875,-6.2421875,-6.6171875,-1.78125,2.625
-48.4375,-46.875,-10.234375,-9.0390625,-47.3125,-48.625,-5.6640625,-6.01171875,-1.5625,1.3125
-46.25,-45.84375,-11.09375,-10.5,-48.46875,-49.46875,-5.68359375,-6.35546875,-0.40625,1.0
-46.59375,-45.5,-10.3203125,-10.5390625,-45.1875,-47.90625,-5.71875,-6.4296875,-1.09375,2.71875
-39.96875,-41.25,-8.453125,-8.3125,-42.03125,-41.6875,-4.55078125,-5.31640625,1.28125,-0.34375
-36.90625,-36.8125,-6.265625,-5.87109375,-40.375,-41.6875,-3.43359375,-3.78125,-0.09375,1.3125
-38.375,-35.28125,-6.9296875,-5.8359375,-38.625,-42.34375,-3.701171875,-4.21484375,-3.09375,3.71875
-42.90625,-43.5625,-7.09765625,-7.22265625,-45.0,-45.21875,-4.65234375,-5.2421875,0.65625,0.21875
-35.53125,-37.0625,-6.53515625,-7.640625,-42.0625,-40.0625,-4.078125,-4.24609375,1.53125,-2.0
-41.6875,-42.65625,-7.6328125,-7.63671875,-44.125,-45.125,-4.078125,-4.375,0.96875,1.0
-40.75,-38.0,-6.48046875,-6.20703125,-42.0,-44.59375,-4.7421875,-4.28515625,-2.75,2.59375
-37.90625,-38.78125,-6.70703125,-7.13671875,-41.9375,-41.53125,-4.06640625,-4.33984375,0.875,-0.40625
-40.96875,-40.96875,-7.5703125,-7.3125,-45.34375,-46.8125,-4.546875,-4.484375,0.0,1.46875
-35.96875,-35.4375,-5.7734375,-6.5703125,-38.40625,-39.1875,-3.880859375,-4.296875,-0.53125,0.78125
-40.0625,-38.09375,-9.59375,-9.703125,-42.40625,-45.625,-3.7421875,-3.724609375,-1.96875,3.21875
-42.96875,-43.34375,-11.25,-11.8671875,-46.5625,-46.625,-3.169921875,-3.740234375,0.375,0.0625
-40.9375,-42.4375,-10.7421875,-11.4609375,-44.875,-46.40625,-3.873046875,-4.12109375,1.5,1.53125
-41.25,-42.78125,-10.3828125,-11.4375,-46.40625,-47.25,-3.841796875,-3.7265625,1.53125,0.84375
-44.28125,-43.3125,-12.8203125,-13.0546875,-44.9375,-46.40625,-3.802734375,-3.998046875,-0.96875,1.46875
-43.34375,-44.96875,-11.1953125,-12.0703125,-48.8125,-47.875,-3.5625,-3.904296875,1.625,-0.9375
-43.28125,-43.34375,-12.625,-12.7421875,-45.59375,-46.1875,-4.109375,-4.734375,0.0625,0.59375
-48.46875,-43.3125,-12.4765625,-12.8984375,-43.5625,-49.21875,-3.478515625,-4.09375,-5.15625,5.65625
-42.125,-43.0,-11.3984375,-12.2421875,-45.28125,-45.46875,-4.03125,-3.90625,0.875,0.1875
-44.78125,-45.0625,-12.4453125,-13.359375,-48.03125,-48.03125,-3.708984375,-3.744140625,0.28125,0.0
-38.25,-40.46875,-9.3046875,-10.140625,-41.125,-40.53125,-5.8515625,-6.03125,2.21875,-0.59375
-39.125,-39.40625,-10.3828125,-10.734375,-38.84375,-41.84375,-4.984375,-5.37109375,0.28125,3.0
-40.0625,-38.625,-10.3828125,-10.75,-38.90625,-43.71875,-4.91015625,-4.87890625,-1.4375,4.8125
-38.5,-38.15625,-12.046875,-12.625,-40.75,-42.09375,-6.09765625,-5.68359375,-0.34375,1.34375
-40.0625,-41.6875,-11.1328125,-11.4140625,-42.78125,-42.78125,-5.51171875,-5.3515625,1.625,0.0
-37.8125,-39.65625,-11.109375,-11.4921875,-40.78125,-40.0625,-6.109375,-6.28125,1.84375,-0.71875
-38.78125,-38.65625,-9.984375,-10.1328125,-38.1875,-40.625,-5.65625,-5.58984375,-0.125,2.4375
-38.0625,-38.9375,-10.3671875,-10.3359375,-40.5,-41.84375,-4.265625,-4.4296875,0.875,1.34375
-38.59375,-42.875,-9.9296875,-11.2734375,-43.0,-40.9375,-5.41015625,-4.9921875,4.28125,-2.0625
-39.90625,-40.8125,-11.125,-11.6796875,-42.25,-42.09375,-5.33203125,-5.03515625,0.90625,-0.15625
-47.09375,-47.9375,-15.875,-16.734375,-55.59375,-54.0625,-4.0625,-4.28515625,0.84375,-1.53125
-48.375,-49.0,-13.9609375,-14.2421875,-53.90625,-55.71875,-5.765625,-6.34375,0.625,1.8125
-47.5,-49.09375,-15.9296875,-16.625,-53.59375,-53.8125,-3.953125,-4.3828125,1.59375,0.21875
-50.75,-49.0,-15.421875,-14.6796875,-54.03125,-57.3125,-4.44140625,-4.8359375,-1.75,3.28125
-46.8125,-47.0625,-14.5625,-14.7578125,-54.875,-55.6875,-4.88671875,-4.91796875,0.25,0.8125
-44.34375,-45.28125,-12.28125,-13.5234375,-51.71875,-54.0625,-3.533203125,-3.626953125,0.9375,2.34375
-48.84375,-47.96875,-15.171875,-14.7109375,-54.03125,-54.9375,-5.19140625,-5.0078125,-0.875,0.90625
-48.125,-47.6875,-13.9921875,-14.2265625,-51.125,-52.8125,-4.6328125,-3.625,-0.4375,1.6875
-49.34375,-46.8125,-15.9453125,-15.8984375,-52.1875,-55.6875,-3.8984375,-4.12890625,-2.53125,3.5
-45.6875,-45.40625,-13.921875,-13.421875,-50.1875,-51.625,-3.63671875,-3.80859375,-0.28125,1.4375
-41.84375,-41.0625,-11.8125,-11.9921875,-42.75,-44.25,-6.06640625,-6.4921875,-0.78125,1.5
-41.125,-41.0625,-8.7890625,-7.859375,-42.3125,-41.1875,-5.2109375,-5.6015625,-0.0625,-1.125
-38.6875,-39.125,-10.4921875,-11.2890625,-41.34375,-42.4375,-5.1484375,-5.125,0.4375,1.09375
-39.5,-38.4375,-8.8125,-8.6171875,-38.5,-41.625,-4.0,-4.8671875,-1.0625,3.125
-38.96875,-40.5,-8.921875,-9.015625,-40.40625,-40.90625,-4.9140625,-5.0390625,1.53125,0.5
-40.0625,-40.53125,-9.0234375,-8.7265625,-41.53125,-41.9375,-4.58984375,-4.8671875,0.46875,0.40625
-38.75,-39.90625,-8.890625,-8.984375,-40.03125,-40.5625,-4.421875,-4.87109375,1.15625,0.53125
-42.3125,-40.8125,-9.21875,-9.234375,-41.4375,-43.5,-4.88671875,-5.265625,-1.5,2.0625
-38.875,-37.90625,-9.484375,-8.5,-37.5,-39.90625,-5.23828125,-5.3984375,-0.96875,2.40625
-43.65625,-40.625,-12.046875,-10.546875,-41.96875,-44.5625,-5.15625,-5.12109375,-3.03125,2.59375
-47.78125,-43.5,-11.609375,-11.8359375,-46.59375,-49.9375,-5.08203125,-4.1015625,-4.28125,3.34375
-44.96875,-46.28125,-11.1796875,-11.2734375,-48.40625,-48.34375,-4.4609375,-4.12109375,1.3125,-0.0625
-47.96875,-48.5625,-11.8359375,-11.9140625,-47.875,-49.125,-4.2109375,-4.58984375,0.59375,1.25
-44.25,-42.4375,-11.1875,-11.2890625,-43.28125,-45.6875,-4.02734375,-3.4140625,-1.8125,2.40625
-45.25,-46.5625,-10.0078125,-11.0,-48.34375,-47.46875,-4.00390625,-3.6171875,1.3125,-0.875
-47.40625,-46.25,-11.7421875,-11.1328125,-48.5,-49.25,-3.8359375,-3.537109375,-1.15625,0.75
-41.6875,-42.75,-11.140625,-12.1328125,-45.34375,-46.53125,-4.26953125,-3.462890625,1.0625,1.1875
-46.03125,-47.15625,-11.578125,-12.078125,-48.375,-48.09375,-4.85546875,-4.734375,1.125,-0.28125
-43.53125,-44.34375,-10.8203125,-11.8125,-47.78125,-47.8125,-5.1328125,-4.84765625,0.8125,0.03125
-43.0,-43.5,-11.375,-11.671875,-47.5,-45.90625,-4.1875,-3.421875,0.5,-1.59375
-41.875,-41.375,-10.421875,-10.109375,-43.59375,-44.65625,-3.611328125,-4.4140625,-0.5,1.0625
-44.03125,-41.40625,-10.34375,-9.4375,-43.40625,-46.875,-3.189453125,-4.13671875,-2.625,3.46875
-39.78125,-39.4375,-8.5859375,-8.7421875,-42.375,-43.21875,-3.396484375,-3.689453125,-0.34375,0.84375
-39.46875,-38.78125,-9.5078125,-9.7421875,-40.21875,-41.5,-3.791015625,-3.76953125,-0.6875,1.28125
-40.0,-39.28125,-9.71875,-9.640625,-42.28125,-43.125,-4.2109375,-3.94140625,-0.71875,0.84375
-42.65625,-44.03125,-11.0390625,-10.9609375,-46.21875,-44.125,-3.716796875,-3.888671875,1.375,-2.09375
-42.5625,-43.59375,-9.6640625,-10.0078125,-45.0625,-44.90625,-4.015625,-3.48046875,1.03125,-0.15625
-44.0625,-42.1875,-10.9609375,-10.484375,-42.84375,-42.75,-3.25390625,-4.0078125,-1.875,-0.09375
-41.125,-41.96875,-8.8203125,-9.6328125,-44.84375,-44.0,-3.9140625,-2.517578125,0.84375,-0.84375
-40.53125,-41.4375,-8.75,-9.5390625,-42.90625,-43.1875,-4.08984375,-3.65234375,0.90625,0.28125
-56.125,-57.0625,-13.9453125,-13.2109375,-61.375,-60.71875,-5.57421875,-4.421875,0.9375,-0.65625
-53.15625,-52.28125,-12.71875,-12.8359375,-55.0,-58.21875,-4.91796875,-4.94140625,-0.875,3.21875
