item_index,prompt_template,prime_condition,prime_structure,prime_sentence,target_active,target_passive,prompt,choice_target,active_choice_logprob,passive_choice_logprob,passive_minus_active_logprob,active_choice_logprob_sum,passive_choice_logprob_sum,passive_minus_active_logprob_sum,active_target_token_count,passive_target_token_count,chosen_structure,passive_choice_indicator
3,processing_teacher_forced,active,active,a cop kills a cousin .,a hero hurries a husband .,a husband is hurried by a hero .,a cop kills a cousin . ,full_sentence_processing,-6.918018341064453,-6.337217807769775,0.5808005332946777,-48.42612838745117,-50.6977424621582,-2.2716140747070312,7,8,passive,1.0
3,processing_teacher_forced,passive,passive,a cousin is killed by a cop .,a hero hurries a husband .,a husband is hurried by a hero .,a cousin is killed by a cop . ,full_sentence_processing,-7.393090929303851,-6.1836700439453125,1.2094208853585382,-51.75163650512695,-49.4693603515625,2.282276153564453,7,8,passive,1.0
3,processing_teacher_forced,no_prime_eos,no_prime_eos,,a hero hurries a husband .,a husband is hurried by a hero .,<|endoftext|> ,full_sentence_processing,-8.32162584577288,-7.111637115478516,1.2099887302943646,-58.251380920410156,-56.893096923828125,1.3582839965820312,7,8,passive,1.0
3,processing_teacher_forced,no_prime_empty,no_prime_empty,,a hero hurries a husband .,a husband is hurried by a hero .,,full_sentence_processing,-6.781883784702846,-5.851307392120361,0.930576392582485,-47.47318649291992,-46.81045913696289,0.6627273559570312,7,8,passive,1.0
3,processing_teacher_forced,filler,filler,The tourist wandered through the plaza .,a hero hurries a husband .,a husband is hurried by a hero .,The tourist wandered through the plaza . ,full_sentence_processing,-8.030757359095983,-6.984044075012207,1.0467132840837756,-56.215301513671875,-55.872352600097656,0.34294891357421875,7,8,passive,1.0
4,processing_teacher_forced,active,active,a lawyer bothers a leader .,a hero judges a husband .,a husband is judged by a hero .,a lawyer bothers a leader . ,full_sentence_processing,-7.174279530843099,-5.8051300048828125,1.3691495259602862,-43.045677185058594,-46.4410400390625,-3.3953628540039062,6,8,passive,1.0
4,processing_teacher_forced,passive,passive,a leader is bothered by a lawyer .,a hero judges a husband .,a husband is judged by a hero .,a leader is bothered by a lawyer . ,full_sentence_processing,-7.368540445963542,-5.6090545654296875,1.7594858805338545,-44.21124267578125,-44.8724365234375,-0.66119384765625,6,8,passive,1.0
4,processing_teacher_forced,no_prime_eos,no_prime_eos,,a hero judges a husband .,a husband is judged by a hero .,<|endoftext|> ,full_sentence_processing,-8.721367518107096,-6.432563781738281,2.2888037363688145,-52.32820510864258,-51.46051025390625,0.8676948547363281,6,8,passive,1.0
4,processing_teacher_forced,no_prime_empty,no_prime_empty,,a hero judges a husband .,a husband is judged by a hero .,,full_sentence_processing,-7.145708719889323,-5.344622611999512,1.8010861078898115,-42.87425231933594,-42.756980895996094,0.11727142333984375,6,8,passive,1.0
4,processing_teacher_forced,filler,filler,The traveler rested beside the river .,a hero judges a husband .,a husband is judged by a hero .,The traveler rested beside the river . ,full_sentence_processing,-8.555065155029297,-6.602991580963135,1.952073574066162,-51.33039093017578,-52.82393264770508,-1.4935417175292969,6,8,passive,1.0
5,processing_teacher_forced,active,active,a parent hurries a partner .,a champion drags a chief .,a chief is dragged by a champion .,a parent hurries a partner . ,full_sentence_processing,-6.520263671875,-6.060039043426514,0.46022462844848633,-45.641845703125,-48.48031234741211,-2.8384666442871094,7,8,passive,1.0
5,processing_teacher_forced,passive,passive,a partner is hurried by a parent .,a champion drags a chief .,a chief is dragged by a champion .,a partner is hurried by a parent . ,full_sentence_processing,-6.975256783621652,-5.365286827087402,1.6099699565342496,-48.82679748535156,-42.92229461669922,5.904502868652344,7,8,passive,1.0
5,processing_teacher_forced,no_prime_eos,no_prime_eos,,a champion drags a chief .,a chief is dragged by a champion .,<|endoftext|> ,full_sentence_processing,-7.372292109898159,-7.271252632141113,0.10103947775704558,-51.60604476928711,-58.170021057128906,-6.563976287841797,7,8,passive,1.0
5,processing_teacher_forced,no_prime_empty,no_prime_empty,,a champion drags a chief .,a chief is dragged by a champion .,,full_sentence_processing,-6.203134264264788,-5.987170219421387,0.21596404484340148,-43.421939849853516,-47.897361755371094,-4.475421905517578,7,8,passive,1.0
5,processing_teacher_forced,filler,filler,The package arrived before noon .,a champion drags a chief .,a chief is dragged by a champion .,The package arrived before noon . ,full_sentence_processing,-8.175581795828682,-7.711258888244629,0.46432290758405337,-57.22907257080078,-61.69007110595703,-4.46099853515625,7,8,passive,1.0
6,processing_teacher_forced,active,active,a champion forgives a chief .,a parent destroys a partner .,a partner is destroyed by a parent .,a champion forgives a chief . ,full_sentence_processing,-6.923974990844727,-5.720637321472168,1.2033376693725586,-41.54384994506836,-45.765098571777344,-4.221248626708984,6,8,passive,1.0
6,processing_teacher_forced,passive,passive,a chief is forgiven by a champion .,a parent destroys a partner .,a partner is destroyed by a parent .,a chief is forgiven by a champion . ,full_sentence_processing,-7.230681737263997,-5.152109146118164,2.078572591145833,-43.384090423583984,-41.21687316894531,2.167217254638672,6,8,passive,1.0
6,processing_teacher_forced,no_prime_eos,no_prime_eos,,a parent destroys a partner .,a partner is destroyed by a parent .,<|endoftext|> ,full_sentence_processing,-7.6728776295979815,-6.253696441650391,1.4191811879475908,-46.03726577758789,-50.029571533203125,-3.9923057556152344,6,8,passive,1.0
6,processing_teacher_forced,no_prime_empty,no_prime_empty,,a parent destroys a partner .,a partner is destroyed by a parent .,,full_sentence_processing,-6.392905553181966,-5.0047430992126465,1.3881624539693194,-38.3574333190918,-40.03794479370117,-1.680511474609375,6,8,passive,1.0
6,processing_teacher_forced,filler,filler,The package arrived before noon .,a parent destroys a partner .,a partner is destroyed by a parent .,The package arrived before noon . ,full_sentence_processing,-9.215466181437174,-7.068740367889404,2.1467258135477696,-55.29279708862305,-56.549922943115234,-1.2571258544921875,6,8,passive,1.0
7,processing_teacher_forced,active,active,a cop strikes a cousin .,a nurse discovers an opponent .,an opponent is discovered by a nurse .,a cop strikes a cousin . ,full_sentence_processing,-7.268992741902669,-5.835004806518555,1.4339879353841143,-43.613956451416016,-46.68003845214844,-3.066082000732422,6,8,passive,1.0
7,processing_teacher_forced,passive,passive,a cousin is struck by a cop .,a nurse discovers an opponent .,an opponent is discovered by a nurse .,a cousin is struck by a cop . ,full_sentence_processing,-7.488344828287761,-5.641137599945068,1.8472072283426924,-44.93006896972656,-45.12910079956055,-0.19903182983398438,6,8,passive,1.0
7,processing_teacher_forced,no_prime_eos,no_prime_eos,,a nurse discovers an opponent .,an opponent is discovered by a nurse .,<|endoftext|> ,full_sentence_processing,-8.7843869527181,-6.511877536773682,2.272509415944418,-52.706321716308594,-52.09502029418945,0.6113014221191406,6,8,passive,1.0
7,processing_teacher_forced,no_prime_empty,no_prime_empty,,a nurse discovers an opponent .,an opponent is discovered by a nurse .,,full_sentence_processing,-7.144100189208984,-5.10987663269043,2.0342235565185547,-42.864601135253906,-40.87901306152344,1.9855880737304688,6,8,passive,1.0
7,processing_teacher_forced,filler,filler,The blanket dried on the line .,a nurse discovers an opponent .,an opponent is discovered by a nurse .,The blanket dried on the line . ,full_sentence_processing,-8.943867365519205,-6.719616889953613,2.224250475565592,-53.663204193115234,-53.756935119628906,-0.09373092651367188,6,8,passive,1.0
8,processing_teacher_forced,active,active,a cousin asks a daughter .,a leader chases a man .,a man is chased by a leader .,a cousin asks a daughter . ,full_sentence_processing,-5.84446770804269,-5.366015434265137,0.4784522737775534,-40.91127395629883,-42.928123474121094,-2.0168495178222656,7,8,passive,1.0
8,processing_teacher_forced,passive,passive,a daughter is asked by a cousin .,a leader chases a man .,a man is chased by a leader .,a daughter is asked by a cousin . ,full_sentence_processing,-6.011011941092355,-5.03329610824585,0.9777158328465054,-42.077083587646484,-40.2663688659668,1.8107147216796875,7,8,passive,1.0
8,processing_teacher_forced,no_prime_eos,no_prime_eos,,a leader chases a man .,a man is chased by a leader .,<|endoftext|> ,full_sentence_processing,-6.5667621067592075,-5.978573799133301,0.5881883076259067,-45.96733474731445,-47.828590393066406,-1.8612556457519531,7,8,passive,1.0
8,processing_teacher_forced,no_prime_empty,no_prime_empty,,a leader chases a man .,a man is chased by a leader .,,full_sentence_processing,-5.0332183837890625,-4.97420072555542,0.05901765823364258,-35.23252868652344,-39.79360580444336,-4.561077117919922,7,8,passive,1.0
8,processing_teacher_forced,filler,filler,The teacher listened during assembly .,a leader chases a man .,a man is chased by a leader .,The teacher listened during assembly . ,full_sentence_processing,-6.5291034153529575,-5.959966659545898,0.569136755807059,-45.7037239074707,-47.67973327636719,-1.9760093688964844,7,8,passive,1.0
9,processing_teacher_forced,active,active,a singer washes a soldier .,a president teaches a priest .,a priest is taught by a president .,a singer washes a soldier . ,full_sentence_processing,-6.688004811604817,-5.270840644836426,1.4171641667683916,-40.128028869628906,-42.166725158691406,-2.0386962890625,6,8,passive,1.0
9,processing_teacher_forced,passive,passive,a soldier is washed by a singer .,a president teaches a priest .,a priest is taught by a president .,a soldier is washed by a singer . ,full_sentence_processing,-7.024330139160156,-4.540699481964111,2.483630657196045,-42.14598083496094,-36.32559585571289,5.820384979248047,6,8,passive,1.0
9,processing_teacher_forced,no_prime_eos,no_prime_eos,,a president teaches a priest .,a priest is taught by a president .,<|endoftext|> ,full_sentence_processing,-8.484297434488932,-6.2455973625183105,2.238700071970621,-50.905784606933594,-49.964778900146484,0.9410057067871094,6,8,passive,1.0
9,processing_teacher_forced,no_prime_empty,no_prime_empty,,a president teaches a priest .,a priest is taught by a president .,,full_sentence_processing,-6.866461435953776,-5.0743303298950195,1.7921311060587568,-41.198768615722656,-40.594642639160156,0.6041259765625,6,8,passive,1.0
9,processing_teacher_forced,filler,filler,The lantern glowed near sunset .,a president teaches a priest .,a priest is taught by a president .,The lantern glowed near sunset . ,full_sentence_processing,-8.253048578898111,-6.735746383666992,1.5173021952311192,-49.51829147338867,-53.88597106933594,-4.367679595947266,6,8,passive,1.0
10,processing_teacher_forced,active,active,a boy bothers a brother .,a winner understands a woman .,a woman is understood by a winner .,a boy bothers a brother . ,full_sentence_processing,-7.281379699707031,-6.039912700653076,1.241466999053955,-43.68827819824219,-48.31930160522461,-4.631023406982422,6,8,passive,1.0
10,processing_teacher_forced,passive,passive,a brother is bothered by a boy .,a winner understands a woman .,a woman is understood by a winner .,a brother is bothered by a boy . ,full_sentence_processing,-7.01498285929362,-5.721604347229004,1.2933785120646162,-42.08989715576172,-45.77283477783203,-3.6829376220703125,6,8,passive,1.0
10,processing_teacher_forced,no_prime_eos,no_prime_eos,,a winner understands a woman .,a woman is understood by a winner .,<|endoftext|> ,full_sentence_processing,-8.229205449422201,-6.814752578735352,1.4144528706868496,-49.3752326965332,-54.51802062988281,-5.142787933349609,6,8,passive,1.0
10,processing_teacher_forced,no_prime_empty,no_prime_empty,,a winner understands a woman .,a woman is understood by a winner .,,full_sentence_processing,-6.675301233927409,-5.605484962463379,1.0698162714640302,-40.05180740356445,-44.84387969970703,-4.792072296142578,6,8,passive,1.0
10,processing_teacher_forced,filler,filler,The pillow rested on the sofa .,a winner understands a woman .,a woman is understood by a winner .,The pillow rested on the sofa . ,full_sentence_processing,-8.231631596883139,-7.343170642852783,0.8884609540303554,-49.38978958129883,-58.745365142822266,-9.355575561523438,6,8,passive,1.0
11,processing_teacher_forced,active,active,a man washes a manager .,a woman beats a worker .,a worker is beaten by a woman .,a man washes a manager . ,full_sentence_processing,-5.300042152404785,-4.351102828979492,0.948939323425293,-31.80025291442871,-34.80882263183594,-3.0085697174072266,6,8,passive,1.0
11,processing_teacher_forced,passive,passive,a manager is washed by a man .,a woman beats a worker .,a worker is beaten by a woman .,a manager is washed by a man . ,full_sentence_processing,-6.017506917317708,-3.6755690574645996,2.3419378598531084,-36.10504150390625,-29.404552459716797,6.700489044189453,6,8,passive,1.0
11,processing_teacher_forced,no_prime_eos,no_prime_eos,,a woman beats a worker .,a worker is beaten by a woman .,<|endoftext|> ,full_sentence_processing,-7.485758463541667,-5.736588478088379,1.749169985453288,-44.91455078125,-45.89270782470703,-0.9781570434570312,6,8,passive,1.0
11,processing_teacher_forced,no_prime_empty,no_prime_empty,,a woman beats a worker .,a worker is beaten by a woman .,,full_sentence_processing,-5.95083745320638,-4.699933052062988,1.2509044011433916,-35.70502471923828,-37.599464416503906,-1.894439697265625,6,8,passive,1.0
11,processing_teacher_forced,filler,filler,The lantern glowed near sunset .,a woman beats a worker .,a worker is beaten by a woman .,The lantern glowed near sunset . ,full_sentence_processing,-7.826143900553386,-6.016385078430176,1.80975882212321,-46.95686340332031,-48.131080627441406,-1.1742172241210938,6,8,passive,1.0
12,processing_teacher_forced,active,active,a student describes a teacher .,a wife kisses a winner .,a winner is kissed by a wife .,a student describes a teacher . ,full_sentence_processing,-7.593453089396159,-5.89454460144043,1.6989084879557295,-45.56071853637695,-47.15635681152344,-1.5956382751464844,6,8,passive,1.0
12,processing_teacher_forced,passive,passive,a teacher is described by a student .,a wife kisses a winner .,a winner is kissed by a wife .,a teacher is described by a student . ,full_sentence_processing,-7.859174728393555,-5.681305885314941,2.1778688430786133,-47.15504837036133,-45.45044708251953,1.7046012878417969,6,8,passive,1.0
12,processing_teacher_forced,no_prime_eos,no_prime_eos,,a wife kisses a winner .,a winner is kissed by a wife .,<|endoftext|> ,full_sentence_processing,-8.577255884806315,-6.3729424476623535,2.204313437143961,-51.46353530883789,-50.98353958129883,0.4799957275390625,6,8,passive,1.0
12,processing_teacher_forced,no_prime_empty,no_prime_empty,,a wife kisses a winner .,a winner is kissed by a wife .,,full_sentence_processing,-6.989943186442058,-5.330256938934326,1.6596862475077314,-41.939659118652344,-42.64205551147461,-0.7023963928222656,6,8,passive,1.0
12,processing_teacher_forced,filler,filler,The tourist wandered through the plaza .,a wife kisses a winner .,a winner is kissed by a wife .,The tourist wandered through the plaza . ,full_sentence_processing,-8.336006164550781,-6.536215305328369,1.799790859222412,-50.01603698730469,-52.28972244262695,-2.2736854553222656,6,8,passive,1.0
13,processing_teacher_forced,active,active,a guy raises a hero .,a professor asks a reader .,a reader is asked by a professor .,a guy raises a hero . ,full_sentence_processing,-6.835365931193034,-5.89651346206665,0.9388524691263838,-41.0121955871582,-47.1721076965332,-6.159912109375,6,8,passive,1.0
13,processing_teacher_forced,passive,passive,a hero is raised by a guy .,a professor asks a reader .,a reader is asked by a professor .,a hero is raised by a guy . ,full_sentence_processing,-7.202284495035808,-5.280417442321777,1.9218670527140302,-43.213706970214844,-42.24333953857422,0.970367431640625,6,8,passive,1.0
13,processing_teacher_forced,no_prime_eos,no_prime_eos,,a professor asks a reader .,a reader is asked by a professor .,<|endoftext|> ,full_sentence_processing,-8.046770731608072,-5.785789489746094,2.2609812418619786,-48.28062438964844,-46.28631591796875,1.9943084716796875,6,8,passive,1.0
13,processing_teacher_forced,no_prime_empty,no_prime_empty,,a professor asks a reader .,a reader is asked by a professor .,,full_sentence_processing,-6.528815587361653,-4.9149274826049805,1.6138881047566729,-39.17289352416992,-39.319419860839844,-0.14652633666992188,6,8,passive,1.0
13,processing_teacher_forced,filler,filler,The sculpture stood in the hallway .,a professor asks a reader .,a reader is asked by a professor .,The sculpture stood in the hallway . ,full_sentence_processing,-8.176187515258789,-6.05426549911499,2.121922016143799,-49.057125091552734,-48.43412399291992,0.6230010986328125,6,8,passive,1.0
14,processing_teacher_forced,active,active,a minister surprises a mother .,a daughter describes a doctor .,a doctor is described by a daughter .,a minister surprises a mother . ,full_sentence_processing,-6.484469731648763,-5.280900955200195,1.2035687764485674,-38.90681838989258,-42.24720764160156,-3.3403892517089844,6,8,passive,1.0
14,processing_teacher_forced,passive,passive,a mother is surprised by a minister .,a daughter describes a doctor .,a doctor is described by a daughter .,a mother is surprised by a minister . ,full_sentence_processing,-6.150246302286784,-4.963742256164551,1.1865040461222334,-36.9014778137207,-39.709938049316406,-2.808460235595703,6,8,passive,1.0
14,processing_teacher_forced,no_prime_eos,no_prime_eos,,a daughter describes a doctor .,a doctor is described by a daughter .,<|endoftext|> ,full_sentence_processing,-7.881259282430013,-6.052947521209717,1.828311761220296,-47.28755569458008,-48.423580169677734,-1.1360244750976562,6,8,passive,1.0
14,processing_teacher_forced,no_prime_empty,no_prime_empty,,a daughter describes a doctor .,a doctor is described by a daughter .,,full_sentence_processing,-6.486674626668294,-5.112560749053955,1.374113877614339,-38.920047760009766,-40.90048599243164,-1.980438232421875,6,8,passive,1.0
14,processing_teacher_forced,filler,filler,The singer smiled after rehearsal .,a daughter describes a doctor .,a doctor is described by a daughter .,The singer smiled after rehearsal . ,full_sentence_processing,-7.792827606201172,-6.366265296936035,1.4265623092651367,-46.75696563720703,-50.93012237548828,-4.17315673828125,6,8,passive,1.0
15,processing_teacher_forced,active,active,a buddy comforts a candidate .,an author carries a bishop .,a bishop is carried by an author .,a buddy comforts a candidate . ,full_sentence_processing,-7.752011617024739,-6.518927574157715,1.2330840428670244,-46.51206970214844,-52.15142059326172,-5.639350891113281,6,8,passive,1.0
15,processing_teacher_forced,passive,passive,a candidate is comforted by a buddy .,an author carries a bishop .,a bishop is carried by an author .,a candidate is comforted by a buddy . ,full_sentence_processing,-7.592039744059245,-5.856339931488037,1.735699812571208,-45.55223846435547,-46.8507194519043,-1.2984809875488281,6,8,passive,1.0
15,processing_teacher_forced,no_prime_eos,no_prime_eos,,an author carries a bishop .,a bishop is carried by an author .,<|endoftext|> ,full_sentence_processing,-8.186498641967773,-6.705606460571289,1.4808921813964844,-49.11899185180664,-53.64485168457031,-4.525859832763672,6,8,passive,1.0
15,processing_teacher_forced,no_prime_empty,no_prime_empty,,an author carries a bishop .,a bishop is carried by an author .,,full_sentence_processing,-6.801502227783203,-5.595104694366455,1.206397533416748,-40.80901336669922,-44.76083755493164,-3.951824188232422,6,8,passive,1.0
15,processing_teacher_forced,filler,filler,The sculpture stood in the hallway .,an author carries a bishop .,a bishop is carried by an author .,The sculpture stood in the hallway . ,full_sentence_processing,-8.506528854370117,-6.814280986785889,1.6922478675842285,-51.0391731262207,-54.51424789428711,-3.4750747680664062,6,8,passive,1.0
16,processing_teacher_forced,active,active,an author teaches a bishop .,a parent joins a partner .,a partner is joined by a parent .,an author teaches a bishop . ,full_sentence_processing,-6.9592329661051435,-6.072324752807617,0.8869082132975263,-41.75539779663086,-48.57859802246094,-6.823200225830078,6,8,passive,1.0
16,processing_teacher_forced,passive,passive,a bishop is taught by an author .,a parent joins a partner .,a partner is joined by a parent .,a bishop is taught by an author . ,full_sentence_processing,-7.008920033772786,-5.505320072174072,1.503599961598714,-42.05352020263672,-44.04256057739258,-1.9890403747558594,6,8,passive,1.0
16,processing_teacher_forced,no_prime_eos,no_prime_eos,,a parent joins a partner .,a partner is joined by a parent .,<|endoftext|> ,full_sentence_processing,-7.340175628662109,-5.922667026519775,1.417508602142334,-44.041053771972656,-47.3813362121582,-3.340282440185547,6,8,passive,1.0
16,processing_teacher_forced,no_prime_empty,no_prime_empty,,a parent joins a partner .,a partner is joined by a parent .,,full_sentence_processing,-6.051573435465495,-4.650975227355957,1.400598208109538,-36.30944061279297,-37.207801818847656,-0.8983612060546875,6,8,passive,1.0
16,processing_teacher_forced,filler,filler,The window rattled during the storm .,a parent joins a partner .,a partner is joined by a parent .,The window rattled during the storm . ,full_sentence_processing,-8.445922215779623,-6.370495319366455,2.075426896413168,-50.675533294677734,-50.96396255493164,-0.28842926025390625,6,8,passive,1.0
17,processing_teacher_forced,active,active,a champion kisses a chief .,a hero protects a husband .,a husband is protected by a hero .,a champion kisses a chief . ,full_sentence_processing,-6.589271545410156,-5.3893914222717285,1.1998801231384277,-39.53562927246094,-43.11513137817383,-3.5795021057128906,6,8,passive,1.0
17,processing_teacher_forced,passive,passive,a chief is kissed by a champion .,a hero protects a husband .,a husband is protected by a hero .,a chief is kissed by a champion . ,full_sentence_processing,-6.944202423095703,-4.796785354614258,2.1474170684814453,-41.66521453857422,-38.37428283691406,3.2909317016601562,6,8,passive,1.0
17,processing_teacher_forced,no_prime_eos,no_prime_eos,,a hero protects a husband .,a husband is protected by a hero .,<|endoftext|> ,full_sentence_processing,-8.713281631469727,-6.592602729797363,2.1206789016723633,-52.27968978881836,-52.740821838378906,-0.4611320495605469,6,8,passive,1.0
17,processing_teacher_forced,no_prime_empty,no_prime_empty,,a hero protects a husband .,a husband is protected by a hero .,,full_sentence_processing,-7.075570424397786,-5.339483261108398,1.7360871632893877,-42.45342254638672,-42.71586608886719,-0.26244354248046875,6,8,passive,1.0
17,processing_teacher_forced,filler,filler,The teacher listened during assembly .,a hero protects a husband .,a husband is protected by a hero .,The teacher listened during assembly . ,full_sentence_processing,-8.483393987019857,-6.549777030944824,1.9336169560750331,-50.90036392211914,-52.398216247558594,-1.4978523254394531,6,8,passive,1.0
18,processing_teacher_forced,active,active,an adult kills an attorney .,a student hurts a teacher .,a teacher is hurt by a student .,an adult kills an attorney . ,full_sentence_processing,-5.7957204182942705,-4.250158309936523,1.545562108357747,-34.774322509765625,-34.00126647949219,0.7730560302734375,6,8,passive,1.0
18,processing_teacher_forced,passive,passive,an attorney is killed by an adult .,a student hurts a teacher .,a teacher is hurt by a student .,an attorney is killed by an adult . ,full_sentence_processing,-6.201436360677083,-3.923379421234131,2.278056939442952,-37.2086181640625,-31.387035369873047,5.821582794189453,6,8,passive,1.0
18,processing_teacher_forced,no_prime_eos,no_prime_eos,,a student hurts a teacher .,a teacher is hurt by a student .,<|endoftext|> ,full_sentence_processing,-7.092671712239583,-5.135883331298828,1.956788380940755,-42.5560302734375,-41.087066650390625,1.468963623046875,6,8,passive,1.0
18,processing_teacher_forced,no_prime_empty,no_prime_empty,,a student hurts a teacher .,a teacher is hurt by a student .,,full_sentence_processing,-5.469765981038411,-4.171258926391602,1.2985070546468096,-32.81859588623047,-33.37007141113281,-0.5514755249023438,6,8,passive,1.0
18,processing_teacher_forced,filler,filler,The window rattled during the storm .,a student hurts a teacher .,a teacher is hurt by a student .,The window rattled during the storm . ,full_sentence_processing,-7.785291035970052,-5.329563617706299,2.455727418263753,-46.71174621582031,-42.63650894165039,4.075237274169922,6,8,passive,1.0
19,processing_teacher_forced,active,active,a hero comforts a husband .,a daughter protects a doctor .,a doctor is protected by a daughter .,a hero comforts a husband . ,full_sentence_processing,-6.303731282552083,-5.362637996673584,0.941093285878499,-37.8223876953125,-42.90110397338867,-5.078716278076172,6,8,passive,1.0
19,processing_teacher_forced,passive,passive,a husband is comforted by a hero .,a daughter protects a doctor .,a doctor is protected by a daughter .,a husband is comforted by a hero . ,full_sentence_processing,-6.599283218383789,-4.643925666809082,1.955357551574707,-39.595699310302734,-37.151405334472656,2.444293975830078,6,8,passive,1.0
19,processing_teacher_forced,no_prime_eos,no_prime_eos,,a daughter protects a doctor .,a doctor is protected by a daughter .,<|endoftext|> ,full_sentence_processing,-8.55018170674642,-6.5002241134643555,2.0499575932820644,-51.301090240478516,-52.001792907714844,-0.7007026672363281,6,8,passive,1.0
19,processing_teacher_forced,no_prime_empty,no_prime_empty,,a daughter protects a doctor .,a doctor is protected by a daughter .,,full_sentence_processing,-7.005076726277669,-5.3447957038879395,1.6602810223897295,-42.030460357666016,-42.758365631103516,-0.7279052734375,6,8,passive,1.0
19,processing_teacher_forced,filler,filler,The package arrived before noon .,a daughter protects a doctor .,a doctor is protected by a daughter .,The package arrived before noon . ,full_sentence_processing,-8.639630635579428,-7.043292999267578,1.5963376363118496,-51.83778381347656,-56.346343994140625,-4.5085601806640625,6,8,passive,1.0
