pa,pp,ta,tp
a physician selected a pilot .,a pilot was selected by a physician .,the reader asks the scientist .,the scientist is asked by the reader .
the priest drags the prince .,the prince is dragged by the priest .,a scientist asked a secretary .,a secretary was asked by a scientist .
the professor bothered the reader .,the reader was bothered by the professor .,a secretary asks a sheriff .,a sheriff is asked by a secretary .
a friend kills a girl .,a girl is killed by a friend .,the sheriff asked the singer .,the singer was asked by the sheriff .
a prince judged a princess .,a princess was judged by a prince .,the singer asks the soldier .,the soldier is asked by the singer .
the buddy punches the candidate .,the candidate is punched by the buddy .,a soldier asked a son .,a son was asked by a soldier .
the aunt forgot the author .,the author was forgotten by the aunt .,a son asks a student .,a student is asked by a son .
a lady hurts a lawyer .,a lawyer is hurt by a lady .,the student asked the teacher .,the teacher was asked by the student .
a physician embraced a pilot .,a pilot was embraced by a physician .,the teacher asks the uncle .,the uncle is asked by the teacher .
the priest kisses the prince .,the prince is kissed by the priest .,an uncle asked a wife .,a wife was asked by an uncle .
the professor discovered the reader .,the reader was discovered by the professor .,a wife asks a winner .,a winner is asked by a wife .
a colonel follows a cop .,a cop is followed by a colonel .,the winner asked the woman .,the woman was asked by the winner .
a soldier bothered a son .,a son was bothered by a soldier .,the woman asks the worker .,the worker is asked by the woman .
the buddy protects the candidate .,the candidate is protected by the buddy .,a worker asked a writer .,a writer was asked by a worker .
the winner comforted the woman .,the woman was comforted by the winner .,a writer asks an actor .,an actor is asked by a writer .
a colonel asks a cop .,a cop is asked by a colonel .,the actor bothered the actress .,the actress was bothered by the actor .
a daughter helped a doctor .,a doctor was helped by a daughter .,the actress bothers the adult .,the adult is bothered by the actress .
the leader kisses the man .,the man is kissed by the leader .,an adult bothered an attorney .,an attorney was bothered by an adult .
the employee asked the employer .,the employer was asked by the employee .,an attorney bothers an aunt .,an aunt is bothered by an attorney .
a hero chases a husband .,a husband is chased by a hero .,the aunt bothered the author .,the author was bothered by the aunt .
a scientist asked a secretary .,a secretary was asked by a scientist .,the author bothers the bishop .,the bishop is bothered by the author .
the actress helps the adult .,the adult is helped by the actress .,a bishop bothered a boy .,a boy was bothered by a bishop .
the employee protected the employer .,the employer was protected by the employee .,a boy bothers a brother .,a brother is bothered by a boy .
a captain helps a champion .,a champion is helped by a captain .,the brother bothered the buddy .,the buddy was bothered by the brother .
an uncle kissed a wife .,a wife was kissed by an uncle .,the buddy bothers the candidate .,the candidate is bothered by the buddy .
the reader understands the scientist .,the scientist is understood by the reader .,a candidate bothered a captain .,a captain was bothered by a candidate .
the girl described the guest .,the guest was described by the girl .,a captain bothers a champion .,a champion is bothered by a captain .
a friend joins a girl .,a girl is joined by a friend .,the champion bothered the chief .,the chief was bothered by the champion .
a guy joined a hero .,a hero was joined by a guy .,the chief bothers the child .,the child is bothered by the chief .
the reader punches the scientist .,the scientist is punched by the reader .,a child bothered a colonel .,a colonel was bothered by a child .
the husband chased the kid .,the kid was chased by the husband .,a colonel bothers a cop .,a cop is bothered by a colonel .
a hero grabs a husband .,a husband is grabbed by a hero .,the cop bothered the cousin .,the cousin was bothered by the cop .
a bishop punched a boy .,a boy was punched by a bishop .,the cousin bothers the daughter .,the daughter is bothered by the cousin .
the actress forgives the adult .,the adult is forgiven by the actress .,a daughter bothered a doctor .,a doctor was bothered by a daughter .
the cop comforted the cousin .,the cousin was comforted by the cop .,a doctor bothers an employee .,an employee is bothered by a doctor .
a wife asks a winner .,a winner is asked by a wife .,the employee bothered the employer .,the employer was bothered by the employee .
a bishop chased a boy .,a boy was chased by a bishop .,the employer bothers the father .,the father is bothered by the employer .
the kid kills the king .,the king is killed by the kid .,a father bothered a friend .,a friend was bothered by a father .
the sheriff hurt the singer .,the singer was hurt by the sheriff .,a friend bothers a girl .,a girl is bothered by a friend .
a doctor judges an employee .,an employee is judged by a doctor .,the girl bothered the guest .,the guest was bothered by the girl .
a mother discovered a nurse .,a nurse was discovered by a mother .,the guest bothers the guy .,the guy is bothered by the guest .
the priest kills the prince .,the prince is killed by the priest .,a guy bothered a hero .,a hero was bothered by a guy .
the cop judged the cousin .,the cousin was judged by the cop .,a hero bothers a husband .,a husband is bothered by a hero .
a secretary forgets a sheriff .,a sheriff is forgotten by a secretary .,the husband bothered the kid .,the kid was bothered by the husband .
a physician struck a pilot .,a pilot was struck by a physician .,the kid bothers the king .,the king is bothered by the kid .
the partner kills the physician .,the physician is killed by the partner .,a king bothered a lady .,a lady was bothered by a king .
the parent raised the partner .,the partner was raised by the parent .,a lady bothers a lawyer .,a lawyer is bothered by a lady .
a princess drags a professor .,a professor is dragged by a princess .,the lawyer bothered the leader .,the leader was bothered by the lawyer .
a scientist taught a secretary .,a secretary was taught by a scientist .,the leader bothers the man .,the man is bothered by the leader .
the reader strikes the scientist .,the scientist is struck by the reader .,a man bothered a manager .,a manager was bothered by a man .
the husband carried the kid .,the kid was carried by the husband .,a manager bothers a mayor .,a mayor is bothered by a manager .
an attorney punches an aunt .,an aunt is punched by an attorney .,the mayor bothered the minister .,the minister was bothered by the mayor .
a worker kissed a writer .,a writer was kissed by a worker .,the minister bothers the mother .,the mother is bothered by the minister .
the leader follows the man .,the man is followed by the leader .,a mother bothered a nurse .,a nurse was bothered by a mother .
the husband caught the kid .,the kid was caught by the husband .,a nurse bothers a parent .,a parent is bothered by a nurse .
a doctor beats an employee .,an employee is beaten by a doctor .,the parent bothered the partner .,the partner was bothered by the parent .
a prince understood a princess .,a princess was understood by a prince .,the partner bothers the physician .,the physician is bothered by the partner .
the guest washes the guy .,the guy is washed by the guest .,a physician bothered a pilot .,a pilot was bothered by a physician .
the sheriff beat the singer .,the singer was beaten by the sheriff .,a pilot bothers a president .,a president is bothered by a pilot .
a captain teaches a champion .,a champion is taught by a captain .,the president bothered the priest .,the priest was bothered by the president .
a physician raised a pilot .,a pilot was raised by a physician .,the priest bothers the prince .,the prince is bothered by the priest .
the leader protects the man .,the man is protected by the leader .,a prince bothered a princess .,a princess was bothered by a prince .
the president hurt the priest .,the priest was hurt by the president .,a princess bothers a professor .,a professor is bothered by a princess .
a lady surprises a lawyer .,a lawyer is surprised by a lady .,the professor bothered the reader .,the reader was bothered by the professor .
a king understood a lady .,a lady was understood by a king .,the reader bothers the scientist .,the scientist is bothered by the reader .
the actress forgets the adult .,the adult is forgotten by the actress .,a scientist bothered a secretary .,a secretary was bothered by a scientist .
the professor forgave the reader .,the reader was forgiven by the professor .,a secretary bothers a sheriff .,a sheriff is bothered by a secretary .
a captain surprises a champion .,a champion is surprised by a captain .,the sheriff bothered the singer .,the singer was bothered by the sheriff .
a physician hurt a pilot .,a pilot was hurt by a physician .,the singer bothers the soldier .,the soldier is bothered by the singer .
the guest teaches the guy .,the guy is taught by the guest .,a soldier bothered a son .,a son was bothered by a soldier .
the president killed the priest .,the priest was killed by the president .,a son bothers a student .,a student is bothered by a son .
a colonel grabs a cop .,a cop is grabbed by a colonel .,the student bothered the teacher .,the teacher was bothered by the student .
a bishop dragged a boy .,a boy was dragged by a bishop .,the teacher bothers the uncle .,the uncle is bothered by the teacher .
the actress asks the adult .,the adult is asked by the actress .,an uncle bothered a wife .,a wife was bothered by an uncle .
the parent hurried the partner .,the partner was hurried by the parent .,a wife bothers a winner .,a winner is bothered by a wife .
a princess asks a professor .,a professor is asked by a princess .,the winner bothered the woman .,the woman was bothered by the winner .
a bishop taught a boy .,a boy was taught by a bishop .,the woman bothers the worker .,the worker is bothered by the woman .
the minister follows the mother .,the mother is followed by the minister .,a worker bothered a writer .,a writer was bothered by a worker .
the student taught the teacher .,the teacher was taught by the student .,a writer bothers an actor .,an actor is bothered by a writer .
a son punches a student .,a student is punched by a son .,the actor chased the actress .,the actress was chased by the actor .
a soldier asked a son .,a son was asked by a soldier .,the actress chases the adult .,the adult is chased by the actress .
the reader joins the scientist .,the scientist is joined by the reader .,an adult chased an attorney .,an attorney was chased by an adult .
the brother forgave the buddy .,the buddy was forgiven by the brother .,an attorney chases an aunt .,an aunt is chased by an attorney .
a boy comforts a brother .,a brother is comforted by a boy .,the aunt chased the author .,the author was chased by the aunt .
a father hurt a friend .,a friend was hurt by a father .,the author chases the bishop .,the bishop is chased by the author .
the employer strikes the father .,the father is struck by the employer .,a bishop chased a boy .,a boy was chased by a bishop .
the winner punched the woman .,the woman was punched by the winner .,a boy chases a brother .,a brother is chased by a boy .
a hero strikes a husband .,a husband is struck by a hero .,the brother chased the buddy .,the buddy was chased by the brother .
a soldier comforted a son .,a son was comforted by a soldier .,the buddy chases the candidate .,the candidate is chased by the buddy .
the employer bothers the father .,the father is bothered by the employer .,a candidate chased a captain .,a captain was chased by a candidate .
the actor bothered the actress .,the actress was bothered by the actor .,a captain chases a champion .,a champion is chased by a captain .
a doctor bothers an employee .,an employee is bothered by a doctor .,the champion chased the chief .,the chief was chased by the champion .
a father kissed a friend .,a friend was kissed by a father .,the chief chases the child .,the child is chased by the chief .
the partner protects the physician .,the physician is protected by the partner .,a child chased a colonel .,a colonel was chased by a child .
the actor taught the actress .,the actress was taught by the actor .,a colonel chases a cop .,a cop is chased by a colonel .
a wife helps a winner .,a winner is helped by a wife .,the cop chased the cousin .,the cousin was chased by the cop .
a scientist bothered a secretary .,a secretary was bothered by a scientist .,the cousin chases the daughter .,the daughter is chased by the cousin .
the leader embraces the man .,the man is embraced by the leader .,a daughter chased a doctor .,a doctor was chased by a daughter .
the sheriff understood the singer .,the singer was understood by the sheriff .,a doctor chases an employee .,an employee is chased by a doctor .
a friend asks a girl .,a girl is asked by a friend .,the employee chased the employer .,the employer was chased by the employee .
a bishop forgot a boy .,a boy was forgotten by a bishop .,the employer chases the father .,the father is chased by the employer .
the kid destroys the king .,the king is destroyed by the kid .,a father chased a friend .,a friend was chased by a father .
the lawyer protected the leader .,the leader was protected by the lawyer .,a friend chases a girl .,a girl is chased by a friend .
a hero kills a husband .,a husband is killed by a hero .,the girl chased the guest .,the guest was chased by the girl .
a worker punched a writer .,a writer was punched by a worker .,the guest chases the guy .,the guy is chased by the guest .
the chief bothers the child .,the child is bothered by the chief .,a guy chased a hero .,a hero was chased by a guy .
the professor killed the reader .,the reader was killed by the professor .,a hero chases a husband .,a husband is chased by a hero .
a secretary washes a sheriff .,a sheriff is washed by a secretary .,the husband chased the kid .,the kid was chased by the husband .
a man helped a manager .,a manager was helped by a man .,the kid chases the king .,the king is chased by the kid .
the cousin selects the daughter .,the daughter is selected by the cousin .,a king chased a lady .,a lady was chased by a king .
the mayor forgave the minister .,the minister was forgiven by the mayor .,a lady chases a lawyer .,a lawyer is chased by a lady .
a nurse hurries a parent .,a parent is hurried by a nurse .,the lawyer chased the leader .,the leader was chased by the lawyer .
a prince killed a princess .,a princess was killed by a prince .,the leader chases the man .,the man is chased by the leader .
the kid washes the king .,the king is washed by the kid .,a man chased a manager .,a manager was chased by a man .
the professor struck the reader .,the reader was struck by the professor .,a manager chases a mayor .,a mayor is chased by a manager .
a lady kisses a lawyer .,a lawyer is kissed by a lady .,the mayor chased the minister .,the minister was chased by the mayor .
a worker joined a writer .,a writer was joined by a worker .,the minister chases the mother .,the mother is chased by the minister .
the buddy asks the candidate .,the candidate is asked by the buddy .,a mother chased a nurse .,a nurse was chased by a mother .
the mayor hurried the minister .,the minister was hurried by the mayor .,a nurse chases a parent .,a parent is chased by a nurse .
a captain describes a champion .,a champion is described by a captain .,the parent chased the partner .,the partner was chased by the parent .
an uncle killed a wife .,a wife was killed by an uncle .,the partner chases the physician .,the physician is chased by the partner .
the actress describes the adult .,the adult is described by the actress .,a physician chased a pilot .,a pilot was chased by a physician .
the husband judged the kid .,the kid was judged by the husband .,a pilot chases a president .,a president is chased by a pilot .
a writer drags an actor .,an actor is dragged by a writer .,the president chased the priest .,the priest was chased by the president .
a mother judged a nurse .,a nurse was judged by a mother .,the priest chases the prince .,the prince is chased by the priest .
the minister forgets the mother .,the mother is forgotten by the minister .,a prince chased a princess .,a princess was chased by a prince .
the mayor helped the minister .,the minister was helped by the mayor .,a princess chases a professor .,a professor is chased by a princess .
a manager helps a mayor .,a mayor is helped by a manager .,the professor chased the reader .,the reader was chased by the professor .
a father punched a friend .,a friend was punched by a father .,the reader chases the scientist .,the scientist is chased by the reader .
the guest protects the guy .,the guy is protected by the guest .,a scientist chased a secretary .,a secretary was chased by a scientist .
the president taught the priest .,the priest was taught by the president .,a secretary chases a sheriff .,a sheriff is chased by a secretary .
a son kills a student .,a student is killed by a son .,the sheriff chased the singer .,the singer was chased by the sheriff .
a candidate killed a captain .,a captain was killed by a candidate .,the singer chases the soldier .,the soldier is chased by the singer .
the woman surprises the worker .,the worker is surprised by the woman .,a soldier chased a son .,a son was chased by a soldier .
the cop hurried the cousin .,the cousin was hurried by the cop .,a son chases a student .,a student is chased by a son .
a writer comforts an actor .,an actor is comforted by a writer .,the student chased the teacher .,the teacher was chased by the student .
a worker protected a writer .,a writer was protected by a worker .,the teacher chases the uncle .,the uncle is chased by the teacher .
the kid understands the king .,the king is understood by the kid .,an uncle chased a wife .,a wife was chased by an uncle .
the lawyer hurt the leader .,the leader was hurt by the lawyer .,a wife chases a winner .,a winner is chased by a wife .
an attorney strikes an aunt .,an aunt is struck by an attorney .,the winner chased the woman .,the woman was chased by the winner .
a child selected a colonel .,a colonel was selected by a child .,the woman chases the worker .,the worker is chased by the woman .
the actress hurts the adult .,the adult is hurt by the actress .,a worker chased a writer .,a writer was chased by a worker .
the champion understood the chief .,the chief was understood by the champion .,a writer chases an actor .,an actor is chased by a writer .
a lady catches a lawyer .,a lawyer is caught by a lady .,the actor followed the actress .,the actress was followed by the actor .
a man forgave a manager .,a manager was forgiven by a man .,the actress follows the adult .,the adult is followed by the actress .
the reader helps the scientist .,the scientist is helped by the reader .,an adult followed an attorney .,an attorney was followed by an adult .
the employee joined the employer .,the employer was joined by the employee .,an attorney follows an aunt .,an aunt is followed by an attorney .
a friend hurries a girl .,a girl is hurried by a friend .,the aunt followed the author .,the author was followed by the aunt .
a soldier understood a son .,a son was understood by a soldier .,the author follows the bishop .,the bishop is followed by the author .
the woman forgets the worker .,the worker is forgotten by the woman .,a bishop followed a boy .,a boy was followed by a bishop .
the sheriff selected the singer .,the singer was selected by the sheriff .,a boy follows a brother .,a brother is followed by a boy .
a wife catches a winner .,a winner is caught by a wife .,the brother followed the buddy .,the buddy was followed by the brother .
a worker raised a writer .,a writer was raised by a worker .,the buddy follows the candidate .,the candidate is followed by the buddy .
the teacher drags the uncle .,the uncle is dragged by the teacher .,a candidate followed a captain .,a captain was followed by a candidate .
the girl taught the guest .,the guest was taught by the girl .,a captain follows a champion .,a champion is followed by a captain .
a secretary teaches a sheriff .,a sheriff is taught by a secretary .,the champion followed the chief .,the chief was followed by the champion .
a father asked a friend .,a friend was asked by a father .,the chief follows the child .,the child is followed by the chief .
the author comforts the bishop .,the bishop is comforted by the author .,a child followed a colonel .,a colonel was followed by a child .
the mayor struck the minister .,the minister was struck by the mayor .,a colonel follows a cop .,a cop is followed by a colonel .
a wife describes a winner .,a winner is described by a wife .,the cop followed the cousin .,the cousin was followed by the cop .
an adult washed an attorney .,an attorney was washed by an adult .,the cousin follows the daughter .,the daughter is followed by the cousin .
the actress teaches the adult .,the adult is taught by the actress .,a daughter followed a doctor .,a doctor was followed by a daughter .
the winner embraced the woman .,the woman was embraced by the winner .,a doctor follows an employee .,an employee is followed by a doctor .
a son hurts a student .,a student is hurt by a son .,the employee followed the employer .,the employer was followed by the employee .
a child struck a colonel .,a colonel was struck by a child .,the employer follows the father .,the father is followed by the employer .
the chief judges the child .,the child is judged by the chief .,a father followed a friend .,a friend was followed by a father .
the professor hurried the reader .,the reader was hurried by the professor .,a friend follows a girl .,a girl is followed by a friend .
a pilot asks a president .,a president is asked by a pilot .,the girl followed the guest .,the guest was followed by the girl .
a mother punched a nurse .,a nurse was punched by a mother .,the guest follows the guy .,the guy is followed by the guest .
the cousin judges the daughter .,the daughter is judged by the cousin .,a guy followed a hero .,a hero was followed by a guy .
the brother understood the buddy .,the buddy was understood by the brother .,a hero follows a husband .,a husband is followed by a hero .
a nurse describes a parent .,a parent is described by a nurse .,the husband followed the kid .,the kid was followed by the husband .
a candidate hurt a captain .,a captain was hurt by a candidate .,the kid follows the king .,the king is followed by the kid .
the singer teaches the soldier .,the soldier is taught by the singer .,a king followed a lady .,a lady was followed by a king .
the professor dragged the reader .,the reader was dragged by the professor .,a lady follows a lawyer .,a lawyer is followed by a lady .
a princess punches a professor .,a professor is punched by a princess .,the lawyer followed the leader .,the leader was followed by the lawyer .
a prince hurt a princess .,a princess was hurt by a prince .,the leader follows the man .,the man is followed by the leader .
the buddy joins the candidate .,the candidate is joined by the buddy .,a man followed a manager .,a manager was followed by a man .
the aunt judged the author .,the author was judged by the aunt .,a manager follows a mayor .,a mayor is followed by a manager .
a colonel discovers a cop .,a cop is discovered by a colonel .,the mayor followed the minister .,the minister was followed by the mayor .
a king forgot a lady .,a lady was forgotten by a king .,the minister follows the mother .,the mother is followed by the minister .
the guest joins the guy .,the guy is joined by the guest .,a mother followed a nurse .,a nurse was followed by a mother .
the employee described the employer .,the employer was described by the employee .,a nurse follows a parent .,a parent is followed by a nurse .
a wife carries a winner .,a winner is carried by a wife .,the parent followed the partner .,the partner was followed by the parent .
an adult described an attorney .,an attorney was described by an adult .,the partner follows the physician .,the physician is followed by the partner .
the kid forgets the king .,the king is forgotten by the kid .,a physician followed a pilot .,a pilot was followed by a physician .
the cop killed the cousin .,the cousin was killed by the cop .,a pilot follows a president .,a president is followed by a pilot .
a hero carries a husband .,a husband is carried by a hero .,the president followed the priest .,the priest was followed by the president .
a daughter joined a doctor .,a doctor was joined by a daughter .,the priest follows the prince .,the prince is followed by the priest .
the chief hurts the child .,the child is hurt by the chief .,a prince followed a princess .,a princess was followed by a prince .
the champion washed the chief .,the chief was washed by the champion .,a princess follows a professor .,a professor is followed by a princess .
a colonel comforts a cop .,a cop is comforted by a colonel .,the professor followed the reader .,the reader was followed by the professor .
a king discovered a lady .,a lady was discovered by a king .,the reader follows the scientist .,the scientist is followed by the reader .
the guest punches the guy .,the guy is punched by the guest .,a scientist followed a secretary .,a secretary was followed by a scientist .
the husband struck the kid .,the kid was struck by the husband .,a secretary follows a sheriff .,a sheriff is followed by a secretary .
an attorney forgets an aunt .,an aunt is forgotten by an attorney .,the sheriff followed the singer .,the singer was followed by the sheriff .
a prince destroyed a princess .,a princess was destroyed by a prince .,the singer follows the soldier .,the soldier is followed by the singer .
the woman selects the worker .,the worker is selected by the woman .,a soldier followed a son .,a son was followed by a soldier .
the cop beat the cousin .,the cousin was beaten by the cop .,a son follows a student .,a student is followed by a son .
a colonel describes a cop .,a cop is described by a colonel .,the student followed the teacher .,the teacher was followed by the student .
a scientist carried a secretary .,a secretary was carried by a scientist .,the teacher follows the uncle .,the uncle is followed by the teacher .
the partner destroys the physician .,the physician is destroyed by the partner .,an uncle followed a wife .,a wife was followed by an uncle .
the student judged the teacher .,the teacher was judged by the student .,a wife follows a winner .,a winner is followed by a wife .
a manager describes a mayor .,a mayor is described by a manager .,the winner followed the woman .,the woman was followed by the winner .
a candidate taught a captain .,a captain was taught by a candidate .,the woman follows the worker .,the worker is followed by the woman .
the guest destroys the guy .,the guy is destroyed by the guest .,a worker followed a writer .,a writer was followed by a worker .
the parent understood the partner .,the partner was understood by the parent .,a writer follows an actor .,an actor is followed by a writer .
a son chases a student .,a student is chased by a son .,the actor forgave the actress .,the actress was forgiven by the actor .
a daughter followed a doctor .,a doctor was followed by a daughter .,the actress forgives the adult .,the adult is forgiven by the actress .
the partner follows the physician .,the physician is followed by the partner .,an adult forgave an attorney .,an attorney was forgiven by an adult .
the champion followed the chief .,the chief was followed by the champion .,an attorney forgives an aunt .,an aunt is forgiven by an attorney .
a lady follows a lawyer .,a lawyer is followed by a lady .,the aunt forgave the author .,the author was forgiven by the aunt .
an uncle helped a wife .,a wife was helped by an uncle .,the author forgives the bishop .,the bishop is forgiven by the author .
the actress strikes the adult .,the adult is struck by the actress .,a bishop forgave a boy .,a boy was forgiven by a bishop .
the aunt followed the author .,the author was followed by the aunt .,a boy forgives a brother .,a brother is forgiven by a boy .
a colonel chases a cop .,a cop is chased by a colonel .,the brother forgave the buddy .,the buddy was forgiven by the brother .
a bishop beat a boy .,a boy was beaten by a bishop .,the buddy forgives the candidate .,the candidate is forgiven by the buddy .
the actress grabs the adult .,the adult is grabbed by the actress .,a candidate forgave a captain .,a captain was forgiven by a candidate .
the brother discovered the buddy .,the buddy was discovered by the brother .,a captain forgives a champion .,a champion is forgiven by a captain .
an attorney describes an aunt .,an aunt is described by an attorney .,the champion forgave the chief .,the chief was forgiven by the champion .
a worker asked a writer .,a writer was asked by a worker .,the chief forgives the child .,the child is forgiven by the chief .
the guest catches the guy .,the guy is caught by the guest .,a child forgave a colonel .,a colonel was forgiven by a child .
the winner struck the woman .,the woman was struck by the winner .,a colonel forgives a cop .,a cop is forgiven by a colonel .
a lady punches a lawyer .,a lawyer is punched by a lady .,the cop forgave the cousin .,the cousin was forgiven by the cop .
a man caught a manager .,a manager was caught by a man .,the cousin forgives the daughter .,the daughter is forgiven by the cousin .
the leader carries the man .,the man is carried by the leader .,a daughter forgave a doctor .,a doctor was forgiven by a daughter .
the president raised the priest .,the priest was raised by the president .,a doctor forgives an employee .,an employee is forgiven by a doctor .
a hero catches a husband .,a husband is caught by a hero .,the employee forgave the employer .,the employer was forgiven by the employee .
a bishop selected a boy .,a boy was selected by a bishop .,the employer forgives the father .,the father is forgiven by the employer .
the chief kisses the child .,the child is kissed by the chief .,a father forgave a friend .,a friend was forgiven by a father .
the champion hurried the chief .,the chief was hurried by the champion .,a friend forgives a girl .,a girl is forgiven by a friend .
a manager hurries a mayor .,a mayor is hurried by a manager .,the girl forgave the guest .,the guest was forgiven by the girl .
a prince carried a princess .,a princess was carried by a prince .,the guest forgives the guy .,the guy is forgiven by the guest .
the cousin drags the daughter .,the daughter is dragged by the cousin .,a guy forgave a hero .,a hero was forgiven by a guy .
the cop kissed the cousin .,the cousin was kissed by the cop .,a hero forgives a husband .,a husband is forgiven by a hero .
a secretary catches a sheriff .,a sheriff is caught by a secretary .,the husband forgave the kid .,the kid was forgiven by the husband .
a man taught a manager .,a manager was taught by a man .,the kid forgives the king .,the king is forgiven by the kid .
the reader catches the scientist .,the scientist is caught by the reader .,a king forgave a lady .,a lady was forgiven by a king .
the cop bothered the cousin .,the cousin was bothered by the cop .,a lady forgives a lawyer .,a lawyer is forgiven by a lady .
a boy washes a brother .,a brother is washed by a boy .,the lawyer forgave the leader .,the leader was forgiven by the lawyer .
a mother washed a nurse .,a nurse was washed by a mother .,the leader forgives the man .,the man is forgiven by the leader .
the kid selects the king .,the king is selected by the kid .,a man forgave a manager .,a manager was forgiven by a man .
the student embraced the teacher .,the teacher was embraced by the student .,a manager forgives a mayor .,a mayor is forgiven by a manager .
a doctor destroys an employee .,an employee is destroyed by a doctor .,the mayor forgave the minister .,the minister was forgiven by the mayor .
a guy carried a hero .,a hero was carried by a guy .,the minister forgives the mother .,the mother is forgiven by the minister .
the leader selects the man .,the man is selected by the leader .,a mother forgave a nurse .,a nurse was forgiven by a mother .
