item_index,prompt_template,prime_condition,prime_structure,prime_sentence,target_active,target_passive,prompt,choice_target,active_choice_logprob,passive_choice_logprob,passive_minus_active_logprob,active_choice_logprob_sum,passive_choice_logprob_sum,passive_minus_active_logprob_sum,active_target_token_count,passive_target_token_count,chosen_structure,passive_choice_indicator
3,processing_teacher_forced,active,active,a klogafrud kvevarmured a kvesorrud .,the franorbav grifimloms the smesilrab .,the smesilrab is grifimlomed by the franorbav .,a klogafrud kvevarmured a kvesorrud . ,full_sentence_processing,-7.129510879516602,-6.7092700534396705,0.42024082607693103,-114.07217407226562,-120.76686096191406,-6.6946868896484375,16,18,passive,1.0
3,processing_teacher_forced,passive,passive,a kvesorrud was kvevarmured by a klogafrud .,the franorbav grifimloms the smesilrab .,the smesilrab is grifimlomed by the franorbav .,a kvesorrud was kvevarmured by a klogafrud . ,full_sentence_processing,-7.180238723754883,-6.493030124240452,0.687208599514431,-114.88381958007812,-116.87454223632812,-1.99072265625,16,18,passive,1.0
3,processing_teacher_forced,no_prime,no_prime,,the franorbav grifimloms the smesilrab .,the smesilrab is grifimlomed by the franorbav .,<|endoftext|> ,full_sentence_processing,-8.313884735107422,-7.598125881618923,0.7157588534884987,-133.02215576171875,-136.76626586914062,-3.744110107421875,16,18,passive,1.0
3,processing_teacher_forced,filler,filler,The tourist wandered through the plaza .,the franorbav grifimloms the smesilrab .,the smesilrab is grifimlomed by the franorbav .,The tourist wandered through the plaza . ,full_sentence_processing,-8.391667366027832,-7.829388088650173,0.5622792773776588,-134.2666778564453,-140.92898559570312,-6.6623077392578125,16,18,passive,1.0
4,processing_teacher_forced,active,active,a vratorrud kvesornefs a zlosillom .,the smevakrab zlodulfined the kvenorkul .,the kvenorkul was zlodulfined by the smevakrab .,a vratorrud kvesornefs a zlosillom . ,full_sentence_processing,-7.180602073669434,-6.4057129753960504,0.7748890982733831,-114.88963317871094,-115.3028335571289,-0.41320037841796875,16,18,passive,1.0
4,processing_teacher_forced,passive,passive,a zlosillom is kvesornefed by a vratorrud .,the smevakrab zlodulfined the kvenorkul .,the kvenorkul was zlodulfined by the smevakrab .,a zlosillom is kvesornefed by a vratorrud . ,full_sentence_processing,-6.523865699768066,-5.729721493191189,0.7941442065768776,-104.38185119628906,-103.1349868774414,1.2468643188476562,16,18,passive,1.0
4,processing_teacher_forced,no_prime,no_prime,,the smevakrab zlodulfined the kvenorkul .,the kvenorkul was zlodulfined by the smevakrab .,<|endoftext|> ,full_sentence_processing,-7.743456840515137,-7.043467627631293,0.6999892128838434,-123.89530944824219,-126.78241729736328,-2.8871078491210938,16,18,passive,1.0
4,processing_teacher_forced,filler,filler,The traveler rested beside the river .,the smevakrab zlodulfined the kvenorkul .,the kvenorkul was zlodulfined by the smevakrab .,The traveler rested beside the river . ,full_sentence_processing,-7.745861053466797,-6.911437140570746,0.8344239128960504,-123.93377685546875,-124.40586853027344,-0.4720916748046875,16,18,passive,1.0
5,processing_teacher_forced,active,active,a frataflom zraruklomed a druvarmur .,the skozemdil smenelmurs the vrefimdil .,the vrefimdil is smenelmured by the skozemdil .,a frataflom zraruklomed a druvarmur . ,full_sentence_processing,-5.676906161838108,-5.613624191284179,0.0632819705539287,-102.18431091308594,-112.2724838256836,-10.088172912597656,18,20,passive,1.0
5,processing_teacher_forced,passive,passive,a druvarmur was zraruklomed by a frataflom .,the skozemdil smenelmurs the vrefimdil .,the vrefimdil is smenelmured by the skozemdil .,a druvarmur was zraruklomed by a frataflom . ,full_sentence_processing,-5.418062845865886,-5.324501800537109,0.09356104532877652,-97.52513122558594,-106.49003601074219,-8.96490478515625,18,20,passive,1.0
5,processing_teacher_forced,no_prime,no_prime,,the skozemdil smenelmurs the vrefimdil .,the vrefimdil is smenelmured by the skozemdil .,<|endoftext|> ,full_sentence_processing,-6.3174548678927955,-6.369731140136719,-0.052276272243923394,-113.71418762207031,-127.39462280273438,-13.680435180664062,18,20,active,0.0
5,processing_teacher_forced,filler,filler,The package arrived before noon .,the skozemdil smenelmurs the vrefimdil .,the vrefimdil is smenelmured by the skozemdil .,The package arrived before noon . ,full_sentence_processing,-6.735521104600695,-6.437391662597657,0.29812944200303804,-121.2393798828125,-128.74783325195312,-7.508453369140625,18,20,passive,1.0
6,processing_teacher_forced,active,active,a vranorked smegafdiled a smezemlom .,the fradullom grifimloms the vrasilvol .,the vrasilvol is grifimlomed by the fradullom .,a vranorked smegafdiled a smezemlom . ,full_sentence_processing,-5.790586471557617,-5.556983947753906,0.23360252380371094,-92.64938354492188,-100.02571105957031,-7.3763275146484375,16,18,passive,1.0
6,processing_teacher_forced,passive,passive,a smezemlom was smegafdiled by a vranorked .,the fradullom grifimloms the vrasilvol .,the vrasilvol is grifimlomed by the fradullom .,a smezemlom was smegafdiled by a vranorked . ,full_sentence_processing,-5.831867218017578,-5.31077406141493,0.5210931566026478,-93.30987548828125,-95.59393310546875,-2.2840576171875,16,18,passive,1.0
6,processing_teacher_forced,no_prime,no_prime,,the fradullom grifimloms the vrasilvol .,the vrasilvol is grifimlomed by the fradullom .,<|endoftext|> ,full_sentence_processing,-7.500119209289551,-6.802830166286892,0.6972890430026588,-120.00190734863281,-122.45094299316406,-2.44903564453125,16,18,passive,1.0
6,processing_teacher_forced,filler,filler,The package arrived before noon .,the fradullom grifimloms the vrasilvol .,the vrasilvol is grifimlomed by the fradullom .,The package arrived before noon . ,full_sentence_processing,-7.618380546569824,-7.089897155761719,0.5284833908081055,-121.89408874511719,-127.61814880371094,-5.72406005859375,16,18,passive,1.0
7,processing_teacher_forced,active,active,the skozemdil zrazemgors the plolodnef .,a vretortas skotafruded a vramolsim .,a vramolsim was skotafruded by a vretortas .,the skozemdil zrazemgors the plolodnef . ,full_sentence_processing,-6.8703532218933105,-6.576628790961371,0.2937244309319391,-109.92565155029297,-118.37931823730469,-8.453666687011719,16,18,passive,1.0
7,processing_teacher_forced,passive,passive,the plolodnef is zrazemgored by the skozemdil .,a vretortas skotafruded a vramolsim .,a vramolsim was skotafruded by a vretortas .,the plolodnef is zrazemgored by the skozemdil . ,full_sentence_processing,-6.732221603393555,-6.09394031100803,0.6382812923855248,-107.71554565429688,-109.69092559814453,-1.9753799438476562,16,18,passive,1.0
7,processing_teacher_forced,no_prime,no_prime,,a vretortas skotafruded a vramolsim .,a vramolsim was skotafruded by a vretortas .,<|endoftext|> ,full_sentence_processing,-7.544325828552246,-6.765938229031033,0.7783875995212135,-120.70921325683594,-121.7868881225586,-1.0776748657226562,16,18,passive,1.0
7,processing_teacher_forced,filler,filler,The blanket dried on the line .,a vretortas skotafruded a vramolsim .,a vramolsim was skotafruded by a vretortas .,The blanket dried on the line . ,full_sentence_processing,-7.657830238342285,-7.010253058539496,0.6475771798027887,-122.52528381347656,-126.18455505371094,-3.659271240234375,16,18,passive,1.0
8,processing_teacher_forced,active,active,the vrefimdil drupemzirs the zraduldil .,a tlunelsel smedulpaved a brisilsel .,a brisilsel was smedulpaved by a tlunelsel .,the vrefimdil drupemzirs the zraduldil . ,full_sentence_processing,-6.957972526550293,-6.534609476725261,0.42336304982503226,-111.32756042480469,-117.62297058105469,-6.29541015625,16,18,passive,1.0
8,processing_teacher_forced,passive,passive,the zraduldil is drupemzired by the vrefimdil .,a tlunelsel smedulpaved a brisilsel .,a brisilsel was smedulpaved by a tlunelsel .,the zraduldil is drupemzired by the vrefimdil . ,full_sentence_processing,-6.819119930267334,-5.961604648166233,0.857515282101101,-109.10591888427734,-107.30888366699219,1.7970352172851562,16,18,passive,1.0
8,processing_teacher_forced,no_prime,no_prime,,a tlunelsel smedulpaved a brisilsel .,a brisilsel was smedulpaved by a tlunelsel .,<|endoftext|> ,full_sentence_processing,-8.458714485168457,-7.351881239149305,1.1068332460191517,-135.3394317626953,-132.3338623046875,3.0055694580078125,16,18,passive,1.0
8,processing_teacher_forced,filler,filler,The teacher listened during assembly .,a tlunelsel smedulpaved a brisilsel .,a brisilsel was smedulpaved by a tlunelsel .,The teacher listened during assembly . ,full_sentence_processing,-7.7331390380859375,-7.060081058078342,0.6730579800075951,-123.730224609375,-127.08145904541016,-3.3512344360351562,16,18,passive,1.0
9,processing_teacher_forced,active,active,a smezemlom grinelloms a brikudtas .,the smepemgor klonorruded the plokudsel .,the plokudsel was klonorruded by the smepemgor .,a smezemlom grinelloms a brikudtas . ,full_sentence_processing,-7.482667032877604,-6.71022617115694,0.7724408617206642,-112.24000549316406,-114.07384490966797,-1.8338394165039062,15,17,passive,1.0
9,processing_teacher_forced,passive,passive,a brikudtas is grinellomed by a smezemlom .,the smepemgor klonorruded the plokudsel .,the plokudsel was klonorruded by the smepemgor .,a brikudtas is grinellomed by a smezemlom . ,full_sentence_processing,-7.214327494303386,-6.212679694680607,1.0016477996227788,-108.21491241455078,-105.61555480957031,2.5993576049804688,15,17,passive,1.0
9,processing_teacher_forced,no_prime,no_prime,,the smepemgor klonorruded the plokudsel .,the plokudsel was klonorruded by the smepemgor .,<|endoftext|> ,full_sentence_processing,-8.661960856119792,-7.526640948127298,1.1353199079924945,-129.92941284179688,-127.95289611816406,1.9765167236328125,15,17,passive,1.0
9,processing_teacher_forced,filler,filler,The lantern glowed near sunset .,the smepemgor klonorruded the plokudsel .,the plokudsel was klonorruded by the smepemgor .,The lantern glowed near sunset . ,full_sentence_processing,-8.476535542805989,-7.486886417164522,0.989649125641467,-127.14803314208984,-127.27706909179688,-0.12903594970703125,15,17,passive,1.0
10,processing_teacher_forced,active,active,a smezemlom kvevarmurs a plovakzir .,the mnidulzom grinellomed the mnikudpav .,the mnikudpav was grinellomed by the mnidulzom .,a smezemlom kvevarmurs a plovakzir . ,full_sentence_processing,-6.4928445255055145,-5.972806830155222,0.5200376953502923,-110.37835693359375,-113.48332977294922,-3.1049728393554688,17,19,passive,1.0
10,processing_teacher_forced,passive,passive,a plovakzir is kvevarmured by a smezemlom .,the mnidulzom grinellomed the mnikudpav .,the mnikudpav was grinellomed by the mnidulzom .,a plovakzir is kvevarmured by a smezemlom . ,full_sentence_processing,-6.369660321403952,-5.624877126593339,0.744783194810613,-108.28422546386719,-106.87266540527344,1.41156005859375,17,19,passive,1.0
10,processing_teacher_forced,no_prime,no_prime,,the mnidulzom grinellomed the mnikudpav .,the mnikudpav was grinellomed by the mnidulzom .,<|endoftext|> ,full_sentence_processing,-7.813122020048254,-6.526545875950863,1.2865761440973902,-132.8230743408203,-124.0043716430664,8.818702697753906,17,19,passive,1.0
10,processing_teacher_forced,filler,filler,The pillow rested on the sofa .,the mnidulzom grinellomed the mnikudpav .,the mnikudpav was grinellomed by the mnidulzom .,The pillow rested on the sofa . ,full_sentence_processing,-7.709663839901195,-6.741997969777961,0.9676658701232341,-131.0642852783203,-128.09796142578125,2.9663238525390625,17,19,passive,1.0
11,processing_teacher_forced,active,active,a mnidulzom kvevarmured a smepimzir .,the zraduldil kvezemrabs the tlumolvek .,the tlumolvek is kvezemrabed by the zraduldil .,a mnidulzom kvevarmured a smepimzir . ,full_sentence_processing,-6.704048156738281,-6.237010755037007,0.4670374017012744,-113.96881866455078,-118.50320434570312,-4.534385681152344,17,19,passive,1.0
11,processing_teacher_forced,passive,passive,a smepimzir was kvevarmured by a mnidulzom .,the zraduldil kvezemrabs the tlumolvek .,the tlumolvek is kvezemrabed by the zraduldil .,a smepimzir was kvevarmured by a mnidulzom . ,full_sentence_processing,-6.697542975930607,-5.820706819233141,0.8768361566974656,-113.85823059082031,-110.59342956542969,3.264801025390625,17,19,passive,1.0
11,processing_teacher_forced,no_prime,no_prime,,the zraduldil kvezemrabs the tlumolvek .,the tlumolvek is kvezemrabed by the zraduldil .,<|endoftext|> ,full_sentence_processing,-7.9069357479319855,-7.429329320004112,0.47760642792787333,-134.41790771484375,-141.15725708007812,-6.739349365234375,17,19,passive,1.0
11,processing_teacher_forced,filler,filler,The lantern glowed near sunset .,the zraduldil kvezemrabs the tlumolvek .,the tlumolvek is kvezemrabed by the zraduldil .,The lantern glowed near sunset . ,full_sentence_processing,-8.08024238137638,-7.3566211901213,0.7236211912550798,-137.36412048339844,-139.7758026123047,-2.41168212890625,17,19,passive,1.0
12,processing_teacher_forced,active,active,the vramolsim vregafvols the smekudlom .,a fradulvek grineldiled a tlumolvek .,a tlumolvek was grineldiled by a fradulvek .,the vramolsim vregafvols the smekudlom . ,full_sentence_processing,-6.59947608498966,-6.281651145533512,0.3178249394561483,-112.19109344482422,-119.35137176513672,-7.1602783203125,17,19,passive,1.0
12,processing_teacher_forced,passive,passive,the smekudlom is vregafvoled by the vramolsim .,a fradulvek grineldiled a tlumolvek .,a tlumolvek was grineldiled by a fradulvek .,the smekudlom is vregafvoled by the vramolsim . ,full_sentence_processing,-6.526863546932445,-6.0915274369089225,0.43533611002352224,-110.95668029785156,-115.73902130126953,-4.782341003417969,17,19,passive,1.0
12,processing_teacher_forced,no_prime,no_prime,,a fradulvek grineldiled a tlumolvek .,a tlumolvek was grineldiled by a fradulvek .,<|endoftext|> ,full_sentence_processing,-7.286278219784007,-7.513520893297698,-0.22724267351369054,-123.86672973632812,-142.75689697265625,-18.890167236328125,17,19,active,0.0
12,processing_teacher_forced,filler,filler,The tourist wandered through the plaza .,a fradulvek grineldiled a tlumolvek .,a tlumolvek was grineldiled by a fradulvek .,The tourist wandered through the plaza . ,full_sentence_processing,-7.2524122350356155,-6.893287257144325,0.35912497789129016,-123.29100799560547,-130.9724578857422,-7.681449890136719,17,19,passive,1.0
13,processing_teacher_forced,active,active,a vretortas drupemzirs a grivarbav .,the pnezebkul grifimlomed the smevakrab .,the smevakrab was grifimlomed by the pnezebkul .,a vretortas drupemzirs a grivarbav . ,full_sentence_processing,-7.355061250574448,-6.779788368626645,0.5752728819478037,-125.03604125976562,-128.81597900390625,-3.779937744140625,17,19,passive,1.0
13,processing_teacher_forced,passive,passive,a grivarbav is drupemzired by a vretortas .,the pnezebkul grifimlomed the smevakrab .,the smevakrab was grifimlomed by the pnezebkul .,a grivarbav is drupemzired by a vretortas . ,full_sentence_processing,-6.97124256807215,-6.1809640181692025,0.7902785499029479,-118.51112365722656,-117.43831634521484,1.0728073120117188,17,19,passive,1.0
13,processing_teacher_forced,no_prime,no_prime,,the pnezebkul grifimlomed the smevakrab .,the smevakrab was grifimlomed by the pnezebkul .,<|endoftext|> ,full_sentence_processing,-7.91058349609375,-7.001488936574836,0.9090945595189144,-134.47991943359375,-133.02828979492188,1.451629638671875,17,19,passive,1.0
13,processing_teacher_forced,filler,filler,The sculpture stood in the hallway .,the pnezebkul grifimlomed the smevakrab .,the smevakrab was grifimlomed by the pnezebkul .,The sculpture stood in the hallway . ,full_sentence_processing,-7.954657161937041,-7.2033241673519735,0.7513329945850673,-135.2291717529297,-136.8631591796875,-1.6339874267578125,17,19,passive,1.0
14,processing_teacher_forced,active,active,the vretafzir vregafvols the klogafrud .,a vrefimdil vrerukgored a grisortas .,a grisortas was vrerukgored by a vrefimdil .,the vretafzir vregafvols the klogafrud . ,full_sentence_processing,-6.155941682703355,-6.022731178685238,0.13321050401811618,-104.65100860595703,-114.43189239501953,-9.7808837890625,17,19,passive,1.0
14,processing_teacher_forced,passive,passive,the klogafrud is vregafvoled by the vretafzir .,a vrefimdil vrerukgored a grisortas .,a grisortas was vrerukgored by a vrefimdil .,the klogafrud is vregafvoled by the vretafzir . ,full_sentence_processing,-6.266977197983685,-5.713450783177426,0.5535264148062593,-106.53861236572266,-108.5555648803711,-2.0169525146484375,17,19,passive,1.0
14,processing_teacher_forced,no_prime,no_prime,,a vrefimdil vrerukgored a grisortas .,a grisortas was vrerukgored by a vrefimdil .,<|endoftext|> ,full_sentence_processing,-7.407971101648667,-6.774572272049753,0.6333988295989137,-125.93550872802734,-128.7168731689453,-2.7813644409179688,17,19,passive,1.0
14,processing_teacher_forced,filler,filler,The singer smiled after rehearsal .,a vrefimdil vrerukgored a grisortas .,a grisortas was vrerukgored by a vrefimdil .,The singer smiled after rehearsal . ,full_sentence_processing,-7.257398268755744,-6.938341642680921,0.3190566260748229,-123.37577056884766,-131.8284912109375,-8.452720642089844,17,19,passive,1.0
15,processing_teacher_forced,active,active,the vretafzir smevarbavs the vranorked .,a frazemzom smegafdiled a vrepimpav .,a vrepimpav was smegafdiled by a frazemzom .,the vretafzir smevarbavs the vranorked . ,full_sentence_processing,-6.505192476160386,-5.986388357062089,0.5188041190982968,-110.58827209472656,-113.74137878417969,-3.153106689453125,17,19,passive,1.0
15,processing_teacher_forced,passive,passive,the vranorked is smevarbaved by the vretafzir .,a frazemzom smegafdiled a vrepimpav .,a vrepimpav was smegafdiled by a frazemzom .,the vranorked is smevarbaved by the vretafzir . ,full_sentence_processing,-6.5313882266773895,-5.69545464766653,0.8359335790108595,-111.03359985351562,-108.21363830566406,2.8199615478515625,17,19,passive,1.0
15,processing_teacher_forced,no_prime,no_prime,,a frazemzom smegafdiled a vrepimpav .,a vrepimpav was smegafdiled by a frazemzom .,<|endoftext|> ,full_sentence_processing,-8.331814036649817,-7.578614084344161,0.7531999523056561,-141.64083862304688,-143.99366760253906,-2.3528289794921875,17,19,passive,1.0
15,processing_teacher_forced,filler,filler,The sculpture stood in the hallway .,a frazemzom smegafdiled a vrepimpav .,a vrepimpav was smegafdiled by a frazemzom .,The sculpture stood in the hallway . ,full_sentence_processing,-8.384105906767005,-7.674974943462171,0.7091309633048333,-142.52980041503906,-145.82452392578125,-3.2947235107421875,17,19,passive,1.0
16,processing_teacher_forced,active,active,a smenelsel drupemzired a frataflom .,the frapemsim kvezemrabs the skozebsel .,the skozebsel is kvezemrabed by the frapemsim .,a smenelsel drupemzired a frataflom . ,full_sentence_processing,-7.381799221038818,-6.825629340277778,0.5561698807610407,-118.1087875366211,-122.861328125,-4.752540588378906,16,18,passive,1.0
16,processing_teacher_forced,passive,passive,a frataflom was drupemzired by a smenelsel .,the frapemsim kvezemrabs the skozebsel .,the skozebsel is kvezemrabed by the frapemsim .,a frataflom was drupemzired by a smenelsel . ,full_sentence_processing,-7.372315883636475,-6.580210791693793,0.7921050919426813,-117.9570541381836,-118.44379425048828,-0.4867401123046875,16,18,passive,1.0
16,processing_teacher_forced,no_prime,no_prime,,the frapemsim kvezemrabs the skozebsel .,the skozebsel is kvezemrabed by the frapemsim .,<|endoftext|> ,full_sentence_processing,-8.105947494506836,-7.480105929904514,0.6258415646023217,-129.69515991210938,-134.64190673828125,-4.946746826171875,16,18,passive,1.0
16,processing_teacher_forced,filler,filler,The window rattled during the storm .,the frapemsim kvezemrabs the skozebsel .,the skozebsel is kvezemrabed by the frapemsim .,The window rattled during the storm . ,full_sentence_processing,-8.404316902160645,-7.83744133843316,0.5668755637274847,-134.4690704345703,-141.07394409179688,-6.6048736572265625,16,18,passive,1.0
17,processing_teacher_forced,active,active,a kvesorrud klosorveks a frazemzom .,the kvevarzom drupemzired the frasorgor .,the frasorgor was drupemzired by the kvevarzom .,a kvesorrud klosorveks a frazemzom . ,full_sentence_processing,-6.302911197437959,-5.864245364540501,0.438665832897458,-107.14949035644531,-111.42066192626953,-4.271171569824219,17,19,passive,1.0
17,processing_teacher_forced,passive,passive,a frazemzom is klosorveked by a kvesorrud .,the kvevarzom drupemzired the frasorgor .,the frasorgor was drupemzired by the kvevarzom .,a frazemzom is klosorveked by a kvesorrud . ,full_sentence_processing,-6.102660235236673,-5.373037237870066,0.7296229973666071,-103.74522399902344,-102.08770751953125,1.6575164794921875,17,19,passive,1.0
17,processing_teacher_forced,no_prime,no_prime,,the kvevarzom drupemzired the frasorgor .,the frasorgor was drupemzired by the kvevarzom .,<|endoftext|> ,full_sentence_processing,-7.825183644014246,-7.100592362253289,0.724591281760957,-133.0281219482422,-134.9112548828125,-1.8831329345703125,17,19,passive,1.0
17,processing_teacher_forced,filler,filler,The teacher listened during assembly .,the kvevarzom drupemzired the frasorgor .,the frasorgor was drupemzired by the kvevarzom .,The teacher listened during assembly . ,full_sentence_processing,-7.8775634765625,-6.968024002878289,0.9095394736842106,-133.9185791015625,-132.3924560546875,1.526123046875,17,19,passive,1.0
18,processing_teacher_forced,active,active,the smezemlom zrarukloms the vretafzir .,a brikudtas smenelmured a skozemdil .,a skozemdil was smenelmured by a brikudtas .,the smezemlom zrarukloms the vretafzir . ,full_sentence_processing,-6.365045335557726,-6.056266784667969,0.30877855088975714,-114.57081604003906,-121.12533569335938,-6.5545196533203125,18,20,passive,1.0
18,processing_teacher_forced,passive,passive,the vretafzir is zraruklomed by the smezemlom .,a brikudtas smenelmured a skozemdil .,a skozemdil was smenelmured by a brikudtas .,the vretafzir is zraruklomed by the smezemlom . ,full_sentence_processing,-6.371058993869358,-5.66717414855957,0.7038848453097879,-114.67906188964844,-113.3434829711914,1.3355789184570312,18,20,passive,1.0
18,processing_teacher_forced,no_prime,no_prime,,a brikudtas smenelmured a skozemdil .,a skozemdil was smenelmured by a brikudtas .,<|endoftext|> ,full_sentence_processing,-7.1133778889973955,-6.391267395019531,0.7221104939778646,-128.04080200195312,-127.82534790039062,0.2154541015625,18,20,passive,1.0
18,processing_teacher_forced,filler,filler,The window rattled during the storm .,a brikudtas smenelmured a skozemdil .,a skozemdil was smenelmured by a brikudtas .,The window rattled during the storm . ,full_sentence_processing,-7.174021402994792,-6.602326965332031,0.5716944376627611,-129.13238525390625,-132.04653930664062,-2.914154052734375,18,20,passive,1.0
19,processing_teacher_forced,active,active,the smepimzir smenelmured the drutorked .,a plovakzir zrazemgors a smesilrab .,a smesilrab is zrazemgored by a plovakzir .,the smepimzir smenelmured the drutorked . ,full_sentence_processing,-6.085184433880975,-5.832568921540913,0.2526155123400615,-103.44813537597656,-110.81880950927734,-7.370674133300781,17,19,passive,1.0
19,processing_teacher_forced,passive,passive,the drutorked was smenelmured by the smepimzir .,a plovakzir zrazemgors a smesilrab .,a smesilrab is zrazemgored by a plovakzir .,the drutorked was smenelmured by the smepimzir . ,full_sentence_processing,-6.204017639160156,-5.584550556383635,0.619467082776521,-105.46829986572266,-106.10646057128906,-0.6381607055664062,17,19,passive,1.0
19,processing_teacher_forced,no_prime,no_prime,,a plovakzir zrazemgors a smesilrab .,a smesilrab is zrazemgored by a plovakzir .,<|endoftext|> ,full_sentence_processing,-7.452135871438419,-7.1838941072162825,0.26824176422213686,-126.68630981445312,-136.49398803710938,-9.80767822265625,17,19,passive,1.0
19,processing_teacher_forced,filler,filler,The package arrived before noon .,a plovakzir zrazemgors a smesilrab .,a smesilrab is zrazemgored by a plovakzir .,The package arrived before noon . ,full_sentence_processing,-7.634754854090073,-7.337211207339638,0.29754364675043554,-129.79083251953125,-139.40701293945312,-9.616180419921875,17,19,passive,1.0
20,processing_teacher_forced,active,active,a smepimzir grineldils a kveruknef .,the vratafsel zlodulfined the kvenorkul .,the kvenorkul was zlodulfined by the vratafsel .,a smepimzir grineldils a kveruknef . ,full_sentence_processing,-6.373009625603171,-5.931856657329359,0.441152968273812,-108.3411636352539,-112.70527648925781,-4.364112854003906,17,19,passive,1.0
20,processing_teacher_forced,passive,passive,a kveruknef is grineldiled by a smepimzir .,the vratafsel zlodulfined the kvenorkul .,the kvenorkul was zlodulfined by the vratafsel .,a kveruknef is grineldiled by a smepimzir . ,full_sentence_processing,-6.211783016429228,-5.689529017398232,0.5222539990309967,-105.60031127929688,-108.1010513305664,-2.5007400512695312,17,19,passive,1.0
